"","x_C2","kcat","protein","phi","rel_phi","mu","mu_norm","opt_phi_nonzero","convergence","shape"
"298",0.1,34,"tI",0.21,21,0.12894604141969,0.207690438041531,FALSE,4,19
"299",0.1,34,"tI",0.23,23,0.108402388034085,0.174601245665765,FALSE,4,19
"300",0.1,34,"tI",0.25,25,0.0904824215127515,0.145737965680366,FALSE,4,19
"301",0.1,34,"tI",0.27,27,0.074929954433029,0.120687962866392,FALSE,4,19
"302",0.1,34,"tI",0.29,29,0.0615118928953718,0.0990757982140949,FALSE,4,19
"303",0.1,34,"tI",0.31,31,0.0500164078622198,0.080560283540291,FALSE,4,19
"304",0.1,34,"tI",0.33,33,0.0402364857629282,0.0648079868241564,FALSE,4,19
"305",0.1,34,"tI",0.35,35,0.031996130856294,0.0515354357529205,FALSE,4,19
"306",0.1,34,"tI",0.37,37,0.0251145789793605,0.0404514776260167,FALSE,4,19
"307",0.1,34,"tI",0.39,39,0.0194310376566285,0.0312971276828234,FALSE,4,19
"308",0.1,34,"tI",0.41,41,0.0147930969892336,0.0238269027870725,FALSE,4,19
"309",0.1,34,"tI",0.43,43,0.0110589275244502,0.0178123614849636,FALSE,4,19
"310",0.1,34,"tI",0.45,45,0.00809742654165407,0.0130423396246149,FALSE,4,19
"311",0.1,34,"tI",0.47,47,0.00578844616786423,0.00932331777654687,FALSE,4,19
"312",0.1,34,"tI",0.49,49,0.00402300669133022,0.00647976481299564,FALSE,4,19
"313",1e-04,150,"tI",0.001,0.1,0.620856899506251,1,FALSE,-1,21
"314",1e-04,150,"tI",0.01,1,0.620856899506251,1,FALSE,-1,21
"315",1e-04,150,"tI",0.03,3,0.620856899506251,1,FALSE,-1,21
"316",1e-04,150,"tI",0.05,5,0.620856899506251,1,FALSE,-1,21
"317",1e-04,150,"tI",0.07,7,0.620856899506251,1,FALSE,-1,21
"318",1e-04,150,"tI",0.09,9,0.620856899506251,1,FALSE,-1,21
"319",1e-04,150,"tI",0.11,11,0.620856899506251,1,FALSE,-1,21
"320",1e-04,150,"tI",0.13,13,0.620856899506251,1,FALSE,-1,21
"321",1e-04,150,"tI",0.15,15,0.620856899506251,1,FALSE,-1,21
"322",1e-04,150,"tI",0.17,17,0.620856899506251,1,FALSE,-1,21
"323",1e-04,150,"tI",0.19,19,0.620856899506251,1,FALSE,-1,21
"324",1e-04,150,"tI",0.21,21,0.620856899506251,1,FALSE,-1,21
"325",1e-04,150,"tI",0.23,23,0.620856899506251,1,FALSE,-1,21
"326",1e-04,150,"tI",0.25,25,0.620856899506251,1,FALSE,-1,21
"327",1e-04,150,"tI",0.27,27,0.620856899506251,1,FALSE,-1,21
"328",1e-04,150,"tI",0.29,29,0.620856899506251,1,FALSE,-1,21
"329",1e-04,150,"tI",0.31,31,0.620856899506251,1,FALSE,-1,21
"330",1e-04,150,"tI",0.33,33,0.620856899506251,1,FALSE,-1,21
"331",1e-04,150,"tI",0.35,35,0.620856899506251,1,FALSE,-1,21
"332",1e-04,150,"tI",0.37,37,0.620856899506251,1,FALSE,-1,21
"333",1e-04,150,"tI",0.39,39,0.620856899506251,1,FALSE,-1,21
"334",1e-04,150,"tI",0.41,41,0.620856899506251,1,FALSE,-1,21
"335",1e-04,150,"tI",0.43,43,0.620856899506251,1,FALSE,-1,21
"336",1e-04,150,"tI",0.45,45,0.620856899506251,1,FALSE,-1,21
"337",1e-04,150,"tI",0.47,47,0.620856899506251,1,FALSE,-1,21
"338",1e-04,150,"tI",0.49,49,0.620856899506251,1,FALSE,-1,21
"339",0.001,150,"tI",0.001,0.1,0.620118006995988,0.998809882708835,FALSE,4,19
"340",0.001,150,"tI",0.01,1,0.613469684461141,0.988101581746234,FALSE,4,19
"341",0.001,150,"tI",0.03,3,0.59870692403225,0.964323541363455,FALSE,4,19
"342",0.001,150,"tI",0.05,5,0.583960371284805,0.940571606322273,FALSE,4,19
"343",0.001,150,"tI",0.07,7,0.569230843235737,0.916847092573165,FALSE,4,19
"344",0.001,150,"tI",0.09,9,0.554519221720968,0.893151420469068,FALSE,4,19
"345",0.001,150,"tI",0.11,11,0.539826447366213,0.869486105054295,FALSE,4,19
"346",0.001,150,"tI",0.13,13,0.525153530039411,0.845852772900027,FALSE,4,19
"347",0.001,150,"tI",0.15,15,0.510501554599298,0.822253171363401,FALSE,4,19
"348",0.001,150,"tI",0.17,17,0.495871688040196,0.798689180095466,FALSE,4,19
"349",0.001,150,"tI",0.19,19,0.48126518762882,0.775162824146948,FALSE,4,19
"350",0.001,150,"tI",0.21,21,0.466683410009501,0.751676288633826,FALSE,4,19
"351",0.001,150,"tI",0.23,23,0.452127821361244,0.728231935097068,FALSE,4,19
"352",0.001,150,"tI",0.25,25,0.437600008943484,0.704832320099122,FALSE,4,19
"353",0.001,150,"tI",0.27,27,0.423101694373168,0.68148021660901,FALSE,4,19
"354",0.001,150,"tI",0.29,29,0.408634747965769,0.658178637101058,FALSE,4,19
"355",0.001,150,"tI",0.31,31,0.394201206061837,0.634930861462392,FALSE,4,19
"356",0.001,150,"tI",0.33,33,0.379803290263805,0.61174046797721,FALSE,4,19
"357",0.001,150,"tI",0.35,35,0.365439844300214,0.588605594265534,FALSE,4,19
"358",0.001,150,"tI",0.37,37,0.351124284548098,0.565547849778822,FALSE,4,19
"359",0.001,150,"tI",0.39,39,0.336848779532118,0.542554620538967,FALSE,4,19
"360",0.001,150,"tI",0.41,41,0.32262013376218,0.519636866414357,FALSE,4,19
"361",0.001,150,"tI",0.43,43,0.30844190246395,0.496800313725611,FALSE,4,19
"362",0.001,150,"tI",0.45,45,0.294318022852842,0.474051304055496,FALSE,4,19
"363",0.001,150,"tI",0.47,47,0.280252868631184,0.451396882026259,FALSE,4,19
"364",0.001,150,"tI",0.49,49,0.266247822292834,0.428839274389122,FALSE,4,19
"365",0.01,150,"tI",0.001,0.1,0.617213365961342,0.994131443892762,FALSE,4,19
"366",0.01,150,"tI",0.01,1,0.585492460325116,0.943039307103711,FALSE,4,19
"367",0.01,150,"tI",0.03,3,0.521162861842588,0.839425094982968,FALSE,4,19
"368",0.01,150,"tI",0.05,5,0.464021780340188,0.74738926265601,FALSE,4,19
"369",0.01,150,"tI",0.07,7,0.412886888271509,0.665027462200897,FALSE,4,19
"370",0.01,150,"tI",0.09,9,0.366895950343752,0.590950910963399,FALSE,4,19
"371",0.01,150,"tI",0.11,11,0.325394720376734,0.524105829593239,FALSE,4,19
"372",0.01,150,"tI",0.13,13,0.28787065224587,0.46366667177694,FALSE,4,19
"373",0.01,150,"tI",0.15,15,0.253903271624143,0.408956189138353,FALSE,4,19
"374",0.01,150,"tI",0.17,17,0.223177233432374,0.359466462574977,FALSE,4,19
"375",0.01,150,"tI",0.19,19,0.195382928182345,0.31469881116942,FALSE,4,19
"376",0.01,150,"tI",0.21,21,0.170284031643052,0.274272592890983,FALSE,4,19
"377",0.01,150,"tI",0.23,23,0.147662199611661,0.237836125728871,FALSE,4,19
"378",0.01,150,"tI",0.25,25,0.127340000223761,0.205103624239532,FALSE,4,19
"379",0.01,150,"tI",0.27,27,0.127340000223761,0.205103624239532,FALSE,-1,21
"380",0.01,150,"tI",0.29,29,0.0929119650981104,0.149651175933354,FALSE,4,19
"381",0.01,150,"tI",0.31,31,0.0785072337751847,0.126449804837569,FALSE,4,19
"382",0.01,150,"tI",0.33,33,0.0657955509662536,0.105975388238592,FALSE,4,19
"383",0.01,150,"tI",0.35,35,0.054642589656652,0.0880115686879171,FALSE,4,19
"384",0.01,150,"tI",0.37,37,0.0449291020521773,0.0723662764923562,FALSE,4,19
"385",0.01,150,"tI",0.39,39,0.0365347708534608,0.0588457193312257,FALSE,4,19
"386",0.01,150,"tI",0.41,41,0.0293505616205967,0.0472742779273753,FALSE,4,19
"387",0.01,150,"tI",0.43,43,0.0232588801358941,0.0374625459654632,FALSE,4,19
"388",0.01,150,"tI",0.45,45,0.0181528780365189,0.0292384252326513,FALSE,4,19
"389",0.01,150,"tI",0.47,47,0.0139268841739368,0.0224317136282337,FALSE,4,19
"390",0.01,150,"tI",0.49,49,0.0104787167351849,0.0168778292444579,FALSE,4,19
"391",0.1,150,"tI",0.001,0.1,0.602884349774324,0.971052025443393,FALSE,4,19
"392",0.1,150,"tI",0.01,1,0.470319633078627,0.757533069945754,FALSE,4,19
"393",0.1,150,"tI",0.03,3,0.284850942810362,0.458802894898503,FALSE,4,19
"394",0.1,150,"tI",0.05,5,0.17625456147399,0.283889188659519,FALSE,4,19
"395",0.1,150,"tI",0.07,7,0.108992716115556,0.175552073597872,FALSE,4,19
"396",0.1,150,"tI",0.09,9,0.0667426042274207,0.107500785254525,FALSE,4,19
"397",0.1,150,"tI",0.11,11,0.0402483623890247,0.0648271162342695,FALSE,4,19
"398",0.1,150,"tI",0.13,13,2.06090834281418e-05,3.31945790480714e-05,FALSE,-1,21
"399",0.1,150,"tI",0.15,15,0.0402483623890247,0.0648271162342695,FALSE,-1,21
"400",0.1,150,"tI",0.17,17,0.00767284495569442,0.0123584757805194,FALSE,4,19
"401",0.1,150,"tI",0.19,19,0.00411398365823928,0.00662629933165403,FALSE,4,19
"402",0.1,150,"tI",0.21,21,0.00208215500189113,0.00335367941236212,FALSE,4,19
"403",0.1,150,"tI",0.23,23,0.000969826996481218,0.00156207814917619,FALSE,4,19
"404",0.1,150,"tI",0.25,25,0.000397777591165654,0.000640691263128642,FALSE,4,19
"405",0.1,150,"tI",0.27,27,0.000131866106603082,0.000212393720208842,FALSE,4,19
"406",0.1,150,"tI",0.29,29,2.88139176659883e-05,4.64099177910169e-05,FALSE,4,19
"407",0.1,150,"tI",0.31,31,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"408",0.1,150,"tI",0.33,33,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"409",0.1,150,"tI",0.35,35,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"410",0.1,150,"tI",0.37,37,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"411",0.1,150,"tI",0.39,39,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"412",0.1,150,"tI",0.41,41,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"413",0.1,150,"tI",0.43,43,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"414",0.1,150,"tI",0.45,45,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"415",0.1,150,"tI",0.47,47,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
"416",0.1,150,"tI",0.49,49,2.88139176659883e-05,4.64099177910169e-05,FALSE,-1,21
