"","x_C2","kcat","protein","phi","rel_phi","mu","mu_norm","opt_phi_nonzero","convergence","shape"
"87",0.1,34,"tC2",0.15,1.24511668516765,0.86872303680504,0.956475379290815,TRUE,4,19
"88",0.1,34,"tC2",0.17,1.41113224319,0.813762329300729,0.895962924424172,TRUE,4,19
"89",0.1,34,"tC2",0.19,1.57714780121235,0.750519846133545,0.826332126676374,TRUE,4,19
"90",0.1,34,"tC2",0.21,1.74316335923471,0.685843426265708,0.755122545943056,TRUE,4,19
"91",0.1,34,"tC2",0.23,1.90917891725706,0.623080151515183,0.686019362904047,TRUE,4,19
"92",0.1,34,"tC2",0.25,2.07519447527941,0.563661559780143,0.62059871943209,TRUE,4,19
"93",0.1,34,"tC2",0.27,2.24121003330177,0.508095435218524,0.559419692499341,TRUE,4,19
"94",0.1,34,"tC2",0.29,2.40722559132412,0.456460557872697,0.502569019958619,TRUE,4,19
"95",0.1,34,"tC2",0.31,2.57324114934647,0.40869370542784,0.449977093217788,TRUE,4,19
"96",0.1,34,"tC2",0.33,2.73925670736882,0.364629712404586,0.40146206293266,TRUE,4,19
"97",0.1,34,"tC2",0.35,2.90527226539118,0.324059002782753,0.356793183175131,TRUE,4,19
"98",0.1,34,"tC2",0.37,3.07128782341353,0.286792775617877,0.315762581646071,TRUE,4,19
"99",0.1,34,"tC2",0.39,3.23730338143588,0.252663688726955,0.278186012422237,TRUE,4,19
"100",0.1,34,"tC2",0.41,3.40331893945824,0.221484988477724,0.243857857321902,TRUE,4,19
"101",0.1,34,"tC2",0.43,3.56933449748059,0.193089314766538,0.212593850690959,TRUE,4,19
"102",0.1,34,"tC2",0.45,3.73535005550294,0.167318503476248,0.184219851776224,TRUE,4,19
"103",0.1,34,"tC2",0.47,3.9013656135253,0.144022570321386,0.158570725925737,TRUE,4,19
"104",0.1,34,"tC2",0.49,4.06738117154765,0.123058504493275,0.135489016376321,TRUE,4,19
"105",1e-04,150,"tC2",0.001,802.102584945794,-5.77325942899598e-09,1,TRUE,-1,21
"106",1e-04,150,"tC2",0.01,8021.02584945794,-2.58684304914339e-19,4.48073238516023e-11,TRUE,-1,21
"107",1e-04,150,"tC2",0.03,24063.0775483738,-5.77325942899598e-09,1,TRUE,-1,21
"108",1e-04,150,"tC2",0.05,40105.1292472897,-2.49073366453928e-22,4.3142590336919e-14,TRUE,-1,21
"109",1e-04,150,"tC2",0.07,56147.1809462056,-6.17035439477512e-20,1.06878176369223e-11,TRUE,-1,21
"110",1e-04,150,"tC2",0.09,72189.2326451215,-4.65689526644823e-07,80.6631907629016,TRUE,-1,21
"111",1e-04,150,"tC2",0.11,88231.2843440374,-8.87284065722518e-19,1.53688583829469e-10,TRUE,-1,21
"112",1e-04,150,"tC2",0.13,104273.336042953,-5.77325942899598e-09,1,TRUE,-1,21
"113",1e-04,150,"tC2",0.15,120315.387741869,-2.69917073572437e-10,0.0467529784330821,TRUE,-1,21
"114",1e-04,150,"tC2",0.17,136357.439440785,-5.77325942899598e-09,1,TRUE,-1,21
"115",1e-04,150,"tC2",0.19,152399.491139701,-5.77325942899598e-09,1,TRUE,-1,21
"116",1e-04,150,"tC2",0.21,168441.542838617,-1.3985898872279e-05,2422.53081544116,TRUE,-1,21
"117",1e-04,150,"tC2",0.23,184483.594537533,-1.79638376719589e-10,0.0311155905825679,TRUE,-1,21
"118",1e-04,150,"tC2",0.25,200525.646236449,-3.757480957242e-15,6.50842215468474e-07,TRUE,-1,21
"119",1e-04,150,"tC2",0.27,216567.697935364,-5.73654569805978e-05,9936.40727324359,TRUE,-1,21
"120",1e-04,150,"tC2",0.29,232609.74963428,-1.49818518893456e-12,0.000259504220685109,TRUE,-1,21
"121",1e-04,150,"tC2",0.31,248651.801333196,-1.15863273778986e-12,0.000200689532843557,TRUE,-1,21
"122",1e-04,150,"tC2",0.33,264693.853032112,-2.23943513419167e-07,38.7897887100688,TRUE,-1,21
"123",1e-04,150,"tC2",0.35,280735.904731028,-5.77325942899598e-09,1,TRUE,-1,21
"124",1e-04,150,"tC2",0.37,296777.956429944,-5.37084257787569e-18,9.30296419887322e-10,TRUE,-1,21
"125",1e-04,150,"tC2",0.39,312820.00812886,-1.78025077396542e-12,0.000308361471688624,TRUE,-1,21
"126",1e-04,150,"tC2",0.41,328862.059827776,-4.96551234688841e-13,8.60088206317096e-05,TRUE,-1,21
"127",1e-04,150,"tC2",0.43,344904.111526692,-2.22172412031373e-09,0.38483012025325,TRUE,-1,21
"128",1e-04,150,"tC2",0.45,360946.163225607,-1.07250758201148e-12,0.000185771589723622,TRUE,-1,21
"129",1e-04,150,"tC2",0.47,376988.214924523,-2.06922175407539e-17,3.58414822601389e-09,TRUE,-1,21
"130",1e-04,150,"tC2",0.49,393030.266623439,-7.82129436479144e-07,135.474500340471,TRUE,-1,21
"131",0.001,150,"tC2",0.001,0.1,0.620333102004146,0.999156331671906,FALSE,4,19
"132",0.001,150,"tC2",0.01,1,0.615618924721756,0.991563314202572,FALSE,4,19
"133",0.001,150,"tC2",0.03,3,0.605142975693518,0.974689942834802,FALSE,4,19
"134",0.001,150,"tC2",0.05,5,0.594667026229871,0.95781657076573,FALSE,4,19
"135",0.001,150,"tC2",0.07,7,0.584191077493344,0.940943199867813,FALSE,4,19
"136",0.001,150,"tC2",0.09,9,0.573715128423224,0.924069828432585,FALSE,4,19
"137",0.001,150,"tC2",0.11,11,0.563239179205553,0.907196456759701,FALSE,4,19
"138",0.001,150,"tC2",0.13,13,0.552763230153452,0.890323085353496,FALSE,4,19
"139",0.001,150,"tC2",0.15,15,0.542287281009471,0.873449713799302,FALSE,4,19
"140",0.001,150,"tC2",0.17,17,0.531811331838669,0.85657634220191,FALSE,4,19
"141",0.001,150,"tC2",0.19,19,0.521335382716731,0.839702970683219,FALSE,4,19
"142",0.001,150,"tC2",0.21,21,0.510859433557852,0.82282959910503,FALSE,4,19
"143",0.001,150,"tC2",0.23,23,0.500383484423048,0.805956227565617,FALSE,4,19
"144",0.001,150,"tC2",0.25,25,0.489907535179551,0.789082855851135,FALSE,4,19
"145",0.001,150,"tC2",0.27,27,0.479431586065208,0.772209484344679,FALSE,4,19
"146",0.001,150,"tC2",0.29,29,0.468955637050294,0.75533611299837,FALSE,4,19
"147",0.001,150,"tC2",0.31,31,0.458479687820914,0.738462741306626,FALSE,4,19
"148",0.001,150,"tC2",0.33,33,0.448003738675574,0.721589369750245,FALSE,4,19
"149",0.001,150,"tC2",0.35,35,0.437527789652088,0.704715998390129,FALSE,4,19
"150",0.001,150,"tC2",0.37,37,0.427051840344933,0.687842626573114,FALSE,4,19
"151",0.001,150,"tC2",0.39,39,0.416575891241721,0.670969255084587,FALSE,4,19
"152",0.001,150,"tC2",0.41,41,0.406099942094987,0.654095883525959,FALSE,4,19
"153",0.001,150,"tC2",0.43,43,0.395623992962968,0.637222511991032,FALSE,4,19
"154",0.001,150,"tC2",0.45,45,0.385148043763904,0.620349140348118,FALSE,4,19
"155",0.001,150,"tC2",0.47,47,0.374672094663577,0.603475768864235,FALSE,4,19
"156",0.001,150,"tC2",0.49,49,0.36419614551763,0.586602397306876,FALSE,4,19
"157",0.01,150,"tC2",0.001,0.00675489655831184,0.622750108340367,0.709908301457331,TRUE,4,19
"158",0.01,150,"tC2",0.01,0.0675489655831184,0.639620175295671,0.729139451187082,TRUE,4,19
"159",0.01,150,"tC2",0.03,0.202646896749355,0.677109238300102,0.771875368345937,TRUE,4,19
"160",0.01,150,"tC2",0.05,0.337744827915592,0.714598301174329,0.814611285356367,TRUE,4,19
"161",0.01,150,"tC2",0.07,0.472842759081829,0.752087363103063,0.857347201288974,TRUE,4,19
"162",0.01,150,"tC2",0.09,0.607940690248066,0.789576425471093,0.900083117722359,TRUE,4,19
"163",0.01,150,"tC2",0.11,0.743038621414302,0.827065489478256,0.942819036024288,TRUE,4,19
"164",0.01,150,"tC2",0.13,0.878136552580539,0.863874912186535,0.984780192517859,TRUE,4,19
"165",0.01,150,"tC2",0.15,1.01323448374678,0.87708005330557,0.999833484643816,TRUE,4,19
"166",0.01,150,"tC2",0.17,1.14833241491301,0.860642369200349,0.98109523274029,TRUE,4,19
"167",0.01,150,"tC2",0.19,1.28343034607925,0.823479924603738,0.938731646498787,TRUE,4,19
"168",0.01,150,"tC2",0.21,1.41852827724549,0.77424463398451,0.882605535772925,TRUE,4,19
"169",0.01,150,"tC2",0.23,1.55362620841172,0.719447390901075,0.820139038792978,TRUE,4,19
"170",0.01,150,"tC2",0.25,1.68872413957796,0.66323085007411,0.756054603515023,TRUE,4,19
"171",0.01,150,"tC2",0.27,1.8238220707442,0.607935772443617,0.693020596593326,TRUE,4,19
"172",0.01,150,"tC2",0.29,1.95892000191043,0.554765463906874,0.632408734924004,TRUE,4,19
"173",0.01,150,"tC2",0.31,2.09401793307667,0.504281853545496,0.57485959345763,TRUE,4,19
"174",0.01,150,"tC2",0.33,2.22911586424291,0.456696952409062,0.520614855659338,TRUE,4,19
"175",0.01,150,"tC2",0.35,2.36421379540914,0.412085786088655,0.469760047471586,TRUE,4,19
"176",0.01,150,"tC2",0.37,2.49931172657538,0.370401641863783,0.422241918404947,TRUE,4,19
"177",0.01,150,"tC2",0.39,2.63440965774162,0.331578192267288,0.377984858003604,TRUE,4,19
"178",0.01,150,"tC2",0.41,2.76950758890785,0.295493165853791,0.336849482086099,TRUE,4,19
"179",0.01,150,"tC2",0.43,2.90460552007409,0.262081540919812,0.298761668710967,TRUE,4,19
"180",0.01,150,"tC2",0.45,3.03970345124033,0.231214953654456,0.263575088662462,TRUE,4,19
"181",0.01,150,"tC2",0.47,3.17480138240656,0.202801259005274,0.23118470054951,TRUE,4,19
"182",0.01,150,"tC2",0.49,3.3098993135728,0.176735902892299,0.201471317224124,TRUE,4,19
"183",0.1,150,"tC2",0.001,0.0317587796251332,0.634982374885494,0.631556652502669,TRUE,4,19
"184",0.1,150,"tC2",0.01,0.317587796251332,0.760852941412656,0.756748148816002,TRUE,4,19
"185",0.1,150,"tC2",0.03,0.952763388753995,1.00379703540084,0.99838156229797,TRUE,4,19
"186",0.1,150,"tC2",0.05,1.58793898125666,0.874771510880701,0.870052128952625,TRUE,4,19
"187",0.1,150,"tC2",0.07,2.22311457375932,0.689361952910367,0.685642853348936,TRUE,4,19
"188",0.1,150,"tC2",0.09,2.85829016626198,0.541936525586436,0.539012784457233,TRUE,4,19
"189",0.1,150,"tC2",0.11,3.49346575876465,0.427683921849079,0.42537657216222,TRUE,4,19
"190",0.1,150,"tC2",0.13,4.12864135126731,0.338404956536352,0.336579265808677,TRUE,4,19
"191",0.1,150,"tC2",0.15,4.76381694376998,0.268008976405873,0.26656307115624,TRUE,4,19
"192",0.1,150,"tC2",0.17,5.39899253627264,0.212123849781198,0.210979444127014,TRUE,4,19
"193",0.1,150,"tC2",0.19,6.0341681287753,0.167588145737934,0.166684009678955,TRUE,4,19
"194",0.1,150,"tC2",0.21,6.66934372127797,0.132043943413642,0.131331567904715,TRUE,4,19
"195",0.1,150,"tC2",0.23,7.30451931378063,0.103660173354024,0.103100927947991,TRUE,4,19
"196",0.1,150,"tC2",0.25,7.93969490628329,0.0809943793557764,0.0805574156395911,TRUE,4,19
"197",0.1,150,"tC2",0.27,8.57487049878596,0.0629409893437439,0.0626014234525947,TRUE,4,19
"198",0.1,150,"tC2",0.29,9.21004609128862,0.0485967807965943,0.048334601740462,TRUE,4,19
"199",0.1,150,"tC2",0.31,9.84522168379128,0.0372439565889471,0.0370430258847921,TRUE,4,19
"200",0.1,150,"tC2",0.33,10.4803972762939,0.0282935692483562,0.0281409257777691,TRUE,4,19
"201",0.1,150,"tC2",0.35,11.1155728687966,0.0212838004444037,0.0211689745933915,TRUE,-1,21
"202",0.1,150,"tC2",0.37,11.7507484612993,0.015825213360337,0.0157398365219149,TRUE,4,19
"203",0.1,150,"tC2",0.39,12.3859240538019,0.0116126065394816,0.0115499566649045,TRUE,4,19
"204",0.1,150,"tC2",0.41,13.0210996463046,0.00838965549375883,0.00834439340185534,TRUE,4,19
"205",0.1,150,"tC2",0.43,13.6562752388073,0.00595207724391382,0.00591996585776321,TRUE,4,19
"206",0.1,150,"tC2",0.45,14.2914508313099,0.00413258764717466,0.00411029238582277,TRUE,4,19
"207",0.1,150,"tC2",0.47,14.9266264238126,0.0027970364888059,0.00278194651011632,TRUE,4,19
"208",0.1,150,"tC2",0.49,15.5618020163153,0.00183482450950215,0.00182492565303092,TRUE,4,19
"209",1e-04,34,"tI",0.001,0.1,1.70082749960343e-24,1,FALSE,-1,21
"210",1e-04,34,"tI",0.01,1,1.70082749960343e-24,1,FALSE,-1,21
"211",1e-04,34,"tI",0.03,3,-0.00200759517161171,-1.18036377709075e+21,FALSE,-1,21
"212",1e-04,34,"tI",0.05,5,-2.11388848120583e-08,-12428588329496748,FALSE,-1,21
"213",1e-04,34,"tI",0.07,7,-2.12466252891215e-08,-12491934246168668,FALSE,-1,21
"214",1e-04,34,"tI",0.09,9,-1.1295593798222e-13,-66412342232.5647,FALSE,-1,21
"215",1e-04,34,"tI",0.11,11,-6.58486437742886e-12,-3871565093440.82,FALSE,-1,21
"216",1e-04,34,"tI",0.13,13,1.70082749960343e-24,1,FALSE,-1,21
"217",1e-04,34,"tI",0.15,15,-1.18017518763116e-08,-6938829410427177,FALSE,-1,21
"218",1e-04,34,"tI",0.17,17,1.70082749960343e-24,1,FALSE,-1,21
"219",1e-04,34,"tI",0.19,19,-2.43088507952839e-06,-1429236698075016960,FALSE,-1,21
"220",1e-04,34,"tI",0.21,21,-1.00451587007788e-08,-5906042031376476,FALSE,-1,21
"221",1e-04,34,"tI",0.23,23,1.70082749960343e-24,1,FALSE,-1,21
"222",1e-04,34,"tI",0.25,25,-1.87599770084201e-10,-110299116240737,FALSE,-1,21
"223",1e-04,34,"tI",0.27,27,1.70082749960343e-24,1,FALSE,-1,21
"224",1e-04,34,"tI",0.29,29,1.70082749960343e-24,1,FALSE,-1,21
"225",1e-04,34,"tI",0.31,31,1.70082749960343e-24,1,FALSE,-1,21
"226",1e-04,34,"tI",0.33,33,-1.52792400933162e-07,-89834154826864080,FALSE,-1,21
"227",1e-04,34,"tI",0.35,35,-4.46155701932381e-21,-2623.16844028221,FALSE,-1,21
"228",1e-04,34,"tI",0.37,37,1.70082749960343e-24,1,FALSE,-1,21
"229",1e-04,34,"tI",0.39,39,-3.47949942034907e-15,-2045768557.45828,FALSE,-1,21
"230",1e-04,34,"tI",0.41,41,-7.26154270429645e-17,-42694175.0764823,FALSE,-1,21
"231",1e-04,34,"tI",0.43,43,1.70082749960343e-24,1,FALSE,-1,21
"232",1e-04,34,"tI",0.45,45,-1.8504459316834e-07,-108796802269180976,FALSE,-1,21
"233",1e-04,34,"tI",0.47,47,1.70082749960343e-24,1,FALSE,-1,21
"234",1e-04,34,"tI",0.49,49,-2.08537489195185e-10,-122609429377058,FALSE,-1,21
"235",0.001,34,"tI",0.001,0.1,0.620856899507995,1.00000000006231,FALSE,-1,21
"236",0.001,34,"tI",0.01,1,0.620856899514711,1.00000000007313,FALSE,-1,21
"237",0.001,34,"tI",0.03,3,0.620856899515845,1.00000000007496,FALSE,-1,21
"238",0.001,34,"tI",0.05,5,0.620856899469308,1,FALSE,-1,21
"239",0.001,34,"tI",0.07,7,0.620856899469308,1,FALSE,-1,21
"240",0.001,34,"tI",0.09,9,0.620856899469308,1,FALSE,-1,21
"241",0.001,34,"tI",0.11,11,0.620856899469308,1,FALSE,-1,21
"242",0.001,34,"tI",0.13,13,0.620856899469308,1,FALSE,-1,21
"243",0.001,34,"tI",0.15,15,0.620856899469308,1,FALSE,-1,21
"244",0.001,34,"tI",0.17,17,0.620856899469308,1,FALSE,-1,21
"245",0.001,34,"tI",0.19,19,0.620856899469308,1,FALSE,-1,21
"246",0.001,34,"tI",0.21,21,0.620856899469308,1,FALSE,-1,21
"247",0.001,34,"tI",0.23,23,0.620856899469308,1,FALSE,-1,21
"248",0.001,34,"tI",0.25,25,0.620856899469308,1,FALSE,-1,21
"249",0.001,34,"tI",0.27,27,0.620856899469308,1,FALSE,-1,21
"250",0.001,34,"tI",0.29,29,0.620856899469308,1,FALSE,-1,21
"251",0.001,34,"tI",0.31,31,0.620856899469308,1,FALSE,-1,21
"252",0.001,34,"tI",0.33,33,0.620856899469308,1,FALSE,-1,21
"253",0.001,34,"tI",0.35,35,0.620856899469308,1,FALSE,-1,21
"254",0.001,34,"tI",0.37,37,0.620856899469308,1,FALSE,-1,21
"255",0.001,34,"tI",0.39,39,0.620856899469308,1,FALSE,-1,21
"256",0.001,34,"tI",0.41,41,0.620856899469308,1,FALSE,-1,21
"257",0.001,34,"tI",0.43,43,0.620856899469308,1,FALSE,-1,21
"258",0.001,34,"tI",0.45,45,0.620856899469308,1,FALSE,-1,21
"259",0.001,34,"tI",0.47,47,0.620856899469308,1,FALSE,-1,21
"260",0.001,34,"tI",0.49,49,0.620856899469308,1,FALSE,-1,21
"261",0.01,34,"tI",0.001,0.1,0.619716110304435,0.99816255688949,FALSE,4,19
"262",0.01,34,"tI",0.01,1,0.609481970090017,0.981678661450703,FALSE,4,19
"263",0.01,34,"tI",0.03,3,0.586952553292193,0.94539104539196,FALSE,4,19
"264",0.01,34,"tI",0.05,5,0.564718798197463,0.90957964487228,FALSE,4,19
"265",0.01,34,"tI",0.07,7,0.542783055328108,0.874248245824111,FALSE,4,19
"266",0.01,34,"tI",0.09,9,0.521147986542469,0.839401135641764,FALSE,4,19
"267",0.01,34,"tI",0.11,11,0.499816578830834,0.805043125402143,FALSE,4,19
"268",0.01,34,"tI",0.13,13,0.478792156181306,0.771179568976818,FALSE,4,19
"269",0.01,34,"tI",0.15,15,0.458078394733658,0.73781638743999,FALSE,4,19
"270",0.01,34,"tI",0.17,17,0.437674280531897,0.704951947635949,FALSE,4,19
"271",0.01,34,"tI",0.19,19,0.417599427849577,0.67261784182624,FALSE,4,19
"272",0.01,34,"tI",0.21,21,0.39784350202878,0.640797424213862,FALSE,4,19
"273",0.01,34,"tI",0.23,23,0.37841684237025,0.609507348073911,FALSE,4,19
"274",0.01,34,"tI",0.25,25,0.359325189709045,0.578756860038038,FALSE,4,19
"275",0.01,34,"tI",0.27,27,0.34057477613837,0.548555997996148,FALSE,4,19
"276",0.01,34,"tI",0.29,29,0.322167801572034,0.518908305299072,FALSE,4,19
"277",0.01,34,"tI",0.31,31,0.304125254659236,0.489847587883754,FALSE,4,19
"278",0.01,34,"tI",0.33,33,0.286441385957146,0.461364585254203,FALSE,4,19
"279",0.01,34,"tI",0.35,35,0.269125040668096,0.433473544175396,FALSE,4,19
"280",0.01,34,"tI",0.37,37,0.252194144908925,0.406203337833493,FALSE,4,19
"281",0.01,34,"tI",0.39,39,0.235654346756576,0.379563063456772,FALSE,4,19
"282",0.01,34,"tI",0.41,41,0.219516485823653,0.353570180161192,FALSE,4,19
"283",0.01,34,"tI",0.43,43,0.203792286804517,0.328243572643647,FALSE,4,19
"284",0.01,34,"tI",0.45,45,0.188494434163008,0.303603671479765,FALSE,4,19
"285",0.01,34,"tI",0.47,47,0.173636654818756,0.279672586304856,FALSE,4,19
"286",0.01,34,"tI",0.49,49,0.159237350494592,0.256479956352769,FALSE,4,19
"287",0.1,34,"tI",0.001,0.1,0.616322089747716,0.992695885698038,FALSE,4,19
"288",0.1,34,"tI",0.01,1,0.577280234195568,0.929812062415802,FALSE,4,19
"289",0.1,34,"tI",0.03,3,0.500343502791076,0.805891829805678,FALSE,4,19
"290",0.1,34,"tI",0.05,5,0.434309251335709,0.699531972151175,FALSE,4,19
"291",0.1,34,"tI",0.07,7,0.376954880071311,0.607152598885045,FALSE,4,19
"292",0.1,34,"tI",0.09,9,0.326760651128292,0.526305902999268,FALSE,4,19
"293",0.1,34,"tI",0.11,11,0.282626013384838,0.455219251987564,FALSE,4,19
"294",0.1,34,"tI",0.13,13,0.243717849940371,0.392550763523684,FALSE,4,19
"295",0.1,34,"tI",0.15,15,0.209374388082839,0.337234535444702,FALSE,4,19
"296",0.1,34,"tI",0.17,17,0.179084037920104,0.28844656161886,FALSE,4,19
"297",0.1,34,"tI",0.19,19,0.152398845639743,0.245465333091712,FALSE,4,19
