"","x_C2","kcat","phi","rel_phi","mu","mu_norm","opt_phi_nonzero","convergence","shape"
"1",1e-05,10,0.001,0.997793092903166,0.653428711566523,1,TRUE,-1,21
"2",1e-05,10,0.01,9.97793092903166,0.660741129546813,1.01119084278185,TRUE,-1,21
"3",1e-05,10,0.03,29.933792787095,0.396242029548408,0.606404375158939,TRUE,-1,21
"4",1e-05,10,0.05,49.8896546451583,0.653428711566523,1,TRUE,-1,21
"5",1e-05,10,0.07,69.8455165032216,0.537038706065686,0.821878035904169,TRUE,-1,21
"6",1e-05,10,0.09,89.801378361285,0.225027096476211,0.344378954418353,TRUE,-1,21
"7",1e-05,10,0.11,109.757240219348,0.409532201654694,0.626743506071053,TRUE,-1,21
"8",1e-05,10,0.13,129.713102077412,0.43442391452935,0.664837505361322,TRUE,-1,21
"9",1e-05,10,0.15,149.668963935475,0.621835052073784,0.951649416480343,TRUE,-1,21
"10",1e-05,10,0.17,169.624825793538,0.549610860564328,0.841118320691321,TRUE,-1,21
"11",1e-05,10,0.19,189.580687651602,0.439680454368578,0.672882055204603,TRUE,-1,21
"12",1e-05,10,0.21,209.536549509665,0.674049707783681,1.03155814223057,TRUE,-1,21
"13",1e-05,10,0.23,229.492411367728,2.44360573423329e-12,3.73966691542375e-12,TRUE,-1,21
"14",1e-05,10,0.25,249.448273225792,0.657469789428273,1.00618442041223,TRUE,-1,21
"15",1e-05,10,0.27,269.404135083855,0.658779510826597,1.00818880340787,TRUE,-1,21
"16",1e-05,10,0.29,289.359996941918,0.64272589117073,0.983620523239429,TRUE,-1,21
"17",0.005,10,0.001,596.160386455163,0.655544404524542,0.962228360134967,TRUE,-1,21
"18",0.005,10,0.01,5961.60386455163,0.67365293534436,0.988808621967641,TRUE,-1,21
"19",0.005,10,0.03,17884.8115936549,0.655544404524542,0.962228360134967,TRUE,-1,21
"20",0.005,10,0.05,29808.0193227582,0.646438578772487,0.948862547353102,TRUE,-1,21
"21",0.005,10,0.07,41731.2270518614,0.643376585759586,0.944368059267758,TRUE,-1,21
"22",0.005,10,0.09,53654.4347809647,0.617305012545887,0.906099397425162,TRUE,-1,21
"23",0.005,10,0.11,65577.642510068,0.666743561560897,0.97866682934561,TRUE,-1,21
"24",0.005,10,0.13,77500.8502391712,0.638573697338826,0.937318231037784,TRUE,-1,21
"25",0.005,10,0.15,89424.0579682745,0.577781346688739,0.848085337779836,TRUE,-1,21
"26",0.005,10,0.17,101347.265697378,0.654079207473719,0.960077698569164,TRUE,-1,21
"27",0.005,10,0.19,113270.473426481,0.603937480966508,0.886478120968676,TRUE,-1,21
"28",0.005,10,0.21,125193.681155584,0.595834137526449,0.874583782742124,TRUE,-1,21
"29",0.005,10,0.23,137116.888884688,0.571088691276218,0.838261651088148,TRUE,-1,21
"30",0.005,10,0.25,149040.096613791,0.655544404524542,0.962228360134967,TRUE,-1,21
"31",0.005,10,0.27,160963.304342894,0.488329933384787,0.716785785619607,TRUE,-1,21
"32",0.005,10,0.29,172886.512071997,0.549812590644789,0.807031932278337,TRUE,-1,21
"33",0.02,10,0.001,199.088746713281,0.655547594735285,0.962241716552216,TRUE,-1,21
"34",0.02,10,0.01,1990.88746713281,0.674615999599085,0.990231163505286,TRUE,-1,21
"35",0.02,10,0.03,5972.66240139842,0.660814467104253,0.969972664464891,TRUE,-1,21
"36",0.02,10,0.05,9954.43733566403,0.647185787231037,0.949967886137788,TRUE,-1,21
"37",0.02,10,0.07,13936.2122699296,0.658523509663606,0.966609895936807,TRUE,-1,21
"38",0.02,10,0.09,17917.9872041953,0.619178790219351,0.908857978792495,TRUE,-1,21
"39",0.02,10,0.11,21899.7621384609,0.605367772775044,0.888585557324289,TRUE,-1,21
"40",0.02,10,0.13,25881.5370727265,0.646866787110248,0.949499643669547,TRUE,-1,21
"41",0.02,10,0.15,29863.3120069921,0.631951184126016,0.927605862753831,TRUE,-1,21
"42",0.02,10,0.17,33845.0869412577,0.618314615128813,0.907589504422062,TRUE,-1,21
"43",0.02,10,0.19,37826.8618755233,0.545507272124473,0.80071967029752,TRUE,-1,21
"44",0.02,10,0.21,41808.6368097889,0.650242135590587,0.954454129265661,TRUE,-1,21
"45",0.02,10,0.23,45790.4117440545,0.632879756294242,0.928968861999459,TRUE,-1,21
"46",0.02,10,0.25,49772.1866783201,0.508807966607592,0.746850808569643,TRUE,-1,21
"47",0.02,10,0.27,53753.9616125858,0.549543498430742,0.806644221558982,TRUE,-1,21
"48",0.02,10,0.29,57735.7365468514,0.478413298170726,0.702236171637696,TRUE,4,19
"49",1e-05,20,0.001,0.238607463681356,0.67848140327105,49.0667136888464,TRUE,-1,21
"50",1e-05,20,0.01,2.38607463681356,0.489976292329734,35.434318957245,TRUE,-1,21
"51",1e-05,20,0.03,7.15822391044068,0.554756054808229,40.1190900401954,TRUE,-1,21
"52",1e-05,20,0.05,11.9303731840678,0.670511328689242,48.4903303632329,TRUE,-1,21
"53",1e-05,20,0.07,16.7025224576949,0.0133479849587044,0.965305391030932,TRUE,-1,21
"54",1e-05,20,0.09,21.474671731322,0.554235375985105,40.0814353622412,TRUE,-1,21
"55",1e-05,20,0.11,26.2468210049492,0.657504748520587,47.5497148325351,TRUE,-1,21
"56",1e-05,20,0.13,31.0189702785763,0.549706830637632,39.7539380470309,TRUE,-1,21
"57",1e-05,20,0.15,35.7911195522034,0.566594951498505,40.9752605284255,TRUE,-1,21
"58",1e-05,20,0.17,40.5632688258305,0.107311587351217,7.76060612224955,TRUE,-1,21
"59",1e-05,20,0.19,45.3354180994577,0.542196403025857,39.2107956712323,TRUE,-1,21
"60",1e-05,20,0.21,50.1075673730848,0.222726544676055,16.1072352843254,TRUE,-1,21
"61",1e-05,20,0.23,54.8797166467119,0.242999749974853,17.5733617767473,TRUE,-1,21
"62",1e-05,20,0.25,59.651865920339,0.642883467781293,46.4923266825571,TRUE,-1,21
"63",1e-05,20,0.27,64.4240151939661,0.0896777782756897,6.4853566357032,TRUE,-1,21
"64",1e-05,20,0.29,69.1961644675933,0.653756312708162,47.2786338185197,TRUE,-1,21
"65",0.005,20,0.001,5.54453024340214,0.68047857480618,0.999013723651706,TRUE,-1,21
"66",0.005,20,0.01,55.4453024340214,0.674471648528627,0.990194927571389,TRUE,-1,21
