"","x_Glc","reaction","phi","rel_phi","mu","mu_norm","opt_phi_nonzero","convergence","f.tC","f.ATPS","f.EAA","f.ENT","f.RNAp","f.DNAp","f.r","v.tC","v.ATPS","v.EAA","v.ENT","v.RNAp","v.DNAp","v.r","p.tC","p.ATPS","p.EAA","p.ENT","p.RNAp","p.DNAp","p.r","c.x_C","c.x_W","c.C","c.AA","c.NT","c.ATP","c.rRNA","c.DNA","c.p","shape"
"146",1,"EAA",0.4,1.64779978576724,0.719853622759843,0.761111826222899,TRUE,4,1.18013379493724,0.360267591100641,0.684401082014463,0.237601423652655,0.174906299518198,0.0358949618341238,0.516722930721695,215.77899125723,65.8723423766567,125.137823970453,43.4437143796721,31.98036107133,6.56313605204057,94.4790779053463,6.98108501126334,13.8177062562679,52.4990498526744,3.37485971595236,8.79501290174726,1.35371047230062,44.4262001931047,1,1e-05,7.25029821932267,41.6819325855267,6.80724122428477,13.4693830283419,44.4262000776223,9.11732030586745,131.247624403311,19
"147",1,"EAA",0.41,1.68899478041142,0.700749247113006,0.740912488777509,TRUE,4,1.17910836167606,0.358216723637918,0.689307804766029,0.233585240546855,0.171745333349983,0.0354178754399201,0.517600613814717,209.869861364124,63.75910524571,122.690109005604,41.5759090882794,30.5690049122038,6.30403858541203,92.1278930707166,6.78990727942754,14.0060290192247,53.9029279185174,3.38349614026383,8.45687751513383,1.30800337598388,43.6233146603868,1,1e-05,6.72350065661128,43.2089446889155,6.7111960662659,13.2663476103379,43.6233146708956,8.99614036173971,131.470555908938,19
"148",1,"EAA",0.42,1.7301897750556,0.681557125414838,0.72062037614108,TRUE,4,1.1779978670954,0.355995735136775,0.694156170561363,0.229419719817906,0.168480296806669,0.0349160073411916,0.51815432114359,203.929701370758,61.6283831945398,120.169199385981,39.7161117671526,29.1665524822704,6.04450241298419,89.7005494885351,6.59772563258334,14.1742385837155,55.2767025263088,3.38564676216482,8.12068621091747,1.26220370302976,42.7939941517521,1,1e-05,6.25020021971824,44.8040352910221,6.60994758019141,13.0619579649013,42.793995388894,8.86866586466267,131.611197570472,19
"149",1,"EAA",0.43,1.77138476969978,0.662302947189877,0.700262650225862,TRUE,4,1.17680003512389,0.353600070686244,0.698972812791541,0.225111976532387,0.165113995060817,0.0343912540456644,0.518363643837173,197.967125404989,59.4843537112802,117.584665495029,37.8694506783052,27.7762933299728,5.78546694364782,87.2016973334788,6.40481876310259,14.3205193106441,56.6156768225213,3.38106084813366,7.78689813325419,1.21643773365402,41.9389539233322,1,1e-05,5.82339760045921,46.477303103686,6.5041087661801,12.8564916663019,41.9389547454475,8.73537852759874,131.664365534642,19
"150",1,"EAA",0.44,1.81257976434396,0.643009888898178,0.679863815844057,TRUE,4,1.17551232231442,0.351024644661709,0.703780452862407,0.220668791730852,0.161649544089418,0.0338452339671911,0.518207714738382,191.989976133538,57.3309287121697,114.944598864156,36.0406226745542,26.4013328678859,5.527756313776,84.6360220103468,6.21144040432036,14.4431086757408,57.9148941200402,3.36953433657775,7.45598059343066,1.17081713280262,41.0589842806367,1,1e-05,5.43719220190153,48.2379844973757,6.39419947325782,12.6501906533636,41.0589841987121,8.59668942766654,131.624759543549,19
"151",1,"EAA",0.45,1.85377475898814,0.623699248124089,0.659446391244939,TRUE,4,1.17413216624137,0.348264336158659,0.7085982940365,0.216097007593131,0.158090575973306,0.0332793798595082,0.517666121214283,186.005558717895,55.1718999710899,112.255864695995,34.2340034540562,25.0446472359939,5.27210634588844,82.0084645274881,6.01782689969659,14.5403505580511,59.1692374463163,3.35092084511712,7.12841158716531,1.12544240324096,40.1550050488406,1,1e-05,5.08657418784245,50.0943228866337,6.28067114712069,12.4432677415985,40.1550062972196,8.45296248431507,131.487194788428,19
"152",1,"EAA",0.46,1.89496975363232,0.604390912797632,0.639031404229521,TRUE,4,1.17265723915482,0.345314480746966,0.713442316263582,0.211403792869382,0.15444139564045,0.032694997220646,0.516719891016618,180.02081830957,53.0110532921084,109.524305399771,32.4537149606666,23.7091159255574,5.01918204038197,79.3244048744256,5.8242029453096,14.610754909498,60.3735516821839,3.32514155215163,6.80468194391474,1.08040523876911,39.228114046394,1,1e-05,4.76725877967508,52.0534129514028,6.1639196021046,12.2359122523382,39.2281144926742,8.30452929404407,131.246852318221,19
"153",1,"EAA",0.47,1.9361647482765,0.585103739704214,0.618638792354445,TRUE,4,1.17108565850608,0.342171314645237,0.718325426279419,0.206596932585861,0.150707151544642,0.0320933140189995,0.515352393203938,174.042475969693,50.8522518178826,106.754902883141,30.7036820183213,22.3975467641107,4.76959118521264,76.5897915824016,5.63078598725476,14.6530567345349,61.5227681259273,3.29219499888393,6.48529635119321,1.03579019063735,38.2796154853687,1,1e-05,4.47555567111651,54.1210225813684,6.0443026236437,12.0282932975043,38.2796164923391,8.15170176082586,130.8995078738,19
"154",1,"EAA",0.48,1.97735974292068,0.565855799855354,0.598287662366062,TRUE,4,1.1694161884566,0.338832375547953,0.723257616591876,0.201684951918674,0.146893891714131,0.0314755220317696,0.513550287546021,168.077116901459,48.6994872801745,103.951917353071,28.9876483458294,21.1126731898004,4.52389410056857,73.8112338162264,5.43778907622367,14.6662748388883,62.6120509712304,3.25216392958461,6.17076965228173,0.991676001007696,37.3110485674729,1,1e-05,4.2082638601552,56.3014261806807,5.92214669588445,11.8205593085179,37.3110484953892,7.99478259606949,130.441773036689,19
"155",1,"EAA",0.49,2.01855473756486,0.546664609042949,0.577996533968845,TRUE,4,1.16764842091343,0.335296841488294,0.728246088738364,0.196677197644986,0.143008602309448,0.0308427919348009,0.511304187536178,162.131265149637,46.5569088584456,101.119016300352,27.3091816929978,19.8571463845033,4.28260834988707,70.9960235604978,5.24542328425296,14.6497580488812,63.6369191711195,3.20521804592588,5.86162388446649,0.948136211471362,36.3241849880718,1,1e-05,3.96259094361744,58.5972919413712,5.79775406378727,11.6128453219928,36.3241849865998,7.83406915143944,129.871263634189,19
