"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v tW","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p tW","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f tW","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.504136364008754,1,0.001,9.06108721267037,3.8161222285694,8.42736796654389,1.78025647618153,25.2994785191313,7.11235982500464,35.2000294353711,45.4639186125881,8.9928714637893,1.77871285451474,12.6964097921237,21.4541867933781,158.917198801436,0.114423016617925,0.174428666665811,0.0011206786811228,0.104651113509895,0.120891779652652,0.014340981818744,0.0220275918005744,0.0152872534297099,0.255298599313256,2.20604987008489,0.238305280735688,0.134905950994382,0.000327105048080978,0.0075326550148365,216.655513359535,45.2491496059849,2441.73744138423,13.6518791388576,113.83038089371,189.681109127122,98.5867491808283,1371.25091010381,22.9200146229401,4.53363352175282,11.5986986515247,6.40072186856635,8022.9789684557,8011.5938782212,24.7903774055033,7.89274883353376,2.73640309545864,1.42868435338395,13.7611573247799,2.72021333735126,2.17162866790089,20.9626601784772,5.85144762947594,10.0014216416753,2.76403113832023,0.863495470729479,2.62435692122938,60.3485728036163,1.26398757084148,0.263987570896471,14.2453138132066,0.0796462793979788,0.664096585416846,1.10661649289414,0.575163879662927,8,0.133717407684083,0.0264496219523215,0.0676678414785321,0.0373423817415402,46.8067742195968,46.7403525886575
"2",4,0.503305029963328,0.91324200913242,0.001,9.04943684572477,3.81149190494822,8.41714096861683,1.7785834544251,25.285104472897,7.09804247288925,35.2784537915327,45.4297081517201,8.99119195429143,1.77757104814319,12.6811341067944,21.4405101940436,158.961631285211,0.115249517787363,0.174298772327862,0.00112133155694799,0.104677015047541,0.120930379770188,0.0143516419587056,0.0220328619034747,0.0153235985183773,0.255505700976774,2.20775659796659,0.238483233528881,0.135000654820682,0.000327375942072193,0.00753806997164793,216.311640977863,45.1879304625609,2438.02054710297,13.6212902631789,113.639451028089,189.229513067776,98.6434624589291,1368.98968150025,22.8650006225267,4.52531213596068,11.5721863739664,6.38247858158912,8011.97792983451,8000.61885970226,24.9298123144918,7.87620080366114,2.73382937595416,1.42583600584571,13.7424619697024,2.71575421956893,2.17339778603817,20.9778482551111,5.84213801189307,9.99078772602547,2.75977242546237,0.861638787893507,2.62292882264119,60.3092247809217,1.26406586638877,0.264065864473369,14.2471229990934,0.079599082139182,0.664077765165055,1.10580534316608,0.576445323391056,8,0.13361678868153,0.0264446822185042,0.0676246813564565,0.0372974532552775,46.8198002547649,46.7534209662385
"3",4,0.5023991284089,0.834010967244219,0.001,9.03778849886082,3.80682365799694,8.40639961095131,1.77679773557943,25.2699665286722,7.08364849649918,35.3651027225161,45.3931075794741,8.98932839223826,1.77630148695826,12.6649894157536,21.4259033154543,159.003843575066,0.116150590804031,0.174145233378359,0.00112201465878744,0.104704287141399,0.120969072685606,0.0143624239413607,0.0220381953967383,0.0153633636784128,0.255724689091513,2.20956156345029,0.238671451937225,0.135100816432748,0.000327660508702123,0.00754387025785181,215.935740811307,45.1200366418321,2433.94277362141,13.5882707926411,113.429078902788,188.741512500813,98.7077599104628,1366.52562927221,22.8054576836992,4.51623074924188,11.543458468308,6.36287964378254,7999.67014273681,7988.3392425778,25.0810638709394,7.85743931103194,2.730919470653,1.42275020682777,13.7214104904527,2.71078561787031,2.17534090008111,20.9944302183808,5.83191857575363,9.97888987519715,2.75509399300814,0.859630234738332,2.62117598841833,60.2629948217131,1.26414454986146,0.264144546873153,14.2489403578487,0.0795493066595643,0.664043624052328,1.10494239380689,0.577861155596669,8,0.13350913993963,0.0264392011536419,0.0675784381707114,0.0372499688698635,46.8321704115997,46.7658363456076
"4",4,0.50141239861805,0.761653851364584,0.001,9.0251040259343,3.80174129296709,8.39470728045247,1.77485058332768,25.253474490669,7.0680283048154,35.459298341263,45.353218528102,8.98729244443743,1.77491706295172,12.6474020845027,21.4099835254501,159.049982190842,0.117135879641973,0.173979721807671,0.00112276110792411,0.104734053069697,0.12101132095487,0.0143741975230711,0.0220440183274632,0.0154069080860283,0.255963914122021,2.21153330671225,0.238877059920184,0.135210229480482,0.000327971319235838,0.00755020485013285,215.526223304205,45.0460076959919,2429.50023609048,13.552337305981,113.200031707544,188.210514867212,98.7762879700319,1363.8417242411,22.7406660872242,4.50633986164725,11.5121941821309,6.34156421547745,7986.2635504088,7974.96330704683,25.2458537526504,7.83709188749487,2.72774837677484,1.41939121462305,13.6984853690631,2.70537511662021,2.17742630233016,21.012584089273,5.82078990142783,9.96592069539796,2.74999909945767,0.85744435283992,2.61926539239266,60.2126066404965,1.26423011980593,0.264230119347947,14.2509218945761,0.0794950737470486,0.664006854728155,1.10400209362676,0.57940029969384,8,0.1333918192003,0.0264332130718748,0.0675280362963629,0.037198241425008,46.8456913054348,46.7794065267182
"5",4,0.500338138587898,0.695574293483638,0.001,9.01129648955785,3.79620847977638,8.38197561629207,1.77273019506939,25.235518911963,7.05109892129139,35.5616323038452,45.3097645073542,8.98507105454337,1.77340924986865,12.6282513411768,21.3926395433884,159.10040367184,0.118213137129285,0.173801487145669,0.00112357615307235,0.104766559341363,0.121057445021129,0.0143870547985053,0.0220503743060821,0.0154545908555927,0.256225283481605,2.21368749056502,0.239101686005589,0.135329760447458,0.000328310686512063,0.00755712060591581,215.080283820786,44.9653165578211,2424.66251335496,13.5132570847307,112.950777009834,187.633055808084,98.8491161780731,1360.91973695908,22.6702032334656,4.49557372651023,11.4781887479842,6.31839576966452,7971.66688054213,7960.39998217516,25.4253150851121,7.81503888772511,2.72429297925409,1.41573745026252,13.6735324779618,2.69948705592191,2.17966001155191,21.0324577220035,5.80867925008033,9.95179532128846,2.7444542819334,0.855066985920933,2.61718342619626,60.1577027366278,1.264323107262,0.264323106420922,14.2530816330007,0.0794360267853885,0.663967309415134,1.10297793888913,0.581072423265444,8,0.133264013256924,0.0264266795721864,0.0674731268054455,0.0371419157093436,46.8604674562483,46.7942363740706
"6",4,0.49916917888086,0.635227665281861,0.001,8.99628275465258,3.79019276595203,8.36813760785181,1.77042162815332,25.2159887627846,7.03276267340117,35.6727603053875,45.2624643786482,8.98264511248005,1.77176742660706,12.6074190805658,21.3737590920859,159.155398881615,0.119390749013127,0.173609777926847,0.00112446587995948,0.104802002492073,0.121107759068477,0.0144010828868703,0.0220573064556309,0.0155068048844047,0.256510556992881,2.21603865625501,0.239346849470442,0.135460216484859,0.000328681016503634,0.00756466696604807,214.594916027268,44.8773949730739,2419.39666710097,13.4707843157865,112.679648434776,187.00553715448,98.9263470558555,1357.74016655594,22.593627178014,4.48385958497483,11.4412269220948,6.29323503025289,7955.77763191975,7944.54697741912,25.6206477589045,7.79115457521076,2.72052900224272,1.41176517143323,13.6463797145595,2.69308224086538,2.18204875354711,21.0542118465021,5.79550389192186,9.93640616952377,2.7384216178798,0.852482979588155,2.61491307913625,60.0978520802995,1.26442405587285,0.264424054489957,14.2554325294098,0.0793717952674649,0.663924666650178,1.1018634743868,0.582888240284109,8,0.133124895231318,0.0264195444484707,0.0674133517084746,0.0370806443546052,46.8765840645371,46.810411435769
"7",4,0.497897872874636,0.580116589298504,0.001,8.97995293195884,3.78364872039714,8.35307267640257,1.76791075984303,25.1947458546779,7.01292706549597,35.7933067878731,45.2109808611222,8.98000273228862,1.76998135041288,12.5847550980484,21.3532068091814,159.215508589445,0.120677992740116,0.173403984486501,0.00112543682611403,0.104840721660661,0.121162674600926,0.0144163993934443,0.0220648707107725,0.0155639817656582,0.256822238750009,2.21860731121084,0.239614678072233,0.135602730155175,0.000329085214787595,0.00757290136354783,214.066922709803,44.7816458143524,2413.66836414439,13.4246493754191,112.384945579151,186.323946536509,99.0078406268406,1354.28221421901,22.5104512013286,4.47112425881492,11.4010733961169,6.26592279396655,7938.49758579629,7927.30630553382,25.8331665446726,7.76531581607196,2.7164312630345,1.40744992856028,13.6168605912494,2.68612042983308,2.184595202784,21.0780236876598,5.78118447279805,9.91966896993892,2.73186453148845,0.849676237803404,2.61244218311258,60.0327087304384,1.26453361322922,0.264533612531726,14.2579934303357,0.0793019312191788,0.663879031411254,1.10065063001043,0.584857954050215,8,0.132973473120948,0.0264117727420254,0.0673482869458884,0.0370139855824954,46.8941997610108,46.8280907616016
"8",4,0.496516085898311,0.529786839542012,0.001,8.96221894844961,3.77654342541011,8.33672591457134,1.76517846186226,25.1716607052957,6.99147743774323,35.9240063498525,45.1549935841452,8.97711658911212,1.76803771910315,12.560127160996,21.3308550607047,159.281058922807,0.122084804481927,0.173183441003539,0.00112649653798325,0.104882893630592,0.121222538855233,0.014433099160333,0.0220731153977948,0.0156265930093012,0.25716222094796,2.22140918740308,0.239906823344043,0.135758177479923,0.000329526070519636,0.00758188278258124,213.492889730549,44.6774203860732,2407.44006990539,13.3745739497496,112.064781663469,185.584274090477,99.0935945700823,1350.52375364341,22.4201806731631,4.45728279147874,11.3574864351549,6.23630517636281,7919.70933305494,7908.56079340904,26.0642377010357,7.73738939762182,2.71197290415057,1.40276401692608,13.5847773495031,2.67855623054626,2.18730434812772,21.1040850475792,5.76562345596516,9.90144894384453,2.72473849183108,0.846629424951628,2.60975069617928,59.961780914545,1.2646524085465,0.264652407722818,14.2607788328679,0.0792259975504648,0.663830051777428,1.09933215814864,0.586993567808047,8,0.132808804659251,0.0264032840856239,0.0672775219511099,0.0369415504735177,46.9134100703634,46.8473702714138
"9",4,0.495015184304627,0.483823597755262,0.001,8.94296166170741,3.76882723136358,8.31896987643994,1.76220886297163,25.1465884208233,6.96831927205461,36.0655695904976,45.0941327919161,8.97397154299936,1.76592442441049,12.5333732461496,21.3065555772572,159.352598088111,0.123622128515989,0.172947504164805,0.00112765252693837,0.104928889086765,0.121287814183623,0.0144513149654402,0.0220821028912501,0.0156951555194817,0.257533293306001,2.2244671391639,0.240225657181245,0.135927820491481,0.000330006944831558,0.0075916759408725,212.869191296788,44.5640283427885,2400.6726095769,13.3202632468535,111.717218452387,184.782121315997,99.1833587660639,1346.44130130858,22.3222804550477,4.4422521773023,11.3102061663275,6.20421006740142,7899.29774860702,7888.19557120073,26.3153425235861,7.70723747741488,2.70712453454113,1.3976804248356,13.5499372327644,2.67034463511965,2.190177133372,21.1326056218916,5.7487303996886,9.88164399228825,2.71700170916139,0.84332475233318,2.60682311633261,59.8846245347816,1.26478111501721,0.264781113291622,14.2638084987068,0.0791435214229255,0.663777727815159,1.09789930618682,0.589306692655189,8,0.132629802329165,0.0263940339499981,0.0672005896155162,0.0368628624886753,46.9343757707362,46.8684112023855
"10",4,0.493386031866086,0.441848034479692,0.001,8.92249401791069,3.76061013268135,8.30003616230437,1.75904815999689,25.1199285621185,6.94368761544361,36.2202074986879,45.0289069967607,8.97054105360884,1.76365912685498,12.5048601987911,21.2805070400364,159.425513635269,0.12529870489586,0.172688477251321,0.0011288875934792,0.104978152014208,0.121357501076742,0.0144707940914797,0.0220916954904256,0.0157701983940542,0.257930874303471,2.2277433124809,0.240567224791913,0.136109554435681,0.000330522471939708,0.00760220534391363,212.191426974023,44.4401760406473,2393.30472598743,13.2617116655452,111.338414625616,183.917002752511,99.2808025063548,1342.01000667575,22.2166337423988,4.42593965413188,11.2591485982768,6.16972335252169,7876.88426551872,7865.83215507179,26.5873109898495,7.67430632924004,2.70177201258235,1.3921899831942,13.5117517728109,2.66142507675369,2.19328125701547,21.1637640520826,5.73035576525691,9.85985746593631,2.70858213180721,0.839758296503144,2.60348725862224,59.7976712436144,1.26491710743431,0.264917106844701,14.2669858739179,0.0790558138885738,0.66371138260829,1.09636740016916,0.591833455860913,8,0.132437961755178,0.0263839442753201,0.0671181200871457,0.0367790005846797,46.9557408742743,46.8898569515497
