"","convergence","mu","x_C","x_W","C","I","AA","NT","ATP","RNA","DNA","p","tau tC","tau tC2","tau RESP","tau FERM","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tC2","v RESP","v FERM","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tC2","p RESP","p FERM","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tC2","f RESP","f FERM","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.972911342711022,1,0.001,9.07116343657213,8.54397637449562,10.0133436207071,5.03198938985551,51.8302797890891,38.7400922121191,7.18373384621269,123.585421923111,0.0158730158730159,8.27868852459016,0.0644503566047366,0.0150490614671229,0.232716983779187,0.0412322164670255,0.259194000794232,0.192391423269945,0.507938460827019,803.138917218006,1.11461693092426e-12,4.67058290106091e-14,794.31347941898,105.932222613227,49.5754908266309,37.6906751308415,6.98913614199741,120.237658782722,12.7482367812382,9.22756639535661e-12,3.01020733525361e-15,11.9536723759405,24.6522273315755,2.04410736922268,9.76919687979849,1.3446498497863,61.07333133554,3.25000244339319,4.51043732446597e-15,1.8900099989051e-16,3.21428920151693,0.428668036059826,0.200613446646407,0.152520048079209,0.0282824167173728,0.486556779224846
"2",4,0.970183926854255,0.769230769230769,0.001,9.05076776666547,8.51335449690822,9.99936545809162,5.01317475801527,51.8099679999009,38.6808363181498,7.16131608459664,123.771217580672,0.0163059163059163,8.27868852459016,0.0644564904743221,0.0150551877733674,0.232804689883679,0.0412519243639051,0.25964564907621,0.192726667355537,0.508359531777686,800.933604270421,4.18072369354789e-11,1.45292053371679e-13,792.152694857554,105.765900369341,49.3390210062857,37.5275256731493,6.9477937603985,120.080845903949,13.0599563178294,3.46109092662571e-10,9.3650158541463e-15,11.9260075662595,24.6227976357526,2.03532956274042,9.74385876162897,1.3390251369152,61.0442425991997,3.25018980349503,1.69653832072348e-13,5.89595377044569e-16,3.21455685953194,0.429198187096965,0.200217823467566,0.15228675715807,0.0281941578133726,0.487288258191621
"3",4,0.966666856036603,0.591715976331361,0.001,9.02453733065029,8.47408221984095,9.98130755789174,4.98903064401433,51.7838174439505,38.6043045603167,7.13247431562984,124.010446115489,0.0168686868686869,8.27868852459016,0.0644644198705384,0.0150631073922763,0.232918099910833,0.0412773941010077,0.260231193002313,0.193161297898624,0.508905114465805,798.089256082655,4.25169323548079e-12,6.57009283420385e-14,789.365534954054,105.550029645847,49.0349588085721,37.3175017188008,6.89472652245172,119.876788062156,13.4627177541216,3.51984439986525e-11,4.23537223052533e-15,11.8902978247746,24.5845123506427,2.02403531946811,9.71117799214938,1.33179432373284,61.0059105505647,3.25043076189405,1.73161515174092e-14,2.67584505041679e-16,3.21490108736395,0.429880568701902,0.199707911495909,0.151985451024869,0.0280806075418498,0.488230102816886
"4",4,0.962142159950852,0.455166135639508,0.001,8.99093929608813,8.42396886357912,9.95803602749243,4.95817438220412,51.7502534717919,38.5056117475181,7.09548387048384,124.31753263092,0.0176002886002886,8.27868852459016,0.0644746440588086,0.015073318973656,0.233064352251751,0.0413102224892621,0.260989566245353,0.193724214120262,0.509611451720186,794.429052261947,1.22724299023108e-12,2.71612984305946e-14,785.778490507623,105.269957784579,48.6452052435365,37.0478724569859,6.82686417704375,119.611139365274,13.982180592264,1.01599624601097e-11,1.75121504848767e-15,11.8442898300593,24.5346745226321,2.00954425164631,9.66910816286191,1.32252889760357,60.9552063738427,3.25073940659863,5.02177902288078e-15,1.11141835625626e-16,3.21534200779514,0.430756150126884,0.199052244095299,0.151596896643772,0.0279349758680466,0.489439104846142
"5",4,0.956338638667078,0.350127796645776,0.001,8.94798021399705,8.36031561959639,9.92809954199983,4.91891272922885,51.7073353217348,38.3786965357867,7.04821683181763,124.710443035226,0.0185513708513708,8.27868852459016,0.0644878287477872,0.0150864874053115,0.233252647724408,0.0413524532299516,0.261971022730205,0.194452717902833,0.510524617338653,789.733015355339,1.12239801683058e-12,2.35414259985238e-14,781.175716138667,104.906957456448,48.1476587920149,36.7030303988511,6.74048208997086,119.265415319876,14.6506300414282,9.29198358195804e-12,1.51813544827151e-15,11.7851976028612,24.4698255914283,1.99102380832846,9.61513041088483,1.3107050623702,60.8879305179151,3.25113403778988,4.6206329550802e-15,9.69141847608776e-17,3.21590576923084,0.431875803032206,0.19821191376706,0.151097230455853,0.0277488851646363,0.490985996201676
"6",4,0.948923308859678,0.269329074342904,0.001,8.89342984422967,8.27998863745553,9.88972124965415,4.86925750736044,51.652691842437,38.2159715138063,6.98812563136638,125.210813852478,0.0197877777777778,8.27868852459016,0.0645047545155236,0.0151033923028041,0.233494398457374,0.0414066203998569,0.263239366730795,0.195394169119765,0.51170343534944,783.730308375642,0,0,775.291125500744,104.436954840647,47.5157733825858,36.2640261401682,6.6311952968433,118.815459785906,15.5082811798465,0,0,11.7095260173203,24.3854439472367,1.96746759145836,9.54611927624686,1.29569689529759,60.7982789450716,3.25163515994523,0,0,3.21662165662149,0.433300678471009,0.197139191545406,0.150456580763017,0.0275123056353007,0.492955960049125
"7",4,0.939494342193764,0.207176211033003,0.001,8.82446923288958,8.17942106395758,9.84071936606193,4.80693431309596,51.583532581008,38.0081541790151,6.91218353195499,125.844585787876,0.0213951067821068,8.27868852459016,0.0645264509416973,0.0151250619762945,0.233803758648806,0.0414758460767485,0.264876012745925,0.196608999151615,0.513222145908073,776.093952425602,2.10683118754476e-12,1.09840260756532e-14,767.803413508441,103.829521242273,46.7184907193403,35.7084458084129,6.49395732047662,118.230276343427,16.6046129850931,1.74417991755755e-11,7.08760219712963e-16,11.6130742149256,24.2757323251495,1.93768893001336,9.45831074708637,1.27677044931221,60.678396136278,3.25226865607396,8.82880354044215e-15,4.60292257293044e-17,3.21752665122007,0.435103889749458,0.195776661512071,0.149638402279587,0.0272133209919488,0.495451125149117
"8",4,0.927577770720186,0.159366316179233,0.001,8.73803164555012,8.05473683730258,9.77846667993393,4.72943034449436,51.4966066693588,37.7441048265103,6.81695390620398,126.641668668588,0.0234846344877345,8.27868852459016,0.0645541296237296,0.0151527065292491,0.234198031031278,0.041563929513611,0.266983692667394,0.198173462598478,0.515173803332095,766.437035438172,8.08408599480973e-13,1.19732546374221e-13,758.331831523911,103.046285687149,45.7207619759448,35.0105926128034,6.32325490741895,117.469996703893,17.9994936351283,6.69256299570313e-12,7.72923031882067e-15,11.4907796948698,24.1332372130169,1.90033452807676,9.34725729824004,1.25310131989603,60.5174649793531,3.25306269588,3.43120665678257e-15,5.08192404702918e-16,3.21866099648808,0.437369297696079,0.194057043611058,0.148598837899647,0.0268384012055275,0.498589246726723
"9",4,0.912631226035436,0.122589473984026,0.001,8.63058458558791,7.90196207357422,9.69988799676588,4.63412441974254,51.3882997699568,37.4106961747886,6.69865673333375,127.63578835017,0.0262010205050505,8.27868852459016,0.0645893088016763,0.0151878423296644,0.234698093299727,0.0416754148349055,0.269691821929907,0.20018362040158,0.517674185518198,754.315842712059,7.00638427333062e-13,3.31709250088026e-13,746.439301720312,102.039945481307,44.4848194749599,34.1421695168366,6.11340330733291,116.484406008015,19.7638448621831,5.80036730824912e-12,2.1424871186308e-14,11.3368024231929,23.9485806448709,1.85392330547483,9.20786390163537,1.2238032070369,60.3009700057704,3.2540497492652,3.02249027488478e-15,1.43096345185729e-15,3.22007106979438,0.440191018413,0.191903454046712,0.147286205412554,0.0263726643044636,0.502503103740828
"10",4,0.894058987555141,0.0942995953723274,0.001,8.49856145115405,7.71738594091648,9.60148893278348,4.51853197765258,51.2547463123762,36.9930439765961,6.55339366327863,128.862847546959,0.0297323223275613,8.27868852459016,0.0646337524173946,0.0152322311443768,0.235328657258858,0.041815629986895,0.273161562687757,0.202759098077511,0.520865255370808,739.240773296808,2.07265418359655e-13,4.95651656446694e-15,731.642558050115,100.753087083311,42.9729180731151,33.0739634442983,5.85912050364117,115.210987011306,21.9793449493364,1.71588584051845e-12,3.20358264480471e-16,11.1445485592825,23.7100886980005,1.79693964160253,9.03453553872229,1.18798998884573,60.0094001711669,3.25526255624551,9.12697702781945e-16,2.18261267026213e-17,3.22180365289451,0.443668373899017,0.189232163848533,0.14564190541967,0.0258007624538529,0.507334045460467
