"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.774196481560424,1,0.001,32.2522796964798,16.5969663239457,10.9333533470547,1.74153559580953,15.0508666844585,46.1302550762559,8.21426546959222,123.080480096096,0.0423819783599517,0.00900861426214056,0.00975204283652684,0.119755707346671,0.19000704723454,0.0110835874950374,0.338494274783579,0.15622812682319,0.13815791560885,206.707633976809,1.80830965106836e-17,529.56452040994,13.0006187623308,139.907047098722,190.235086987908,35.7138811735222,6.35945542516158,476.442373195827,8.76067847004193,1.62903641129808e-19,5.16433588774253,1.55689829582733,26.5833249065319,2.10848723125652,12.0889443075383,0.993525808688568,65.8242851884691,1.05116672830338,9.19576555109822e-20,2.69298522572863,0.0661118200010554,0.711466868136328,0.967399172204853,0.181615177465574,0.0323396278330402,2.42284409637985
"2",4,0.770222556433121,0.769230769230769,0.001,31.4564849716307,16.4918506079695,10.8871626432547,1.74712523315295,15.0384251583594,46.1726244428943,8.18687731482445,124.01945184623,0.0452650007485176,0.00905458584291773,0.00978280098995918,0.120201286348939,0.191431399402506,0.0111475312538971,0.339250212723543,0.15657702125702,0.138283396979512,205.701321710325,5.28533319749607e-20,529.7258246166,12.9286095336876,139.816505677691,189.170844872273,35.5631968356324,6.30571757462842,477.612896242188,9.31107048118892,4.7856503145151e-22,5.18220232146621,1.5540354966524,26.7652693414488,2.10878790553979,12.0648220916175,0.987330474723357,66.0459337335929,1.0514463858594,2.7016085469766e-22,2.7077040592567,0.0660848440610722,0.714674841930875,0.966950525631639,0.181781985995647,0.0322318004520648,2.44132779224862
"3",4,0.765196276674152,0.591715976331361,0.001,30.4887209173694,16.3590282899456,10.8289076769286,1.75408385405072,15.0214401249524,46.2199352665843,8.15210060726158,125.175783029457,0.048921854209156,0.00911387219430739,0.00982249089171705,0.120766901430512,0.193252787474332,0.0112300940953761,0.340216275187919,0.157022896240578,0.138455123525353,204.425614068126,4.73723477750617e-17,529.776840606654,12.8365684879912,139.665954505728,187.808645894268,35.3673223741106,6.23795703174966,478.92021551956,10.000880088058,4.31745523166195e-19,5.2037281915015,1.55023260129524,26.9908350234952,2.10910876531779,12.0325386814903,0.979502079749611,66.3089575985493,1.0517892948131,2.43735250531611e-19,2.72575240695762,0.0660453699960753,0.718594665686187,0.96629340763093,0.181968249081041,0.0320948842805574,2.4640902171153
"4",4,0.758881073270878,0.455166135639508,0.001,29.3306672470037,16.192488452965,10.7559440640032,1.76265678876684,14.9982351358075,46.2699551497311,8.10819095031889,126.581862048256,0.0535366404368011,0.00919016531119572,0.0098736008723794,0.121481192522062,0.195572972695137,0.011336523484905,0.341446376503584,0.157590635309347,0.138690532131267,202.818416204279,1.59197394572048e-17,529.611774593995,12.7195236526981,139.423028295378,186.073508691368,35.1133932242233,6.15315265066322,480.302896639034,10.85821662229,1.46305037322877e-19,5.22917527965367,1.54518290164234,27.2673761058852,2.10942670119837,11.9893408831566,0.969679235373406,66.6134643190565,1.05220400101694,8.2590199970533e-20,2.74757903469777,0.0659877634825759,0.723314336793444,0.965332902171571,0.182165177754847,0.0319220116154287,2.4917689379578
"5",4,0.751008284987003,0.350127796645776,0.001,27.970950137974,15.9856397802512,10.6652869616833,1.77308951337772,14.9666020873023,46.3185426728394,8.05311994826393,128.266768538126,0.0593283431870666,0.00928808636099383,0.00993925006715473,0.122378030499925,0.198515484974141,0.0114734603230594,0.343006287223781,0.158310594103283,0.139012965225078,200.808475013661,1.04479153230568e-17,529.072152498008,12.571647080238,139.042221300026,183.8770510395,34.7856092958265,6.04795980114032,481.647029303214,11.913634120482,9.70411398129026e-20,5.25858042724552,1.53849340981967,27.6020339932564,2.10970604942287,11.9316826933785,0.9574561092313,66.9551817352896,1.05269750427795,5.47710667328209e-20,2.77355293136768,0.0659042976404724,0.72890050752012,0.963937964819966,0.182356467215903,0.0317051966467084,2.52493638854578
"6",4,0.7412820849445,0.269329074342904,0.001,26.4088826262292,15.7316541861651,10.5536581667042,1.78560647408003,14.9237243246685,46.3590477158089,7.98458345688182,130.252842871413,0.0665564692768016,0.00941337526459751,0.0100233179162253,0.123497046663087,0.20222878686926,0.0116492795604164,0.344975756652484,0.159219579993454,0.139452905137228,198.316407947506,4.0594394029024e-17,527.934658083579,12.3863275725236,138.462455109054,181.118339884062,34.3651315468164,5.91882867233071,482.770494668348,13.1992399126439,3.8213026463414e-19,5.29165691696543,1.52967487420823,28.0010943236434,2.10989817482795,11.8551372578251,0.942393415261709,67.3237479960376,1.05327415230102,2.15600042384852e-19,2.80390278957906,0.0657847669242066,0.735385067427756,0.961933850466115,0.182515935889011,0.0314353679404796,2.56403233998845
"7",4,0.729388316997861,0.207176211033003,0.001,24.6576501694578,15.4239841861922,10.4175785183282,1.80038480300947,14.8661519728131,46.3818247067758,7.90004103694928,132.552384610725,0.0755297265903173,0.00957310588967632,0.0101305904826017,0.124884184930792,0.206889709279447,0.011874521474927,0.347450870596693,0.160361940275397,0.140049037408022,195.256797573389,1.69974804737024e-18,525.903423833226,12.1563772091001,137.605932577287,177.686814281725,33.830361062165,5.76219763615447,483.410803626351,14.747692535619,1.62718680432458e-20,5.32771222025252,1.51813925946972,28.469251386042,2.10994589199971,11.7543884036497,0.924037193184037,67.7012177205088,1.05393455253792,9.17470336498293e-21,2.83866065900987,0.065616286518986,0.74275338313329,0.959097329410578,0.182605609081795,0.0311025237675168,2.60929890965995
"8",4,0.715007351365385,0.159366316179233,0.001,22.7457950997959,15.057027381561,10.2534629068362,1.81751946012221,14.7898532729339,46.3739565216313,7.79676778399499,135.165619312343,0.0866200982923689,0.00977596097102052,0.0102669462070501,0.12659254911573,0.212707845166748,0.0121624644627199,0.350547606240658,0.161791202880304,0.140849080272634,191.541487090449,7.89532711363125e-19,522.611505267743,11.8743935910001,136.379377254532,173.467548064822,33.1577198248651,5.57474628244521,483.222057300901,16.5913424388412,7.71844097162992e-21,5.36562421176941,1.50320975388819,29.0089634609944,2.10979288877356,11.6233593130049,0.901944906789313,68.0613823382821,1.05467495045435,4.34736299632976e-21,2.87762861089646,0.0653833572167563,0.750938687664029,0.955155357931994,0.182574631974927,0.0306959361574606,2.66074053764455
"9",4,0.697830516439481,0.122589473984026,0.001,20.7162416685319,14.6268971963478,10.0578163790091,1.83699914968437,14.6903877719646,46.3194452882234,7.67197709599453,138.080235197004,0.100285447138128,0.0100325418478243,0.0104395624683438,0.128683467334252,0.219931484427977,0.0125298917868602,0.354405164846947,0.163571614544745,0.141910054197543,187.083993344064,1.93989860398612e-17,517.633807639711,11.5333149509294,134.678111219359,168.349785373137,32.3231224266712,5.35373973900973,481.783009188051,18.761801924896,1.94621139250267e-19,5.40387047058142,1.48414695774357,29.6199569204298,2.10940459306654,11.4554815319924,0.875719852962182,68.3698529453318,1.05548716707886,1.09444856577118e-19,2.92037726715127,0.0650684524474369,0.759824587542479,0.949792843661605,0.182360020819777,0.0302046342361989,2.71811486608275
"10",4,0.677579492043753,0.0942995953723274,0.001,18.6224220094585,14.1320781936369,9.82741071493127,1.85867527820134,14.5631659988478,46.1997523961554,7.52294601338302,141.273551037908,0.117103461134347,0.0103558316867963,0.0106572232400252,0.13122817024403,0.228856844016587,0.0129982015146491,0.359191530393767,0.165780706335585,0.14329857626078,181.80495701358,8.9339310859227e-17,510.513943238284,11.1271028709261,132.393344080855,162.237585421585,31.3040047611342,5.09739393842064,478.620304757416,21.2899897176714,9.25182866272525e-19,5.44066106023593,1.46018934986872,30.2991228951465,2.10879682855986,11.2441333776056,0.845049567582104,68.5856082412383,1.05635952047283,5.19097130952135e-19,2.96629021085273,0.0646529184135793,0.769258285166554,0.942665264764002,0.181888788961242,0.0296178976904843,2.78097541413205
"11",4,0.654028048696667,0.0725381502864057,0.001,16.5223425062256,13.5738381590694,9.55952958827593,1.88224636239457,14.4037926573685,45.9947587291766,7.34719432774514,144.71629740622,0.137819610168701,0.0107618252612098,0.0109307345214779,0.134310150097199,0.239842078972881,0.0135950237120981,0.365110074566159,0.168512342107458,0.145091310128036,175.638350352567,1.24074646671784e-16,500.801376629771,10.6515263210934,129.421618629527,155.062455915148,30.0818623019174,4.80527116957037,473.242588035984,24.2064089762646,1.33526966682808e-18,5.47412689593069,1.43060809895032,31.0407500761412,2.1080777650226,10.983190988142,0.809747499245747,68.6633871065233,1.05727815449992,7.4688365718561e-19,3.01463976512692,0.0641182638573348,0.779070458258938,0.933418851253721,0.181081727280223,0.0289259619202565,2.84874601193347
