"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","LIP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v LIPS","v Maint","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p LIPS","p Maint","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f LIPS","f Maint","f RNAp","f DNAp","f r"
"25",4,0.422939954525008,0.00845987729265106,0.001,11.3219780836403,1.33168882015679,9.71805404326826,3.90492035884826,1.59175339645131,15.2329952663137,54.8570874382688,34.7171354586221,4.42233848791443,202.902048546534,0.210172170798967,0.00314931185013186,0.00640500361034004,0.116321102928281,0.25018523619989,0.024377282508445,0.0487988003690255,0.105716291616924,0.479989043607786,0.191995617443114,0.0809112170064675,235.429701036741,442.491654806601,947.619021197282,7.11585843432442,102.586062822634,74.4736841305893,128.895855925088,654.918083411787,14.6832636921082,1.87038363897272,429.076915926511,49.4807713374436,1.39354421206689,6.06950325199549,0.827724501362126,25.6655183580974,1.81546603749608,6.28996314168303,69.2355110911577,7.04780569661593,0.359105461620067,34.7171354569957,1.63720710176116,3.07714139944627,6.58985924221189,0.0494845548904846,0.713396100217286,0.517899160624131,0.89635763788021,4.55438091503269,0.102109221937124,0.0130068779056307,2.98385365509609
"26",4,0.3802826105426,0.00693432564971398,0.001,12.0562596272147,1.10838103255019,9.13933097945274,3.5861571481477,1.43222389229682,14.9844674828899,55.0807640166747,32.8271110303026,4.05416058553055,205.731143949434,0.252803490997691,0.00318172757740699,0.00641556292774039,0.119823080322431,0.280443362098894,0.0276740329244279,0.0548059604202894,0.122295364006947,0.515765061403184,0.206306024561274,0.0839181996385282,206.778483267116,302.534899566896,944.578116462134,6.2429822526281,92.5275259869562,63.6236520733572,116.368092949678,588.86363368317,12.4835794791753,1.54172677102448,391.179882455031,52.2743224331345,0.962583633080047,6.06000034632931,0.748053363908167,25.9487304744748,1.76072304225043,6.37766509638459,72.0152924317368,6.43859413660836,0.318067521089748,32.8271114704373,1.59926326565762,2.33986120708575,7.30554291401069,0.0482843863976072,0.715625102936678,0.492077163833627,0.900012483932593,4.55438091503269,0.0965503265597135,0.0119240017221487,3.02545799925638
"27",4,0.339348016604177,0.00568387348337212,0.001,13.1918438282207,0.921581170431531,8.58236815097005,3.28324363056893,1.27839138645811,14.7465176093433,55.1676970256332,30.875937117904,3.70127910687701,208.251141425095,0.304813701640133,0.00319575796829365,0.00641712087776127,0.12378105371583,0.31701832287475,0.0317078716171165,0.0620713808992222,0.142543906074048,0.558029688236283,0.223211875294513,0.0873810857961376,179.553208495245,174.480656330403,934.536341271373,5.43802108398755,82.7249679297719,53.7820383635959,104.00582536816,525.476844327928,10.477688021756,1.25602172381719,353.34805899081,54.7302781227983,0.557597947780992,5.99703266659916,0.67312397990488,26.2253305929638,1.70531396773973,6.45578520216503,74.9035219419674,5.84686098021754,0.280358964383882,30.8759370585747,1.55621263777953,1.51224812246467,8.09975648410243,0.0471320852817681,0.716988805887179,0.466136408746982,0.901432957935183,4.55438091503269,0.0908115797585412,0.0108861150202265,3.06251678566317
"28",4,0.300639528596251,0.00465891269128862,0.001,15.1593430795992,0.76598461890736,8.04479298726061,2.99731317257815,1.12873320098204,14.5234917580904,55.05185776055,28.8674923819697,3.36567519018105,210.095315545054,0.368266158623914,0.00317266131094001,0.00640172478831012,0.128251098050019,0.361101848605381,0.0366402627480192,0.070832489143909,0.16726983786034,0.608125978163981,0.243250391265592,0.0914063999228048,153.508809115877,49.2279709578801,927.371447780144,4.70567753317794,73.2302157253362,44.9922136955662,91.9486920304422,465.537156656684,8.67870930147122,1.01185500258413,315.814783128728,56.5320994480357,0.156183678874144,5.93677678522519,0.603508310699376,26.4435662721898,1.64852653142057,6.51295473004292,77.8703247119273,5.27774858315802,0.246134125282636,28.8674923681983,1.50178687249734,0.481600508596339,9.07253645068522,0.0460359557619771,0.71641606289475,0.440161814046722,0.899540159486111,4.55438091503269,0.0849043893587343,0.00989904467700308,3.08963699330962
"29",4,0.264505835903819,0.00381878089449887,0.001,15.2574573069695,0.63373134897391,7.60537607886308,2.74644719479521,1.03154151511739,14.332656832855,55.0973196538362,26.9709161894844,3.06919791620174,213.255356234149,0.445678156144125,0.00330367460947851,0.00648680943733134,0.132939502120586,0.415591141772969,0.0427230313620715,0.0816523000887171,0.197434217142378,0.663424332208582,0.265369732883433,0.0956291926324059,132.880133169193,0,858.962977802978,4.06392012702254,64.7870310838921,37.4592850888769,80.9642366172103,409.584512524742,7.13396473179141,0.8118207603792,282.036431308402,59.221772739032,0,5.57192915073059,0.540255518344205,26.9249162202355,1.60037421165286,6.61091614472235,80.865997583965,4.73284578818829,0.215432658331053,26.9709162189475,1.47756256398054,0,9.55125126365519,0.0451888186705073,0.72040032981541,0.416529062702888,0.900283000879676,4.55438091503269,0.0793262240867187,0.00902705269471099,3.13610817991396
"30",4,0.231051410992156,0.0031301482741794,0.001,13.6704427617669,0.522664364035525,7.22231163046126,2.51937829312562,0.966217540984786,14.160645806187,55.3402136418695,25.1776222977642,2.80015730002648,217.620346379396,0.540120793118784,0.00358808714275562,0.00666151623324701,0.13798820329411,0.48265474702692,0.0502397844985045,0.0949695193884948,0.234253806890874,0.72605679111958,0.290422716447832,0.100146687195247,116.256932066915,5.23379848235807e-17,753.989046519477,3.49508312024956,57.2209606255025,31.0043955358716,71.0357469253405,357.780686448777,5.81732515732599,0.646980295171103,251.407440457806,62.7927863535389,1.87793250423229e-19,5.02271027307993,0.482280240126809,27.6179682753393,1.55765415022858,6.74623074490234,83.8114878326559,4.22370843662732,0.187897774811812,25.1776222980855,1.47989640777219,6.66238084502959e-19,9.59792815452502,0.0444907745505052,0.728396084202652,0.394671463997302,0.904251856893292,4.55438091503269,0.0740518302875419,0.00823575676478375,3.20029921146171
"31",4,0.200474697351128,0.00256569530670443,0.001,12.1437982120952,0.430921135999934,6.84865211601855,2.30600622805331,0.904033233240487,14.0004673742749,55.5526511276455,23.4132472382222,2.54719302067577,221.853030252989,0.655340810227867,0.00393185270149597,0.00686664651410841,0.143638488171566,0.564122047612978,0.0594986603598564,0.111156589875655,0.279210196315772,0.799937793949971,0.319975117579989,0.105285051442922,101.024833495165,6.73000522720671e-17,657.268728159347,2.98797524846136,50.176241833183,25.4549486856611,61.8716717881529,310.432966091397,4.69376365408972,0.510647749914881,222.379595481993,66.2056962358568,2.64613892336747e-19,4.51323202104785,0.429188247383049,28.3055242844592,1.51453534632572,6.87744404587684,86.6760494052661,3.75471894277509,0.163394573820971,23.4132471501778,1.48214147294934,9.87363157682047e-19,9.64282946256235,0.0438367664926925,0.736138693871298,0.373451099433103,0.907723057641266,4.55438091503269,0.0688624918771241,0.00749174417845816,3.26254456254396
"32",4,0.172870870425427,0.00210302893992166,0.001,10.6872382941408,0.355187553202377,6.48758128684083,2.10709868868315,0.845546612750496,13.8538225870097,55.7386117025805,21.6968959179318,2.31155957795936,225.916458098257,0.795909231100949,0.00435071083887555,0.00710906635162073,0.149936341404913,0.663082794418883,0.0709096317039809,0.130829034882037,0.334093798771282,0.887014268715727,0.354805707486291,0.111111219823145,87.240387906603,3.6068182081747e-17,569.285838135006,2.54109274826722,43.7037442447857,20.7520921523441,53.5310128962779,267.688729630423,3.75076128286277,0.399601316282069,195.271873774377,69.4354300596929,1.56922230721594e-19,4.04709079633978,0.381002149845744,28.9792008604007,1.47152321160979,7.00341075347792,89.4331445704865,3.32697877644578,0.141780827735913,21.6968960922221,1.48428347450578,6.13653926856857e-19,9.68566947132986,0.0432334388228234,0.743563238462545,0.353070271490781,0.910761629127133,4.55438091503269,0.0638143997586228,0.00679870464105695,3.32230085438614
"33",-1,0.147940163593043,0.00172379421305054,0.001,7.78384951158819,0.292314950280759,5.45715461498426,1.74876996017518,0.778226366791426,14.1082398241498,56.3587581156655,20.4159579180809,2.43998190913132,230.616739775222,0.96740270456611,0.00545324829935125,0.00772105406615995,0.164896999937367,0.784193537853286,0.0873931444850534,0.15437270669284,0.399689753025575,0.942980902331198,0.377192360932479,0.119680353000704,75.6678103565937,15.8820094909077,475.599096588561,2.20230624361017,37.8459760734916,17.1833265726929,46.3206883085127,229.083791595889,3.02034015430956,0.360971322800953,170.587391048203,73.2012443875643,0.0866085412465726,3.67212633857711,0.36315369251465,29.6785698705822,1.50170494190121,7.15065003006051,91.5624440851232,2.84812308405798,0.136155625476211,20.4159591781181,1.50434052522714,0.315747877289176,9.45531516490145,0.0437837240910042,0.752410242292267,0.341619169362706,0.920894740452051,4.55438091503269,0.0600469350531791,0.00717641737979801,3.39142264375327
"34",4,0.126450066524066,0.00141294607627094,0.001,8.01494444896472,0.241071369864509,5.81444382041572,1.75379400919174,0.741664211836346,13.6070892214711,56.0325567204045,18.4661522398641,1.89435217856931,233.433931478165,1.1766247421936,0.00550641379408732,0.00774588230466354,0.164644983281427,0.929629831665234,0.102359602642431,0.18383946132775,0.482841972570102,1.10998206927643,0.443992827710573,0.125119028174692,63.9827887407541,6.69411509713432e-21,419.795323213305,1.81440082617912,32.5583506390228,13.5610450984863,39.3628918044924,195.806601691818,2.33504617917434,0.239540959000098,147.588680821941,75.2837323069173,3.68605677100686e-23,3.25168516565845,0.298731993692069,30.2672140238524,1.38810318769715,7.23645282564038,94.543645803126,2.59185938981596,0.106354467738956,18.466152314026,1.48821331565776,1.55702360277951e-22,9.76426633087594,0.0422022159803154,0.757293827144255,0.315424324056508,0.915564652294192,4.55438091503269,0.0543122124701884,0.00557162405461561,3.43285193350242
