"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau PREC","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v PREC","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p PREC","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f PREC","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,1.05955639685692,1,0.001,17.9955312799283,15.8900752853198,17.495298676497,6.02020908557015,3.35086228724151,20.9572621162085,49.995099288549,9.0567335362364,113.238930440066,0.00940975192472198,0.00380614347418674,0.0114015142622816,0.0089662052798613,0.0399351776577161,0.14251452250228,0.00898596034410925,0.250914997447479,0.115145923486172,0.0833369490028627,893.14962708543,1560.05575042326,1.32331619758286e-18,500.120093267278,25.7558287072693,185.871952233577,278.539196970376,52.9726272626789,9.59611995294785,599.915165605039,8.40431642253184,5.93779601384098,1.50878085002493e-20,4.4841794208178,1.0285635951465,26.4894525191348,2.50294217825584,13.2916266344013,1.10495409386626,49.9950995620711,3.31868801409767,5.79672001560227,4.91706369302384e-21,1.85830291902117,0.0957012771789373,0.690646898714434,1.03497181928909,0.196831099561217,0.0356564312450252,2.22911280393831
"2",4,1.05732499328876,0.740740740740741,0.001,17.9697863026941,15.8615143443705,17.4866901517974,6.00818419457129,3.34655485635025,20.9316666301517,49.9706732286779,9.04138982507597,113.383542423236,0.00970915312232677,0.00380894813450888,0.0114063908761635,0.00897462389275543,0.0399465629316294,0.142543210802199,0.008989599453311,0.251117019926511,0.115238632432029,0.0833655613239046,891.564729260384,1557.51044723983,8.21844833779597e-18,499.121292365111,25.6699703702788,185.58111920697,277.698537811023,52.8352417361469,9.55968743611955,599.416266158523,8.65633847485488,5.93247651249225,9.37428341364571e-20,4.4794258758429,1.02542708684941,26.4533285960272,2.49639862369124,13.267828451878,1.10164530661607,49.9706734949843,3.31979039706121,5.79947597339195,3.06018452448117e-20,1.85850563507269,0.0955835491594565,0.691021523395462,1.03402580748989,0.196734933971173,0.0355960229333699,2.2319594965204
"3",4,1.05433029119186,0.548696844993141,0.001,17.9352885019501,15.8232633649398,17.4750939187957,5.99206742065507,3.3407762762995,20.8973349746903,49.9376204280071,9.02079307557938,113.577763939321,0.0101133447390932,0.00381272176221008,0.0114129510710016,0.00898595283079788,0.0399618941028014,0.142581794581021,0.00899449718071112,0.251389323782837,0.115363593790754,0.0834041851104863,889.435777407723,1554.08970360378,1.33715398504654e-17,497.780356034679,25.5549748931967,185.190114966625,276.571277526775,52.6507458872892,9.51089539015709,598.742384635323,8.9951706402077,5.92531163335675,1.52608730057309e-19,4.4730307994254,1.02122520048167,26.404738930607,2.48761957598025,13.2358354052676,1.09721107237644,49.9376206816185,3.32127008807368,5.80317520148106,4.99310871733437e-20,1.85877727085266,0.0954256348464165,0.691524228132806,1.03275349901843,0.196604804834674,0.0355149333684227,2.23578275471105
"4",4,1.05031931038481,0.406442107402327,0.001,17.8891790929804,15.7721734290898,17.4594851490151,5.9705194279451,3.33304078458688,20.8513864751421,49.8928639557645,8.99319861751772,113.838154893794,0.010659003421728,0.00381779332953245,0.0114217654542211,0.00900118173072436,0.0399825210597134,0.142633620935509,0.00900108195846587,0.25175616573279,0.115531939069157,0.0834563205792203,886.580932373962,1549.49956404627,2.33891439265566e-16,495.983513014326,25.4013709614902,184.665192466384,275.06321012628,52.4034384631418,9.44573017010486,597.832061717646,9.45006919181284,5.91566909972931,2.67145316104149e-18,4.46443773608504,1.01561084941338,26.339465062233,2.47586649810537,13.1928887386948,1.09128352247625,49.8928641952441,3.32325234545072,5.80813084565598,8.76716660304036e-19,1.85914033647918,0.0952142805501141,0.692197419973572,1.03104457226675,0.196428598251041,0.0354062937697548,2.24090856090146
"5",4,1.04496165287987,0.301068227705427,0.001,17.8277572064824,15.7041803282323,17.4384975635207,5.94180420233613,3.32271524889002,20.7900699029599,49.8322108519113,8.95632499284313,114.18644146053,0.0113956426432849,0.00382459894253078,0.0114335896668872,0.00902162374493216,0.0400102414237212,0.142703117115736,0.00900992263770841,0.252250020211078,0.115758570918782,0.0835266879848297,882.761497940151,1543.35309067982,5.31050579724465e-18,493.581878061193,25.1969358278144,183.961843320234,273.051938102642,52.0727494184716,9.35901616825068,596.602263025333,10.0596345697768,5.90270659856565,6.07181442093212e-20,4.45290999118507,1.00813548560886,26.251928472154,2.46017683838115,13.1353520932558,1.08338633684248,49.8322110747603,3.32590096362879,5.81475239177173,2.00079142436837e-20,1.85962397284428,0.0949322250072831,0.693096463084728,1.02875318664822,0.196189806503588,0.0352611220190674,2.24776459567973
"6",4,1.03783082032105,0.22301350200402,0.001,17.7463001861289,15.6141203674491,17.4103177772068,5.90370367339502,3.30898457702797,20.7085613537984,49.7499408558936,8.90722233466207,114.650850532287,0.0123901055923867,0.00383371332443515,0.0114494181264082,0.00904901172827771,0.0400474381968799,0.142796099753314,0.00902177039100863,0.252914242520853,0.116063385266419,0.0836216478679454,877.667231758818,1535.14550419176,1.7225191621622e-18,490.382745604559,24.9261493954881,183.021854045968,270.380608275118,51.6320219293957,9.24418986236432,594.940931292148,10.8743896764695,5.88530777436668,1.97218421183454e-20,4.43747921632068,0.998228427402006,26.1348069273846,2.43931176603936,13.0584737160932,1.07291196947151,49.7499410587395,3.32942781669478,5.82356952541955,6.5343708933964e-21,1.86026536591905,0.0945572674441985,0.694292813806623,1.02568796659075,0.195865908881471,0.0350678044671735,2.25690650654108
"7",4,1.02838492777103,0.165195186669645,0.001,17.6389003559255,15.4955713204329,17.3725547339217,5.85343801712992,3.29081659928244,20.6007607232248,49.63824800546,8.84213358821594,115.267578158945,0.0137326305736741,0.00384588788357621,0.0114705484723053,0.0090856154719661,0.0400972523706062,0.142920143779867,0.00903761009052129,0.253806519756249,0.116472854956635,0.0837497598519152,870.900282199799,1524.22627250192,2.19135700459851e-16,486.140387861082,24.5697380191426,181.769947710989,266.851966037752,51.0472260897756,9.09311691145927,592.697200196642,11.9597518419583,5.86200335324367,2.5136066741373e-18,4.41688462949825,0.985178986033237,25.9785870617134,2.41170402093823,12.9561187970564,1.05910128713212,49.6382481813713,3.33410299578656,5.83525747467764,8.38926120843028e-19,1.86111103265049,0.0940613280413668,0.69587728881702,1.02160024239594,0.195426173249843,0.0348115495599053,2.26904681415246
"8",4,1.01595023357802,0.122366804940477,0.001,17.498363183754,15.3407743031433,17.3220836873864,5.78761437059944,3.2669332405654,20.4591268872378,49.4864970736548,8.75637162969613,116.082236954076,0.0155450392984121,0.00386209505791413,0.0114986556976283,0.00913438020811379,0.040163793240817,0.143085002004567,0.00905872118750671,0.255003269801454,0.11702204847053,0.0839225182217363,861.959711535434,1509.77087713822,1.83840059483877e-19,480.547789032756,24.1044963287279,180.110290997921,262.224354599474,50.2758182609376,8.89603780248573,589.668878738762,13.3991975894663,5.83087864317821,2.11391354743661e-21,4.38950621319365,0.968128006721058,25.7710813484808,2.37541731689053,12.8204980484828,1.04103256691816,49.4864972207446,3.34026417755505,5.85066043079597,7.1241655134869e-22,1.86221762319968,0.0934096855425326,0.697962961584013,1.01617118112267,0.194828728636436,0.0344739040539218,2.28508340460779
"9",4,0.999713637242763,0.090642077733687,0.001,17.3162395006127,15.1407220273491,17.2548709566177,5.70224057766742,3.2357990605245,20.2746191186292,49.2802691102802,8.64425313108622,117.150987589684,0.0179917910768084,0.00388357733299647,0.011535872433369,0.00919908302952743,0.0402523856684262,0.14330305021863,0.00908674653062936,0.256605156644963,0.117757160926113,0.084155304729685,850.230441341211,1490.75794102351,1.47916155018521e-18,473.231968314563,23.5036856709802,177.923483791449,256.21243574935,49.2661570765404,8.64177773892535,585.587199549323,15.2971684677537,5.78947374874341,1.70634189512809e-20,4.35330016875236,0.946079420257757,25.4969779328397,2.32813746164951,12.641949953921,1.01763121189033,49.2802692238762,3.34832277723084,5.87080693252148,5.82513877282079e-21,1.86365166591999,0.0925607014927313,0.700686807265336,1.00899931679235,0.194016807520788,0.0340324926420717,2.30612180294653
"10",4,0.985025486821363,0.0671422798027311,0.001,18.2342207137293,14.862870115127,17.1112305871324,5.61534449190422,3.57202346414029,20.0424495450072,48.8278449483039,8.51934125348994,117.214675161661,0.0212949059776435,0.00373686411478617,0.0112829297680141,0.0090386676983783,0.0403453241176905,0.143615634421085,0.00912811662717724,0.258390605897751,0.11857651092568,0.0845800809528772,470.036474543987,1.08374686984308e-17,1099.20000307532,464.470603587145,23.2608577718654,174.954718312892,250.82516241156,48.0966717406411,8.39176826561625,577.297212318618,10.0093825314772,4.04981478742844e-20,12.4021964356997,4.1981954414894,0.938466846061411,25.1262328654682,2.28956133552339,12.4277281527295,0.995066601433624,48.827844951779,1.87866946197086,4.33158331139293e-20,4.39334730433275,1.85642346115564,0.092970366177746,0.699269321260696,1.00251278025527,0.192235610032692,0.0335407135964171,2.3073754953083
"11",4,0.969507119885569,0.0497350220760971,0.001,17.9653461212136,14.6332159154334,17.0176332135107,5.53187616313467,3.53615919598618,19.8778056232107,48.6604514042452,8.40928510605053,118.368227485344,0.0257541110937708,0.00376224658987168,0.0113273988568913,0.00912010163445693,0.0404373457669179,0.143882956501831,0.00916023872104897,0.260062884998879,0.119343926677568,0.0848047116845694,463.51087987847,5.0881249222794e-18,1086.28035603182,457.674555392763,22.7000055969616,172.953913279461,245.272690588738,47.1766540932615,8.15286178346366,573.794196576376,11.9373106935616,1.91427806376868e-20,12.3047308631783,4.17403846068689,0.917927975235306,24.8851203812101,2.24675639754683,12.2688967680878,0.972994538898033,48.6604514069387,1.88224093082358,2.06620327712025e-20,4.4112046496272,1.85854058351902,0.0921809638551058,0.702337202540031,0.996011781989663,0.191576580331674,0.0331074216773643,2.33008321821542
"12",4,0.949476509159786,0.0368407570934053,0.001,17.6259703502653,14.3428707133002,16.8949600487554,5.42509241551717,3.48995085755803,19.6649494029332,48.4286975038718,8.26699942190053,119.860509454573,0.0317740380005427,0.00379561260805593,0.0113857621862921,0.00922735213319569,0.0405592005881688,0.144233177106716,0.00920259064140288,0.262293708104577,0.120367660568539,0.0851084028930098,455.040457619416,2.64146618446263e-18,1069.36712066339,448.863177376029,21.9850338692742,170.329737832174,238.139011997918,45.9819106491314,7.84932175233209,569.023690515209,14.4584727921836,1.00259823534998e-20,12.1755597257133,4.1418185972737,0.891695398641575,24.5671992432884,2.19149584316497,12.060765849894,0.944804496377956,48.4286975080357,1.88682694870325,1.09528493510371e-20,4.43413474019586,1.86121283321582,0.0911610246476029,0.706272890961492,0.987444298306862,0.19066416340107,0.032547241818506,2.35945884753097
"13",4,0.923967383460306,0.0272894496988187,0.001,17.2054233644686,13.98233877354,16.735690940273,5.29057411306907,3.43121285035262,19.3932082233312,48.1081812492125,8.08541963875926,121.767950849412,0.0399009393246847,0.00383915809303,0.0114617744792852,0.00936767574518827,0.0407197055946,0.14468830216291,0.00925806763794196,0.265260050523125,0.121728927294859,0.0855183466279415,444.178251507445,2.87869535286565e-16,1047.45268053147,437.580930787514,21.0890206184479,166.922043963326,229.112920348162,44.450390351869,7.47066402780296,562.548074678271,17.7231294627431,1.1051766561322e-18,12.0056664019744,4.0991162718951,0.858738710861649,24.1516671346163,2.12114291330969,11.7909127905094,0.909395918284743,48.1081812452175,1.89263528665077,1.22660674759754e-18,4.46317643320626,1.86452422549567,0.0898599254869443,0.711251731602548,0.976245901745307,0.189402288382727,0.0318323607825168,2.39700690648449
"14",4,0.892020282025964,0.0202144071843102,0.001,16.6954357526247,13.5441508672169,16.5313279755447,5.12432353376332,3.35780830874166,19.0517088387895,47.6669136375063,7.85749128112218,124.170842324012,0.0508722561122764,0.00389550429455394,0.0115598721039009,0.00954987809289199,0.0409297160764223,0.145274078317265,0.0093301676437351,0.269187994534227,0.123531476943789,0.0860701730556321,430.460079295162,1.17260197724894e-15,1019.43462706641,423.360973146555,19.9897438060064,162.554009464588,217.910704895956,42.5198537462356,7.00904158860316,553.814548946331,21.8984754000143,4.56787603817568e-18,11.7845339071756,4.04304568283772,0.818174538420264,23.614883901744,2.03314340804376,11.4458341578378,0.865837259400589,47.6669140685376,1.89987240848989,5.17537920441716e-18,4.4993619928565,1.86853989580076,0.0882264454627212,0.717446035824873,0.961767549790678,0.187665014320891,0.0309350050437881,2.44430791976401
"15",4,0.852816726841051,0.0149736349513409,0.001,16.0922315942586,13.0245001820387,16.2729516308918,4.92339066690122,3.26786290652115,18.630371718837,47.0651138722049,7.57696760079631,127.146610085201,0.0656835337755252,0.00396771132153206,0.011685162385049,0.00978443099000498,0.0412024676653515,0.146019842565902,0.00942303738019203,0.274366234980759,0.125907792765143,0.0868097714806276,413.458344095587,1.2718553510646e-15,984.214476291158,405.783449123144,18.6751807767953,157.047407067641,204.334152234967,40.1379163608951,6.4617647086918,542.163779208982,27.1574051091752,5.04635487577015e-18,11.5007059771782,3.9703601548316,0.769463532100501,22.9320376554,1.92544835455994,11.0124889919114,0.813586531839082,47.0651137782052,1.90872048477683,5.87148958756724e-18,4.54360241881229,1.87328951703458,0.0862135221470791,0.725005571254815,0.94330369112159,0.185295723906318,0.0298305811054973,2.50288602529923
"16",4,0.805858303286382,0.0110915814454377,0.001,15.3981566748476,12.4248290536641,15.9520213248889,4.68673782135362,3.16015329963281,18.1215462647808,46.2566266471554,7.23972607617628,130.760203990845,0.0856787586209111,0.00405926088787295,0.0118433507665184,0.0100836009036963,0.0415536995401182,0.1469579758744,0.00954147367619345,0.28115857705268,0.129024826455682,0.0877949791648385,392.859829677351,1.54789703277387e-15,940.85909856589,384.558555104885,17.1500343020289,150.24794542847,188.345179200962,37.2762866656283,5.8341933720056,526.870980627216,33.659742518778,6.28331788359358e-18,11.1429243261862,3.87773499377978,0.712647372489227,22.0801339394552,1.79709056938391,10.4805477167159,0.752755787331913,46.2566267667245,1.91931042531501,7.56222623920854e-18,4.59655210387141,1.87875468093304,0.0837862187575337,0.734033938465681,0.920157365783915,0.182112703335258,0.0285028585676232,2.5740197635993
"17",4,0.751163147485641,0.00821598625587976,0.001,14.6225096423398,11.752682073562,15.561522674127,4.41592667386643,3.03443241767862,17.5215785484811,45.1931084706842,6.84511939802184,135.053119886608,0.112672312162182,0.00417404328638066,0.0120406639426734,0.0104616218455232,0.0420018162854683,0.148123281239143,0.00969092297030322,0.290020989267764,0.133091823842056,0.0890970479948048,368.558549231164,3.26803153782943e-17,888.815549655168,359.623097866102,15.4409178970898,142.059768119311,170.138818564498,33.9473976034991,5.1418014319331,507.234633058901,41.5263439090147,1.36409051001572e-19,10.7019293404204,3.76224085679073,0.648546596792566,21.0423589859042,1.64880218496695,9.84545783603292,0.684331730409672,45.1931084462761,1.93169475261917,1.71284572999e-19,4.65847376732087,1.88486212711047,0.0809291770321247,0.744565847697249,0.89173419996216,0.177925623900331,0.0269492889685899,2.65852598201985
"18",4,0.689428670141672,0.00608591574509611,0.001,13.7811813221832,11.0214501840722,15.0972773948394,4.11547462843491,2.89167309812336,16.8320942868569,43.8311833042512,6.39705845917219,140.032607844486,0.149113609442899,0.0043163389446429,0.0122837545098636,0.0109349450959832,0.0425679910804822,0.149552445993804,0.00987748710173114,0.301523641900364,0.138370438406332,0.0908018450337516,340.743123153895,1.37667085534744e-16,828.141202888695,331.227482128443,13.5981307184106,132.483113900281,150.188961297076,30.2184744161858,4.41031550632562,482.712473013471,50.8094369863233,5.94217802689099e-19,10.1726832357878,3.62195433135527,0.578845107132535,19.8131737366628,1.48348952803426,9.11158445864132,0.610257290120518,43.8311831704282,1.94582618474212,7.86152974508167e-19,4.72913091342674,1.89148676535619,0.0776526274999224,0.756549713101358,0.857659608346904,0.172563713796265,0.0251852695243,2.75654739851351
"19",4,0.622096816439276,0.00450808573710823,0.001,12.8947145108756,10.2489246042631,14.5590494875891,3.79270013113161,2.73413346802691,16.0606984811785,42.141765888551,5.90446110888703,145.6635529895,0.198309360771865,0.00449085041896932,0.0125796867048511,0.0115227657596448,0.0432761780419673,0.151283851254484,0.0101079606012946,0.316378914939659,0.145187584253131,0.0930109009788414,309.949286075876,7.43285960468058e-16,759.683471417468,299.981661892547,11.6922051211119,121.644489250324,129.238343104184,26.2162583983968,3.67314645862814,453.084162930008,61.4658447934029,3.33798606698199e-18,9.55658006528542,3.4566184221768,0.505993950524438,18.4028468176737,1.30633608027368,8.29427138586251,0.533295260936163,42.1417662133642,1.96154802207607,4.70396665226103e-18,4.80774009719134,1.89846682015061,0.0739954013748243,0.76984048037786,0.817899016648622,0.165912464128153,0.023245909877508,2.86739277538386
"20",4,0.551272435219574,0.00333932276822832,0.001,11.9858248886236,9.45508599497545,13.9512513384765,3.45691465032188,2.5651036235948,15.2202859040268,40.1194670965083,5.38070825324696,151.86535842636,0.26472362506597,0.00470278982525592,0.0129360059840759,0.0122477716378795,0.0441532634752714,0.153357768106021,0.0103899619226854,0.335480314947179,0.153953295215486,0.0958429484364651,277.049518397166,6.08771179587554e-16,685.13159877148,266.831487536806,9.8045949962207,109.806770875829,108.215556534786,22.1167563260037,2.96623614197351,418.595929825964,73.3415528328787,2.86292290927339e-18,8.86286646158734,3.26809112514648,0.43290486613646,16.8397213044463,1.12435551183863,7.41973637785773,0.456661828444092,40.119468118024,1.97859727012736,4.34764514673298e-18,4.8929863471696,1.90562342746071,0.0700212186126837,0.7842041320027,0.772840198329073,0.157950657860269,0.0211838907608148,2.98947555957401
"21",4,0.479488469109423,0.00247357242090987,0.001,11.0765803090492,8.65972900908894,13.2829117524445,3.11834338634432,2.38860600073758,14.3282661315876,37.7885473155517,4.84217214158738,158.514844134364,0.354382881863011,0.00495799468206407,0.0133608539274944,0.0131372409951177,0.0452288730241247,0.155816975859685,0.0107320642345547,0.359950313440141,0.165182678085544,0.0994356449646452,243.168797115692,3.05007904484844e-17,606.893629376145,232.95795741022,8.01554742702656,97.3508907331198,88.0932221559976,18.1191727022029,2.32176570733403,380.030199725525,86.1748591010208,1.51222756842336e-19,8.10861713162159,3.06042482822843,0.362534176795834,15.1689213912814,0.945422118807061,6.52200189343396,0.383515477424612,37.7885480157505,1.9966225063505,2.5043741381815e-19,4.98311252819431,1.91278283363548,0.0658144572138786,0.799333556593358,0.723320228992688,0.148773808328944,0.0190636698487692,3.12037094752685
