"","convergence","mu","x_C","C","e","AA","NT","RNA","p","tau Cin","tau EAA","tau ENT","tau RNAp","tau r","v Cin","v EAA","v ENT","v RNAp","v r","p Cin","p EAA","p ENT","p RNAp","p r","f Cin","f EAA","f ENT","f RNAp","f r"
"1",-1,-0.352730339954048,1,40.3597749146998,61.5805235414802,60.3092265128921,54.4083855083611,58.6361018260119,64.7059876965552,0.0050501213960493,-0.78986917910319,0.106574366048529,0.00384231463286754,0.755142001980364,-149.910394480471,-110.039822019378,-38.840083840851,-20.6827321306694,-22.8237650372684,-0.757065690656015,86.9170638871073,-4.1393573126104,-0.0794695643133506,-17.2351836229723,1.25,0.917546631779038,0.323860830126683,0.172459123017682,0.19031172851928
"2",-1,-0.352746697949072,0.714285714285714,40.3597749146998,61.5805235414802,60.3092265128921,54.4083855083611,58.6361018260119,64.7059876965552,0.00507013751339972,-0.78986917910319,0.106574366048529,0.00384231463286754,0.755142001980364,-149.917346628356,-110.044925155278,-38.8418850635592,-20.6836912997312,-22.8248234974931,-0.760101563049774,86.9210946968717,-4.13954927677863,-0.0794732497426723,-17.2359829107454,1.25,0.917546631779038,0.323860830126683,0.172459123017682,0.19031172851928
"3",-1,0.000105176999480015,0.510204081632654,82.7901462557432,26.9696041202013,-0.874303815077578,157.929935539923,0.00293843934900948,74.2754687141772,0.00509855121701774,6.03223753417297,-0.035557868526382,0.00384234841416223,9488.39053087909,0.0448440266187969,0.0251732198170612,0.0166108903515835,3.09056233882825e-07,0.00781207093432888,0.000228639566493243,0.151850841436463,-0.000590647855227753,1.18750173014663e-09,74.1239798798419,1.25402128402322,0.703945560159797,0.464508020756778,8.64246867355729e-06,0.218457260924051
"4",-1,0.000105176996981445,0.364431486880466,82.7901462557432,26.9696041202013,-0.874303815077578,157.929935539923,0.00293843934900948,74.2754687141772,0.00513789820913823,6.03223753417297,-0.035557868526382,0.00384234841416223,9488.39053087909,0.0448440255534886,0.0251732192190497,0.0166108899569775,3.09056226540929e-07,0.00781207074874643,0.000230404038581818,0.151850837829116,-0.000590647841196406,1.1875017019365e-09,74.1239781189632,1.25402128402322,0.703945560159797,0.464508020756778,8.64246867355729e-06,0.218457260924051
"5",4,0.801221459429617,0.26030820491462,182.023489817769,0.0192613292723332,2.73197156235426,0.0288269758739357,79.4680689054428,75.7283826029332,0.00784655620792369,0.155507578040293,0.140152252369559,0.00418186209927223,0.663303947302655,340.519121453056,154.740707022443,60.5110428308293,63.6715221464722,60.6752052293666,2.6719024263542,24.0633525733026,8.48075894597158,0.266265525267304,40.2461031320375,1.2500000043884,0.568032372548525,0.222127918929543,0.233729614427773,0.222730537067451
"6",4,0.797254766921598,0.185934432081871,182.216889125702,0.0206513900538199,2.68380078741901,0.0286101035724523,79.1516449846633,75.898405789927,0.00872485588345154,0.156779589545838,0.140825494478056,0.004169028665167,0.662577333263731,338.833278115532,153.978715875465,59.9716345014787,63.1040262737089,60.5103658177691,2.95627152007547,24.1407198737507,8.44553508332796,0.263082494422544,40.0927968183503,1.25000000801963,0.568047498609495,0.221243155408831,0.232798955837245,0.223230605264491
"7",4,0.791881832179033,0.132810308629908,182.469184541966,0.0226172021679439,2.62057676266712,0.0283291918127371,78.738188485405,76.121103825043,0.00984795193804877,0.158567380783978,0.141746726677939,0.00415368318458684,0.661857703403124,336.549778685059,152.946649705928,59.2562072845834,62.3513409602806,60.2789191644655,3.31432604525141,24.2523496435536,8.39937341793915,0.258987716483158,39.8960670018157,1.25000000003332,0.568068453007106,0.220087083096904,0.231582907310015,0.223885599485421
"8",4,0.784704000551944,0.0948645061642198,182.791266657769,0.0253726378841754,2.53985687470262,0.0279741658606775,78.209527212478,76.4060054635563,0.0112508837105186,0.161052393173757,0.142989608256343,0.00413637245098289,0.66131382266883,333.499203189233,151.567853815778,58.3247138805252,61.3713288849076,59.9560981534463,3.75216075263267,24.4103655852411,8.33982798943959,0.253854674079742,39.6497964621632,1.25000001107445,0.56809676645839,0.218608897110926,0.230028021213171,0.224723545481048
"9",4,0.775273809264008,0.0677603615458714,183.193764409919,0.0291892370288812,2.44011768400726,0.027536184076844,77.548016589873,76.7613759047752,0.0129677339492055,0.164457002897757,0.144638991453,0.00411812406174492,0.661195521939306,329.491368946584,149.756118363254,57.1362469936963,60.1209462224994,59.5110843020415,4.27275641105881,24.6284423916225,8.26412914057772,0.247585515253747,39.3484624462624,1.25000000003559,0.568133692114235,0.216759270424871,0.228082401734921,0.225768752661103
"10",4,0.763110426135138,0.048400258247051,183.687892225306,0.0344100872756883,2.32109666175959,0.0270073494618905,76.7353774712181,77.1942160469305,0.015040803243614,0.16905095741223,0.146792830268139,0.00410023888156354,0.661810392452623,324.321930956673,147.418588656116,55.6502978615734,58.5575666017019,58.9077111027411,4.87806235110827,24.9212535526761,8.1690647283653,0.240100011390044,38.9857354033908,1.24999999941894,0.568180003094221,0.214487105726821,0.225692286680053,0.227041811902737
"11",4,0.747710980708481,0.0345716130336078,184.286995182581,0.041477916637751,2.1838626326653,0.0263796002009836,75.7502498905748,77.711035100804,0.0175344170999355,0.17516897367488,0.149567751147998,0.00408397483295662,0.663490042455834,317.777167103426,144.457902045702,53.8270532696014,56.6392936345941,58.1053942670933,5.57203739282736,25.304542440572,8.05079130845775,0.231313449760122,38.5523505091867,1.2500000011892,0.568235847071252,0.211732697047785,0.222794852619338,0.228561867943541
"12",4,0.728556428765238,0.0246940093097198,185.007849375678,0.0509836674780138,2.03060505004409,0.0256420254492956,74.5659875251762,78.3189320824809,0.0205495005157372,0.183243697048837,0.153110073199882,0.00407032085617671,0.666570293585304,309.636481975975,140.77338699821,51.6279347622485,54.3255295786956,57.0597614627195,6.36287504605636,25.7958358796386,7.90475687060658,0.221122336067009,38.0343419501124,1.24999999899377,0.568301036373892,0.208421559336373,0.219311728015224,0.230349800242591
"13",4,0.705119211123345,0.0176385780783713,185.871005443002,0.0637398408685808,1.86435569443419,0.024782476341596,73.1497820095387,79.0263345125824,0.0242381546105981,0.193855650567323,0.157611273551895,0.00405992929828142,0.671397753423859,299.675664706944,136.262683243736,49.0178253553577,51.5793165844106,55.7229866494816,7.26358509420068,26.4152911082634,7.72576188100228,0.209408378586381,37.4122880505297,1.24999999991458,0.568375661098797,0.204461986427657,0.215146417675114,0.232430395625242
"14",4,0.676885403676166,0.0125989843416938,186.89998398678,0.0808856267337334,1.68873050510741,0.0237871621042884,71.4634232566676,79.8431919487068,0.0288212126212044,0.207803139869223,0.163328999867427,0.00405320329954725,0.678357337676778,287.676298665876,130.826213119073,45.9700218770349,48.3725480991702,54.044691212994,8.2911797699303,27.1860978633434,7.50823769705987,0.196063771563064,36.6616128468102,1.25000000914007,0.568461038858604,0.199747174282172,0.210186538990199,0.234832917496197
"15",4,0.643404595306714,0.0089992745297813,188.119334483965,0.104036505999619,1.50771355353882,0.0226456743789688,69.4656390628317,80.7806295985407,0.0346134911104748,0.226199071231457,0.170616312400683,0.00405040867991378,0.687909827832009,273.446952103988,124.377032771663,42.4743561504556,44.6945113889435,51.9746282954707,9.46495364583782,28.1339692954747,7.24681801798401,0.181031036874282,35.7538576023699,1.24999999587961,0.568561065522405,0.194161772894321,0.204310703125976,0.237590087054531
"16",4,0.604377465699853,0.00642805323555806,189.551435438289,0.135498779861387,1.32543028889924,0.0213478494361341,67.1161667986664,81.8501208634653,0.0420614301492573,0.250606560054455,0.179966060417182,0.00405184553450568,0.700631533093025,256.860422936502,116.857977595621,38.5482260165436,40.5634987972666,49.4683686146878,10.8039167374524,29.2853757801592,6.93737237226849,0.164357031465631,34.6590989421196,1.25000000006845,0.568684230651739,0.187593253847556,0.197400490584313,0.240735649598427
"17",4,0.559782383343295,0.0045914665968272,191.211801794433,0.178576108537694,1.14600665929486,0.0198936256134186,64.381730147423,83.0619915820244,0.0517985088269844,0.283230665999024,0.192073902969445,0.00405791512865139,0.717252940802278,237.907512863052,108.266236421686,34.2489065295641,36.0397583456894,46.4966396130263,12.3232544050427,30.6643182469218,6.57832114956909,0.146246280623913,33.3498514998669,1.24999999969605,0.568846245608488,0.179948639016663,0.189358029845362,0.244299975241248
"18",4,0.510024958837155,0.00327961899773372,193.102839666416,0.238004260989841,0.973366267811231,0.0182934523691813,61.2439826118483,84.4235136930857,0.0647244240657852,0.327187880936397,0.20793794861847,0.0040692378451851,0.738693685338335,216.760607475521,98.6822350073412,29.6834918423914,31.2359597106314,43.058099096204,14.0297054790028,32.2876313581195,6.17232440153996,0.127106549385178,31.8067459050382,1.24999999982544,0.569073851464828,0.171176696863603,0.180129360623083,0.248304452038487
"19",4,0.456067796804591,0.00234258499838122,195.2065678926,0.320557716437147,0.811082372690424,0.0165726180783615,57.7084154674546,85.9368040869093,0.0821162473432662,0.386883675429217,0.229008440272051,0.00408672993196778,0.766092082309635,193.828813729841,88.2944143657063,25.010560641774,26.318949899326,39.1930089043445,15.9164948104915,34.1596675496747,5.72762948290221,0.107558440331536,30.0254538035093,1.2500000005668,0.569409758453196,0.161292845035765,0.169730633727808,0.252755306137968
"20",4,0.399473522733834,0.00167327499884373,197.47766680096,0.435882030328148,0.662219087880089,0.0147708890615916,53.8120096097935,87.5974533112715,0.105782340487059,0.46853746534739,0.257418261448233,0.00411171162099687,0.800827556314071,169.776248025389,77.406965826233,20.4275499710879,21.4964730442111,34.9928632567662,17.9593288752371,36.2680635684552,5.25842439920436,0.0883872980263288,28.0232491703485,1.2500000063577,0.569918989848639,0.150400529465781,0.158270616499393,0.257639568562563
