"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","rRNA","DNA","p","tau tC","tau tI","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tI","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tI","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tI","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,1.07742677042876,1,0.001,8.05801714781065,28.9915578437324,16.6512982282687,5.74846287387582,4.17099325823316,19.6961811052456,48.4657490820365,8.73368657007559,113.484053116958,0.0234042553191489,0.0638109170317166,0.00499181686910144,0.00998363373820288,0.0378696628205605,0.159492799779512,0.00951955598330217,0.244518456587145,0.106976824756876,0.0792761088148355,371.801938951942,7.79775427149992e-15,300.924300026601,759.01360182782,25.7151325937029,186.979753122417,280.050549724057,52.218295509869,9.40990771513354,611.353784224847,8.70174750738587,4.97581850852395e-16,1.50215899719533,7.5777138029631,0.973823400709536,29.8219243275762,2.66595688625271,12.7683370236846,1.00664204862022,48.4657491225704,1.35859549939121,2.84936487649349e-17,1.09960265625843,2.77349942371677,0.0939652533995227,0.683239715708504,1.02332822020683,0.190810035756049,0.0343845927955732,2.23393805348343
"2",4,1.075284401545,0.757575757575758,0.001,8.04582908072263,28.7803928382388,16.5970120050197,5.73183999205469,4.16758686000889,19.6886639293882,48.5017075226417,8.7134450069617,113.773522671364,0.0240851063829787,0.0639122492959169,0.00499410980387035,0.0099882196077407,0.0378859369900369,0.15974587736243,0.0095384867861912,0.244802044563347,0.107100894496464,0.0792907402444733,369.890362030224,1.07286552151964e-14,292.493249744544,765.389483790605,25.6522543531844,186.854489126545,279.455609388902,52.1531295473947,9.36943149970612,611.694471186726,8.90884871953647,6.85692486723574e-16,1.46074340611512,7.64487824955585,0.971859692077144,29.8492343046285,2.66558363748306,12.7671927435793,1.00347449454187,48.5017074238471,1.35430335057695,3.92815147314872e-17,1.07092433005272,2.80236969869812,0.0939222472023507,0.684142347763432,1.02318877965787,0.190951604419849,0.0343049016022114,2.23963627305835
"3",4,1.07248898617774,0.573921028466483,0.001,8.02967574692953,28.5094266775858,16.5265194283558,5.71019055116601,4.16297830677172,19.6785968396957,48.5472511237784,8.6869832872627,114.148377944049,0.024983829787234,0.0640444774469911,0.004997180317887,0.00999436063577399,0.0379072743326985,0.160076117499978,0.00956323694249433,0.245174666849349,0.10726391674659,0.0793107493726148,367.420291172634,6.68273240277567e-16,281.653307115925,773.548547231023,25.5698267577154,186.685902837297,278.673740332257,52.0663921394574,9.31669389869937,612.114390675232,9.17956601503305,4.27992104653843e-17,1.40747236278748,7.7311231503059,0.969282437544291,29.8839545181727,2.66502300844851,12.765360346839,0.999345078703553,48.5472510262142,1.34876590628231,2.4531692566312e-18,1.03392324037741,2.83962517157007,0.0938644690805807,0.685306682782448,1.02298552629396,0.191130909936136,0.0342007216033965,2.24701531385923
"4",4,1.06885392345615,0.434788657929154,0.001,8.00833300252985,28.1646667163309,16.4354958060969,5.68208928103655,4.15670163135776,19.6650346278598,48.6041641791582,8.65246419093083,114.631050472849,0.0261701446808511,0.0642163940384153,0.00500129836514155,0.0100025967302831,0.0379352129945571,0.160505479616422,0.00959549605366387,0.245663981882158,0.107477992073444,0.0793382918652229,364.248721574074,6.09278905155489e-15,267.826623016464,783.890010221893,25.4619562642022,186.458118005551,277.647459769181,51.9507515791999,9.24822029804023,612.619240239021,9.53244174340856,3.91256942527591e-16,1.33948085183362,7.84093565314709,0.965904734140607,29.9275496588564,2.66416510452497,12.7624284947171,0.993980147886234,48.6041640843346,1.34167078724873,2.24421297843257e-17,0.986510411336044,2.8873741068627,0.0937863632252659,0.686798319819361,1.02268440179102,0.1913549770833,0.034064819649334,2.25651674159152
"5",4,1.06414746453862,0.329385346916026,0.001,7.98016965066293,27.73048752894,16.3187170488981,5.64579502100865,4.14812165575841,19.6467124107676,48.6740956723782,8.60760024885289,115.248300674151,0.0277360803404255,0.0644389816292316,0.00500683307792486,0.0100136661558497,0.0379717088117673,0.161061392680399,0.0096373948655066,0.246305515065523,0.107758662841166,0.0793764261255955,360.207766961628,2.97794475531139e-16,250.36023562294,796.845278769881,25.3212123410109,186.149379465377,276.303419990935,51.7964154984716,9.15975598057882,613.205934773916,9.99075156369299,1.91895727380377e-17,1.253511909114,7.97934259946659,0.961489701773795,29.9814783032857,2.66284516114255,12.7577427978989,0.987043056418548,48.6740955813585,1.33265441310281,1.1017450438721e-18,0.926253411142885,2.94807462445956,0.0936804490808111,0.688693622942647,1.02223495931875,0.191630297922749,0.0338881899561137,2.26866733610534
"6",4,1.05808685314448,0.249534353724262,0.001,7.94309492795135,27.1905367809827,16.1701079548294,5.59921472515862,4.13636621140912,19.6219082181962,48.758152933064,8.54956954460858,116.03104862101,0.0298031154110638,0.0647257114938622,0.00501428296445839,0.0100285659289168,0.0380192410559723,0.161777501233422,0.0096915801407087,0.247144913845354,0.108125899807342,0.0794294773173826,355.107853589977,2.63746459363018e-16,228.559184799775,812.839120378447,25.1383178273641,185.729966270024,274.548865428938,51.5903606020832,9.0461871351948,613.854635512294,10.5833203439172,1.70711772362583e-17,1.14606042671201,8.15161070831798,0.955739765220204,30.0469298473322,2.66081233184521,12.7502952262526,0.978127123818542,48.7581528475939,1.32131158378325,9.81367346328973e-19,0.850439930863088,3.02447195873153,0.0935365135023832,0.69107780469314,1.02156173832378,0.191961232019937,0.0336597226165692,2.2840757602561
"7",4,1.05033476210576,0.189041177063835,0.001,7.89448529614921,26.5291660877957,15.9828931350719,5.53990613729577,4.12025989604186,19.5883064595577,48.8563103786778,8.47496846933513,117.013704062664,0.0325316017043064,0.0650928226946492,0.00502431433647698,0.010048628672954,0.038080918498972,0.162694362374249,0.00976129273366764,0.248240383895295,0.108605167954191,0.0795034902102174,348.745129888433,1.9167849598802e-14,201.743099755086,832.229608877219,24.9019314029773,185.159810542473,272.26863032284,51.3154811389536,8.90155399109291,614.517805098856,11.3452376618471,1.24768943537252e-15,1.01362074838478,8.36276631024488,0.94828842022377,30.1244573135443,2.65769380277598,12.7385747377056,0.966754766255949,48.8563103016812,1.30721401588454,7.18475456788077e-17,0.756200976031434,3.11947641966053,0.0933408124236205,0.694041231764526,1.02055437951941,0.192347678656212,0.0333660175958076,2.30341937131228
"8",4,1.04049999680566,0.143213012927147,0.001,7.83114893666043,25.7334567882658,15.7499418190725,5.46512970771398,4.09826312745991,19.5428534846728,48.9666006815009,8.37981299933593,118.232792384,0.0361332036113866,0.0655595108459186,0.00503780366966019,0.0100756073393204,0.0381605894773568,0.163859917197599,0.00985043721575725,0.249665472641689,0.109228644280739,0.0796067549493667,340.914507499406,1.23328824774223e-14,169.331804338695,855.222950344712,24.5985817594063,184.386030737587,269.323330702251,50.9497478526857,8.71919539904106,615.106100489382,12.3183333135516,8.08537742540006e-16,0.85306038528766,8.6168906352484,0.938696380245901,30.2134797290549,2.65295255982115,12.7203928786156,0.952385892656111,48.9666006095188,1.28994051370675,4.66647338510191e-17,0.640711820326179,3.23596299844582,0.0930752622524909,0.697673481115804,1.01905629686316,0.192781892446854,0.0329913897611651,2.32741717291339
"9",4,1.02814480602674,0.108494706762991,0.001,7.7493719536156,24.7956479911227,15.4643549826782,5.37197495837337,4.06844170024307,19.4816339917478,49.0841297789892,8.25962100768414,119.724826098695,0.0408873181287323,0.0661479950087754,0.0050558776465739,0.0101117552931478,0.0382629444282827,0.165329657864074,0.00996363671039063,0.251512147447115,0.110036564508113,0.0797503491058704,331.428559099218,9.81701153355001e-16,130.956763254114,881.768463702626,24.2128880042569,183.340922202433,265.550106841987,50.4655930906099,8.49208643879976,615.472290529135,13.5512249328371,6.49375629922356e-17,0.662101372004147,8.91622693017584,0.926456388155114,30.3116919402121,2.64584479297898,12.6927096904116,0.934440017231461,49.0841300346882,1.26911777329291,3.7591642228152e-18,0.5014641955733,3.3764984896162,0.0927168334330348,0.702055440157053,1.01685371112544,0.193244605429091,0.0325181929436384,2.35678791532863
"10",4,1.01280105241234,0.0821929596689322,0.001,7.64506486519659,23.7155028862692,15.1202781262052,5.25756661454558,4.02848302213079,19.3998243393134,49.2000571970513,8.10963277841152,121.523591761918,0.0471627492916289,0.0668834707794379,0.00507995102900135,0.0101599020580027,0.0383936148345756,0.167166510438157,0.0101062726742578,0.253894002548343,0.1110786261149,0.0799485995668344,320.140777417571,1.62085255604712e-14,86.5840043789698,911.450152352676,23.7282143519105,181.941254064798,260.767657703065,49.8298697079209,8.21344461265279,615.396108146993,15.0987192233721,1.08408244570155e-15,0.439842502140005,9.26024427865483,0.911011922539498,30.4144845467544,2.63538905337469,12.6515050666065,0.912338143244299,49.2000570252322,1.24446628336772,6.30065427023082e-17,0.336573413102098,3.54303188966712,0.092237430556867,0.707250597889173,1.01366830062064,0.193701012586816,0.0319276881039824,2.39219668822674
