"","convergence","mu","x_C","x_W","C","AA","NT","ATP","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau FERM","tau ATPS","tau EAA","tau ENT","tau LIPS","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v FERM","v ATPS","v EAA","v ENT","v LIPS","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p FERM","p ATPS","p EAA","p ENT","p LIPS","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f FERM","f ATPS","f EAA","f ENT","f LIPS","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.534870074359395,0.1,0.001,15.0047100297328,6.07868083623885,13.1279164836581,15.5853810748564,29.1058366244805,45.8367564431933,8.94994692645268,1.65101818968765,13.1184089806791,12.3077211732593,139.233624805265,0.148134300192828,0.000425181962007483,0.003101110794658,0.166653587357671,0.0280248538665195,0.0366906288449515,0.317566056701087,2.22296239690761,0.317566056701087,0.222296239690761,0.000408642127384985,0.00821024400013601,160.46102314623,1.49712270565305e-17,942.118269145698,107.330055286001,176.871595756025,86.4880055534906,24.5167093271643,4.78705877806439,7.39681689008512,7.01664438697278,7454.11943238586,7447.18992529203,23.769781371992,6.36549569355515e-21,2.92161313429224,17.8869387447092,4.95680062420072,3.17329931130323,7.78567470431433,10.6414516554236,2.34897797192433,1.55977366247133,3.04606722263191,61.1432464020022,1.00000000522502,9.33013316331152e-20,5.87132161814597,0.668885525857523,1.10227140032005,0.538996974527417,0.152789188143978,0.0298331564215089,0.0460972813440981,0.0437280299355969,46.4543932549946,46.4112082684217
"2",4,0.532604422841404,0.0930232558139535,0.001,14.9530603046025,6.05837997803667,13.0835633777882,15.5516312798036,29.3757563975336,45.7356510518637,8.94340795607214,1.64811572868544,13.0769462869249,12.2861047500351,139.287384623827,0.150898215128113,0.000425946959144639,0.00310379445041775,0.166797464015284,0.0280932826786743,0.0367313685353227,0.318244772707932,2.22771340895552,0.318244772707932,0.222771340895552,0.00040955845826391,0.00822527351203037,159.781327776582,1.66016080372698e-15,938.78311393444,106.826140682481,175.721336881541,86.9203210091005,24.3590100317537,4.76329863267902,7.35254710076818,6.96483942967566,7425.39574517079,7418.50770966619,24.1107171722862,7.07140446038625e-19,2.91378981917561,17.8183293563779,4.93658918968768,3.19270234419382,7.7521276109457,10.6112642348786,2.33990968090833,1.55156661887106,3.04113363339155,61.0192549631105,1.00000000578391,1.03902053915246e-17,5.87542444682242,0.668577128422204,1.0997614073129,0.543995488843215,0.152452170172879,0.0298113598535738,0.0460163102009987,0.0435898209564162,46.4722373474161,46.4291282079423
"3",4,0.530206289051177,0.0865332612222823,0.001,14.8984642891525,6.03692298161959,13.0366730700785,15.5159147863938,29.6600984385847,45.628635755888,8.93647480529368,1.64504389548057,13.0330740155749,12.2632203638112,139.345479541073,0.153858084696337,0.000426762124503436,0.00310665148095997,0.166950632485998,0.0281662119731441,0.0367747422005274,0.318968287920982,2.23277801544687,0.318968287920982,0.223277801544687,0.000410534220814972,0.00824126663458741,159.061887745518,7.83893666463318e-17,935.249963980706,106.293882090603,174.507637518484,87.3665040334145,24.1925896385972,4.73817514371411,7.30580668994726,6.91021780872728,7395.02920936441,7388.18496035292,24.4729573967092,3.34536126484673e-20,2.90549568566842,17.7458308444183,4.91521910927822,3.21288066279015,7.71666889739824,10.5792932942217,2.33032065177413,1.54289824052757,3.03591255437038,60.8880022039171,1.0000000064765,4.92823065695256e-19,5.879786687394,0.668254880446753,1.09710529104167,0.549261082196013,0.152095452519627,0.0297882493509789,0.0459305924304875,0.0434435800519163,46.4915220237396,46.4484931803578
"4",4,0.527670037388998,0.0804960569509603,0.001,14.840807787703,6.01426474954265,12.9871450680213,15.4781485446037,29.9593131933446,45.5154566587093,8.92912837630818,1.64179548749743,12.9866917207855,12.239012870598,139.408237683856,0.157027373371767,0.00042763037237397,0.00310969163059699,0.167113610589167,0.0282439052190851,0.0368208973653403,0.319739254008117,2.23817477805682,0.319739254008117,0.223817477805682,0.00041157279124478,0.00825827699099123,158.301012346425,4.50676212965914e-17,931.509908444132,105.732204382563,173.228302100366,87.8257328493381,24.0171427168784,4.7116335041777,7.25650602973708,6.85268810586628,7362.95306265431,7356.15499909744,24.8575921708507,1.92722836770705e-20,2.89670856610689,17.6692904299218,4.89264374578577,3.23382229528128,7.6792232957012,10.545459272498,2.32018982465354,1.53375136804399,3.03039114380093,60.7491655712115,1.00000000713657,2.84695725884518e-19,5.88442171837413,0.667918692179579,1.09429687636823,0.554802096173049,0.151718188862364,0.0297637612543606,0.045839922145561,0.0432889724026184,46.5123564660943,46.4694125612852
"5",4,0.524990024497962,0.0748800529776375,0.001,14.7799746560492,5.99036038039683,12.9348787981108,15.4382487784473,30.2738288302414,45.3958572014092,8.92134914852517,1.6383630555822,12.9376982253149,12.2134265980989,139.476016712569,0.160420456995702,0.000428554785056059,0.00311292510977732,0.167286946665649,0.0283266406564286,0.0368699899139073,0.320560466589451,2.24392326612616,0.320560466589451,0.224392326612616,0.000412677723823252,0.00827636060038593,157.497008601356,9.03675674305514e-18,927.553980611034,105.140051024403,171.881198688376,88.2969896624196,23.8323721842738,4.6836193080391,7.20455741984831,6.7921625082553,7329.10114005881,7322.35174308098,25.2657420952856,3.87274534362389e-21,2.88740607691799,17.5885581081429,4.86881695084184,3.25550911828179,7.63971634732427,10.5096823349866,2.30949628807706,1.52410914795838,3.02455677614987,60.6024234686027,1.00000000794915,5.73773235132536e-20,5.88934352608596,0.667568563961106,1.09132993433378,0.560626459819285,0.151319524004698,0.0297378304950839,0.045744090894793,0.0431256607510496,46.5348596992707,46.4920055708563
"6",4,0.522160626357689,0.0696558632350116,0.001,14.7158527077425,5.96516542348332,12.8797756089245,15.3961323915047,30.6040502082744,45.2695808851427,8.91311699066149,1.63473937730956,12.8859932107733,12.1864055697337,139.54919022907,0.164052675637903,0.000429538566588809,0.00311636251467964,0.167471205197044,0.0284147090764242,0.0369221806796121,0.321434850245094,2.25004395171566,0.321434850245094,0.225004395171566,0.000413852709933989,0.0082955757460906,156.648189266293,4.530096709582e-16,923.373128663786,104.516384580623,170.464286183072,88.7790556990817,23.6379927099362,4.65407875064316,7.14987600605202,6.7285582861783,7293.40742741965,7286.70925777192,25.698554582968,1.94585124714253e-19,2.87756540523028,17.5034848885546,4.84369309981231,3.27791633508684,7.59807464681297,10.471881743693,2.29821932327633,1.51395518755818,3.01839642849031,60.4474485875866,1.0000000086754,2.89189218854073e-18,5.89456629533546,0.667204555487538,1.0881982642783,0.566741670523599,0.150898602950476,0.0297103899688716,0.0456428899789304,0.0429533107025776,46.5591560608117,46.5163967430232
"7",4,0.519176268363106,0.0647961518465225,0.001,14.6483313481389,5.93863711144097,12.8217384310544,15.3517162983515,30.9503530904232,45.1363712725713,8.90441138176904,1.63091695551287,12.8314772223798,12.1578939536107,139.6281557933,0.167940407721632,0.000430585078257661,0.00312001489247585,0.167666975858613,0.0285084141638953,0.0369776377700817,0.322365475040744,2.25655832528521,0.322365475040744,0.225655832528521,0.000415101609453062,0.00831598312219751,155.752881993024,3.38198177476863e-16,918.958283800571,103.860197277296,168.975628063764,89.2704934555915,23.4337328047453,4.62295907315682,7.09238034018385,6.66179846190133,7255.80679359666,7249.16248831877,26.1572025057276,1.45623088715473e-19,2.86716353102183,17.4139251895631,4.81722718844611,3.30101197055731,7.55422640757958,10.4319767839848,2.286338557533,1.50327367805756,3.01189707790244,60.2839129029262,1.0000000095285,2.17137671144046e-18,5.90010458103773,0.666826815259701,1.08489568547064,0.57315468685969,0.150454570908571,0.0296813712725635,0.0455361102601061,0.042771590741266,46.5853778747968,46.5427185977666
"8",4,0.516031453253669,0.0602754900897883,0.001,14.5773357471623,5.91070317645992,12.760735275733,15.3048893227491,31.313081273361,44.9959606787911,8.89518441752735,1.6269243341327,12.7740469400885,12.1278059286006,139.713333161489,0.172101139226171,0.000431696992377673,0.00312388973720489,0.167874775668226,0.0286081238415499,0.037036523003454,0.323355165307463,2.26348615715224,0.323355165307463,0.226348615715224,0.000416425904056472,0.00833765823666974,154.809436108253,4.61940191830902e-16,914.300364407597,103.170498886795,167.413405005634,89.7696379741264,23.2193309796215,4.59019494193603,7.0319962958729,6.59181000642446,7216.23515009541,7209.64743502371,26.6428803171915,1.99418191471766e-19,2.85617352509559,17.3197243561997,4.78938342313672,3.32475526184047,7.50809060724421,10.3898427097024,2.27383232469345,1.49204707001194,3.00502724626257,60.1115763201104,1.00000000085365,2.98392787828654e-18,5.90597309939651,0.666435467814262,1.08141602577429,0.579871875432612,0.14998653559597,0.0296506147250912,0.0454235638256475,0.0425801564669617,46.6136647588423,46.5711110538296
"9",4,0.512720810424682,0.056070223339338,0.001,14.5026435786407,5.88135803086923,12.6964921204776,15.2556641457635,31.6925481994552,44.8481789475675,8.88548857033873,1.62265238321382,12.7136335932692,12.0961790818207,139.805161720509,0.176553522266793,0.00043288062211816,0.00312801063680388,0.168095591270028,0.0287141444549816,0.0370990692087164,0.32440833077556,2.27085831542892,0.32440833077556,0.227085831542892,0.000417838442509285,0.00836062630132884,153.816243318098,1.98548973591173e-15,909.390523852594,102.446400722561,165.77608640328,90.2746055402664,22.994594656068,4.55577490080332,6.96864656849627,6.51854451938347,7174.62996372286,7168.1015818893,27.1567995396564,8.5948003209069e-19,2.84458323161957,17.2207883029452,4.76011849216531,3.34910383872792,7.45963806923563,10.3455193167116,2.26068700105071,1.48026910263356,2.99783620962241,59.9298186161406,1.00000000123975,1.29081928900523e-17,5.91218785066382,0.666031094243447,1.07775409821945,0.586899040730651,0.149493929825225,0.0296182952344624,0.0453050108805752,0.0423787786442308,46.6441633071234,46.6017205735029
"10",4,0.509239109324441,0.0521583472924074,0.001,14.4254631986734,5.85095483232723,12.6295954798718,15.2040693838591,32.0901265065824,44.6932944479559,8.87521407338764,1.61820141495426,12.6505285353591,12.0630057096029,139.89954584443,0.181313433925195,0.000434123171682481,0.00313234630200247,0.16832616508685,0.0288253463569376,0.0371645691164622,0.325519768332989,2.27863837833092,0.325519768332989,0.227863837833092,0.000419321353289414,0.00838491320090525,152.771732505539,1.96179891822736e-17,904.201033304714,101.685346429611,164.064841944442,90.7863746684481,22.759573457452,4.51960610979566,6.90234305392481,6.44214388382969,7130.69827973778,7124.23201207111,27.6995674272807,8.51662368584122e-21,2.83227076293883,17.1163044100243,4.72922589404477,3.37403649619858,7.40869107922742,10.2985479367193,2.24684911186842,1.46793162924241,2.99005405255814,59.7360670443268,0.999999998090005,1.28413737430726e-19,5.91864094717203,0.665603149009953,1.07392145746027,0.594261601973749,0.148977648159853,0.0295840469112921,0.0451807603902843,0.042168428451197,46.6755082839664,46.6331819481432
