"","convergence","mu","x_C","x_W","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau tC2","tau RESP","tau FERM","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tC2","v RESP","v FERM","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tC2","p RESP","p FERM","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tC2","f RESP","f FERM","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.97217383112801,1,0.001,36.0963628144576,15.1236428157017,6.10649808776948,15.3791586457871,41.6955785595198,8.36414583358778,131.234615163549,0.0354838709677419,10.1,0.244834146680619,0.150546905163086,0.260947968949349,0.0593063565793975,0.286717822810403,0.215038367107802,0.511661768604119,246.932154973428,2.33242218426867e-11,27.709501440216,1.23394161738487e-13,129.527382516894,54.6033316892225,40.5353503493073,8.13140369915242,127.582858600158,8.76210872486356,2.35574640611135e-10,6.78423214006067,1.85766091649224e-14,33.799907391109,3.23832465958414,11.6222073990103,1.74856377376008,65.2792710749259,1.00000000756043,9.44559934753645e-14,0.112215040008433,4.99708766906756e-16,0.524546442767308,0.221126860160933,0.164155821100472,0.0329297080062511,0.51667171324232
"2",4,0.970407973055138,0.769230769230769,0.001,36.0071817311209,15.1123336766283,6.09086787550221,15.3687229486613,41.6640051123405,8.34816050015831,131.408727717475,0.0364516129032258,10.1,0.244868982076718,0.150633993653334,0.261098922332445,0.0593406641664648,0.286999037114342,0.215249277835756,0.511891840401902,246.483624730845,1.09693861725443e-11,27.6659389956633,5.43646121709403e-14,129.433198486732,54.4428310093356,40.4310827504253,8.1011215096976,127.520077106069,8.98472567567274,1.10790800342697e-10,6.77453032006466,8.18915864472338e-15,33.7948686389272,3.23067375119658,11.6036818188623,1.74376055462212,65.2764869580183,0.999999998275099,4.45035087649393e-14,0.112242502836255,2.20560745714981e-16,0.52511885284392,0.220878084598429,0.164031516190317,0.0328667736226705,0.517357195738089
"3",4,0.968125389039655,0.591715976331361,0.001,35.8924735504066,15.0976992761533,6.07073677936553,15.3551916344992,41.6230131862656,8.32750217837038,131.633383625847,0.0377096774193548,10.1,0.244914043245844,0.150746646576149,0.261294187398658,0.0593850425906041,0.287363993235027,0.21552299492627,0.51219087749524,245.903849039619,1.18993070955327e-12,27.6095129482659,4.70427184862663e-15,129.310324645371,54.2355965264001,40.2962958339561,8.0620662861634,127.437620733379,9.27295482346174,1.2018300166488e-11,6.76195744820829,7.09153205763045e-16,33.7880362004688,3.22078320964709,11.5797044834256,1.73756067128805,65.272386789335,1.00000000090908,4.83900807279879e-15,0.112277677153873,1.91305336263576e-17,0.525857261966202,0.220556110803156,0.163870130654589,0.0327854416471275,0.518241667818294
"4",4,0.965179769311397,0.455166135639508,0.001,35.7454236216264,15.0787597642011,6.0448916999254,15.337655847351,41.569959606062,8.30091157944056,131.922398022324,0.0393451612903226,10.1,0.244972232335707,0.150892119300805,0.261546340121396,0.05944235002759,0.287836625979349,0.215877469484512,0.512578984647972,245.155661541115,2.94105876015992e-12,27.5364781015431,1.33232361382646e-14,129.149660591887,53.9687631226281,40.122484022863,8.01187192331875,127.328829690192,9.64568904457089,2.97046934776152e-11,6.74567251119832,2.01037133684783e-15,33.7786210557285,3.20803010809135,11.5487204270512,1.72958263664006,65.2660822390135,1.00000000055483,1.19966993350405e-14,0.112322423817257,5.43460267729626e-17,0.526806763717686,0.220140798761527,0.163661258291583,0.032680754249766,0.519379519772927
"5",4,0.961386621991717,0.350127796645776,0.001,35.5575302100259,15.0542903301124,6.01182498659116,15.3149523567154,41.5012776187351,8.26673636930457,132.293388223519,0.0414712903225806,10.1,0.245047283960595,0.151079748363027,0.261871563829247,0.0595162645066471,0.288448597679569,0.216336448259677,0.513082906793751,244.19220207723,5.53738085634733e-13,27.4420996737915,6.03689407855789e-15,128.939577581392,53.6259909670623,39.8987730982162,7.9475297529818,127.185093616047,10.1269657068551,5.5927546649108e-12,6.72461199123854,9.12052438282775e-16,33.7656088207216,3.19161866282674,11.5087451493158,1.71934035919819,65.2564975333569,1.00000000037403,2.26763214030362e-15,0.112379099130186,2.47218954146069e-17,0.528024959571965,0.219605665254452,0.163390856766674,0.0325462061783645,0.520840111116215
"6",4,0.956515392406326,0.269329074342904,0.001,35.3186629923109,15.0227365471764,5.9697022021248,15.2856058832658,41.4125033789918,8.22296476885198,132.767824453502,0.0442352580645162,10.1,0.24514384930456,0.151321161722938,0.262290013653092,0.0596113667393391,0.289240054893311,0.216930041169984,0.513736770231003,242.954909887589,4.54173797891289e-12,27.320364080208,2.71925183306335e-14,128.664499678907,53.1872013371208,39.6116969200846,7.86539237262184,126.994467706075,10.7471731369187,4.58715535870202e-11,6.69741921502421,4.11480346396375e-15,33.7474133774488,3.17056176474617,11.4572893915825,1.70623989121093,65.2417276765246,1.00000000089063,1.86937485027953e-14,0.112450347750457,1.11924135912435e-16,0.529581805335937,0.218917993503813,0.163041351885794,0.0323738770427243,0.522707970289377
"7",4,0.950281324513027,0.207176211033003,0.001,35.0168286515287,14.9821418302831,5.91634059841502,15.2477223370283,41.2979782822379,8.16714164410663,133.371846580642,0.0478284161290323,10.1,0.245267754114809,0.151630923748561,0.262826934497506,0.0597333942039787,0.290262164856999,0.217696623642749,0.514584664130946,241.371456354316,7.43813608417936e-13,27.1637032803782,8.72881462690229e-14,128.303947101784,52.6279676609344,39.2446975017552,7.76108217904715,126.740775021401,11.5444144561848,7.51251744502116e-12,6.66238049701943,1.32355822510715e-14,33.7217331006921,3.14364713844484,11.3912508560175,1.68956138619248,65.2188591460832,0.999999999701736,3.08161378909782e-15,0.112539003917687,3.61634086985228e-16,0.531562219499452,0.218037246160471,0.162590465678102,0.0321541009610497,0.525086010160008
"8",4,0.942338039698578,0.159366316179233,0.001,34.6383536198934,14.9300843924558,5.8492242586026,15.1989598642561,41.1506039607706,8.09633249308374,134.136441378902,0.0524995216129033,10.1,0.245426171837028,0.152026968054109,0.263513411293789,0.0598894116576794,0.291579672654239,0.218684754490679,0.515682963473593,239.353862053248,1.87101900268797e-12,26.9627451660543,1.89985204299999e-14,127.830870557945,51.9192080806945,38.7777794688051,7.62948209028044,126.401871221138,12.5659632539964,1.88972919271485e-11,6.61736332832203,2.88828745848693e-15,33.6851487693789,3.10941082568543,11.3068122437725,1.66845141780401,65.1832915399238,0.999999999873867,7.81695764756756e-15,0.112648047252545,7.93741962825609e-17,0.534066463123888,0.21691401855298,0.162010251814057,0.0318753247759203,0.528096225901188
"9",4,0.932272470655608,0.122589473984026,0.001,34.1681248241909,14.8635804707565,5.7655440659075,15.1363733200078,40.9615847147657,8.00710214922447,135.097691739974,0.0585719587419354,10.1,0.245627883689302,0.152531247684792,0.264387495986973,0.0600880672697667,0.29327430703348,0.21995573027511,0.517103853667135,236.797208744333,4.25353173016994e-19,26.7060100376388,0,127.209979860726,51.0272166984503,38.1873577840036,7.46480090344933,125.947858858295,13.8696763407785,4.29606704747164e-18,6.55974072733046,0,33.6327280399307,3.06612682956544,11.1993708915432,1.6419257340765,65.1281231767488,1.00000000505837,1.79627613612556e-21,0.112780088559075,0,0.5372106418769,0.215489098149203,0.161266081554196,0.0315240242095452,0.531880676141628
"10",4,0.919604635853331,0.0942995953723274,0.001,33.5904495409435,14.7790588752543,5.66230888353794,15.056382972014,40.720206007458,7.89558510714433,136.296008831747,0.0664661270096774,10.1,0.245883416933172,0.153170080794469,0.265494806710414,0.0603397287978213,0.295448266444837,0.221586199833628,0.51893870404814,233.57957770731,1.1532191722581e-12,26.3797637372453,3.8211922404589e-15,126.395488468216,49.9143923836005,37.4464902173611,7.26081666730444,125.338441569981,15.5251298787609,1.16475136398068e-11,6.48634644560367,5.8529232420229e-16,33.5573457799374,3.01182089953449,11.0635006191629,1.60889677299666,65.0429684357395,1.00000000085865,4.93715753991718e-15,0.112936944311767,1.63592737055471e-17,0.541123885133176,0.213693307079292,0.160315771682906,0.0310849807367887,0.536598459967509
