"","convergence","mu","x_C","x_P","x_N","x_Ace","x_H2O","C","P","N","Ace","H2O","ADP","ATP","AA","NT","Lip","DNA","tRNA","mRNA","rRNA","TC","P","tau tC","tau tP","tau tN","tau tAce","tau tH2O","tau Res","tau Fer","tau NTS","tau AAS","tau LipS","tau Deg","tau Maint","tau DNAp","tau tRNAp","tau mRNAp","tau rRNAp","tau tRNAc","tau r","v tC","v tP","v tN","v tAce","v tH2O","v Res","v Fer","v NTS","v AAS","v LipS","v Deg","v Maint","v DNAp","v tRNAp","v mRNAp","v rRNAp","v tRNAc","v r","p tC","p tP","p tN","p tAce","p tH2O","p Res","p Fer","p NTS","p AAS","p LipS","p Deg","p Maint","p DNAp","p tRNAp","p mRNAp","p rRNAp","p tRNAc","p r","f tC","f tP","f tN","f tAce","f tH2O","f Res","f Fer","f NTS","f AAS","f LipS","f Deg","f Maint","f DNAp","f tRNAp","f mRNAp","f rRNAp","f tRNAc","f r"
"1",-1,0.343496304068111,2,1,1,1,1000,13.3767028223108,17.0518219203914,2.71965576898839,3.93925069582801e-05,780.301706259551,10.2185380342929,11.0168041896927,12.6285380493929,3.54176155484743,56.6294743709124,5.22872672796652,5.97641794848255,14.7456312019361,42.7237350612956,18.0827049905587,105.842237314731,0.00315789473684211,0.0212765957446809,0.0212765957446809,-0.166738914723078,0.00107911437410469,0.088355211777108,0.00583553792556595,0.00692251942630945,0.025390691438821,0.0900439064527498,0.0283747579839355,0.109077042514158,0.0351209114129004,0.0395552497774423,0.0389046422592108,0.0335086750978544,0.22429262060132,1.20378203949577,66.3959546827986,24.7274560071345,22.6915295343199,0.436876691238451,264.496894870917,218.439033312179,0.000607789732062409,203.22992760797,14.8072587746855,19.4520151477283,122.770112541971,48.4818870956513,1.79604830603865,46.4282457658527,17.3420810732136,112.891535123117,52.3470131446774,45.4455216648875,0.209671435840417,0.52611608525818,0.482798500730211,-0.0728443453649084,0.285422401161264,19.3002270486843,3.54678003221975e-06,1.40686312187363,0.375966538602814,1.75153543227952,3.48357223103897,5.28826085989899,0.0630788534496732,1.83648085799678,0.674687460183605,3.78284577173856,11.7410487588714,54.7065027557075,0.175722294789453,0.0654432236818883,0.0600549786670417,0.00115622969940265,0.700012546749981,0.578116669736662,1.60856496420169e-06,0.537864534364754,0.0391886147862422,0.0514813403371931,0.324921089100986,0.128311257769717,0.00475338793451502,0.122876128944915,0.0458972281845859,0.298776630427421,0.138540628252153,0.120275269675831
"2",4,0.400330468858748,1.81818181818182,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00328042328042328,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2968443468011,27.5967004200979,26.6905171020072,0.475006480691277,308.254461021236,241.277627351215,5.33926955410408,240.542898523077,15.6680433290183,22.0181757872312,9.5276977142065,38.5661833775596,2.07947007286108,36.9143649617187,7.60442837762576,28.9221849009231,52.129737580266,41.7498620156041,0.256846790978924,0.587163838725487,0.567883342595897,0.0548374511734641,0.332579306470303,21.8258950900945,0.0279825318512934,1.42167974317496,0.318896357824628,1.57314939536055,0.25029314632188,4.17153939395945,0.0752014476163959,1.49549678151137,0.299953127089712,0.988499494087373,9.44685138995069,39.7360472027142,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"3",-1,0.400279272655822,1.65289256198347,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00341671101649814,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2868313664176,27.5931712201377,26.6871037891668,0.474945734557599,308.215039944983,241.246771597451,5.33858674240517,240.512136730001,15.6660396236096,22.0153599960703,9.5264792659905,38.5612513468904,2.07920414013772,36.9096441736037,7.60345588642502,28.9184861915757,52.1230709764693,41.7445228406621,0.267483479176371,0.587088749364631,0.567810718918443,0.0548304382941142,0.33253677461478,21.8231038887222,0.0279789533093375,1.42149793187083,0.318855575810973,1.57294821338231,0.250261137619803,4.17100591725973,0.0751918304903664,1.49530553012619,0.299914767628324,0.988373079975463,9.44564328075494,39.7309655641823,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"4",-1,0.40022227541965,1.50262960180316,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00356848251111468,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2756838168905,27.5892421271163,26.6833037144157,0.474878105289608,308.171152073131,241.212419583356,5.33782656142612,240.477889323262,15.663808878674,22.0122251480808,9.52512275560961,38.5557604686454,2.07890807462166,36.9043884737718,7.60237320240791,28.9143683820866,52.1156489809042,41.7385786846945,0.279325408746116,0.587005151640773,0.567729866264163,0.0548226307865704,0.332489423481775,21.8199964167862,0.0279749692833872,1.42129551955804,0.318810172794127,1.57272423550753,0.250225502017012,4.1704119924038,0.0751811236493845,1.49509260807832,0.29987206166274,0.988232341901538,9.44429828090696,39.7253081260327,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"5",-1,0.400158738115012,1.36602691073014,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00373771977621804,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2632571573219,27.5848621957896,26.6790676053808,0.474802715995472,308.122228348559,241.174125895256,5.33697915453957,240.439712245546,15.6613221700182,22.0087305963257,9.52361059433472,38.5496395472253,2.07857803748039,36.8985297159841,7.60116628732148,28.909778080284,52.107375358797,41.7319524748309,0.29252612402816,0.586911961612545,0.567639736284699,0.0548139274174496,0.332436639108975,21.8165323823116,0.0279705281159291,1.42106988172638,0.318759560071362,1.57247455760353,0.250185777456621,4.16974991846764,0.0751691882668491,1.49485525458669,0.299824455460625,0.988075455033373,9.44279895092505,39.7190015330236,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"6",-1,0.400087808614051,1.24184264611831,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00392671031116143,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2493847280956,27.5799726848949,26.6743386496662,0.474718555594878,308.067612632819,241.131376958983,5.33603315678414,240.397093486597,15.658546147255,22.0048294737728,9.52192250187924,38.5428064921526,2.07820960243483,36.8919893257597,7.59981895467538,28.9046537235305,52.0981391488169,41.7245553439394,0.307262665853851,0.586807929465848,0.567539120205664,0.0548042114618872,0.33237771358101,21.8126653275476,0.0279655702444348,1.42081799224368,0.318703058852298,1.5721958311257,0.250141431174377,4.16901081607482,0.0751558642718851,1.49459028639502,0.299771310553427,0.987900315289411,9.44112518260894,39.7119612045512,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"7",-1,0.40000849993744,1.12894786010755,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00413810639517735,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2338734952743,27.5745055572107,26.6690510441651,0.474624453001408,308.006544951829,241.083577925911,5.33497540466348,240.349440009198,15.6554421822107,22.0004674965592,9.52003498854804,38.5351662219171,2.07779764273564,36.8846762940003,7.59831245642475,28.89892400674,52.0878118297114,41.716284361432,0.32374009223029,0.586691607600227,0.567426617960959,0.0547933477230025,0.332311826953046,21.8083414426823,0.0279600266804496,1.4205363460844,0.318639882926201,1.57188417761351,0.250091846094691,4.1681844006643,0.0751409662619818,1.49429401648843,0.299711887433267,0.987704485611671,9.43925368558298,39.7040891749094,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"8",-1,0.399919663232665,1.02631623646141,1,1,1,1000,18.2173428194093,17.1430609542411,3.70927860351665,0.285599458415385,778.276072855847,7.74353834650129,12.2463019280108,13.0944212862667,3.39534732745751,55,5.1943837269973,9.10688885626291,16.615419318863,53.2061094182501,23.3354409291586,83.4307958315011,0.00437499885395958,0.0212765957446809,0.0212765957446809,0.115445690538073,0.00107891157639205,0.0904596722443881,0.00524089139305288,0.00591029605074195,0.0203532981833162,0.0714477625468345,0.0262700553512182,0.108165730404807,0.0361637556595987,0.0405125967374015,0.0394445331318069,0.0341778982975737,0.18121808833979,0.951764755243089,78.2164987656768,27.5683816168197,26.6631281934891,0.474519045060284,307.938140689152,241.030036387064,5.33379057575339,240.29606151287,15.6519653113555,21.9955814777966,9.51792071213175,38.5266080608139,2.07733619080199,36.876484685324,7.59662496968237,28.8925059301723,52.0762438016254,41.7070197152089,0.342197092460567,0.586561310996163,0.56730059986147,0.0547811788304513,0.332238024802169,21.8034980926267,0.0279538171208125,1.42022086336836,0.31856911713694,1.57153508250516,0.250036303936207,4.16725870091765,0.0751242784270048,1.49396215314949,0.299645325306548,0.987485129243475,9.43715734964738,39.6952714111645,0.177800479711419,0.0626679991266622,0.0606101916887357,0.00107866901709165,0.7,0.547905579651013,0.0121246864538171,0.546237119840267,0.03557979434905,0.05,0.0216359833945277,0.087578062211505,0.004722167024543,0.0838270284478476,0.0172685249929646,0.0656779770958495,0.118378874989492,0.0948077225357967
"9",4,0.399472588750818,0.933014760419466,1,1,1,1000,17.8166760483971,16.8189062178059,3.62676031714724,0.27434883254066,778.316389627908,7.7458163562096,12.2757217882666,12.8122402808175,3.37175804825461,55.0847742383903,5.15582965904476,9.1132978331808,16.5971355518636,52.8951784830474,23.2823774439944,84.8127850621767,0.00464100962495813,0.0212765957446809,0.0212765957446809,0.121819841862479,0.00107891561273323,0.0912894190299362,0.00529006980129686,0.0059665534511871,0.0206166643344609,0.0728136158229847,0.0262795790985162,0.108146160504842,0.0364931561007359,0.0408455849505817,0.0397017488167817,0.0344351744106256,0.182792776700046,0.954527813112081,78.1511891820153,27.4392303739004,26.6783370482222,0.46991969085718,307.621009030458,241.855985549956,4.79012790565248,240.89809852666,15.6550504035145,22.0048573657641,9.68202655431038,39.2121266190454,2.05961262105686,37.2528581198506,7.5983033601822,28.8757951245078,52.6845580541942,42.350478509943,0.362700421195657,0.583813412210647,0.567624192515367,0.0572455424282866,0.331897109447711,22.0788924097681,0.0253401109780415,1.43733138114865,0.322754919308325,1.60225323047032,0.254439582667934,4.24064093907946,0.0751617648872737,1.52161478098633,0.301665931439662,0.994343041357918,9.63035665594091,40.4247096363461,0.177850840384774,0.0624442216758057,0.0607126355178541,0.0010694093436973,0.700061707937123,0.550398410214416,0.0109010276425442,0.548218520005835,0.0356266347278024,0.0500770674894457,0.0220336578027153,0.0892361299356435,0.00468711787185887,0.0847773679798958,0.0172916708274202,0.0657134521358518,0.119895717817114,0.0963781648433826
"10",-1,0.399362411399841,0.848195236744969,1,1,1,1000,17.8166760483971,16.8189062178059,3.62676031714724,0.27434883254066,778.316389627908,7.7458163562096,12.2757217882666,12.8122402808175,3.37175804825461,55.0847742383903,5.15582965904476,9.1132978331808,16.5971355518636,52.8951784830474,23.2823774439944,84.8127850621767,0.00494040898946527,0.0212765957446809,0.0212765957446809,0.121819841862479,0.00107891561273323,0.0912894190299362,0.00529006980129686,0.0059665534511871,0.0206166643344609,0.0728136158229847,0.0262795790985162,0.108146160504842,0.0364931561007359,0.0408455849505817,0.0397017488167817,0.0344351744106256,0.182792776700046,0.954527813112081,78.1296345341066,27.4316624410796,26.6709789751349,0.469790083699722,307.536164991507,241.789279967255,4.78880675466904,240.83165713594,15.6507326304521,21.9987882712594,9.67935618325645,39.201311638597,2.05904456540294,37.2425835194412,7.59620769464791,28.86783097702,52.6700272823534,42.3387979499591,0.385992348795936,0.583652392363395,0.567467637768827,0.0572297537048608,0.33180556988944,22.0728028958773,0.0253331219971211,1.43693495503955,0.322665901230426,1.60181131775466,0.2543694064406,4.23947134046802,0.0751410347436213,1.52119510892247,0.301582729853015,0.994068794550142,9.62770053580855,40.4135602169688,0.177850840384774,0.0624442216758057,0.0607126355178541,0.0010694093436973,0.700061707937123,0.550398410214416,0.0109010276425442,0.548218520005835,0.0356266347278024,0.0500770674894457,0.0220336578027153,0.0892361299356435,0.00468711787185887,0.0847773679798958,0.0172916708274202,0.0657134521358518,0.119895717817114,0.0963781648433826
