"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","LIP","RNA","DNA","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau RNAp","tau DNAp","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v RNAp","v DNAp","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p RNAp","p DNAp","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f RNAp","f DNAp","f r"
"1",4,0.710695737885456,1,0.001,21.3640511075375,17.5378902651184,7.61189023712707,2.51403272378016,20.0697252523138,27.7772410749107,48.3222801282603,7.77585544226184,187.027034158559,0.114401147707586,0.00220001206185897,0.126738203551447,0.142126841743159,0.0134730908106397,0.0281675521538279,0.0154272165121779,0.381760325829324,0.15270413033173,0.106325367756254,296.560125303456,2746.17870726616,16.0501805390466,176.047732079326,183.618635751842,109.673149123088,1933.09240704844,34.3424385320616,5.52626732122891,664.596580229228,33.926818699021,6.04162628000581,2.03417104819516,25.0211081564804,2.47391055401035,3.08922414779913,29.8222351015834,13.1105805237734,0.843883845268918,70.6634758024215,1.22729828836796,11.3649143610643,0.0664228175767469,0.728564165633968,0.759895947373574,0.453876488152136,8,0.142124353318413,0.022870163065476,2.75039756115528
"2",4,0.70654730509088,0.769230769230769,0.001,21.2728619122275,17.4887260153093,7.57607274210387,2.50676642511594,20.0326919025762,28.0420281552814,48.1929257473459,7.74121728939062,187.146710197006,0.116944986026475,0.00220462445264293,0.126907593300917,0.142307424535233,0.0134989933057437,0.0282101211902945,0.0155216953466345,0.382939977357804,0.153175990943122,0.106563546145243,294.845804612644,2730.98603043826,15.9251935396392,174.983698653868,182.030435161435,110.072330124426,1921.80866984719,34.0505818112321,5.46953621394187,661.140018731592,34.4807385003904,6.02079858253042,2.02102798496692,24.9014794910812,2.45722762568582,3.10515377250816,29.8297286878889,13.0393290278133,0.837801629569836,70.4534248945711,1.22736798616311,11.3683992513382,0.0662925244932129,0.728412568428182,0.757746337676407,0.458203074432703,8,0.1417438992569,0.0227682861452665,2.75215750289715
"3",4,0.701254006980128,0.591715976331361,0.001,21.1566097081122,17.4259886489362,7.53042569773955,2.4974729023514,19.9854557529288,28.3771188013287,48.0275668493715,7.69702801950119,187.302333991567,0.120242742676818,0.00221056921236729,0.12712580476753,0.142539897101515,0.0135323374429962,0.0282649037065777,0.0156445111958714,0.384462654752367,0.153785061900947,0.106870021672542,292.658067818587,2711.58525922957,15.7662438081642,173.628596815029,180.012216892549,110.553157033238,1907.41089898595,33.6795236986277,5.39757174051353,656.732561141584,35.1900087410052,5.99414689076184,2.00429643227397,24.7490023238946,2.4359860628518,3.12477433800264,29.8405111643128,12.9485190919697,0.830065904229675,70.1850230422649,1.22745683365519,11.3728416280777,0.0661262607508267,0.728227344857206,0.755001314035693,0.463678411786416,8,0.141257549556975,0.0226383177044153,2.75444608811128
"4",4,0.694534031986279,0.455166135639508,0.001,21.0091861500203,17.3463274247143,7.47256273298929,2.48563890167942,19.9255126649699,28.7981519824884,47.8171218917273,7.64093996613104,187.504558645555,0.124515118221215,0.00221821410795171,0.127406244893929,0.142838403809332,0.0135751515110234,0.0283352172546168,0.0158041629275405,0.386424569526886,0.154569827810754,0.107263342081104,289.880190086799,2686.93094806205,15.5653074590405,171.912295804114,177.463376920769,111.118314500841,1889.13256700268,33.2106184654407,5.30689284284209,651.141485659523,36.094466138646,5.96018813608331,1.98311737397581,24.5556779278574,2.40909222935729,3.14856158234815,29.8561588806332,12.8333989442296,0.820285512928227,69.8436119194957,1.22756949999216,11.3784749466266,0.0659151516666154,0.728005218085345,0.751512646684544,0.470558038929549,8,0.140638593799198,0.0224733528415619,2.75741998008168
"5",4,0.68605629878786,0.350127796645776,0.001,20.8234484289223,17.2457925354251,7.39969927149344,2.47065198891516,19.8499214727468,29.3225380413471,47.5507569256255,7.57019517565336,187.766996513351,0.130046123606005,0.00222801872760932,0.127765625576375,0.143220507067886,0.0136299545104844,0.0284251740316428,0.0160116997521397,0.388946980948756,0.155578792379502,0.107766516654968,286.374919466934,2655.78888182772,15.3131700159305,169.75324360625,174.269032019583,111.760621776182,1866.07313270298,32.6224963009559,5.19358008331046,644.093653312315,37.2419481746567,5.91714736528879,1.95649674664274,24.3121456257056,2.37527897901307,3.1768151238726,29.8790027163748,12.6884214472687,0.808010917487677,69.4117294170408,1.22771145223928,11.3855725599815,0.065648745475477,0.727745298429394,0.747104832990793,0.479126438584104,8,0.13985516742831,0.0222652799283922,2.76127936049046
"6",4,0.675443184427552,0.269329074342904,0.001,20.5912958928768,17.1198512527576,7.30868655798985,2.45179863041607,19.7553248397113,29.9687288558613,47.2158332240928,7.48164616131976,188.106834916282,0.137200844410952,0.00224055248777324,0.128224588100461,0.143707788217027,0.0136998434333377,0.0285398164746906,0.0162814886640448,0.392181812593113,0.156872725037245,0.108407809748836,281.985525875171,2616.74214730119,14.9996501936387,167.059612621827,170.303270576627,112.456520286938,1837.20546164294,31.8916127482814,5.05342690796199,635.277397942206,38.6886522617398,5.86294812799678,1.92332396773031,24.0077674302761,2.33312814308515,3.20948845037152,29.9124398972608,12.5073104941387,0.792744849828538,68.8690312938542,1.22788890741921,11.3944453222391,0.0653150690297864,0.72745097316413,0.741575285430871,0.489685112023877,8,0.13887009771792,0.0220048416509405,2.76627698406297
"7",4,0.6622804898078,0.207176211033003,0.001,20.3039014363498,16.9634760754437,7.19610824383576,2.42827216821636,19.6380292508244,30.7549705479859,46.7980083781517,7.37183377957682,188.545400430906,0.146448253414862,0.00225651421748914,0.12880836416709,0.14432645631291,0.0137885827948702,0.0286852519665369,0.016632214894171,0.396318222936679,0.158527289174672,0.109221566193108,276.539821131953,2568.22271955695,14.6140809120488,163.732295693235,165.43578623209,113.157871991914,1801.40293227722,30.9934079107119,4.88222168631982,624.349700741942,40.4987738044329,5.79523108035888,1.8824158560865,23.6309020213822,2.28112503569562,3.24596207008519,29.9613206806244,12.283252345925,0.773965369082076,68.1924521672335,1.22810867541941,11.4054337251927,0.0649008865265902,0.727132360048978,0.734697532763341,0.502532198496501,8,0.137641201112211,0.0216818640575789,2.77272647692509
"8",4,0.646137428851455,0.159366316179233,0.001,19.952149180958,16.7713285613404,7.05845928131733,2.39919589993325,19.4941643519744,31.6974943894014,46.2815542525958,7.23714258034977,189.10851178951,0.158390685256314,0.00227675261317476,0.129547448354765,0.14510792255197,0.0139006915637336,0.0288687760667613,0.0170881876044015,0.401590276991441,0.160636110796576,0.110249042378953,269.858309750518,2508.57918776681,14.1461195020864,159.670314397091,159.54277664937,113.782986254451,1757.49380647596,29.9042444680214,4.67618869909859,610.950437907994,42.7430426034952,5.71141422110391,1.83259368561686,23.1694276153818,2.21775492942452,3.28477555038713,30.032383878635,12.0092538191325,0.751164765974099,67.3567007203587,1.22837785831689,11.418892873583,0.064392236035023,0.726809113335104,0.726228569621088,0.517932914859499,8,0.136122218389988,0.021285713471617,2.78100752631632
"9",4,0.626598994417297,0.122589473984026,0.001,19.5273085462192,16.538058006982,6.89242029088651,2.36366494092482,19.3199379358789,32.8082282627531,45.6499492546855,7.07404941244264,189.826383611711,0.173802176507247,0.00230228727085926,0.130478249668589,0.14608930093309,0.0140415226871991,0.0290989737696817,0.0176810457857633,0.408285932635753,0.163314373054301,0.111539217424858,261.767464052671,2436.19028931587,13.5869237579492,154.779007565661,152.522490801801,114.208904655857,1704.34926481505,28.6042122981866,4.43259224829483,594.725105424851,45.4957549911367,5.60880989248288,1.77279803031778,22.6115570143849,2.14164801490161,3.32336192084485,30.1346773861268,11.6786974954762,0.723906024035625,66.335172842004,1.22870338589234,11.4351692560163,0.0637753025788344,0.726513095694419,0.715921291254125,0.536082161156096,8,0.134264556631428,0.0208060276836548,2.79156446487811
"10",4,0.603311595757245,0.0942995953723274,0.001,19.0219387578509,16.2587145680564,6.69522422687664,2.32081041410251,19.1119898429894,34.0922886134109,44.8867806740584,6.87946819038397,190.732784943267,0.193678625615894,0.00233432955164855,0.131643689704522,0.147313789170336,0.0142173307241472,0.0293857870574445,0.0184519891988503,0.416757681246628,0.166703072498651,0.113149572549732,252.11853030877,2349.62938059719,12.9306569246525,148.980942651209,144.314795046992,114.268183590964,1641.00754045971,27.0807152768717,4.15046293190176,575.356504236729,48.8299704425016,5.4848092985497,1.70223938786459,21.9469471761182,2.05177116957061,3.35786051044504,30.2798534117944,11.2860961052892,0.691894923039784,65.1013425180939,1.22909139217309,11.4545695746845,0.0630376478149769,0.726290106428026,0.703542385949376,0.557063539434819,8,0.132019943158995,0.0202337299717176,2.80489389622451
