"","convergence","mu","x_C","C","AA","NT","rRNA","p","tau Cin","tau EAA","tau ENT","tau RNAp","tau Deg","tau r","v Cin","v EAA","v ENT","v RNAp","v Deg","v r","p Cin","p EAA","p ENT","p RNAp","p Deg","p r","f Cin","f EAA","f ENT","f RNAp","f Deg","f r"
"1",4,2.29722907758842,1,15.4735995762483,3.77599480676641,0.267102595905325,94.1608109932243,226.322492009956,0.00703264104350774,0.141790978218391,0.119295977915859,0.0045614149198955,0.212230019431973,0.207466024241419,781.057886338943,602.342601227675,216.922548832956,219.508185194859,3.199232211916,519.914609557544,5.49289974882266,85.4067466506824,25.8779875950282,1.00126791098701,0.678973114502327,107.864616989933,0.999999999947353,0.77118816893243,0.277729157615087,0.281039586210702,0.00409602446592448,0.665654388264576
"2",4,2.29049961960673,0.714285714285714,14.3185396752444,3.71416791995464,0.26607942799762,94.1473482175474,227.553863991902,0.00769131455299233,0.14227105029831,0.119831309147965,0.00456418062198171,0.212250653198525,0.207485871130845,778.769868908665,603.245671957987,216.253920107889,218.860758342111,3.21629306283593,521.212038913493,5.98976402616914,85.8243953373726,25.9139903549078,0.998920032137284,0.682660303464808,108.14413393785,0.999999997743076,0.774613521503946,0.277686551898662,0.281033931313831,0.00412996596810323,0.669276070564417
"3",4,2.28157595232238,0.510204081632654,12.9919828772984,3.6342676106454,0.264682303205119,94.0969428474242,229.012124363209,0.00851137278200836,0.142922325496673,0.120559631356685,0.00456799169167383,0.21232795958757,0.207549253159918,775.735823793676,604.000106342463,215.293214765734,217.925056107534,3.23573411979741,522.508555737361,6.60257677666632,86.3250997987028,25.9556706057525,0.995479845706768,0.687036823424466,108.446260512957,1.00000000000524,0.778615719191379,0.277534191619498,0.280926894729356,0.00417118047222606,0.673565071656498
"4",4,2.26991006376609,0.364431486880466,11.5441759178077,3.53385578111338,0.262792299042455,93.9855830728752,230.673593465247,0.00950991213914701,0.143794955130881,0.121538706326112,0.00457321172307887,0.212499045312732,0.207684058446426,771.769422897337,604.367860208407,213.93533575032,216.595423400512,3.25660253446813,523.608311251851,7.33945940343387,86.9050493412145,26.0014239445364,0.990536729460452,0.692024929537501,108.745099117064,1.00000000157672,0.7830938143318,0.277201104035052,0.280647842886663,0.00421965737820646,0.678451745486019
"5",4,2.25488666345596,0.26030820491462,10.0450319140684,3.41159835510421,0.260293776799489,93.7841926443208,232.498883306684,0.0107030608967472,0.144949320192556,0.122838396239144,0.0045802287750869,0.212809479917954,0.20792448760588,766.661465568211,604.051682657506,212.059658202549,214.750291321508,3.27756608484466,524.258631236646,8.20562435316598,87.556880762375,26.0490683206223,0.983605463769066,0.697497133912517,109.006207272839,0.999999999991109,0.78789884424991,0.276601430650354,0.280110975918735,0.00427511520014425,0.68382024501966
"6",4,2.23582118787317,0.185934432081871,8.57072225074391,3.26765567413506,0.257028339482484,93.4604403984231,234.444153426998,0.0121116102625358,0.146456738853804,0.124542374951036,0.00458960535481351,0.21331133405461,0.208309598209324,760.179204077616,602.723170170513,209.535502278051,212.258046393714,3.29721352296236,524.175205605071,9.20699424947278,88.2728699347997,26.0960490902666,0.974180666330845,0.703333015246001,109.190726470882,1.00000000026407,0.792869848447121,0.275639613935016,0.279221064337472,0.0043374161068163,0.689541627726465
"7",4,2.21194742015605,0.132810308629908,7.1851210029796,3.10375456610631,0.252837479358529,92.9812231280669,236.477065036218,0.013765408452508,0.148406248299957,0.126754791243245,0.00460199413644409,0.214060592365201,0.208881399923238,752.062125535552,600.057981380865,206.228839831268,208.983731208033,3.31415458695112,523.074833932938,10.3524423396582,89.0523537791795,26.1404935411489,0.961741905631576,0.709429894072607,109.260603576527,1.00000000356685,0.797883530026027,0.274217825315957,0.277880942089229,0.00440675641844372,0.695520779518289
"8",4,2.18239446337587,0.0948645061642198,5.93175442736332,2.92290455913889,0.24753933829848,92.312904460728,238.584897303836,0.0157089882962062,0.150911523987722,0.129609164575109,0.00461825657744129,0.215118500866844,0.209685885370365,742.014117742826,595.746445673201,202.003400074609,204.790432272529,3.32726067929033,520.686358920993,11.6562910912418,89.9050040268114,26.1814919250015,0.945774760839651,0.715755329322133,109.18058017062,1.00000000026284,0.802877508101895,0.272236599408901,0.275992636028704,0.00448409349715103,0.701720286187754
"9",4,2.14616024668402,0.0677603615458714,4.83247439935295,2.72913200735163,0.240946906780869,91.4210889139635,240.776357743472,0.0180062129611787,0.154122316856781,0.133281000652874,0.00463949038811012,0.216554282585619,0.210775065856328,729.694483810157,589.487083871466,196.721417408608,199.53987043085,3.33556369513695,516.744647330408,13.1390342720831,90.8531151234182,26.219227362071,0.925763310908669,0.72233060301902,108.916887071972,0.999999999914473,0.807854652734932,0.269594223002189,0.273456734072966,0.00457117844366147,0.708165758069035
"10",4,2.10208934681371,0.048400258247051,3.89149103581009,2.52690242263234,0.232865689713548,90.2687024534392,243.080037646955,0.0207450902602841,0.15824015942488,0.138007821928956,0.00466715966485453,0.218451585802442,0.212211812241764,714.710376337044,580.970142193434,190.242382263656,193.091103342054,3.33822556398332,510.975957560738,14.8267312670736,91.9328079217844,26.254936814783,0.901187009160292,0.729240668218406,108.435133965935,0.999999997789852,0.812874921288997,0.266181082773979,0.270166922586046,0.0046707388994603,0.714941287196925
