"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","CI1","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau CCM","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v CCM","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p CCM","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f CCM","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.647503413433725,0.1,0.001,0.001,16.9445452118599,6.66163656721564,13.8259755187447,0.961428745386961,15.688419617542,9.50141201389248,10.490666628807,51.5885293433249,9.32670020823041,1.84678428850304,15.4435233473975,13.5289013819261,134.191477146063,0.0137316817827256,0.0618032084956765,0.000759568286987748,0.00707062565499239,0.143256723103689,0.14962495335429,0.0204629052721048,0.0332880985989861,0.279599233143633,1.95719463200543,0.279599233143633,0.195719463200543,0.000378394434872322,0.00755202675756833,461.266994659898,78.3523183046977,1335.07985308774,4.5628684023632e-17,10.7808336481504,130.814758283829,236.644764862139,37.7374580630433,33.4037488438288,6.03907022090223,9.86359832575149,9.9997340828833,8698.16501355243,8688.94395057895,6.33397158754392,4.84242466430484,1.01408431700171,3.22623343861034e-19,1.54442690076002,19.5731521062706,4.84243940651346,1.25620822487769,9.33966256085702,11.8196358186537,2.75785452791694,1.95714258685009,3.29133723472937,65.6191372097837,2.3745923449463,0.403356011613867,6.87296172441664,2.34895461949058e-19,0.0554994945430966,0.673431498943071,1.21824204553716,0.194271604237166,0.17196176447775,0.0310890006941014,0.0507775872739914,0.0514784111579916,44.7779622114313,44.730492382021
"2",4,0.646743934305141,0.0930232558139535,0.001,0.001,16.9284988696478,6.65625807969401,13.8140833131707,0.960948798487271,15.6812524330948,9.49630154572664,10.6136003637755,51.5572411788676,9.32438575162618,1.84582699886136,15.4316715394099,13.5222490407692,134.16768202692,0.0139362102222582,0.0618143966302053,0.000759899254084623,0.0070735077987404,0.143284396472775,0.14966604421861,0.0204738722152516,0.0332929341491096,0.279726536583137,1.95808575608196,0.279726536583137,0.195808575608196,0.000378597668041742,0.00755560790432596,460.753433999163,78.3154334459633,1333.65126873195,1.04656002607614e-16,10.7632427000112,130.618952733043,236.226745385941,38.1348980911701,33.3443330019399,6.03048992598552,9.8471527758862,9.98033996430266,8686.41917153789,8677.21345306917,6.42115671683973,4.84102126529522,1.01344060431842,7.40285050629951e-19,1.54220473436111,19.5492219555321,4.83647619885655,1.26962265093233,9.32729478530744,11.808216426268,2.75450994120367,1.95423615249566,3.28865804197732,65.561622553533,2.37473395347313,0.403639571974262,6.87366976836472,5.39399480259811e-19,0.0554740041052734,0.67321313121851,1.21751815958786,0.196548154884731,0.171857470596225,0.0310812858387539,0.0507524552534894,0.0514389051313665,44.7700071635025,44.7225606756402
"3",4,0.645937477022251,0.0865332612222823,0.001,0.001,16.9128436977914,6.65094351828365,13.8016110085391,0.960428832894555,15.6735164627982,9.49149055102743,10.7438883558963,51.5240220019828,9.32189734681355,1.84479214195932,15.4192093259052,13.515205482171,134.140151227013,0.0141542470750289,0.0618253324854009,0.00076024354028282,0.00707650835786616,0.143313470978337,0.149705722246799,0.0204847800238448,0.0332977288335444,0.279860501516717,1.95902351061702,0.279860501516717,0.195902351061702,0.000378807023917971,0.00755942690711769,460.204214333287,78.2757778278822,1332.11485628461,1.65004538633533e-17,10.7444886572258,130.409976460309,235.783457670087,38.5548896556465,33.2812967779997,6.02136285326115,9.82970360997103,9.95984516965314,8673.80453533871,8664.61508509598,6.51384415464291,4.83942598976219,1.01273171440515,1.16765599672605e-19,1.53982996335441,19.5231197141786,4.82997226363325,1.28379026096094,9.3141204074177,11.7959913954946,2.75094578204718,1.95115708494559,3.28569808207785,65.4995244140924,2.37486459966586,0.40393887753518,6.87432299911138,8.51499020174513e-20,0.0554464843189755,0.672975229024202,1.21675067147902,0.198960895479561,0.171746740006609,0.0310729911560452,0.0507257743442168,0.0513973644196839,44.7608055159592,44.7133837423376
"4",4,0.645081641265644,0.0804960569509603,0.001,0.001,16.8962484469357,6.64530792997607,13.7883819713899,0.959877086323857,15.6653060212243,9.48638102102564,10.8818772802062,51.4887969644716,9.3192603692248,1.84369493979872,15.4059882055346,13.5077362502628,134.111143454241,0.0143865980332751,0.0618369471559394,0.000760609327500474,0.00707969626026633,0.143344367004851,0.14974788270382,0.0204963693623615,0.0333028253318995,0.280002894868414,1.9600202640789,0.280002894868414,0.19600202640789,0.000379029418487245,0.00756348248833679,459.621446487556,78.2334314629533,1330.48477073085,3.53032531205863e-17,10.7246004053592,130.188483936544,235.31352832802,38.9983291998153,33.2144776526348,6.01168377436141,9.81120439975589,9.93812015694542,8660.43585595803,8651.26365314739,6.61238899808895,4.83771656720245,1.01197912671521,2.49936309093051e-19,1.53731105648619,19.4954498219178,4.82307299257161,1.29875454557736,9.30014989428001,11.7830220189827,2.74716563407737,1.9478916894464,3.28255996632986,65.4336811425649,2.37500401543895,0.404255970399137,6.87502007818448,1.82422662302204e-19,0.0554172770251615,0.672723552123395,1.2159366777531,0.201516245929745,0.171629323214905,0.0310642012307493,0.050697481642305,0.0513532940184487,44.7511100505373,44.7037144847469
"5",4,0.644173951458294,0.0748800529776375,0.001,0.001,16.8786603741855,6.63933347385586,13.7743569298361,0.959291797017769,15.6565969517645,9.48095390610987,11.0279167015674,51.4514666916987,9.31646804069142,1.84253241680139,15.3919685689999,13.4998201189603,134.080633983839,0.014634115252536,0.0618492816115835,0.000760997892642625,0.00708308262184254,0.143377186885709,0.149792680850604,0.0205086809089291,0.0333082421462416,0.280154194024397,1.96107935817078,0.280154194024397,0.196107935817078,0.000379265585529227,0.0075677871004872,459.003490710029,78.188227373374,1328.75652650659,2.79937318154938e-18,10.7035227122944,129.953894308159,234.815673848477,39.4660926555646,33.1436946071164,6.00142603140711,9.7916045684695,9.91510521381454,8646.27910965605,8637.12518074025,6.71710998436689,4.83588569352633,1.01118091650665,1.98281915342845e-20,1.53464097625607,19.4661422153952,4.81575972737359,1.31454617073755,9.28534504964743,11.7692727097812,2.74315908608517,1.94443081689031,3.27923610917282,65.3639245280993,2.37515291053981,0.404591685192951,6.87576455344359,1.44855965028913e-20,0.055386295829274,0.672457566334719,1.21507383379338,0.204220679658656,0.171504888972329,0.0310548934689714,0.0506674972202931,0.0513065618966663,44.7409124511706,44.6935446612795
"6",4,0.64321185739079,0.0696558632350116,0.001,0.001,16.8600378583352,6.63300529401403,13.7594984755278,0.958671320403948,15.64736432889,9.47519483038277,11.1823633106813,51.4119319346074,9.31351310607358,1.84130145767369,15.3771123140188,13.4914359842021,134.04856972902,0.0148976940216221,0.0618623695676416,0.000761410384360203,0.00708667745047816,0.143412030017052,0.149840242056353,0.0205217499762976,0.0333139952522398,0.28031486555047,1.96220405885329,0.28031486555047,0.196220405885329,0.000379516216435694,0.00757235345545962,458.348612176394,78.1399857288279,1326.92527497642,1.50996875616011e-18,10.68119903388,129.705598775512,234.288597592735,39.9590481948997,33.0687642317077,5.99056206379106,9.77085272257782,9.89074097280685,8631.29753222792,8622.16295159817,6.82833737943904,4.83392467516699,1.01033468363707,1.07006615352064e-20,1.53181243646491,19.4351183165869,4.80801202209551,1.33119554184891,9.26966619953133,11.7547051963833,2.73891526724284,1.94076520819081,3.27571738236188,65.2900654200703,2.37531178833104,0.404946855539455,6.87655894259133,7.82514987770566e-21,0.0553534521643131,0.67217665680515,1.21415981842092,0.207080802049654,0.171373106448691,0.0310450436869119,0.0506357410875146,0.0512570410467295,44.7301949482143,44.6828565763399
"7",4,0.642192735581761,0.0647961518465225,0.001,0.001,16.8403326674806,6.62630678243535,13.7437673668599,0.95801394797852,15.6375825938266,9.4690867739855,11.3455786784361,51.3700907165767,9.31038827176554,1.83999892091364,15.3613794905807,13.482562018126,134.014911708975,0.0151782767999264,0.0618762499499911,0.000761848050310623,0.00709049160794347,0.143449001631299,0.14989071213814,0.02053561614573,0.03332010255206,0.28048540358145,1.96339782507015,0.28048540358145,0.196339782507015,0.000379782053986355,0.00757719471161335,457.655045469834,78.0885180247451,1324.98612417581,5.34896779731672e-18,10.6575715417931,129.44298215527,233.730971427879,40.4780456014612,32.9894990843616,5.97906371357345,9.74889623729483,9.86496631736555,8615.45438473985,8606.34027591346,6.94641495902404,4.83182465952351,1.00943809539197,3.7926811278034e-20,1.52881799748436,19.402300776538,4.79980951061152,1.34873263054765,9.25307296462704,11.739280691186,2.73442309559132,1.93688534119058,3.27199496226225,65.2119160249964,2.37548127487119,0.405322336520488,6.87740637539033,2.77640833815573e-20,0.0553186551393504,0.671880236691499,1.21319223174822,0.210103308859929,0.171233635721922,0.0310346275725518,0.0506021307786118,0.0512045983019355,44.7189444714762,44.6716372363249
"8",4,0.641113890251932,0.0602754900897883,0.001,0.001,16.8195010914898,6.61922220124863,13.7271244798027,0.957317981018857,15.6272249900881,9.46261399712042,11.5179283736764,51.325839998088,9.3070858930819,1.83862156316366,15.3447298859002,13.4731759634789,133.979613531192,0.0154768558953933,0.0618909591260822,0.000762312112537665,0.00709453573717306,0.143488208375609,0.149944227797884,0.0205503177676712,0.0333265816246781,0.280666311786625,1.96466418250638,0.280666311786625,0.196466418250638,0.000380063844018177,0.00758232443955252,456.920961080856,78.0336234646621,1322.93397018874,2.96590998288616e-18,10.6325808622568,129.16541265145,233.141445963227,41.0239103738378,32.9057089516225,5.96690204382262,9.72568144478268,9.83771947201455,8598.71158797067,8589.6191245433,7.071699870233,4.82957580031149,1.00848858956242,2.10417543668242e-20,1.52564997833402,19.3676080582168,4.79113079935867,1.36718669763718,9.23552396817601,11.7229587260224,2.72967114071877,1.93278150842125,3.26805937972778,65.1292790144724,2.37566194310813,0.405718987172976,6.87830971638482,1.5420608974383e-20,0.0552818099036902,0.671567691873973,1.21216864121502,0.213294969882897,0.17108613332696,0.0310236196436063,0.0505665820725491,0.0511490996196673,44.7071454786903,44.659871177064
"9",4,0.639972554477102,0.056070223339338,0.001,0.001,16.7974155295068,6.61171268807265,13.7094954584549,0.956580421334863,15.6162498616314,9.45572533443115,11.6997539691531,51.2790340355453,9.30359970843135,1.83716553301494,15.3270889289664,13.4632442496276,133.942934229374,0.0157945069630438,0.0619065935857022,0.000762805074202844,0.00709883157410384,0.143529842040435,0.150001170174795,0.0205659429914196,0.0333334756474398,0.280858481931588,1.96600937352111,0.280858481931588,0.196600937352111,0.000380362931361979,0.00758776088429025,456.144900648531,77.9751180176051,1320.76567169485,2.52002145381809e-16,10.6061565311053,128.872383773006,232.518392098324,41.5973413021806,32.8171744028462,5.95404847123723,9.70114647194367,9.80891625456835,8581.0497634131,8571.98017729312,7.20458380945017,4.82717394091305,1.00748675620176,1.78892078637829e-18,1.52229997156568,19.3310083691661,4.78195999635068,1.38658396329448,9.21698178406754,11.7057151048515,2.72464927110608,1.9284421300565,3.26391324217483,65.0421358901761,2.37585657623099,0.406137823005632,6.87928288202923,1.31256746152034e-18,0.0552427676098871,0.671239117320703,1.21108522790901,0.216662110539872,0.170930113451818,0.0310119990281045,0.0505289714070635,0.0510902964298881,44.6948841966322,44.6476447431248
"10",4,0.638765892179843,0.0521583472924074,0.001,0.001,16.7744147143644,6.60387632447896,13.6909934214481,0.955802393598892,15.604693329913,9.44858480681722,11.8916210465958,51.2297221424722,9.2999116155149,1.83562848078438,15.3085604292774,13.4527879313524,133.903403678191,0.0161321106479195,0.0619229197206347,0.000763323702185553,0.00710335139035949,0.143573652780891,0.150060524914995,0.0205822984701926,0.0333406766334228,0.28106082584317,1.96742578090219,0.28106082584317,0.196742578090219,0.000380677376876764,0.00759350231630353,455.322984006165,77.9126858462327,1318.46608075562,3.96729930213691e-19,10.5782798257696,128.562580429952,231.861483910283,42.199788484963,32.7237991704617,5.94046634027806,9.67526440124892,9.77858626059644,8562.33816646833,8553.29271164173,7.34532075852836,4.8245809908753,1.00641640996846,2.81811210138065e-21,1.51876227472415,19.2921683037448,4.77224226558319,1.40696950187599,9.197378019576,11.6874266284447,2.71933780286604,1.92386427098734,3.25948843314297,64.9494480178736,2.3760556075421,0.406579242881139,6.88027803246372,2.07029385398051e-21,0.0552016524117065,0.670890446739524,1.20994502445455,0.220215204566588,0.170765740474908,0.0309997053850497,0.0504893603937391,0.0510285347642581,44.6816706574017,44.6344678927303
