"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau FERM","tau W","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v W","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p W","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f W","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.882686219347016,1,0.001,30.8071558841471,6.14209731063566,12.2154721172323,6.12043881009206,1.2038332179439,8.2710127187752,47.5017695425148,8.1394903646546,133.598731254184,0.0379310344827586,0.00454109612394698,0.181413558709679,0.00616123420225563,0.581693488900754,0.189228558444602,0.0124519086181557,0.289185284226849,0.133470131181623,0.117569415950732,230.48650416544,2.05063028863652e-17,6.28420337426204,616.092001486763,8.36331593877794,160.147946040996,188.26202479032,41.9291573697756,7.18461597738843,589.628795001569,8.74259153730979,9.31210925537556e-20,1.14003969778025,3.79588711129637,4.86488642720702,30.3045649672016,2.34422152895803,12.1252952913709,0.958931636991616,69.3223130560686,1.02802917034888,9.14633922689941e-20,0.0280291655450207,2.74792900105075,0.0373025430579488,0.714301085426798,0.839697117426334,0.187014840718562,0.0320452376561205,2.62989628453118
"2",4,0.881114517188348,0.769230769230769,0.001,30.7377238359711,6.13469433215577,12.2035562453731,6.10869958505958,1.2033710392442,8.26962948992261,47.4691687781391,8.12515420105629,133.748002346692,0.0389655172413793,0.00454440174734878,0.181511803673563,0.00616387221236849,0.58185048111105,0.189333304728948,0.0124599466100484,0.289431504143561,0.133583771143182,0.117617138112739,230.090730316407,1.27999339890173e-16,6.28764307954971,615.421648111854,8.34679828758166,159.957150693408,187.76714737529,41.8257737292823,7.15919132094459,589.236532563058,8.96560431922551,5.81680423856394e-19,1.14128143622466,3.79338039568668,4.85658859936628,30.2852159558092,2.33956863141721,12.1056966024344,0.956351774987316,69.3043146315407,1.02809453178047,5.71928392037501e-19,0.0280945323567927,2.74983538142999,0.0372952776738845,0.714722717081795,0.838983722634514,0.186886491252516,0.0319887960671507,2.63283469186401
"3",4,0.87908210023008,0.591715976331361,0.001,30.6483500534994,6.1251961190923,12.18813688482,6.09357280574593,1.20277049554578,8.26782075072172,47.426968124027,8.1066635695595,133.940521371857,0.0403103448275862,0.00454868539714186,0.181638202316713,0.00616729075164545,0.58205366801042,0.189468834060021,0.0124703547569945,0.289750437096822,0.133730970967764,0.117679049170818,229.578767782121,1.72276227353878e-16,6.29191416995696,614.550759928935,8.32542724318947,159.709487606969,187.128142532249,41.6921987460147,7.12642283658704,588.723574167421,9.25439929438965,7.83630359639273e-19,1.14285197896203,3.7901132181264,4.84584546465231,30.2599704052158,2.33355432239458,12.0803328101853,0.95302344546363,69.2804304324675,1.02817861520384,7.71546666028606e-19,0.0281786145153775,2.7522926245334,0.0372857923081399,0.71526596901369,0.838061621783205,0.186720346944988,0.0319159983053524,2.63662443645388
"4",4,0.876457996260016,0.455166135639508,0.001,30.5335561003318,6.11294830339832,12.1682479579056,6.07408979696775,1.20198938995162,8.26544215536443,47.3722696331794,8.08282239923942,134.188634967997,0.0420586206896552,0.00455423583489677,0.181801771449958,0.00617172033264484,0.582316860091467,0.189644075367631,0.0124838232804144,0.290163957300774,0.133921826446511,0.117759465783292,228.917580717552,3.06765570396172e-16,6.29724905018781,613.42060375923,8.29780608193665,159.388435097918,186.304040418081,41.5198045209856,7.08425432416296,588.053510624586,9.62795769659305,1.39708275361079e-18,1.14485103258571,3.78586041268411,4.83195238328122,30.2270723984383,2.3257867170065,12.0475507861638,0.948736278103497,69.2488672631407,1.02828694772758,1.37797643615584e-18,0.0282869449546017,2.7554563451859,0.0372733525406147,0.715965313438007,0.83686893977442,0.186504998555824,0.0318221354300764,2.64150856236214
"5",4,0.873076709350634,0.350127796645776,0.001,30.3866011799368,6.09724638288781,12.1426198313595,6.04906590656998,1.20097299401905,8.26230782093396,47.3014463900572,8.0521544454063,134.507585080641,0.0443313793103448,0.00456142229296079,0.182012431284295,0.00617745571992458,0.582657390037186,0.189870345160093,0.012501233184641,0.290699708634777,0.134169096292974,0.117863899020037,228.065262716264,3.44696046276622e-16,6.30377851342923,611.954859026367,8.26217007358019,158.972582479199,185.243737419366,41.2977911617565,7.03014850637841,587.177198824531,10.1104476689881,1.57230422978163e-18,1.14736605350695,3.78032404422807,4.81401445111558,30.1841791063169,2.3157751574739,12.0052558579825,0.943228671906191,69.2069940691225,1.02842593953884,1.55435488519961e-18,0.0284259394135952,2.75951823330729,0.0372570110824923,0.716862908230289,0.835328723148032,0.186226166889989,0.0317013954543555,2.64778710788663
"6",4,0.868730894388062,0.269329074342904,0.001,30.1993023754745,6.07716204724407,12.1096975746917,6.01704006127583,1.19964905531865,8.25816265916617,47.2098517391072,8.01282323888207,134.916311166288,0.0472859655172414,0.0045707181360825,0.182283473126534,0.00618487497696586,0.583097336050307,0.190161925292501,0.0125236996978314,0.291393142392287,0.134489142642594,0.1179994710307,226.969283768617,4.1526000657795e-16,6.31163666576464,610.055530863588,8.21629322967825,158.434598895763,183.883609723979,41.0126567252424,6.96098709888747,586.029838335138,10.7324617257558,1.89803644325557e-18,1.15050705254836,3.77311718739783,4.79089869443356,30.1282283589635,2.30290310753635,11.9508069210245,0.936177186875533,69.1512109317526,1.02860375189742,1.88191985138601e-18,0.0286037522224251,2.76471510811025,0.0372354791908849,0.718010913849822,0.833343471565725,0.185865558027981,0.0315465481845751,2.65583289697418
"7",4,0.863163621276376,0.207176211033003,0.001,29.9619880701595,6.05162774534196,12.0675633707771,5.97621802964224,1.19792524310434,8.2526618538658,47.09157957247,7.96258318816335,135.437853640619,0.0511269275862069,0.00458272025065664,0.182630660880438,0.00619445468983598,0.583664952904995,0.190536603419849,0.0125526209797639,0.292289591126685,0.134902888212316,0.118175371256445,225.564354186124,2.23908634593245e-16,6.32079376550269,607.596772883613,8.15740298180858,157.739613641748,182.145531355147,40.6477383553978,6.87301213940946,584.52514103168,11.5324124025035,1.02611063404734e-18,1.15437074268271,3.7637306793181,4.76119022720437,30.0551702080578,2.28640381825886,11.8809108241237,0.927189188324647,69.0764755501449,1.02883001164353,1.02127804708705e-18,0.0288300088319476,2.77133236399847,0.0372070358148433,0.71947205100401,0.830790795030951,0.185399919576653,0.0313487527093045,2.66609948111454
"8",4,0.856061069896513,0.159366316179233,0.001,29.6630905279041,6.01928024747429,12.0138163411751,5.92448260814133,1.19568120503649,8.24534560266082,46.9392274839139,7.89870798773178,136.100367976287,0.0561201782758621,0.00459819903094741,0.183074716484554,0.00620680965041106,0.584395555371014,0.191017041342015,0.0125897879451873,0.29344681322094,0.135436990717357,0.11840340983317,223.770628136352,1.97301551701889e-16,6.33111639948065,604.420415165286,8.08209550991907,156.844005164057,179.935437547308,40.1828452999951,6.7617764107778,582.551133115448,12.5580475439137,9.07231803840047e-19,1.15906733986563,3.75152246575335,4.72314069408073,29.9598778186698,2.2653490025451,11.7915278994336,0.915794648979357,68.976040563046,1.02911667861823,9.07385921310224e-19,0.0291166786956902,2.77971749610021,0.0371693968806983,0.721322467563797,0.827519506901367,0.184800108204385,0.0310972755422511,2.67914110189542
"9",4,0.847047098512969,0.122589473984026,0.001,29.2899614146346,5.97863352437463,11.9456467580436,5.85935797876566,1.1927616864184,8.23557384429559,46.7435168290875,7.81799958707877,136.936549044099,0.0626114041724137,0.00461811071507714,0.183639513604792,0.0062227030370833,0.585333581223745,0.191630557350535,0.012637384407733,0.294937852245411,0.136125162574805,0.118698749680852,221.491969445876,2.2895970301608e-16,6.34200585877299,600.325791508783,7.986244255098,155.693017274915,177.142426948927,39.5939603043707,6.62221386641066,579.958532740914,13.8679232199197,1.05736125781944e-18,1.16464287118382,3.73564912606114,4.67461695036407,29.8355396759784,2.23861694427235,11.6777576140612,0.901449939170279,68.8403527030879,1.02947714391624,1.06418657851387e-18,0.029477141291053,2.79026676591423,0.0371194312232833,0.723648821909313,0.823343980452237,0.184029593815305,0.030779525933381,2.6956013591358
"10",4,0.835681876502517,0.0942995953723274,0.001,28.8289418691139,5.92799767518942,11.8597770252914,5.77807781407701,1.18896804080784,8.22248324041524,46.4930503563742,7.71679163258424,137.983912715616,0.071049997837931,0.00464365499231485,0.184353946711698,0.00624309150904531,0.586533967884936,0.192410519982716,0.0126981056220496,0.296854643499003,0.137009835461078,0.119080695974655,218.615502979242,3.55518623584585e-16,6.35230603884331,595.064539997271,7.86497926730452,154.219554152636,173.640109747867,38.8533995661408,6.44878291209692,576.553275526729,15.5326310140133,1.65090583126946e-18,1.17107268898132,3.71504237699092,4.61307749698487,29.6734646060114,2.2049004538027,11.533812076931,0.883546685710611,68.6563653161901,1.02992655556124,1.67489526788552e-18,0.0299265541066315,2.80342777005259,0.0370529578000908,0.72654872158676,0.81804152817505,0.183043505340056,0.030381069419623,2.71621875424441
