"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.835655345073398,1,0.001,23.4701900025658,15.9530660417086,7.43447815165017,2.81701658457538,14.0858947541949,46.3890050227479,8.86139675851493,134.988953872287,0.0846153846153846,0.0104089710906103,0.158627108036427,0.162281334318314,0.0117496643852783,0.330842242454371,0.124065840920389,0.116102040564483,224.411674797514,607.76080779538,14.1250082075451,159.38948732669,199.125638259785,38.765219999896,7.40507356606909,564.021204146214,18.9886801751742,6.32616467834809,2.24060920295368,25.8659386796871,2.3396594200568,12.8251723140026,0.918716679051707,65.4840127230125,1.0572666541387,2.8633324730286,0.0665468950345284,0.750928801377311,0.938137008718978,0.182633878042315,0.0348873888130509,2.65726287150171
"2",4,0.832464743955019,0.769230769230769,0.001,23.3773476159068,15.922911910287,7.40706928117323,2.8119794910883,14.0663444604624,46.3260366732177,8.8315827500057,135.25672882554,0.0869230769230769,0.0104233574365112,0.158751540657981,0.162429395942447,0.011764898243285,0.331504953446816,0.124314357542556,0.116228494485115,223.567812613917,606.088340524141,14.0506096267176,158.918474511186,198.004512543858,38.564792257621,7.35198127270106,562.982290649733,19.4332021733635,6.31747541138505,2.23055592542527,25.8130318189472,2.32950294178974,12.7844196620488,0.913956828580736,65.4345840639997,1.0573279469539,2.86639714933274,0.0664500942974439,0.751579319148821,0.936430438209573,0.1823859711544,0.0347700108267941,2.66253403199882
"3",4,0.828362182308297,0.591715976331361,0.001,23.2586023413624,15.8841371794621,7.37192560926631,2.80548940980184,14.0411270677676,46.2446444951981,8.79329958087902,135.600775540596,0.0899230769230769,0.0104419533792386,0.15891244204713,0.162620489277807,0.0117845818951891,0.332363204524724,0.124636201696771,0.116392384160894,222.482574413301,603.928954640086,13.9550999898703,158.310910807568,196.566095329334,38.3073146341136,7.28403683050758,561.63277174753,20.0063176530114,6.30619798872406,2.21763901840217,25.744597773542,2.31644924822608,12.7319418485308,0.907854683573853,65.3697773265859,1.05740661030137,2.87033027405783,0.066325261722714,0.752413999218562,0.934231766737149,0.182065529508654,0.0346192896885001,2.66930660512985
"4",4,0.823103617138055,0.455166135639508,0.001,23.1074213846147,15.8344311733297,7.32704180865137,2.79714925095341,14.008673169357,46.1396179974975,8.74431409497408,136.041351297714,0.0938230769230769,0.0104659517813497,0.159120181995524,0.16286662239096,0.0118099718681792,0.333473498541249,0.125052561952969,0.116604602348859,221.091250928826,601.146601499761,13.8329332231372,157.529011341005,194.727577445607,37.9776864671083,7.19747656096444,559.880641667486,20.7434614429145,6.29157134481871,2.20109885199752,25.6562180056967,2.2997272115913,12.6645519726893,0.900062883545045,65.284659584461,1.05750719309108,2.87535961969343,0.0661646551980719,0.753481026109293,0.931406435020902,0.181652039360227,0.0344264334447799,2.67797935625421
"5",4,0.816390345380233,0.350127796645776,0.001,22.9160501705701,15.7709673151316,7.27000603489695,2.78646616472682,13.9670271329358,46.0043961502442,8.68191326614379,136.603175409401,0.0988930769230769,0.0104968606604633,0.159387866915099,0.163182845363278,0.0118426519842317,0.334907894755116,0.125590460533169,0.116879076826599,219.314571072891,597.571100206246,13.6773901796042,156.525742980581,192.389005836423,37.5575448621069,7.08783016990835,557.607567762588,21.688692747463,6.27262057358469,2.18001004569263,25.5423161121723,2.27839604171309,12.5783182819391,0.890163855219676,65.1726577516168,1.05763523305535,2.88176132913539,0.0659586350301676,0.754838768106325,0.927787834751138,0.181119669882851,0.0341807608903299,2.68903888601184
"6",4,0.807863393085395,0.269329074342904,0.001,22.6755381551337,15.6903371091427,7.19797706519685,2.77284040665357,13.9137830772542,45.8308008495664,8.6028699028081,137.315854085251,0.105484076923077,0.0105365689675549,0.1597319806295,0.163587838313416,0.0118846034740615,0.336757907747617,0.126284215405356,0.117233538957242,217.057145368849,592.992149961735,13.4805122668481,155.243332978473,189.432528126333,37.0250262821517,6.94994366995477,554.662259028648,22.8960726187912,6.24810268529046,2.15326892428391,25.3959212545183,2.25133048187048,12.4684703850779,0.87766818347166,65.0250195519467,1.05779726837828,2.88986329076319,0.0656953680468807,0.756556404902098,0.923172607165343,0.180436223817191,0.0338695665464886,2.70306799380415
"7",4,0.797101733471435,0.207176211033003,0.001,22.375936460191,15.5885306998022,7.10771560882363,2.75555252463118,13.8460297538966,45.6087706316623,8.50344495968385,138.214019311083,0.114052376923077,0.0105874243417759,0.160173044865448,0.164104508611593,0.0119382794530502,0.339139083139463,0.127177156177299,0.117690421116235,214.206924166915,587.154195260288,13.2331500125832,153.612110873624,185.723542800121,36.3548301319991,6.77811071784293,550.853171914592,24.4308088546179,6.21645061927464,2.11959393067669,25.2084399717056,2.21721955495839,12.3293437586571,0.862020845350133,64.8301417758422,1.05800089461737,2.90004474075576,0.0653605601516843,0.758713806103282,0.917317099800763,0.179562089101033,0.0334781297625348,2.72074841163549
"8",4,0.783627304158309,0.159366316179233,0.001,22.0067538488518,15.4609691578488,6.99568397019878,2.73376015621348,13.7603194319725,45.3261458497916,8.3794648521277,139.336904556911,0.125191166923077,0.0106523113103822,0.160736319860215,0.16476052106593,0.0120066798503473,0.342196226923971,0.128323585096489,0.118277881626486,210.636405045962,579.753418024052,12.9252111222628,151.550041981083,181.114979117047,35.5188054801585,6.56637745236213,545.941014438479,26.3698173441859,6.17571389205033,2.07755086920884,24.9694638843667,2.17458957036073,12.1544012201567,0.84262109578386,64.572746680798,1.05825458201848,2.9127287418856,0.0649373212133308,0.76139984584611,0.90993651586949,0.178449393109416,0.0329900191028649,2.7428524519077
"9",4,0.766920755336509,0.122589473984026,0.001,21.5576504170125,15.3026178110317,6.85823343177002,2.70651473497133,13.6526837089407,44.968582727596,8.22649292167854,140.727224237506,0.139671593923077,0.0107347297261834,0.161452535844275,0.165588838907485,0.0120934320108905,0.346109550021247,0.129791081257968,0.119030918399582,206.206663821863,570.439598683526,12.5462088273048,148.963693312999,175.456101761067,34.4873394318602,6.30906816526415,539.633145543192,28.8012134135597,6.12351491698016,2.02561723040019,24.6667250150702,2.12186643754335,11.9363975321911,0.818860778899856,64.2330289128614,1.05856733370709,2.92836668722312,0.0644062930862678,0.764709038626047,0.900708514368388,0.177041664281874,0.0323877674081832,2.7702209495572
"10",4,0.746452137093351,0.0942995953723274,0.001,21.0195705542787,15.1082317001639,6.69190984602943,2.6727861957459,13.5187231914285,44.5196748948851,8.04013607494095,142.428968572045,0.158496149023077,0.0108388657256648,0.16235854274073,0.166627872355455,0.0122028448460929,0.351101435852051,0.131663038444519,0.119992526261578,200.775354169988,558.825528989563,12.0861867848234,145.751360022032,168.607067108615,33.2318064679882,6.00157675566102,531.582039873024,31.8221204546875,6.05703487279149,1.96229567367619,24.2862390133852,2.05748587988119,11.6677349668681,0.790185831108329,63.7858718796472,1.05894820444019,2.94741001934835,0.0637460999495056,0.768735493597339,0.889283207636262,0.175274310609784,0.0316540790352006,2.80371985378042
