"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.78067061211504,1,0.001,0.001,32.2858319196057,16.5821660028232,11.0408705408524,1.81426256625379,15.1025518019875,46.2387413008538,8.25197445713449,122.68360139896,0.0423892888587208,0.00663707140917558,0.0227009551593317,0.121038599888468,0.189898494598756,0.0110859412805475,0.337106101334363,0.15558743138509,0.137975889790659,220.091865242131,545.03824434778,1.6207255855091e-18,13.2064598278914,140.903213592559,192.709710828374,36.0972264747665,6.44207395060885,478.877411003018,9.32953765120333,3.6174577484679,3.67920188422237e-20,1.59849140705127,26.7573081453539,2.13636853843464,12.1685952858921,1.00230573876803,66.0735368837888,1.109947515659,2.74868789260985,8.17349762210317e-21,0.0666016313710285,0.710590424154819,0.971856295288343,0.182042288586038,0.0324880884139153,2.41503152360157
"2",4,0.776390236084864,0.769230769230769,0.001,0.001,31.4564498563311,16.4740245788283,10.9922222456473,1.82110464994691,15.0883690331286,46.2824611250521,8.2229566233635,123.662411597244,0.0452649906755247,0.00667090499855618,0.0229017259089385,0.121536905837869,0.191383737264443,0.0111527638948942,0.337891706229032,0.155950018259553,0.13810655938254,219.008647272486,545.138188310996,3.59571323360567e-16,13.1283502648738,140.790599988265,191.557121086424,35.9332509194677,6.38422323412878,480.05144467404,9.91342437664836,3.63656506530769,8.234803892318e-18,1.59557906994852,26.9450311974575,2.13639134386255,12.1415474635349,0.995619729935448,66.2982533505492,1.11057394685611,2.76434869999122,1.82335514480385e-18,0.0665727310357303,0.713936980372605,0.971369627011391,0.182214413878158,0.032373844973872,2.43429944089063
"3",4,0.770985305593581,0.591715976331361,0.001,0.001,30.450810481535,16.3374875909188,10.9309650603176,1.82962545435735,15.0691396038936,46.3308551324781,8.18615816512289,124.864958531908,0.0489074919643819,0.00671452438134972,0.0231606541361583,0.12216902035271,0.193281249304778,0.0112390107549627,0.338894719428171,0.156412947428387,0.138285718341325,217.634032965178,545.094133214486,2.30210650926708e-16,13.0286995425897,140.609075643244,190.084218974107,35.7204085027255,6.31140765457465,481.345241058263,10.6439347184205,3.66004784759936,5.33182926457334e-18,1.59170345958799,27.1770978039163,2.13635858139866,12.1054578173908,0.987185873674102,66.5631724299201,1.11134011922321,2.78350297855935,1.17556215248869e-18,0.0665305710954759,0.71801503083036,0.97065801565573,0.182404941466449,0.0322289691540271,2.45797162464385
"4",4,0.76420782749141,0.455166135639508,0.001,0.001,29.2516359486832,16.1664627868777,10.8543756722963,1.84012769647226,15.0430620085511,46.3813462223888,8.13976283059695,126.323226569284,0.0534969495346953,0.00677063445441962,0.0234939364237737,0.122966701526698,0.195695744741662,0.0113501378317754,0.340170583903665,0.157001807955538,0.138531685423585,215.900198070267,544.785252246216,4.8095614944893e-16,12.9022657256011,140.323097382152,188.211745145829,35.4449878327386,6.22047046906583,482.68599269109,11.5500020006958,3.68854179911791,1.12995531977761e-17,1.58654905849814,27.460633046657,2.13622924896413,12.057342207521,0.976625109977367,66.8673040978531,1.11226390155465,2.80659756493415,2.47776596799909e-18,0.0664692508071781,0.722909553430373,0.969619907000627,0.182603725284995,0.0320463103566809,2.48667768837174
"5",4,0.755778560168898,0.350127796645776,0.001,0.001,27.8493694497313,15.9543232817606,10.7594003016054,1.85291686282689,15.0077940232608,46.429322152315,8.08167111140595,128.06520311129,0.0592470431375432,0.00684261214906773,0.0239219271010817,0.12396745693748,0.198753848154497,0.0114930371536903,0.341786757703231,0.157747734324568,0.138868871383659,213.729107412533,544.033822682147,4.91342041779292e-17,12.7429637969115,139.883334227232,185.847089423267,35.0902862458945,6.10795375633697,483.944674075943,12.662817646619,3.72261244458862,1.17538485051409e-18,1.57971281574949,27.802350970344,2.13594750364681,11.9933951628625,0.963515866421391,67.2048507010587,1.11335941919477,2.83398545091283,2.55950299369137e-19,0.0663807515200305,0.728681411884874,0.968116182415649,0.182792606898878,0.0318176028008108,2.52096856518288
"6",4,0.745393166177702,0.269329074342904,0.001,0.001,26.2458743925638,15.6942803779554,10.6427118287283,1.86827579659184,14.9603894360402,46.4675411720169,8.00951436072816,130.111412962094,0.0664106001799511,0.00693464176990903,0.0244700967420145,0.125215086832836,0.202607141795739,0.0116763849402008,0.343824819384389,0.15868837817741,0.139328976458375,211.033607632072,542.59357948503,1.6832672788985e-15,12.5439720602962,139.224468222785,182.885633636587,34.6365876387024,5.97023726888894,484.92079031835,14.0148685409862,3.76269210038135,4.11897131573136e-17,1.57069455075866,28.2078715746502,2.13544305837332,11.9089184889684,0.947407269534316,67.5635173784421,1.11463454808672,2.86586367001074,8.89065909348108e-18,0.0662545875300474,0.735353974949223,0.965962947264196,0.182943075480381,0.031533521105229,2.5612482866554
"7",4,0.732732480853198,0.207176211033003,0.001,0.001,24.4573632801983,15.3799244054105,10.5007953535229,1.8864321713378,14.8972905952525,46.4856681667379,7.92069488269688,132.471831153816,0.0752885065350553,0.00705186967224126,0.0251702217247782,0.126760358969249,0.207435481973604,0.0119110847094668,0.346383077554137,0.159869112717294,0.139952005983845,207.719803400105,540.143831420463,4.33004159983842e-16,12.2979788207159,138.264564660636,179.214257552235,34.0615589599324,5.80375041147972,485.332067422507,15.6389137757492,3.80902390344216,1.08988107145446e-17,1.55889620991017,28.6809766102495,2.13463620284887,11.7983476188331,0.927840428715892,67.9231964040668,1.11608878130115,2.90221953164575,2.32655277592301e-18,0.0660776486873628,0.742902347023623,0.962927073053278,0.18301444160133,0.0311838381208538,2.60771321168929
"8",4,0.717476767849882,0.159366316179233,0.001,0.001,22.5154636585042,15.0059288045094,10.3300815741722,1.90752387011509,14.814417093247,46.4701145515078,7.81246375664457,135.144006266605,0.0862443632911364,0.00720058544368336,0.0260619186671911,0.128661897734044,0.213451217619594,0.0122108471858609,0.349579643074126,0.161344450649596,0.140786870452524,203.690835276869,536.293413692711,4.23995830758762e-16,11.9976041545695,136.906933372254,174.717624338693,33.3412275900296,5.60526124506169,484.813424052238,17.5671863966933,3.861626548179,1.1050144856463e-17,1.54363451878876,29.2229516288723,2.13345021147643,11.6554144405757,0.904377796331951,68.2553647256871,1.11771204070216,2.94280105935466,2.32659090725619e-18,0.0658344132415825,0.751248958637627,0.958727437004179,0.1829532068957,0.0307577313253723,2.66031508398828
"9",4,0.699323373152375,0.122589473984026,0.001,0.001,20.465554321817,14.5687924022228,10.1271134928958,1.93156471475818,14.7073505137856,46.4042688943119,7.68202993244474,138.113327219367,0.0997276633358085,0.00738845822301241,0.0271947961666446,0.130987523980571,0.220905442384389,0.0125929986048189,0.353556500302974,0.163179923216757,0.14189167362593,198.85205348696,530.597891578613,2.41073738704529e-17,11.6359823232218,135.045136127937,169.287192898878,32.45158985184,5.37222308501477,482.929389341726,19.8310506437818,3.92030035514705,6.5559511852006e-19,1.52416851360051,29.8322055382019,2.13183338398929,11.4734705372841,0.876638950516,68.5236592968459,1.11948510574347,2.98712749677536,1.35718216198008e-19,0.065507540269858,0.760268832266486,0.953042665238771,0.18269397202485,0.0302442123324596,2.7187662838458
"10",4,0.678006971216463,0.0942995953723274,0.001,0.001,18.3623956542166,14.067451435294,9.88874369220349,1.95841471791311,14.5716151634647,46.2691479109932,7.52670376675966,141.355528968299,0.116308261239933,0.00762486042817142,0.028631582224858,0.133816259277336,0.230097458113812,0.0130796414340076,0.358484927903566,0.165454582109338,0.143333934931999,193.117366493761,522.589872929271,1.84793987907142e-16,11.2074754939906,132.570901757836,162.832560221319,31.370804835899,5.10315762414426,479.200170302486,22.4611451121243,3.98467484226153,5.29094425942277e-18,1.49974244654824,30.5042275143339,2.1297915014763,11.2459607098741,0.844340812140872,68.6856460295394,1.12138167418987,3.03454172589409,1.07305000737067e-18,0.0650788578007001,0.769804303264802,0.945525782112949,0.182161999649579,0.0296326919951168,2.78258915291926
"11",4,0.653321907214897,0.0725381502864057,0.001,0.001,16.2639408086941,13.5036476772211,9.61239932470247,1.98776196682392,14.4030377457348,46.0444556838342,7.34409319186701,144.840665140784,0.136724385481015,0.0079213267676736,0.0304527904194308,0.137240945199734,0.241389461501326,0.0136993480176698,0.364571934395903,0.168263969721186,0.14519096692301,186.416527344906,511.819047660686,1.65013732371836e-16,10.7084685289863,129.383992528702,155.294515459943,30.0818516040344,4.7980569708745,473.137897960256,25.4876851447371,4.0542859224398,5.02512860824758e-18,1.46964034255968,31.2319322833949,2.12743361252116,10.9669988294933,0.807340112867752,68.69534889277,1.12337169150239,3.08429213601826,9.94395498595999e-19,0.0645307075297588,0.779685774702701,0.935826157680258,0.181277384582024,0.0289137527238859,2.85119419568472
"12",4,0.625146486943795,0.055798577143389,0.001,0.001,14.2248871564312,12.8818969463502,9.29635768595784,2.01911384139136,14.1981081303761,45.7097968934903,7.1323138848528,148.537526789047,0.161946150788531,0.00829221645004192,0.0327638054219898,0.141371855335359,0.255228161120282,0.0144896703987712,0.372069104790867,0.171724202211169,0.147551222525001,178.703083629094,497.896877880993,3.94950158374771e-16,10.1381393436382,125.402677976757,146.658037748993,28.5753189468799,4.45874096889618,464.288565257464,28.9402765277727,4.12866868118928,1.2940070140375e-17,1.43324756865853,32.0062948995667,2.12502662831345,10.6319933396791,0.765673735749952,68.5063454081175,1.125424939678,3.13562336125159,2.4872920440886e-18,0.06384733059751,0.789753027375715,0.923613683295635,0.179959830289332,0.0280799759246173,2.92396706277652
"13",4,0.593469277137259,0.0429219824179915,0.001,0.001,12.2915420395271,12.2091177695167,8.94005598659894,2.05179747436929,13.9543200862109,45.2460103744744,6.89023815648437,152.416919135669,0.193257253688902,0.00875564314919586,0.0357056284714048,0.146341009973396,0.27217512774668,0.0155008234774263,0.381283323434369,0.17597691850817,0.150516768543878,169.962808071922,480.540276800683,4.31465218221203e-18,9.49913901845161,120.573519775443,136.964219493119,26.8521170702843,4.08914465803234,452.273794114667,32.8465455172336,4.20743918248259,1.54057367801398e-19,1.3901135978379,32.817113147748,2.12305818908631,10.2382644378067,0.719595076254676,68.0747899872188,1.12751399178869,3.18784969404311,2.86229132145609e-20,0.0630162108684265,0.799871054898639,0.908605097813877,0.178133899112104,0.0271269218759227,3.00033305385174
"14",4,0.558416568254927,0.0330169095523012,0.001,0.001,10.4988907190129,11.4940319840964,8.54438992724625,2.08496500547875,13.670467313892,44.6365165663928,6.61775068184825,156.452989416797,0.232359284991094,0.0093347472723779,0.0394712762174442,0.152307152642213,0.292947481282601,0.0168010631038065,0.392590112176126,0.181195436388981,0.154207152778834,160.222236459672,459.610680530242,5.54723795169886e-16,8.79809444715578,114.879727025996,126.319327465103,24.9257703998593,3.6954616253244,436.829707216762,37.2291243034435,4.29034954643543,2.18956561435395e-17,1.34001271392356,33.6537266826983,2.12229899197158,9.78561099735712,0.66960078185939,67.3622653991084,1.12961585023418,3.24039609692103,3.91097269250565e-18,0.0620292610998848,0.809937268300483,0.890589955854331,0.175734317190523,0.0260541365427096,3.07978325623617
"15",4,0.520278194163924,0.0253976227325394,0.001,0.001,8.86982042005811,10.7463996041828,8.11194557465886,2.11762404045643,13.3468959334216,43.868714532803,6.31598211360153,160.622615710921,0.281504469743798,0.010059386229172,0.044331126802383,0.159462302774515,0.318471322685599,0.0184846513593362,0.406450180809118,0.18759239114267,0.158764998493388,149.556523860436,435.146590493045,2.02378319908112e-17,8.04585252562125,108.3477239569,114.89917444975,22.8239355774194,3.28606776843625,417.842222219819,42.1008299460578,4.3773076200769,8.97165896189973e-19,1.28301017151971,34.5056429585282,2.12387118117918,9.27679274221781,0.616441310137814,66.3387197812034,1.13171226212,3.29280675672995,1.53142116649478e-19,0.060883936905032,0.819880300836907,0.869455917239633,0.172711474538594,0.0248660713133918,3.1618625139945
"16",4,0.479526243108257,0.0195366328711841,0.001,0.001,7.41623426134556,9.97664543103612,7.64714960552777,2.14860975306841,12.985649611924,42.9353289877446,5.98750888853034,164.902872141771,0.343670975028896,0.010968356927283,0.0506733332551526,0.168036026278256,0.349948360328304,0.0206831463801233,0.423428245135259,0.195428420831658,0.164362023596446,138.09509104963,407.385648316313,6.64838412722833e-16,7.25727453552079,101.051352110948,102.946311692667,20.5886170061102,2.87116764289425,395.376273779523,47.4592745877303,4.4683511977859,3.36895784487308e-17,1.21948357455929,35.3627549801843,2.12925363403323,8.7178019686592,0.561107758393777,64.9848444404247,1.13378875220928,3.34471893505992,5.45845843362323e-18,0.0595836982873719,0.829652129906317,0.84521013304252,0.169036728298207,0.0235728696398832,3.24611953034982
"17",4,0.436818894083552,0.0150281791316801,0.001,0.001,6.14062484238905,9.19504878665141,7.15613974760485,2.1766499337106,12.5906061124445,41.8357287289823,5.63637857333756,169.268825290187,0.422784473366248,0.0121123336061866,0.0590711272073556,0.178305368548818,0.388943405843343,0.0235828321041017,0.444219460603485,0.205024366432378,0.171208638295209,126.023004817857,376.775121007755,7.29310355836768e-17,6.45061645473011,93.1130255665117,90.7582841820398,18.2746367565735,2.46207665504154,369.699105330408,53.2805697239498,4.56362596015726,4.30811848032755e-18,1.15017954432772,36.2156972922173,2.14033737792139,8.11794928272971,0.50478570630784,63.2956804025764,1.13583356625624,3.39583895804891,6.57320608705487e-19,0.0581388033313192,0.839218998523145,0.817995934462726,0.16470759342119,0.0221904668241636,3.33206348996432
"18",4,0.392981581856727,0.0115601377936001,0.001,0.001,5.0382924858381,8.41159959994473,6.64648082547936,2.20034088283582,12.1674074693741,40.5769148196005,5.26805103727679,173.690914475741,0.524013587083959,0.0135577104480663,0.0704006065822449,0.19060174176296,0.437492372588578,0.0274501210240256,0.469679400025,0.216775107703846,0.179564097998072,113.575756621213,343.960855059257,3.59103479320639e-16,5.64626047517086,84.7001501547256,78.6659647495551,15.9459801726723,2.070247029931,341.286651624091,59.5152396328566,4.66332167836269,2.52811027699676e-17,1.07618708101492,37.0556696497997,2.15939025284702,7.48949840031126,0.448778022886861,61.2828297576622,1.13783614489606,3.44590346530589,3.59760683692104e-18,0.0565659383945275,0.848551620444761,0.788099333237855,0.159751633148034,0.0207403584144755,3.41911248967995
"19",4,0.348960852159524,0.00889241368738467,0.001,0.001,4.09927951446361,7.63576926580175,6.1266106446806,2.2181531483272,11.7233097295382,39.1738769589606,4.88908804608938,178.133912899844,0.654155100647063,0.0153917051134468,0.0860612551253923,0.205322056731594,0.498239879661211,0.0326702485739738,0.500866436471681,0.231169124525391,0.1897503939363,101.026159051081,309.752563252026,2.28522697301737e-18,4.86502476621026,76.01595752116,67.0036582469016,13.6701494859912,1.70610033084629,310.808810220199,66.0867772420461,4.76762011170946,1.96669501544276e-19,0.998896891048435,37.8741815276745,2.18902617029186,6.8469190590836,0.394397719834217,58.9760941781555,1.13978625741047,3.49465641481844,2.57821372540943e-20,0.0548876491254542,0.857618903265525,0.755941328299259,0.154227862043152,0.0192483781342101,3.5065730885796
"20",4,0.305752963931742,0.00684031822106513,0.001,0.001,3.31003682165682,6.87636647836602,5.60507785879315,2.22844121325604,11.2668326026105,37.649133732106,4.50672134463356,182.557391118608,0.822137589265947,0.0177292740993281,0.108424359795088,0.222947020421312,0.574616858709427,0.0398068754622436,0.539100196805325,0.248815475448612,0.202170717224042,88.6637991713978,275.063649374876,5.99118358937459e-17,4.12621996827164,67.28456624073,56.0756490223232,11.511334228054,1.37794340873616,279.087317110804,72.893842105933,4.87667883452866,6.4959024509278e-18,0.919928447529084,38.6628460928746,2.2321963770961,6.20576254783576,0.342853644385967,56.423283068425,1.1416735621764,3.54183893924951,7.71450803378229e-19,0.0531309992750654,0.866385279419976,0.722054396145497,0.148224935953173,0.0177429974198172,3.59364943146866
"21",4,0.264317434698904,0.00526178324697318,0.001,0.001,2.65487592855893,6.14152246845426,5.08976375802547,2.22939914324416,10.8073134537082,36.0312605667642,4.12831415950722,186.917549203451,1.03968683775459,0.0207228032110549,0.141848426970443,0.244066481383885,0.671068226735165,0.0496943417114017,0.586045671148766,0.270482617453277,0.21733343130258,76.7699037808253,240.831892893745,2.05984144354504e-16,3.44583043053335,58.7318883199324,46.1258068877997,9.52369036197489,1.09118540827211,247.027835528312,79.8166584966107,4.99071192338292,2.92185268575389e-17,0.841011708625792,39.4131041476648,2.29219160919644,5.58131750999661,0.295146685356263,53.6874071226174,1.1434876250855,3.58719075689002,3.06813358403648e-18,0.051325640145482,0.874811406348542,0.687043838479528,0.141855356562064,0.0162532053523906,3.67947931502856
"22",4,0.225491713357715,0.00404752557459475,0.001,0.001,2.11714207407158,5.43853137930189,4.58708142669481,2.21904298739064,10.3544103999358,34.3527243682404,3.76086774156684,191.170199920248,1.3221962116476,0.0245760633472046,0.195328239187025,0.269431776046956,0.793349048892286,0.0635837280881174,0.643843184469614,0.29715839283213,0.235885657525496,65.5922743734642,207.934477838298,7.64839759535092e-17,2.83520954713161,50.5655684740252,37.3169388754668,7.74625467629986,0.848044510757668,215.536479614769,86.7258566899442,5.11021089942194,1.49394803490217e-17,0.763895543748956,40.1161456555656,2.37275009453858,4.98737327850154,0.252003543866858,50.8419642146605,1.14521858403403,3.63046457157412,1.335383953056e-18,0.0495017849894741,0.882857459690804,0.651540936911552,0.135246946331655,0.0148065659116805,3.76319291181591
"23",4,0.189923887184415,0.00311348121122673,0.001,0.001,1.68022735255125,4.77394338197512,4.10141535183044,2.19514604026038,9.91751310733965,32.6467126662471,3.41054095710135,195.274501855383,1.68988336120294,0.0295647604979317,0.290980256631969,0.300048114154572,0.948914844904598,0.0833722150867276,0.715323574591601,0.3301493421192,0.258656458913621,55.3251859628202,177.112962065557,1.25934924175994e-16,2.30048330945206,42.9577652573627,29.7232749262581,6.20039057336632,0.647743195974345,185.436462301873,93.4931112140285,5.23630230454745,3.66445765556583e-17,0.690255678645159,40.7632611566385,2.47809527023393,4.43528554880446,0.213851990013118,47.9643386924716,1.14685780707253,3.67144510666675,2.61055518315629e-18,0.0476876344393702,0.890488619286407,0.616145600013896,0.128530364827744,0.0134273266027612,3.84398625699572
"24",4,0.158035281659224,0.00239498554709749,0.001,0.001,1.32833009884553,4.15342450023479,3.6348422647384,2.15523501081421,9.50525747432078,30.9442058419176,3.08249751234973,199.196207444272,2.16931585994733,0.0360677039601476,0.502097396945396,0.337359917364866,1.14743185345098,0.111965037208434,0.804353480232314,0.37124006779953,0.286714845002515,46.0978303572968,148.921719813617,3.38898161045715e-17,1.84276921417358,36.0337274515472,23.3371921670506,4.89027628594847,0.487143362578049,157.400143744524,100.000754503245,5.37126450347361,1.70159884490635e-17,0.621676469816119,41.3462466764762,2.6129495893242,3.93351074990021,0.180847134951566,45.1289578170849,1.14839875745636,3.70996892189205,8.4427016202844e-19,0.0459074507288781,0.897679728332982,0.58138099514523,0.121827582054794,0.0121358169777549,3.92118518591087
