"","convergence","mu","x_C","x_W","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau ATPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v ATPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p ATPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f ATPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.975151186060255,0.1,1e-04,36.2868773417273,14.7705955231368,5.54601046728451,12.9662264203523,40.5383652697507,7.77194677064082,136.119979813197,0.0625,0.383276438188164,0.23693452542541,0.0536271559604838,0.270876012179568,0.203157009134676,0.481580965344474,247.688402825485,25.9177870486661,133.867367528406,52.5180567702039,39.5310349737412,7.57882311138756,132.737559761337,15.4805251765928,9.93367710573206,31.717801195292,2.81639402115727,10.7080091110181,1.53969103607026,63.9238821673345,1.00000000632319,0.10463867874674,0.54046683998037,0.212032765778252,0.159599863266735,0.0305982156324442,0.535905432335421
"2",4,0.802645692520937,0.02,1e-04,29.4017425488949,13.5912600225431,4.41200935220036,12.2522080615456,37.095988939976,6.42129264059879,150.825498834931,0.1875,0.404155142702723,0.249841360943501,0.0565484561806278,0.301631926101868,0.226223944576401,0.507711065918479,203.87200622193,21.9401257206878,119.862459578987,38.4702389127748,29.774935732476,5.15402287839301,121.059436962179,38.2260011666118,8.86721464156024,29.9466000272495,2.17543261941733,8.98107121454607,1.16596338598708,61.4632157795586,1.00000000157752,0.107617157263932,0.587929956590475,0.188697995798327,0.146047200551087,0.0252806796873968,0.593801176515475
"3",4,0.667023741155936,0.01,1e-04,24.9290147753775,12.5719057391042,3.67045730814251,11.5481148788266,34.0416938007568,5.4347616550347,161.804052015409,0.34375,0.423897911012238,0.26204598135302,0.0593108188247575,0.334692302882023,0.251019227161518,0.536069884591492,169.42403036877,18.4955812007243,105.520189298114,28.7800151711281,22.7066179542657,3.62511505143207,107.927144109508,58.2395104392648,7.84023823394423,27.6511415571807,1.70696626558855,7.59973025377548,0.909973578582064,57.8564916870732,1.00000000067973,0.109167401891211,0.622817136035324,0.169869735291079,0.134022416538413,0.0213966994292705,0.637023826832319
"4",4,0.550526204181289,0.006,1e-04,21.4457475873217,11.6205112864367,3.10053341118791,10.8353946170811,31.1569709741965,4.62376866447925,171.217073292219,0.552083333333333,0.444977117192646,0.275076763355454,0.0622601727759258,0.373732618915603,0.280299464186702,0.568816075889734,139.833655770067,15.3911172144075,91.2309328747034,21.4051596658777,17.152728964211,2.54550581186815,94.259485450595,77.1998307897244,6.84869496844117,25.0955097330721,1.33268893909382,6.4105343173441,0.713503915150779,53.6163106293929,0.999999999342215,0.110067330497256,0.652424713580449,0.15307587814907,0.122665240055892,0.0182038136396821,0.674082965717399
"5",4,0.455865213950773,0.004,1e-04,18.7429950016393,10.7795190663704,2.66755835449414,10.1680648197666,28.5921978031156,3.97953035957612,179.070134472907,0.8125,0.466731155058164,0.288524714035956,0.0653039476213068,0.417700194592486,0.313275145944364,0.604425964999209,115.789764287821,12.7984515608968,78.3826684127942,16.0643648876295,13.0341883688401,1.81412945879177,81.6318451636854,94.0791834838546,5.97343607997331,22.6153369891766,1.04906644319132,5.44438301801964,0.568321670964961,49.3404067877265,0.99999999951917,0.110531804201013,0.676939527921207,0.138737348492858,0.112567707886282,0.0156674423605359,0.705000529420894
"6",4,0.391069834920955,0.003,1e-04,16.9142792854282,10.1567494510128,2.38086493533906,9.65423388920251,26.6887614916041,3.54109913026817,184.664011835983,1.07291666666667,0.485393554418016,0.300061470003864,0.0679151475317388,0.458190090045935,0.343642567534451,0.636043907244106,99.3317380772895,10.9971321157926,68.9668704932263,12.7530710603112,10.4371695507664,1.38481705231271,72.2165246245391,106.574677312092,5.3379370460891,20.6943005417636,0.866126702543785,4.78220765629034,0.47588208742223,45.9328804897821,1.00000000007416,0.11071116170394,0.694308504344084,0.128388683296108,0.105073864140174,0.0139413351585361,0.727023668645602
"7",4,0.892860381489127,0.1,0.2,35.2319726809749,15.4993545801361,5.55465005522656,13.6527625122643,43.0953973128427,7.87523805732951,133.090625851049,0.0625,0.385946002710169,0.238584801675377,0.05400067527632,0.269604728534104,0.202203546400578,0.557820301852485,226.786537835584,24.0731454420802,120.78697191625,50.4691879087033,38.4781728851702,7.03148805618492,118.831346969994,14.174158614724,9.29093425603138,28.817935739608,2.72537022771746,10.3738973551947,1.4217918214339,66.2865378363396,1.00000000413316,0.106148917706178,0.532602038764095,0.222540493800783,0.169666918554499,0.0310048742414548,0.523978841933264
"8",4,0.743294867331617,0.02,0.2,28.7411752867497,14.286962552895,4.44560783129682,12.9102078655822,39.515011681425,6.52848578068504,147.572549692696,0.1875,0.406684168273375,0.251404758568996,0.0569023116102665,0.299312414397315,0.224484310797987,0.58624329657833,188.796896816093,20.5650831172336,109.340352806385,37.5282928207549,29.3713053653521,4.85258997223064,109.689918745621,35.3994181530174,8.36349372300498,27.4886849991379,2.13544661228792,8.79119632290436,1.08933031550142,64.3049795668419,1.00000000272177,0.108927019034849,0.579142745182367,0.198776005092153,0.155570912131594,0.0257026999239569,0.580994290128724
"9",4,0.623415044079265,0.01,0.2,24.463081814166,13.233066990724,3.71143377799001,12.1768399612206,36.3242235029607,5.53847343241848,158.552881202514,0.34375,0.426369754222753,0.263574029883156,0.0596566734303441,0.331250267253445,0.248437700440083,0.617072180630498,158.347421621299,17.4756503635465,97.2095193227099,28.4115987075493,22.6450673962433,3.452767659003,98.8442514237598,54.4319261823214,7.45108875038808,25.6219047508912,1.69494146573025,7.50118462697787,0.857797657356597,60.9940377688486,1.00000000268502,0.110362708982173,0.613900236507821,0.179425711469957,0.143008753948664,0.0218050135134586,0.624223941742181
"10",4,0.518796418653494,0.006,0.2,21.1036505755284,12.2444704810759,3.14291507516468,11.4321870684132,33.296297554524,4.72080275349315,168.059676361438,0.552083333333333,0.447422598070412,0.2765885151708,0.0626023388246667,0.368952160703237,0.276714120527428,0.652675497709271,131.774290270356,14.6498535301075,84.822269828632,21.3536685725175,17.2739999257081,2.4491355616818,87.1887582163793,72.7503894200922,6.55467552779169,23.4608656653183,1.33678959512637,6.37327959657757,0.677710393003227,56.9059661635286,0.999999999486761,0.111173837419516,0.643693618922717,0.162047304658196,0.131087785647732,0.0185858376121778,0.66165226913952
