"","convergence","mu","x_C","x_W","C","I","P","AA","NT","ATP","RNA","DNA","p","tau tC","tau FERM","tau RESP","tau ACT","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ACT","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ACT","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ACT","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.812028108625785,1,0.001,18.5659467609543,1.26116358455829,18.2041657734351,14.6256392714229,6.77292045348814,14.8225081618131,44.9696947555265,7.8379004458214,126.940061164456,0.0349855642443027,0.0341209811619186,0.0736265155829917,0.0212362051516642,0.192777291256427,0.0338197286123309,0.326055782421074,0.150487284194342,0.646075387063823,243.150662162075,184.477611347386,43.5969801815446,162.972680590053,126.418912240775,48.3810534381455,36.516656177809,6.36459547461755,103.078897776215,8.50676311211602,6.2945571015799,3.20989374070787,3.46092127912701,24.3706954653606,1.63623409725676,11.9064669014569,0.957790687970792,66.5967387788801,1.1788829245385,0.894414615379993,0.211374030572073,0.790150882607168,0.612924906945313,0.234568959271008,0.177046042344592,0.0308578757709504,0.499764020332504
"2",4,0.809029359078297,0.769230769230769,0.001,18.0513463743259,1.24923519414616,18.139935565128,14.6160942483806,6.75054430205958,14.7357427894728,44.990627769049,7.81660258728367,127.649871559153,0.036810425980562,0.0345686435574552,0.0747442563393085,0.0213701390341987,0.192936207255106,0.0338595266323422,0.326602589204713,0.150739656556021,0.646457894362565,242.358875937383,184.327092083919,43.4277146657423,162.811423636516,126.452888475535,48.1839882600087,36.398738748524,6.32386098135987,103.272493773928,8.92133346342523,6.37193754423123,3.24597223720659,3.47930275946817,24.3973406989225,1.63148703374223,11.8879223190538,0.953256632438212,66.7613188706649,1.17939947691161,0.896997376900611,0.211333807198695,0.792294926808265,0.615362115149192,0.234479427788946,0.177128455783657,0.0307740259341877,0.502558549445484
"3",4,0.805222696602957,0.591715976331361,0.001,17.4294746386575,1.23450730339245,18.0579283973377,14.6032435951195,6.72218534350341,14.6265498470023,45.0123957261929,7.78944558825356,128.524269972022,0.0391253252197623,0.0351393420513814,0.0761737916296057,0.0215396841041241,0.193139176230852,0.0339107410759723,0.327303321401754,0.151063071416194,0.646984308598337,241.347199334884,184.103170331997,43.2094204339749,162.57819783956,126.469000274211,47.9300972581807,36.2450026672044,6.27223838161554,103.490659245798,9.44278766485615,6.46926427503978,3.29142538857363,3.50188302368192,24.4261185317005,1.62534511786834,11.8631097571915,0.947503594581384,66.9568326185287,1.18002861588688,0.900143071334376,0.211265565660151,0.794900153383589,0.618349994354396,0.234346561645472,0.177214156402334,0.0306671086151715,0.506001062881976
"4",4,0.800417787847472,0.455166135639508,0.001,16.6910380144184,1.21654556869841,17.9537526398714,14.5859282819194,6.68645733465689,14.4903069965108,45.0326830299238,7.75498364309384,129.588304925986,0.042048214802087,0.0358634977058587,0.0779949903302558,0.0217529382607607,0.193397328676175,0.0339764338766651,0.328198434932658,0.15147620073815,0.647709767781056,240.060427199251,183.771543688739,42.9290797861329,162.241377439618,126.449008420476,47.6041467723891,36.044960531648,6.2072268523985,103.724784359762,10.0941124083549,6.59069033548321,3.34825316280622,3.52922666678479,24.4549004422712,1.61741914506714,11.8298996336963,0.940247140721149,67.1835559908013,1.18078309411976,0.903915462034269,0.211154883997234,0.798015224260179,0.621963616215593,0.234150094518404,0.177294027676865,0.0305314316657238,0.510190176873961
"5",4,0.794392933065284,0.350127796645776,0.001,15.8319746263897,1.19495130812954,17.8222473346257,14.5626296468008,6.64175668704148,14.3220720516563,45.047659653197,7.71150172403968,130.865207416627,0.0457211814964702,0.0367774094889483,0.0803047510163934,0.022019183512055,0.193724067408446,0.0340603528308656,0.329337700583923,0.152002015654118,0.64870809525409,238.43276346262,183.284790538736,42.5711641642112,161.757776347603,126.365457726101,47.1876695278526,35.7855424796298,6.12596247289788,103.958395955891,10.9014276529794,6.74073979473921,3.41866673868499,3.56177416189982,24.4800304506303,1.60722867338494,11.7855282743896,0.931158643701966,67.4386530262164,1.18167172453752,0.908358613858703,0.210982501913499,0.801670826434019,0.626266651380669,0.233861882142827,0.177352990760618,0.0303602430080302,0.515217352033963
"6",4,0.786895472988964,0.269329074342904,0.001,14.8556588928026,1.1694096958541,17.6575147163287,14.5314147522852,6.5862697462868,14.1168879647028,45.0515427453682,7.65700684241324,132.374294732577,0.0503158177157894,0.0379238237495362,0.0832194878597061,0.0223487810831158,0.194135342744339,0.0341670095453969,0.33078193267063,0.152668584309522,0.650075534092451,236.387405139466,182.579774652676,42.1177797557748,161.070525232977,126.179435630907,46.6588249056768,35.450855037499,6.0252640209405,104.164733265172,11.8940255873058,6.92412319415813,3.50502006106348,3.59972990737428,24.4958879834935,1.59419251592926,11.7265023441303,0.919868528168082,67.7149446109543,1.18269720350174,0.913486015764243,0.210724341702843,0.805870598931475,0.631302947684785,0.233444170606568,0.177368278525072,0.0301456962299734,0.521158640679437
"7",4,0.777644273726806,0.207176211033003,0.001,13.7744014913022,1.13973303849981,17.453072129706,14.4898970556323,6.51800362899598,13.870202843778,45.036236810004,7.5892346151269,134.129218501481,0.0560413635781436,0.0393525752641162,0.0868781480194125,0.0227530766127468,0.194649810869418,0.0343017401727636,0.332604980735616,0.153509991108746,0.651933901847432,233.836862039049,181.576082116901,41.5491954784233,160.107930142957,125.838985425484,45.9925847041459,35.022171665504,5.9017248404227,104.304818707128,13.1045366035026,7.14548643766868,3.60971715486197,3.64294800085101,24.49453471307,1.57762569039543,11.6485487321244,0.905973727779552,67.999847441227,1.18385436398943,0.91927181769271,0.21035261916561,0.810584225926713,0.637089596383157,0.232848326984751,0.177308018937023,0.0298788764375075,0.528067789375908
"8",4,0.766334526232526,0.159366316179233,0.001,12.6096865621541,1.10590110711293,17.2020814820329,14.4352448188627,6.43482503499091,13.5783585456171,44.9911404066562,7.50568165911657,136.137078586328,0.0631572055550092,0.0411214070849472,0.0914460374132081,0.0232442179548196,0.195289109449169,0.0344707566625204,0.334896260626017,0.154567504904316,0.654432686690382,230.684207183641,180.176194488906,40.8447745171856,158.78388499604,125.278725895814,45.1613558610661,34.4782642681959,5.75186299829125,104.326543621134,14.5693698913915,7.40909864059494,3.7350927786326,3.69080723056098,24.4655708131199,1.5567461084363,11.5466417762944,0.889051112197334,68.2747002350998,1.18512935148312,0.925646792792134,0.209838123406911,0.815744800863299,0.643613609220084,0.232014358664424,0.177130474041953,0.0295499277917975,0.535972750339873
"9",4,0.75264511280005,0.122589473984026,0.001,11.390664729406,1.06807661103373,16.897729803218,14.3642394251582,6.33453458518596,13.2390915080601,44.9031805596646,7.40366392679816,138.398817044184,0.0719913081056279,0.0432973856313591,0.0971205824062717,0.0238350793513006,0.196078052693005,0.0346811826701963,0.337763801767452,0.155890985431132,0.657750046520845,226.825460852322,178.268017806794,39.9843149053966,157.000374924813,124.421114856246,44.1361473661315,33.7961593974097,5.57233147131866,104.165193265613,16.3294616384206,7.71853911271876,3.88329995072789,3.74211639451686,24.3962499149055,1.53069378916351,11.4151192832079,0.868676244212774,68.5146607163097,1.18650026448798,0.9325013580165,0.209153769741533,0.82125254225443,0.650833839949469,0.230871571148223,0.17678417543175,0.0291482831763707,0.544877232457415
"10",4,0.736248961769296,0.0942995953723274,0.001,10.151039882855,1.02658993734517,16.533733717091,14.2733841112823,6.21495915905773,12.8519157600296,44.757101244513,7.28041046388067,140.910865903169,0.082965918208627,0.0459593955899693,0.104140410036327,0.0245394119019281,0.197044799995829,0.034941106848477,0.341338217926711,0.157540715966174,0.662093367016316,222.153220778234,175.729921784399,38.9496064192048,154.652128444135,123.179439622261,42.8883211966572,32.9523693230759,5.36019464528647,103.745478723221,18.43114594487,8.07644099228355,4.05622798324954,3.79507228140052,24.2718680439666,1.4985654134842,11.2479030212016,0.844448902136483,68.6891933205769,1.1879391684846,0.939695838894971,0.208278605641381,0.826984728039102,0.658688091789322,0.229340436486029,0.176209060017768,0.0286630333223649,0.554767188595155
