"","convergence","mu","x_C","C","AA","NT","ATP","rRNA","DNA","p","tau tC","tau MET","tau RNAp","tau DNAp","tau r","v tC","v MET","v RNAp","v DNAp","v r","p tC","p MET","p RNAp","p DNAp","p r","f tC","f MET","f RNAp","f DNAp","f r"
"1",4,1.03091256767628,1,36.8534012894772,17.622556240853,11.8844881957996,33.3236815213985,41.4544700513538,11.8050211647852,101.056380865605,0.034375,0.169991680376358,0.241915530250875,0.181436647688156,0.397910870778498,261.851791498314,223.859156947375,42.7359341623006,12.1699446804616,104.180293078233,9.00115533275454,38.054194257119,10.3384861736394,2.20807396537326,41.4544711367189,0.99999999735934,0.854907866298406,0.16320657500533,0.046476461278682,0.397859767187422
"2",4,1.02871316040299,0.769230769230769,36.7374382657697,17.5682049412718,11.9281676343221,33.3343927486776,41.4322344849776,11.8183662953527,101.181195277573,0.0353125,0.170077331504095,0.241777661220409,0.181333245915307,0.398056083222228,261.293142380195,223.500856156705,42.621884879599,12.1577089424924,104.086427167344,9.22691409030063,38.0124292040129,10.305019642995,2.2045968254357,41.4322355148286,0.999999998613954,0.855364414890451,0.163119033405424,0.0465290011628057,0.398351162510129
"3",4,1.02586948972959,0.591715976331361,36.5885208912343,17.4983883171178,11.9851683972615,33.3481456090382,41.4027278269433,11.835547352155,101.34150108535,0.03653125,0.170188119230106,0.24159999848695,0.181199998865212,0.398244253736675,260.57084985694,223.035802600289,42.4737952692394,12.1417269228256,103.963154006859,9.51897885883635,37.9580437655205,10.2616688727832,2.20008090463772,41.4027286835725,0.999999997949214,0.855950703101835,0.163002865460407,0.0465966431187205,0.398982287737599
"4",4,1.02219871361691,0.455166135639508,36.3979523126254,17.4090173667553,12.0596276804209,33.3657420747894,41.3633874914823,11.8575989757159,101.546673569567,0.038115625,0.170331215887705,0.241371682504318,0.181028761878239,0.398487842860857,259.638472718316,222.43253268606,42.281601484631,12.120822419562,103.800879094887,9.89628266170405,37.8872037453984,10.2055812893225,2.19421747555931,41.3633883975822,0.999999997918723,0.856700973065867,0.16284798224993,0.0466834605343146,0.39979005342349
"5",4,1.01746998960153,0.350127796645776,36.155153556399,17.2951205114147,12.1570098773938,33.3881578153569,41.310660875307,11.8857830534833,101.808113887658,0.0401753125,0.170515717130381,0.241079348445874,0.180809511334405,0.398802754497777,258.437376928412,221.650593215341,42.032357691231,12.0934275598337,103.586700578627,10.3828023797793,37.7949098544883,10.1331334058459,2.18660672745156,41.3106615200928,0.999999998334696,0.857656874096904,0.162640397146878,0.0467944214704067,0.400819346014401
"6",4,1.0113944294731,0.269329074342904,35.847512155048,17.1507859379296,12.2845580898314,33.4165577793378,41.239588114942,11.921600120483,102.139397708331,0.04285290625,0.17075308151182,0.240706869796255,0.180530152347191,0.399209139344675,256.894184990997,220.638210886913,41.7094896932174,12.0574399522623,103.303217871943,11.0086624255894,37.6746544081951,10.0397607048535,2.17673147149902,41.2395886981938,0.999999999629537,0.858868062011238,0.162360583129693,0.0469354335452085,0.402123613024924
"7",4,1.00361461297614,0.207176211033003,35.4603760065029,16.9691776802446,12.4518912713119,33.452298731853,41.1432340919517,11.9667617689901,102.556260229828,0.046333778125,0.171057633450266,0.240235386106394,0.180176539579795,0.399732333448792,254.918111475828,219.329559934073,41.2919509597807,12.0100169813626,102.926961418839,11.811319217165,37.5179954680109,9.91978778190919,2.1639232999965,41.1432344627461,0.999999999136543,0.860392219583382,0.161981236582487,0.0471132353109847,0.40376480405444
"8",4,0.993694927690317,0.159366316179233,34.9772951334498,16.7426977640969,12.6718079438294,33.496912668961,41.0119125955005,12.0230909044899,103.076282935855,0.0508589115625001,0.171447118044895,0.239643846821563,0.179732885116172,0.400403822188694,252.398511579862,217.641750821426,40.7533295210275,11.9472844469512,102.426379518531,12.8367135789469,37.3140509445785,9.76628465720577,2.1473199029541,41.0119138521695,0.999999999788119,0.862294113435954,0.161464222816931,0.0473350035609837,0.405812137542735
"9",4,0.98111485446356,0.122589473984026,34.3806219867104,16.4633549407718,12.9613326682196,33.552060849266,40.832201971119,12.0922790612664,103.718149511374,0.0567415850312499,0.171943294945565,0.238910568522935,0.179182926392201,0.401262153035377,249.203174003799,215.471835066941,40.0610798943211,11.8639146113271,101.759417163082,14.1401830877939,37.0489372893771,9.57101537319499,2.12581093852479,40.8322028224832,1.00000000389263,0.864643224417389,0.160756700673697,0.0476073978790016,0.408339171304622
"10",4,0.965268670385819,0.0942995953723274,33.6525907046603,16.1233974164256,13.3430288943258,33.6194477479191,40.5857768670407,12.175417080521,104.500341466726,0.064389060540625,0.172572537097549,0.23801637513088,0.17851228134816,0.402353653068525,245.178242449448,212.694450964922,39.1761788730239,11.7525486567073,100.870905662451,15.7867966963215,36.7052210295868,9.32457208683611,2.09797427236408,40.5857773816177,1.00000000069929,0.86750948611401,0.159786523098586,0.0479347129154372,0.411418667191836
"11",4,0.945476437459736,0.0725381502864057,32.7769224714765,15.7162233734507,13.8465111307684,33.7006916805593,40.2482460876862,12.27216626268,105.439239735304,0.0743307787028125,0.173366413545086,0.23695012454512,0.17771259340884,0.40373276333817,240.151015816246,209.16120792702,38.0537683249883,11.6030440379523,99.6903167533983,17.850612011893,36.2615284710655,9.01684514401712,2.06200704742148,40.248247060907,1.00000000292097,0.870957001064758,0.158457661762544,0.0483156152074017,0.415115117068126
"12",4,0.921012629125384,0.055798577143389,31.7409453817754,15.2374760130148,14.5099131835995,33.797138476231,39.788338040467,12.3794649927946,106.546723350097,0.0872550123136563,0.17436219061083,0.235717126740333,0.17678784505525,0.405461963590805,233.937207280219,204.703395723225,36.64556182718,11.4016436001794,98.1308777973675,20.4121939018579,35.692532503777,8.63798654168809,2.01567200216369,39.78833840061,0.999999997787319,0.875035645890565,0.156647000159319,0.0487380511527345,0.419475288779908
"13",4,0.891159389023531,0.0429219824179915,30.5380282864524,14.6860756457796,15.3807039251518,33.9096266040525,39.1680645477645,12.4898231710897,107.827678252849,0.104056516007753,0.175603199368055,0.234349918534735,0.175762438901051,0.407611547568369,226.354485197973,199.140234568235,34.9049884716201,11.1304231861602,96.0916478716344,23.5536591124296,34.9696623130869,8.17998120478003,1.95631032520033,39.1680652973516,1.00000000170527,0.879771543884593,0.154204978534506,0.0491725321696445,0.424518418318301
"14",4,0.855289619292726,0.0330169095523012,29.1700079451626,14.0648393783671,16.5147290367603,34.0382031154681,38.3446614035264,12.5896069429854,109.277951400466,0.125898470810079,0.17713892988579,0.232918854287499,0.174689140715624,0.410260000126693,217.243562635567,192.294757645383,32.7957908537306,10.7677601293111,93.4642974503939,27.3506323291515,34.0628875919504,7.63875803110336,1.88101076442131,38.3446626838399,0.999999996939907,0.8851574459747,0.150963233872151,0.0495653816652969,0.430228155119946
"15",4,0.812979663183511,0.0253976227325394,27.6490459564805,13.3803746586485,17.9719051408396,34.1818460879634,37.2750073710278,12.6583736726761,110.883447017323,0.154293012053103,0.179024756075118,0.231536926718208,0.173652695038656,0.413496026633859,206.496834371345,184.0187223023,30.3038229376611,10.2910003648632,90.1459874087699,31.8610185545855,32.9439068734241,7.0164540307988,1.7870599480023,37.2750076105122,0.999999999625822,0.891145487986135,0.146751997523732,0.0498361168215595,0.436549004005208
"16",4,0.764140339649201,0.0195366328711841,25.9982324682132,12.6422662313246,19.8073191013204,34.3382848927202,35.9225696897202,12.6706414712266,112.620686154578,0.191205915669034,0.181321296188438,0.23035247776941,0.172764358327057,0.417422741423452,194.091646277854,174.225348089314,27.4498846037749,9.68214827739634,86.0580093696857,37.1114709502672,31.5907659444362,6.32314893296391,1.6727301343718,35.9225701925393,1.00000000003584,0.897644754097994,0.141427439723308,0.0498844152410496,0.443388528167632
"17",4,0.709140872381922,0.0150281791316801,24.2503351275237,11.8620138827802,22.0583268767419,34.5040641980553,34.2658226291556,12.6007498555758,114.458687095936,0.239192690369744,0.184093686382886,0.22952779696491,0.172145847723682,0.422162739734532,180.121781347991,162.924877540104,24.2992953521236,8.93570674524943,81.1673332189011,43.0838134748166,29.9934413098382,5.5773637299726,1.53824481267119,34.265823768637,0.999999998684126,0.904526238339545,0.134904813500612,0.0496092513999049,0.450624752346203
"18",4,0.648888411187116,0.0115601377936001,22.4445889067807,11.0522850707578,24.7313550297016,34.6749243429853,32.305956451359,12.4293117534263,116.361578133393,0.301575497480666,0.187411311532422,0.22921117322325,0.171908379917437,0.427861276523954,164.817656239336,150.253622603867,20.9629607536025,8.06523635583012,75.5056795582029,49.7049666739753,28.1592284746883,4.80494482856618,1.38648171558197,32.3059564405813,0.999999998773243,0.911635475518201,0.12718880492661,0.0489342982418357,0.458116449344067
"19",4,0.584825047730055,0.00889241368738467,20.6222542815589,10.2266053848183,27.7938233812013,34.8464083238404,30.0714482601765,12.1480520962557,118.291408345819,0.382673146724867,0.191348446782836,0.229516170337938,0.172137127753453,0.434685531900476,148.545562166518,136.485151322004,17.5865361640696,7.10448514701993,69.1797785318993,56.8443977062759,26.1162217143859,4.0363944298869,1.22294566737508,30.0714488278957,1.00000000029004,0.918810022803589,0.118391528583372,0.0478269767569122,0.465714206085904
"20",4,0.518820215140522,0.00684031822106513,18.8222251313088,9.39908006155925,31.1747426453632,35.0144652911269,27.6177853279387,11.7608045402172,120.210897178858,0.488100090742327,0.195985824138115,0.230516653079795,0.172887489809846,0.442820916585018,131.780334737198,122.014983845149,14.3286653255459,6.10174314178112,62.3678435365705,64.3219933432807,23.9132071660903,3.30299597394536,1.05491505524698,27.6177856402951,1.00000000069438,0.92589675214592,0.108731438298971,0.0463023800795954,0.473271248735663
