"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","CI1","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v tW","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p tW","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f tW","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.684297068059116,0.1,0.001,0.001,11.6206959608646,6.05265566188758,12.7531133589392,3.67719784998287,19.8985153634984,13.1473209836022,7.47562386571953,49.5477918242595,8.94392821673588,2.49743281729963,13.8869555395994,15.7843378190816,174.714431952878,0.0167177789513174,1.03996648928432,0.000734781122320787,0.00389818956416775,0.16547925918372,0.112720451812025,0.018117645858758,0.0238479936399017,0.0177691656982037,0.23004622357134,2.07041601214206,0.23004622357134,0.138027734142804,0.000333836405210149,0.00586959379301883,286.935246791868,3.30996798288885e-15,759.943392264541,2713.71214103974,16.1327914293878,167.204429873955,259.834402557822,28.4197082956924,1861.2880251208,33.9054086741442,6.12030385564356,12.396465454974,9.50280296001516,11967.0270123398,11955.6573532968,4.79692002920815,3.44225578280844e-15,0.558392058668405,10.5785643483564,2.66964237430057,18.8473588803643,4.70758768746457,0.677753022683535,33.0735353304537,7.79981122412985,12.6715751018992,2.85176006354935,1.31165036057643,3.99502927885228,70.1748521923709,1.23327606654858,1.42265697225406e-17,3.26631185290185,11.6638031488485,0.0693403329808275,0.718661174916672,1.1167939579516,0.122150716760123,8,0.145728799483116,0.0263056712256938,0.0532812344469664,0.0408439868811747,51.4354655521439,51.3865976331993
"2",4,0.683071036976555,0.0930232558139535,0.001,0.001,11.5282175321438,6.04728811430259,12.7338376850366,3.67478572932331,19.8947493965967,13.1388192369252,7.60966195937147,49.5057288137867,8.9421962618802,2.49555361122091,13.8689425127869,15.7734093546408,174.786810846026,0.0170917634866109,1.02376527264977,0.000738905618522961,0.00389971725442874,0.165571234898247,0.112973970823372,0.0181683082295081,0.023855452972893,0.0178330692536976,0.23023861700634,2.07214755305706,0.23023861700634,0.138143170203804,0.000334074424339702,0.00587317980705662,286.428820352656,1.39072599992733e-15,759.077799416803,2709.23335303209,16.0996667995173,166.916412512552,259.164447358362,28.8774426979384,1857.95322057623,33.8159295171134,6.10815527345038,12.3655851714253,9.47347294397759,11950.5222440573,11939.180813442,4.89557365321655,1.42377698249673e-15,0.560886850885121,10.5652440530931,2.6656417134464,18.857209917135,4.70857956173684,0.688884476258082,33.1330084526664,7.78573284480405,12.6569990035728,2.84703522834305,1.30869558532103,3.99236383924224,70.1209556663052,1.23330907228686,5.98820674073166e-18,3.26844741195963,11.6654534593367,0.0693221621350581,0.718710937020402,1.1159137678525,0.124340881689076,8,0.145605084746431,0.0263005772408241,0.0532439031703507,0.0407910073905498,51.456719627638,51.4078855429487
"3",4,0.681769200603387,0.0865332612222823,0.001,0.001,11.4315696596377,6.04157471574999,12.7133922846334,3.67223484814202,19.8908077448951,13.1297259718578,7.75047835098565,49.4610162997676,8.94034856376633,2.49355627724526,13.8498118448764,15.7617921163492,174.8636924018,0.0174882924591302,1.00735048455285,0.000743291993666953,0.00390134671433101,0.165669227895974,0.113243432590712,0.0182221765214961,0.0238633393927705,0.0179017566811063,0.230443507906973,2.07399157116276,0.230443507906973,0.138266104744184,0.000334327974344663,0.00587699741514157,285.891048359136,7.08270839621353e-14,758.151386580097,2704.47597089373,16.0645567124384,166.610555377049,258.453899677236,29.3557634980297,1854.41222564121,33.7209975437236,6.09525429343461,12.3328194977597,9.44237514998872,11932.9794566608,11921.6679783332,4.99974626515189,7.13476973487221e-14,0.563527855632485,10.5510984430334,2.66140270704076,18.867551196742,4.70959258258763,0.700526547487387,33.1972364498978,7.7707849640981,12.641506028677,2.84201818744726,1.30556043152222,3.98952884964188,70.0636118928403,1.23334410507472,3.05550547964684e-16,3.27069192533152,11.667205094956,0.0693030664501087,0.718763835023527,1.11497927420261,0.126641803120681,8,0.145473577352257,0.0262951428346069,0.0532042199775524,0.0407347407202247,51.4792958832426,51.4304977652354
"4",4,0.680387373322908,0.0804960569509603,0.001,0.001,11.3306245631189,6.03549507633848,12.6917144666154,3.66953848134474,19.8866861143976,13.1200071846992,7.8982986275282,49.4135047110583,8.9383779722757,2.49143431155233,13.8295013549608,15.7494468281864,174.945371430491,0.0179086094815911,0.990751233771705,0.00074795864542001,0.00390308392964173,0.165773615662449,0.113529914631052,0.0182794684616022,0.0238716719020963,0.017975586121314,0.230661673554303,2.07595506198873,0.230661673554303,0.138397004132582,0.00033459800141488,0.00588106056190071,285.320199830973,5.26930473914571e-15,757.160156869279,2699.42460687021,16.0273577781018,166.285898706345,257.700630055906,29.8550147605769,1850.65365543831,33.6203246770361,6.081559510324,12.2980681030386,9.40941810126735,11914.3418845316,11903.0621742592,5.10968803598244,5.2205701714277e-15,0.566324485297949,10.5360808023546,2.65691304839161,18.8784238844792,4.71063053964196,0.712689116996735,33.2665841640558,7.75492035544418,12.6250442502428,2.83669297013167,1.30223527584629,3.98651498273786,70.0026295188881,1.23338129311245,2.27781345198174e-17,3.27304962608988,11.6690644905392,0.06928301351689,0.718820177801284,1.11398750078873,0.129057167116474,8,0.145333837385466,0.0262893469772815,0.0531620514379862,0.0406750039851787,51.5032809062689,51.454521008968
"5",4,0.678921169562788,0.0748800529776375,0.001,0.001,11.2252468239184,6.02903028008007,12.6687384349058,3.66669011638993,19.8823807591968,13.1096270201804,8.05334713193568,49.3630382868028,8.9362773652671,2.48918084369791,13.8079462037859,15.736332764255,175.032165141002,0.0183540235256259,0.973997515784527,0.000752925891726831,0.00390493508963361,0.165884808864409,0.113834606525432,0.0183404203213798,0.0238804701732716,0.0180549425106555,0.230893939394364,2.07804545454928,0.230893939394364,0.138536363636619,0.00033488545438513,0.00588538381573233,284.714461434212,1.8051452496987e-15,756.099881313235,2694.06314937821,15.9879627409704,165.941444224602,256.902427287055,30.3754880761605,1846.66558121078,33.5136116868489,6.06702788036461,12.2612267046469,9.37450698593436,11894.5502578583,11883.3042268636,5.22565592324945,1.75820698883678e-15,0.569287177372319,10.5201417256958,2.65216014341717,18.8898790095695,4.7116984980273,0.725380937001318,33.3414409051669,7.73808982570954,12.6075597094154,2.8310429356433,1.29871010871742,3.98331186780963,69.9378063742066,1.23342077452935,7.82012842201842e-18,3.27552487686478,11.6710385542003,0.0692619731634909,0.718880325330161,1.11293535722311,0.131590639410714,8,0.145185406725891,0.0262831687213738,0.0531172588232579,0.0406116064817231,51.5287678673666,51.4800485708829
"6",4,0.67736599588859,0.0696558632350116,0.001,0.001,11.115300746684,6.0221603273939,12.6443956723292,3.66368299252861,19.8778881177794,13.0985486726949,8.2158461031533,49.3094536505568,8.9340391568286,2.4867884181225,13.7850786187046,15.7224073538553,175.124411391797,0.0188259166890331,0.957119987527692,0.000758215936908327,0.00390690665096904,0.166003242480435,0.114158799374524,0.0184052888145122,0.0238897542229057,0.0181402396409994,0.231141181405407,2.08027063264866,0.231141181405407,0.138684708843244,0.000335191356646353,0.00588998259684788,284.071933744264,6.69493546273275e-14,754.966075031433,2688.37471570558,15.9462597599159,165.57614889614,256.05699119778,30.9174154318324,1842.43550881697,33.4005471787317,6.05161433077287,12.22218661668,9.33754350696137,11873.5424738545,11862.3321326808,5.34791455836204,6.40785654658947e-14,0.57242730991396,10.5032290570871,2.64713082558132,18.9019743630407,4.71280287597016,0.738609455873946,33.4222216530265,7.72024193447907,12.5889955724226,2.82505065393677,1.29497450257406,3.97990881000937,69.8689298195191,1.23346269602313,2.90699367470684e-16,3.27812212223894,11.6731346213873,0.0692399150303177,0.718944671240978,1.11181961039036,0.134245851358714,8,0.145027804854579,0.0262765857553782,0.0530696963152993,0.040544348878543,51.5558560048748,51.5071798211167
"7",4,0.67571704348334,0.0647961518465225,0.001,0.001,11.0006496044062,6.01486443957755,12.6186142933521,3.66051031776861,19.8732047462726,13.0867340403645,8.38601480015531,49.2525794955439,8.93165532239636,2.48424940177202,13.7608275982397,15.7076257781458,175.222471414047,0.0193257483682944,0.940149744435171,0.00076385310776873,0.00390900530697482,0.166129384995572,0.114503900903569,0.0184743535036835,0.0238995445784569,0.0182319223369077,0.231404333395483,2.08263900055935,0.231404333395483,0.13884260003729,0.000335516777181652,0.00589487324618326,283.390628224756,1.77662092798966e-15,753.753985989697,2682.34162971971,15.9021323652531,165.188924483138,255.161930288393,31.4809618187138,1837.95035827469,33.2808074006571,6.03527172786191,12.1808347388241,9.29842574056646,11851.2535708912,11840.0810335744,5.47673597100449,1.67028971140765e-15,0.575757324691298,10.4852876656938,2.64181146995767,18.9147762393844,4.71395170083002,0.75238065035905,33.5093681911558,7.70132305141251,12.5692922794184,2.81869794293814,1.29101760607391,3.97629440366795,69.7957769174595,1.23350721394142,7.7330529412444e-18,3.28084589486849,11.6753605129473,0.0692168090118851,0.719013650132329,1.11063687499337,0.137026385623453,8,0.14486052792807,0.0262695744776364,0.0530192110313946,0.0404730223477637,51.5846514244972,51.5360210041314
"8",4,0.673969280657078,0.0602754900897883,0.001,0.001,10.881155065629,6.00712074166361,12.5913337690158,3.65716730464317,19.868325331832,13.074143851634,8.56406866888412,49.1922360195265,8.92911632456598,2.48152280250608,13.73511817248,15.6919626367113,175.326730344663,0.0198550591234955,0.923118081441158,0.000769863834783094,0.00391123724592907,0.166263670990892,0.114871451269606,0.0185479222619315,0.0239098631590275,0.0183304690284285,0.231684329284555,2.08515896356099,0.231684329284555,0.139010597570733,0.000335864848305302,0.00590007203862877,282.668463873398,2.71968784457512e-15,752.45858113636,2675.94538766364,15.8554593493084,164.778635893681,254.214763155599,32.0662177792536,1833.19644338725,33.1540559239935,6.01795010617111,12.1370456372339,9.2570477144463,11827.6155601617,11816.483033035,5.61239906255396,2.51059302520302e-15,0.579290648789084,10.4662572683022,2.63618687666288,18.9283610433332,4.71515566484537,0.766698879129528,33.6033506285354,7.68127520981306,12.5483826061455,2.81196327795857,1.28682773452597,3.97248030592714,69.7181011381411,1.23355449392473,1.18686149730898e-17,3.28370081166433,11.677724544214,0.069192625401397,0.7190877398353,1.10938361929561,0.139935762563466,8,0.144683047116254,0.0262621068369588,0.0529656084857242,0.040397406389647,51.6152673231569,51.5666853954891
"9",4,0.672117448445485,0.056070223339338,0.001,0.001,10.7566860428551,5.99890999102448,12.5624319047424,3.65364100004042,19.8632523538745,13.0607359740678,8.75021748860417,49.1282353380008,8.92641619566466,2.47869758479666,13.7078742383867,15.6753046111464,175.437598688995,0.0204154829828244,0.9060563619641,0.000776278118646534,0.00391361201623732,0.1664068432044,0.115263116319803,0.0186263147452671,0.0239207292100076,0.0184363930896248,0.23198241279899,2.08784171519091,0.23198241279899,0.139189447679394,0.00033623079899132,0.00590560044860937,281.903266193237,1.69087083894031e-15,751.074525132067,2669.16663863038,15.806114356398,164.344099728623,253.21290374646,32.6731880654649,1828.15945977172,33.0199441820064,5.99960007719258,12.090720100919,9.21330145671605,11802.5572726343,11791.467119225,5.75519133377065,1.53202428088144e-15,0.583042719332861,10.4460826302836,2.63024559337595,18.9428130834937,4.71642324274458,0.78156648414164,33.7046664308675,7.66004632182981,12.5262153156253,2.80483442148844,1.28239434106406,3.96838326191865,69.6356935090578,1.23360471510921,7.39922693243159e-18,3.28669152405711,11.6802355477839,0.0691673333938681,0.719167461460479,1.10805609387303,0.142977409944513,8,0.14449480981765,0.0262541652813666,0.0529088205573873,0.0403172771717255,51.6478240868905,51.5992937320572
"10",4,0.670156049587883,0.0521583472924074,0.001,0.001,10.6271047037067,5.99020710872291,12.5318711821166,3.64993042136615,19.8579762919372,13.0464695964103,8.94466570412493,49.060379140635,8.92354232295767,2.47566708780539,13.6790130767289,15.6576640773652,175.555510774547,0.0210087396682807,0.888995623013727,0.000783127440724538,0.00391613480760589,0.166559268098913,0.11568073881765,0.0187099044832461,0.0239321672005005,0.0185502479311447,0.232299526039091,2.09069573435182,0.232299526039091,0.139379715623455,0.000336621856117947,0.0059114749084691,281.092760376826,5.58985650157304e-14,749.596176346752,2661.98512597354,15.7539658970678,163.884080781841,252.153689878815,33.3017879620032,1822.82445487904,32.8781098761717,5.98016587148359,12.041708123688,9.16707336576161,11776.0041039883,11764.9587584053,5.90540462539513,4.96935796317325e-14,0.587029335159332,10.4246926091541,2.62396902947084,18.9582315452947,4.71777145273068,0.796983957582275,33.8138455729598,7.63756934129584,12.5027072782271,2.7972830898338,1.2777040788192,3.96406035913712,69.5482584994869,1.23365806125518,2.45327255144554e-16,3.28982277735129,11.6829028438734,0.0691409020979509,0.719253377770667,1.10665045865011,0.146154668368054,8,0.144295232766573,0.0262457127145814,0.0528485695546019,0.0402323914021437,51.6824494973973,51.6339737572197
