"","convergence","mu","x_C","x_P","x_N","x_Ace","C","P","N","Ace","ADP","ATP","AA","Nuc","DNA","tRNA","mRNA","TC","P","tau tC","tau tP","tau tN","tau tAce","tau Res","tau Fer","tau NTS","tau AAS","tau DNAp","tau tRNAp","tau mRNAp","tau tRNAc","tau r","v tC","v tP","v tN","v tAce","v Res","v Fer","v NTS","v AAS","v DNAp","v tRNAp","v mRNAp","v tRNAc","v r","p tC","p tP","p tN","p tAce","p Res","p Fer","p NTS","p AAS","p DNAp","p tRNAp","p mRNAp","p tRNAc","p r","f tC","f tP","f tN","f tAce","f Res","f Fer","f NTS","f AAS","f DNAp","f tRNAp","f mRNAp","f tRNAc","f r"
"11",4,0.703333402934781,0.807527914449229,1,1,1,24.2724864850458,17.5953463183083,15.4629261638,1.44273993128996,18.3014143925097,28.8959047938856,17.409019736109,7.19934300647643,10.2023556719492,11.5916091744331,16.8822680238196,22.9727203195762,147.771866448679,0.12773544884489,0.0740740740740741,0.0555555555555556,0.036384408839964,0.305826848963267,0.157757824371687,0.147942685742992,0.109755678016148,0.1677703205121,0.0935103387289505,0.0682047066048618,0.128274257003119,0.409356410240048,141.711846757817,57.2521556311974,55.7523533074403,15.5829983709592,2.00606647422399e-15,82.9886277819161,136.424913620427,46.4645766352432,7.17565753270302,98.6693632915912,11.8738630184501,147.868869394813,129.916112109216,18.1016263522481,4.24090041712573,3.09735296152446,0.566978183681472,6.13508988622772e-16,13.0921053664668,20.1830681232616,5.0997511123344,1.20386236414665,9.22660558356657,0.809853343439705,18.9677693555108,53.1819932853724,0.592605935603981,0.239415179671977,0.233143355688129,0.0651644695938462,8.38890274200529e-18,0.347039111664672,0.570497212656398,0.194304036954851,0.0300069284469095,0.412612295207684,0.0496537294818223,0.618353170177581,0.543278920767201
"12",4,0.691286064143633,0.672939928707691,1,1,1,23.6693096977773,17.536872552954,15.4054628305349,1.43248509441433,18.5481810287695,28.780657565349,17.2277886007979,7.12577702997882,10.1070239632078,11.5060360718069,16.7552562228706,22.8163542263402,149.088795773738,0.145996102286075,0.0740740740740741,0.0555555555555556,0.0365105036388191,0.307734227703743,0.158474659576221,0.148690837863592,0.1102806185921,0.169266827196005,0.094232209972812,0.0684090323885159,0.129118017109508,0.410792579975163,139.188029058674,56.3456366683678,54.8722228302792,15.3686262932466,2.16037452669054e-15,81.7944163805436,134.460319056074,45.755678072893,6.98684481573128,97.5188168496897,11.5826751280263,146.353900449298,128.828758547927,20.3209097274473,4.17375086432354,3.0484568239044,0.561116286203232,6.64821186521955e-16,12.9623422911423,19.9930174998535,5.04596448197961,1.18264105406969,9.18941362568016,0.79235959797881,18.8969254222556,52.9218980989002,0.592195586297636,0.239730654768247,0.233461802643484,0.0653880417724851,9.19162565996731e-18,0.348006166133224,0.572080860801704,0.194674145370651,0.0297265410682581,0.414907900556659,0.0492801653613841,0.622683821803255,0.548120572697568
"13",4,0.67661130174051,0.560783273923076,1,1,1,22.9643164784984,17.464183850343,15.3342540002075,1.41990249835467,18.8515491238091,28.6292064604676,17.0074081566337,7.03632992947717,9.99022945981957,11.4007074239841,16.5986948885475,22.6224680161264,150.680749686787,0.169361971478986,0.0740740740740741,0.0555555555555556,0.0366678978389875,0.31012483638779,0.159375992266964,0.149619575027902,0.110934747453113,0.171143420976552,0.0951370751851041,0.0686639971038911,0.130179548197195,0.412619101595233,136.125817941305,55.232722542374,53.7915879338578,15.1022858439939,1.40067945970296e-15,80.3150396087512,132.038272415437,44.8854996479762,6.75950215949491,96.0832181056055,11.2308645557337,144.447725555432,127.440372741016,23.0545368957289,4.09131278091659,2.98842155188099,0.553769074462756,4.34385488272119e-16,12.8002891316053,19.755510206216,4.97936156775504,1.15684432367435,9.14107634493974,0.77115605132909,18.8041396509186,52.5843321073597,0.591728296199952,0.240092330013223,0.233827830454,0.0656484567464227,6.08864418775927e-18,0.349123202825564,0.573960055125328,0.195113760434723,0.0293830278229987,0.417666242913253,0.0488196908486691,0.627902978476346,0.553973344436717
"14",4,0.658663542973348,0.467319394935897,1,1,1,22.1424700865469,17.3731057285696,15.2453562987671,1.40436951516132,19.2270511853893,28.4279569441603,16.7383617947608,6.92713939516362,9.84639003245118,11.2702799798896,16.4045071316152,22.380346644883,152.612665295632,0.199733449303973,0.0740740740740741,0.0555555555555556,0.0368663862074998,0.313155049798175,0.160522671793118,0.150783499059011,0.111758134344345,0.173522924863169,0.0962838451200169,0.0689851626509909,0.131530390343839,0.414971369465485,132.396916278242,53.8597302897176,52.4582593117244,14.7693012470165,1.28257689055772e-15,78.4715412375822,129.035665658442,43.812058313204,6.48545814427176,94.2789359835959,10.8050507880412,142.029518992884,125.650498532783,26.4440927654626,3.98960965109019,2.91434773954024,0.544490763787419,4.01645430032591e-16,12.5964614591805,19.4564491713885,4.89635389886931,1.12537566627169,9.07753847032454,0.74538818606524,18.6811980734817,52.14135945017,0.591201227227727,0.240503627580851,0.234245541022608,0.0659503957341573,5.72718045878125e-18,0.350404471540806,0.576191999314369,0.195637053869929,0.0289599706836799,0.420990338914609,0.0482485503871035,0.634214363079963,0.561075975351587
"15",4,0.636594804907855,0.389432829113247,1,1,1,21.1864125177812,17.2578710197165,15.1333578549883,1.38505114852575,19.6960136130653,28.1571727004247,16.4081242411966,6.79312092616694,9.66801575975989,11.1074988351465,16.1617051431878,22.0752378566053,154.970418067794,0.240026819585418,0.0740740740740741,0.0555555555555556,0.0371199411208177,0.317053270200879,0.16200399213544,0.152260851114562,0.112808518166252,0.17658451156029,0.0977583166901415,0.0693947215880454,0.133275177240045,0.418049494863341,127.833682797201,52.1554166256017,50.8029625819773,14.3498285370446,1.51039663735911e-15,76.1577245136386,125.287363202496,42.479502494086,6.15460860643042,91.9910952525014,10.2884575326059,138.931127972245,123.316703820445,30.6835123177032,3.86336419448901,2.82238681010985,0.532664790388925,4.78876193175118e-16,12.3378554031605,19.0763605551113,4.79204972879746,1.08680855461127,8.99289462236701,0.713964646045616,18.5160707046604,51.5524857403493,0.590613396611348,0.2409669117786,0.234718343647046,0.0662986529653508,6.97828982707332e-18,0.35186166406978,0.578848966206317,0.196262539773608,0.028435340469882,0.425014534794171,0.0475344268917288,0.641885484257756,0.569744184072772
"16",4,0.60926278893147,0.324527357594373,1,1,1,20.0753556618471,17.110171886604,14.9905185742443,1.36077457829766,20.2887183617205,27.7875452937216,15.9996886067855,6.6273669099615,9.4447414484832,10.9021951382321,15.8548621778976,21.6861725677428,157.871888842344,0.294959013410571,0.0740740740740741,0.0555555555555556,0.0374495904174282,0.322169805108071,0.163957460895408,0.154169140686574,0.114173111616422,0.18060196271277,0.0996913215267114,0.0699256171557287,0.135574045728546,0.422162363583376,122.211288488193,50.0229777948573,48.7315519062012,13.816469923379,1.66400591344757e-15,73.2276961902984,120.566407704304,40.8116779611869,5.75432951563953,89.0578518227693,9.65977754862998,134.912476312315,120.231834112457,36.0473210801121,3.70540576258202,2.7073084392334,0.517421139645259,5.3609246083408e-16,12.0062271345817,18.5876194714398,4.65959626311607,1.03924320462052,8.87829494054191,0.675465906675004,18.2906302329172,50.7573552668793,0.58996704323949,0.241482670453292,0.235248396005176,0.0666981095571277,8.03288027508628e-18,0.353501938642957,0.582026488282931,0.197015719859052,0.0277786513190682,0.429920984935984,0.0466319475820518,0.651281201030654,0.58041135603803
"17",4,0.575076977254558,0.270439464661977,1,1,1,18.7829267395099,16.9175546512888,14.8053369536577,1.32983441636579,21.04997237429,27.2741859499195,15.4889512781765,6.42008062868881,9.16161216466215,10.639491076298,15.4613791619907,21.182031639069,161.486645753397,0.372695216797814,0.0740740740740741,0.0555555555555556,0.0378885870384168,0.329074629546607,0.166607612235194,0.156695528368003,0.115991511859053,0.186019655121739,0.102294674719172,0.0706293807942385,0.138687058406255,0.427814919651596,115.217613224309,47.3267733531667,46.1120855843094,13.1302982923158,3.82309915851713e-16,69.4752772436427,114.550516541116,38.7012306458861,5.2686322304325,85.2433089022312,8.89148319266424,129.618841497003,116.084065133552,42.9410533395607,3.50568691504939,2.56178253246164,0.497488449688783,1.25808493930897e-16,11.5751100509414,17.9495537142379,4.48901425342222,0.980069150468331,8.71993655613968,0.627999952240254,17.9764558412459,49.662494997941,0.589269517674799,0.242048278266548,0.235835873273515,0.0671536610168793,1.95528768051845e-18,0.355324693560364,0.585857715175625,0.197933760975625,0.0269459181313593,0.435968790848234,0.0454746445940904,0.662923229123009,0.593700903505137
"18",4,0.531722884417474,0.225366220551648,1,1,1,17.2726297029547,16.6601815488923,14.5596798313503,1.28959109157949,22.0497344046135,26.5454313490469,14.839676756075,6.15653775662878,8.79577707444033,10.2962959982666,14.9461670530852,20.5138555462289,166.07444175185,0.488714669374126,0.0740740740740741,0.0555555555555556,0.0384937497899293,0.338772773109125,0.17035141931596,0.160162816133382,0.118505547954345,0.193619443838618,0.105939900388445,0.0715925312566141,0.143071535676086,0.435898940066037,106.399162301858,43.8686894584947,42.7518046265194,12.2338757567071,3.00532038185863e-16,64.5979042582039,106.761583614015,35.9899126088773,4.6769159567145,80.1877182254675,7.94721905645189,122.501628097132,110.381976495394,51.9988314260364,3.24953255248109,2.37510025702885,0.470927752339763,1.01812071984362e-16,11.0043446752215,17.0992358864802,4.26500431454398,0.905541866419022,8.49507888118275,0.568961528702191,17.5264960546775,48.1153865567366,0.588537228363532,0.242655640770888,0.236477694542823,0.0676705640742668,1.66236546380462e-18,0.357317395247503,0.590541928682054,0.199074907711981,0.0258699325718833,0.443551024389865,0.0439593148620153,0.677606544173398,0.610567800558271
"19",4,0.479937117109548,0.18780518379304,1,1,1,17.2022394482989,19.2510328091347,17.7565235663202,-1.25714460155224e-09,22.553144879002,25.2317137069366,13.8460147649769,5.76430285557112,8.22238177585612,9.73225606062947,14.0846839899292,19.4109229174045,166.944783354675,0.676386707755626,0.0740740740740741,0.0555555555555556,-0.199999997234282,0.312188898541533,0.16124949683188,0.156464223383764,0.11404908443645,0.206926744659022,0.112319932740805,0.0732689664124621,0.151016458914391,0.45106791615129,85.4760070608554,39.2099416378328,38.4926711803428,6.0335122018194e-10,45.8674545424457,4.32161563800262e-15,94.9793404051225,31.9402145738315,3.94622620527848,72.008914635157,6.75976262952564,110.504883533445,100.153747549651,57.8148350079886,2.90444012132095,2.13848173224127,-1.20670242367689e-10,14.3193101125099,6.96858347128705e-16,14.8608687339896,3.64275222884924,0.816579742346399,8.08803644855918,0.49528082105893,16.6880562039681,45.1761422019635,0.523818666664696,0.240288474566989,0.235892859146946,3.69748941900397e-12,0.281087403446698,2.64839575358748e-17,0.582057505520611,0.19573774192724,0.0241834758113415,0.441288906082207,0.0414255411468506,0.677201974481745,0.613767585862776
"20",4,0.40910819776039,0.156504319827533,1,1,1,14.8476589861845,18.7469136532989,17.2717481115432,-5.39477256277813e-13,24.0833545733863,24.2974259714428,12.7231740772955,5.31491144665668,7.57407104465819,9.09313048346396,13.1157690760534,18.1378703840873,174.793975128503,1.02337690583438,0.0740740740740741,0.0555555555555556,-0.199999999998813,0.330460488741266,0.168706871572111,0.162944090094448,0.118556592670963,0.225155457653834,0.120999435416378,0.0753492352528258,0.161184859612297,0.469244273517113,72.668964311882,33.5156632221066,32.9121609059207,2.20826830442492e-13,39.585947869872,6.11311969780588e-16,81.9582798346728,27.4794820495704,3.09861455478927,63.1236948042728,5.36576864894565,97.6318951402962,89.3870601802456,74.3677398476824,2.48264172015604,1.82845338366226,-4.41653660882364e-14,13.0815916803642,1.03132529976268e-16,13.3546173333669,3.25787376015996,0.697669978176409,7.63793143271274,0.404306564241643,15.7367833118712,41.9443661161098,0.522434527457951,0.240952101680333,0.236613379498699,1.58757678611084e-15,0.284592826734289,4.39486764516184e-18,0.589217633719498,0.197556554648862,0.0222766795431123,0.453811306914113,0.038575791400157,0.701898994783182,0.642624908560674
"21",4,0.306657715238627,0.130420266522944,1,1,1,11.7858325870792,17.8891086186693,16.4549605339669,-4.70971373862536e-09,26.6070469440984,22.4743336846298,11.0318226222021,4.63715067186466,6.57194845073184,8.0811219983164,11.5820572599594,16.0666070641143,186.818010161272,1.85800519806482,0.0740740740740741,0.0555555555555556,-0.19999998963863,0.366826492511126,0.183597893951322,0.175445924101295,0.127351869635731,0.262027498887897,0.138432582915543,0.0791133002753174,0.181765389291892,0.506702134392154,54.3484541689188,25.1774808851143,24.7376883101456,1.44427006658522e-09,30.1023680887264,6.03519711567556e-17,62.5179799209673,20.8890745769571,2.01533869656746,49.2770979849497,3.5517272171021,77.0858679950953,71.611480201853,100.979710352639,1.86499858408254,1.37431601723031,-2.88853998352428e-10,11.0423461022663,1.10804948001912e-17,10.9685247601803,2.66026270233569,0.528074158073567,6.82155595263887,0.280988861822616,14.0115428050319,36.2856898652604,0.521259980333709,0.241479052011979,0.237260969409913,1.38520993470191e-11,0.288714003698401,5.78840148801547e-19,0.59961449653785,0.200348634927709,0.0193292601492113,0.472620233994195,0.0340648742939982,0.739336171554071,0.68683091971056
"22",4,0.138068943878142,0.108683555435787,1,1,1,6.99514625205937,15.8574981531067,14.5549713261423,-8.57818790579172e-17,32.251193595487,17.6383525022983,7.75391145335507,3.31686821050386,4.56932877275901,5.96668610330892,8.40125173859267,11.5995687008301,211.095222633622,6.38381112226587,0.0740740740740741,0.0555555555555556,-0.2,0.49709535626368,0.236862027767443,0.21808073780045,0.157824809304889,0.399750250159478,0.202413503373316,0.089088211888773,0.258137804690776,0.646827705138334,24.4822938995928,11.3204927226569,11.140654219285,1.18438134454091e-17,13.7763938805622,0,29.0861312278247,9.68099533243363,0.630882397886842,23.9287272615463,1.15995195480189,38.2116071695045,36.4321180584317,156.290340094802,0.838555016493104,0.618925234404722,-2.36876268908182e-18,6.84818142408683,0,6.34312495792473,1.52790124222286,0.252195396376476,4.84349751627415,0.103338045530187,9.86386038844221,23.5653033170642,0.521527468386089,0.241151745614352,0.237320784358574,2.52299644287992e-19,0.293467918222267,0,0.619599472443442,0.206226794265616,0.0134392022728206,0.509735264252464,0.0247095639370373,0.813992464587107,0.776085377329492
"23",-1,-3.49494001550819e-14,0.0905696295298224,1,1,1,22.1766355663443,81.9836863858346,84.2988895714917,0.0999864535812759,3.13503974860164,12.3745315014164,36.3640848787098,2.10935039250794,21.9712019174052,15.3828812283187,28.9995810513509,31.4871997591704,2.90283163749913e-10,-5.78222050225183,0.0740740740740741,0.0555555555555556,-1624.02547268886,0.423261890188908,0.252706963339684,0.137290057592269,0.0970027510384801,0.245220257264884,0.117489986054384,0.0306115381719687,0.111775607319521,0.427019597239245,-3.88277613104294e-12,-4.04935050874007e-12,-4.13026547131592e-12,-1.66208045649699e-13,-4.05290374797268e-13,-8.48512561129995e-13,-3.60961516586704e-12,-1.68383260143331e-12,-7.67880327699495e-13,-1.3935348281524e-12,-1.01351796249339e-12,-1.22273193795295e-12,-1.26815280602236e-23,2.24510677505705e-11,-2.99951889536301e-13,-2.29459192850884e-13,2.69926099900944e-10,-1.71543970112063e-13,-2.14425032678739e-13,-4.95564274007812e-13,-1.63336394627312e-13,-1.88299811507113e-13,-1.63726387525924e-13,-3.10253437968424e-14,-1.36671604953665e-13,-5.41526100465486e-24,0.326756103009241,0.34077421599864,0.347583637132926,0.0139872842142691,0.0341073239832497,0.0714068100945996,0.303768166166448,0.141703399937321,0.0646211821100152,0.117273310251967,0.0852928854451497,0.102899345619271,1.06721751378644e-12
