"","convergence","mu","x_C","x_P","x_N","x_Ace","C","P","N","Ace","ADP","ATP","AA","Nuc","DNA","tRNA","mRNA","TC","P","tau tC","tau tP","tau tN","tau tAce","tau Res","tau Fer","tau NTS","tau AAS","tau DNAp","tau tRNAp","tau mRNAp","tau tRNAc","tau r","v tC","v tP","v tN","v tAce","v Res","v Fer","v NTS","v AAS","v DNAp","v tRNAp","v mRNAp","v tRNAc","v r","p tC","p tP","p tN","p tAce","p Res","p Fer","p NTS","p AAS","p DNAp","p tRNAp","p mRNAp","p tRNAc","p r","f tC","f tP","f tN","f tAce","f Res","f Fer","f NTS","f AAS","f DNAp","f tRNAp","f mRNAp","f tRNAc","f r"
"1",4,0.752268997627843,5,1,1,1,26.991727096853,17.8213514412054,15.6868062845756,1.48370581556202,17.3169839808142,29.2745616014143,18.148425256619,7.49965778909456,10.5842393499907,11.9304606371651,17.3832862049855,23.5803077472054,142.298486564652,0.0612244897959184,0.0740740740740741,0.0555555555555556,0.0358993333355792,0.298546830956068,0.155044118073988,0.145019952653867,0.10772441226762,0.162069708668726,0.0907585635656102,0.0674192949662359,0.125088868806866,0.404091134856421,152.07316485197,60.8562940369184,59.2505418915491,16.40854175989,5.22598691602332e-15,87.6234382326874,144.152918328278,49.284581814724,7.96219512647069,103.056764032524,13.0769072889024,153.518129784655,133.808424814937,9.31060192971246,4.50787363236432,3.29169677175273,0.589055710189064,1.56020183239664e-15,13.5854987033976,20.9050493908837,5.30915260984658,1.29043064451065,9.35328386931188,0.881635869756629,19.2034091961081,54.0707982368181,0.594566592111207,0.2379323096831,0.231654235693012,0.0641531381633889,2.04322520288331e-17,0.342584893986974,0.563600484521772,0.192689919235457,0.0311301157352668,0.402925190939975,0.0511273123676044,0.600216029844571,0.523156200605338
"2",4,0.750425874712936,4.16666666666667,1,1,1,26.8803168333026,17.8131866007768,15.6786611099782,1.48218295279127,17.3536284817731,29.2630403370585,18.1204766437936,7.48829881455054,10.5700203694985,11.9179664623922,17.3648750553557,23.5582725535079,142.509074847026,0.0635245901639344,0.0740740740740741,0.0555555555555556,0.0359168509172913,0.298808307197157,0.155140881599731,0.145127013065656,0.107798211248793,0.162274028354417,0.0908572376161136,0.0674476100509418,0.12520208522435,0.404273172611697,151.679229135383,60.7231405104028,59.1213373518732,16.3789087984545,2.13840161857587e-15,87.4558861864373,143.870037545631,49.1803412316007,7.93201678151444,102.900552268836,13.0310515526961,153.321162864033,133.678121433264,9.63536086720669,4.49801040817799,3.28451874177073,0.588278825502,6.38972167754316e-16,13.5679832840496,20.8794288186412,5.3015528133718,1.28716031611119,9.34925992831899,0.878913283679968,19.196129299599,54.0424782605973,0.59448293941171,0.237994821484187,0.231716805334779,0.0641945631077192,8.38112961873691e-18,0.342769623667879,0.563876038274566,0.192754630830417,0.0310882952044073,0.403302569037096,0.0510731619275167,0.600918241034028,0.523930422231715
"3",4,0.748210073328528,3.47222222222222,1,1,1,26.7474162089293,17.8033333018891,15.6688380211727,1.480349814236,17.3977194125145,29.2488931850807,18.0868872730968,7.47464830490458,10.5529084281791,11.9029167306764,17.3426910076671,23.5316892229474,142.761710123252,0.0663097199341021,0.0740740740740741,0.0555555555555556,0.0359379888873869,0.299123912683244,0.155257754889097,0.145256007055358,0.107887196065472,0.162520694425511,0.0909763585990526,0.0674817798757717,0.12533887623084,0.404493695816935,151.206065912648,60.5627653683192,58.965714497815,16.3431200730257,3.56805284086766e-15,87.2536635804353,143.529031967022,49.0547965078634,7.89579238887711,102.711753114564,12.9759761105606,153.082628020942,133.51968699978,10.0264318830051,4.48613076802365,3.27587302765639,0.587338867569627,1.0672899264209e-15,13.5468079133469,20.8484540800503,5.2923844487957,1.28322966207997,9.34434128368795,0.875641963566122,19.1872045666085,54.0078716588616,0.594383501539979,0.238069209229751,0.231791281933526,0.0642439896604753,1.40258377098427e-17,0.342989798511729,0.564205464101462,0.192831957763647,0.0310379659652326,0.403754777277343,0.0510079147284326,0.601760173567339,0.524859228394308
"4",4,0.745545192130552,2.89351851851852,1,1,1,26.589054746971,17.791429608733,15.656980020146,1.47814217923257,17.4508017283234,29.2314532670144,18.0465053065007,7.45823850780484,10.5323025768432,11.8847750090614,17.3159390589876,23.4995855381774,143.064793531507,0.0696884322174345,0.0740740740740741,0.0555555555555556,0.0359635198251104,0.299505309442992,0.155399103952546,0.145411562986998,0.107994599532951,0.162818858706096,0.091120343476603,0.0675230625860172,0.125504380842632,0.404761337926872,150.637611950228,60.369463198613,58.7781345699969,16.2998435897811,5.50651276830716e-15,87.0093269239664,143.117593485364,48.9034850161173,7.85230754822966,102.483257614688,12.9098151126538,152.793256242427,133.326586225707,10.4976990097896,4.47181208878615,3.26545192055538,0.58619974808729,1.64922981062362e-15,13.5211714394985,20.8109529596447,5.28131228008129,1.27850375321202,9.33830963445152,0.871710253825635,19.1762230216355,53.9654474219395,0.594265518080127,0.238157587998651,0.231879795091042,0.0643028979954009,2.17231979497531e-17,0.343251874965719,0.564599038300358,0.192924293493374,0.030977360520127,0.404296545812571,0.050929232526434,0.602769536801055,0.525973505630541
"5",4,0.74233866149911,2.41126543209877,1,1,1,26.4005895935495,17.7770236283771,15.6426435049552,1.47548092688096,17.5147596089852,29.2098577057188,17.9979355518006,7.4385041939365,10.5074705604167,11.8628868437059,17.2836448483481,23.4607656320188,143.428436631063,0.0737964879481872,0.0740740740740741,0.0555555555555556,0.0359944057166153,0.299966950178312,0.155570351636306,0.145599366596124,0.108124408421778,0.163179825340576,0.091294647900068,0.0675730118953232,0.125704965407682,0.405086901321894,149.954478560321,60.1362685317226,58.5518356477713,16.2474384018994,2.31487587319836e-15,86.7137246911385,142.620657356492,48.7209633279139,7.80010163156101,102.206282959851,12.8303177825487,152.441518039258,133.090592087017,11.0661138698534,4.45453840975723,3.25287975820952,0.584816889693683,6.94386255724669e-16,13.4900846418942,20.7654773746282,5.26792533756984,1.27281922187687,9.33088661599432,0.86698321614094,19.1626557518194,53.9132555436258,0.594125844274748,0.238262382397405,0.231984793799105,0.0643730227366794,9.17163392357084e-18,0.343563362608117,0.565068941431181,0.193034471187413,0.0309043251776961,0.404945519044824,0.0508342495539649,0.603979597522762,0.527310428790674
"6",4,0.738478088827638,2.00938786008231,1,1,1,26.176649974972,17.7595764702893,15.6252981187926,1.47227159951199,17.5918859665616,29.1829801306797,17.9394925811638,7.41476094494194,10.4775220692636,11.8364459966845,17.2446182049374,23.4137565605917,143.864743278785,0.0788050433072456,0.0740740740740741,0.0555555555555556,0.0360318117840693,0.300526582033577,0.155778181733618,0.145826369944183,0.108281503863025,0.163617604632171,0.091506030398561,0.0676335420233458,0.125948561657221,0.405483950474576,149.133216575528,59.8546596841089,58.2785418860693,16.1838665432869,1.20565377890133e-15,86.3555343016485,142.019678639117,48.5005621797658,7.7374204733592,101.869879115567,12.7347726945445,152.012918829569,132.801200832745,11.7524495907833,4.43367849511918,3.2376967714483,0.58313403322621,3.62331009289082e-16,13.4523081161459,20.7102141965818,5.2517138110272,1.26597820388295,9.32170825504678,0.861297784194231,19.1458084799001,53.848755541429,0.593960896350248,0.238386377851024,0.232109088581916,0.0644563572032607,4.80182226098253e-18,0.343932838950303,0.565629425562232,0.193165802007598,0.0308162413801871,0.405722655890882,0.0507194653086395,0.605430041664133,0.528914497348474
"7",4,0.733826606717843,1.67448988340192,1,1,1,25.911001595806,17.7383955895775,15.6042672683411,1.46839559768947,17.6850053412509,29.1493378091914,17.8691228263011,7.38617509867321,10.4413625868029,11.8044658981006,17.197385338773,23.3567261274589,144.388360745129,0.0849319488043736,0.0740740740740741,0.0555555555555556,0.0360772221404007,0.301206610092768,0.156031053323656,0.146101234717465,0.108472003188398,0.164149772437851,0.0917629677370167,0.0677070479526982,0.126245121849561,0.405969746048068,148.145412394941,59.5141555842184,57.948075439945,16.1065957972022,3.03080781541301e-15,85.9207177798703,141.291791871277,48.2340939392877,7.6621496765842,101.460392270711,12.619898927571,151.48923388355,132.445026018938,12.58227858113,4.40845596920136,3.21933752444139,0.581081234501308,9.12899347923219e-16,13.4063000975177,20.6429052478367,5.23204879157192,1.25774012579605,9.3103067025223,0.854456101847255,19.1247767905255,53.7686735782378,0.593766697981186,0.238532689423912,0.232255841420275,0.0645552234633285,1.21474753735594e-17,0.34437017022384,0.566297392237829,0.193322211099553,0.030709889961185,0.406653173530961,0.0505805451140383,0.607168731914148,0.530839561562975
"8",4,0.728216992251022,1.39540823616827,1,1,1,25.5964911365902,17.7126225334397,15.5787148351156,1.46370795463482,17.7976008505793,29.1069603473534,17.7843247490284,7.35173253549742,10.397646931746,11.7657223583738,17.1401215879211,23.2873900137461,145.016963152785,0.0924576581068268,0.0740740740740741,0.0555555555555556,0.0361324863767413,0.302035190052623,0.156339636878678,0.146434743145396,0.108703550533713,0.164798475051622,0.0920761375561168,0.0677965351194252,0.126607256813738,0.406566390691795,146.956533705327,59.1018215014809,57.5478736556661,16.0124522349482,4.65036828036103e-15,85.3917461960314,140.408618881447,47.9114519970457,7.57174317512413,100.960629473772,12.4817277895727,150.847296596941,132.004770915623,13.5872569498915,4.3779127038134,3.19710409198145,0.578569712237488,1.40457486737353e-15,13.3501145927238,20.5607000413046,5.20814494330443,1.24781172874298,9.29606480717917,0.846217896436871,19.0983624199071,53.6687032652619,0.593538881586991,0.238704793514543,0.232428594401825,0.0646722724833281,1.87822502239181e-17,0.344886479396564,0.567092680500858,0.193508304234754,0.0305813145051353,0.407767232876759,0.050412122317415,0.609253181570682,0.533150599826414
"9",4,0.7214440283318,1.16284019680689,1,1,1,25.2249510081687,17.6811740509279,15.5475897865827,1.45802929905126,17.9340027762301,29.0532058829362,17.6820356583192,7.31019181729014,10.3447114570287,11.7186901764876,17.070551088988,23.2028773897116,145.771990135702,0.101748136893239,0.0740740740740741,0.0555555555555556,0.036199945034595,0.303048185319642,0.156717576591201,0.146840464679504,0.108985813594503,0.16559194409358,0.0924591445496324,0.0679058098289484,0.12705111197925,0.407302523531523,145.524452963844,58.6016063462821,57.0623447198275,15.8974340166345,2.99044830483951e-16,84.7466027378394,139.334745360263,47.5200978375424,7.46313030548892,100.34879914272,12.3154471434833,150.057445096719,131.457914726805,14.8068419614789,4.34085972935423,3.17013026221264,0.575486237593271,9.06249932073813e-17,13.2812822054114,20.4599787547013,5.17901652491495,1.23583425630963,9.27816412531879,0.83629041168384,19.0649652603033,53.5431404064194,0.59327276981165,0.238906497185794,0.232631249349484,0.064810514795682,1.2191432523244e-18,0.345494181317399,0.568038625999316,0.193729503816131,0.0304256219324374,0.409101074095541,0.0502075032029058,0.611752831020837,0.535926434322432
"10",4,0.713254433059467,0.969033497339075,1,1,1,24.7871052937723,17.6426735077083,15.5095620674559,1.45113444100901,18.0996437536857,28.9844889297609,17.5584900956935,7.26002688883995,10.2804821107383,11.6614596721384,16.9858105784506,23.099542903528,146.679579317315,0.113288699651287,0.0740740740740741,0.0555555555555556,0.0362826135817918,0.304291860730876,0.157182549450511,0.147335676329954,0.109331166163698,0.166566626897562,0.0929295444589934,0.0680397570162767,0.127597598468355,0.408215799549198,143.79749063389,57.9934612960674,56.4720101050975,15.7564551085993,3.77867134413383e-15,83.957415908071,138.02564946149,47.0443736128423,7.33259943947264,99.5970340190843,12.1152046941883,149.08132676487,130.774825234216,16.2906307270314,4.29581194785684,3.13733389472764,0.571685372124156,1.14981893439692e-15,13.1966406777075,20.3361024142898,5.14341622853275,1.22136635502391,9.25550700086037,0.824315583595023,19.0224192716735,53.3843498438921,0.59296343125114,0.239141876875992,0.23286801969878,0.0649733291197479,1.55817317528342e-17,0.346206857966519,0.569162663023993,0.193992211376999,0.0302367120904068,0.410698397962686,0.0499582664072075,0.614751861553946,0.539263159254834
