"","convergence","mu","x_C","x_W","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau FERM","tau RESP","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.893640265145992,1,0.001,21.5402171727477,22.681597452414,10.1846276499653,20.4563419367058,44.9769842177119,8.57154395698511,125.588689517874,0.0377358159373127,0.00799110361558699,0.0973185904526945,0.182649817660222,0.0343973727674183,0.340448241542859,0.157129957635166,0.609958402374169,327.72975286019,135.944297050474,4.86010344078819e-16,146.906719002775,56.9545142697421,40.1932441017832,7.65987681443071,112.23110980009,12.3671496311131,1.08634496367848,4.72978416311797e-17,26.8324854389184,1.95908565812357,13.683719276355,1.20359611934209,68.456308430343,1.44384118294962,0.598914114314014,2.1411597329702e-18,0.647209992675584,0.250917936317568,0.177074741014614,0.0337462360511225,0.494443659519187
"2",4,0.891248651284548,0.769230769230769,0.001,21.4734641777349,22.6534654339954,10.1554615783947,20.4259412732522,44.9368817171419,8.55152352108393,125.803263528987,0.0387701129959055,0.00799651605765996,0.0974268284703522,0.182773518251831,0.0344316401798734,0.340977770827464,0.157374355766522,0.610409137040288,326.832751343832,135.544635372824,2.11383980497889e-15,146.624790275914,56.7225104628465,40.049935223336,7.62153380459415,112.121988947404,12.6713427003631,1.08388485328845,2.05944708093481e-16,26.7991287816658,1.95304907035584,13.6561376342374,1.19943397245077,68.4402865166259,1.44375322607482,0.598755797244988,9.33769037923939e-18,0.647701349124264,0.250566404789845,0.176916857154102,0.0336674154373383,0.495288439090501
"3",4,0.888164376487528,0.591715976331361,0.001,21.3877746322942,22.6171273646166,10.1179472395318,20.3871043428564,44.8848381538465,8.52572615166968,126.079483462753,0.0401150105366257,0.00800351342740314,0.0975667618718755,0.182933442139286,0.0344759328168809,0.341664162333325,0.15769115184615,0.610993495517186,325.676449135086,135.030102793766,3.72327908430217e-15,146.259794440057,56.4237608455883,39.8651142926547,7.57224625160112,111.979305817565,13.0645141885848,1.08071524081353,3.63268283800645e-16,26.7558076435041,1.94526178818826,13.6204808811221,1.19407623347767,68.4186274870622,1.44364126570475,0.598554267657772,1.65043537661653e-17,0.648332648332148,0.250112250177354,0.176711961235616,0.0335658509908255,0.496375919144696
"4",4,0.884196069381399,0.455166135639508,0.001,21.2781714881546,22.5702768560897,10.0698418575866,20.3377354696396,44.8173404247512,8.49257022830775,126.434064975098,0.041863891374779,0.00801254571596427,0.0977473895803274,0.183139873806088,0.0345330912278516,0.342553152081935,0.158101454807047,0.611750483023595,324.189514584865,134.369520708756,3.09879785536372e-15,145.787860660934,56.0401280482787,39.6273162436931,7.5090972148152,111.792503286894,13.5718346234231,1.07664192751111,3.0289940119892e-16,26.6995704039031,1.93523885431169,13.5744620878248,1.18719919394983,68.3891178841743,1.44349959900512,0.598299267975938,1.37978350945231e-17,0.649141039226253,0.249526584687581,0.17644622214469,0.0334353158594793,0.497771909350779
"5",4,0.879105496120167,0.350127796645776,0.001,21.1386196253356,22.5100186455004,10.0083954835378,20.2753701618555,44.729876768897,8.45009594295371,126.887624567814,0.0441382796053387,0.00802418160053602,0.0979800840023202,0.183405810288366,0.0346067016623497,0.343703333112997,0.158632307590614,0.612730075756292,322.283339253575,133.524416524757,1.91489918250331e-16,145.178687238648,55.5492417714308,39.3222805083151,7.42852578619333,111.547608147197,14.2250321401165,1.07142416630026,1.87621982757648e-17,26.6266147696055,1.92237603755364,13.5151988763121,1.17840418746023,68.3485743904653,1.44332170587633,0.597979061160901,8.57573202844739e-19,0.650171836395502,0.248773103131451,0.176101877042901,0.0332680942635973,0.499557577038636
"6",4,0.8725999100865,0.269329074342904,0.001,20.9619536289495,22.4327552077497,9.93029377717454,20.1972016227361,44.6166822357288,8.39590998339038,127.465205209753,0.0470963561150308,0.00803913428890547,0.0982791078673226,0.183747551848369,0.0347012570085819,0.345189493250641,0.159318227654142,0.613996042559351,319.849329077353,132.448035108695,4.49833797208396e-16,144.394114619371,54.9239566609507,38.9325129072548,7.32627029660079,111.226126605187,15.0637379053807,1.06476754054047,4.42092642782113e-17,26.5320650626222,1.90593033601986,13.4390944014293,1.16720839896962,68.2924015647904,1.44310045476783,0.59758080546806,2.02956610599731e-18,0.651479285806532,0.247806637780684,0.175656229274523,0.0330547637141353,0.501831516573829
"7",4,0.864325615176035,0.207176211033003,0.001,20.7398948527334,22.3340766208312,9.83163391496743,20.1001741755201,44.4704439853032,8.3271446449181,128.196631358213,0.050944064356393,0.00805829026696137,0.0986621891203153,0.184185358994646,0.034822333967244,0.347106638576651,0.160203063958454,0.615629310905221,316.756710792465,131.084667690607,7.09882502178071e-16,143.386602137618,54.1320413043671,38.4369438547486,7.19736441787866,110.803632262183,16.1368742599307,1.05631830179908,7.00385616830955e-17,26.4097127897397,1.88500402062932,13.3417183785813,1.15303983216972,68.213963775363,1.44282853896824,0.597091373666564,3.2335186550405e-18,0.653126751923455,0.246571742303893,0.175080488131115,0.0327840340351106,0.504711147079578
"8",4,0.853864687216229,0.159366316179233,0.001,20.4632370443026,22.2086776065635,9.70795974664678,19.9811620915955,44.2819826229172,8.24044771782631,129.116532769128,0.0559495976126265,0.00808273789571049,0.0991510928049293,0.184744106062776,0.0349767706543878,0.34957478411645,0.161342208053746,0.617731872203147,312.851596216912,129.36961276943,3.05640179960613e-16,142.097798293926,53.1363325673134,37.8108212416317,7.03622731310345,110.248047867356,17.5039209208041,1.04566067168486,3.030455784819e-17,26.2517307193,1.8585373176222,13.2177096728091,1.13524045106419,68.1037330158437,1.44249928137907,0.596498709639966,1.4092488108901e-18,0.655185955268128,0.245001535777127,0.174338514263454,0.0324427075504973,0.50833280617767
"9",4,0.840737574334338,0.122589473984026,0.001,20.1222359415831,22.0503182514505,9.55438751454129,19.837269798011,44.0399445619472,8.13202867135029,130.263816530463,0.0624622901090162,0.00811379635488209,0.099772199877654,0.185453942717319,0.0351728438966776,0.352744558080541,0.162805180652558,0.620431177344467,307.958273292004,127.230202029388,2.30909343978045e-17,140.457499563475,51.8956708076243,37.0260361648302,6.83690205956833,109.517685133355,19.2357790078368,1.03231994945696,2.30383332209955e-18,26.0483970782626,1.82531832822994,13.0607327644372,1.11308307491186,67.9481863273281,1.44210772044876,0.595793886812911,1.08130281454966e-19,0.657734706556674,0.243017168298578,0.173385608511603,0.0320158609108279,0.512849671379777
"10",4,0.827406870401186,0.0942995953723274,0.001,22.2189703115253,21.8332369830535,9.39602734679916,19.244456767595,43.5915548320497,8.01479189114173,129.700962090705,0.0710807600069407,0.00793791575280814,0.0962549395622066,0.181434216642522,0.0345602336507544,0.356208686207452,0.164404009018824,0.626182210755674,233.51260585145,2.37486136102933e-16,55.0531813865703,137.362093238552,50.4737834162934,36.0679519595079,6.63149387556638,107.315467131493,16.5982534951222,1.88514494084501e-18,5.29914064707153,24.9221837831136,1.74438574810467,12.8477177816898,1.09024417892689,67.1990364566762,1.11111111208604,1.13001815824115e-18,0.261956742640354,0.653603036205448,0.240166827047207,0.171620294614369,0.0315542987840226,0.510633709018524
