"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","CI","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau GLY","tau RES","tau FER","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v GLY","v RES","v FER","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p GLY","p RES","p FER","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f GLY","f RES","f FER","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",-1,0.745879738620791,0.8,0.01,6.37543736439729,4.09265599863262,5.76510464269889,7.53128890560071,12.8685701107624,15.1120800168096,14.0075138086904,32.8354113401848,54.9759922021451,17.3189912773887,1.80729213552382,4.47074925673585,10.4874411026701,152.351470251361,0.0400948831544683,0.0200129875359946,0.00648503923183954,0.051575009178243,0.00399772325796611,0.202449650594553,0.113008835505709,0.0320442996210844,0.0330069145035692,0.115541742266511,0.0487365053439556,0.0649820071252742,0.0487365053439556,0.0300021834801786,0.0052887004167805,0.0388328494373457,0.00974730106879113,0.000192225283371665,0.00450032233990133,525.041659762726,271.442549814922,1987.52224195172,0,281.890470553275,15.2158415110258,159.701831032381,257.071774258934,136.062600155129,160.867802296118,46.0842553092919,41.7367326704099,13.012254399212,5.07877661513729,28.8188479832555,3.92420272013405,3.33464128705323,11371.8215544615,11363.5874809578,21.0514839994146,5.43237636618464,12.8891597132106,0,1.12692009032984,3.08044179740928,18.0477179530989,8.23768495847705,4.49100661045365,18.5869461518781,2.24598555515352,2.71213665977424,0.634171806064107,0.15237438786219,0.152414253340177,0.152387973392588,0.032503752581329,2.18595162075836,51.1398066019775,2.0703608045825,1.07036080924839,7.8372602848931,0,1.11155937927395,0.059999585342244,0.629741288603499,1.01369351458835,0.536526329087986,0.6343389832032,0.181720886574693,0.164577598416104,0.0513103312593506,0.0200267918625014,0.113639388776725,0.0154740397260536,0.0131492625198113,44.8417248141855,44.8092559562825
"2",4,0.737098648817999,0.727272727272727,0.01,6.07783790426825,4.05654557718495,5.71675002809212,7.59348777025989,12.7971111073174,15.1207086129349,13.9030059615545,33.3365251515808,54.7016872251243,17.2482656846058,1.79909926590597,4.44878027236718,10.4443844737924,152.755811229564,0.0416925823945188,0.0199362004553217,0.00657455916317498,0.0514257447058733,0.00399566730855992,0.202980225770594,0.114517755056739,0.0325554304127217,0.0330354066547234,0.115628527276413,0.0489172305692835,0.065222974092378,0.0489172305692835,0.0300272672370825,0.00528988421742961,0.0388958424772692,0.0097834461138567,0.000193084903118744,0.00451822148257562,520.041102416312,269.427561623192,1971.75997513271,1.22304990717371e-05,279.675448287352,15.0298828812523,157.917569922597,252.99614563772,136.512820252875,161.173106215528,45.4082104408474,41.6081030028382,12.8709257322968,5.08767069914348,28.8944296722614,3.92730769181813,3.27918992765002,11267.7139337286,11259.6102056409,21.6818565110284,5.3713618767085,12.9634526120905,6.28962522888573e-07,1.11749004572861,3.05076902054217,18.0843655915515,8.23639841399561,4.50975653063687,18.6362089082664,2.22124389987348,2.71380422418711,0.629610041686887,0.152768847697455,0.152848187494926,0.152755941340726,0.0320817779542656,2.17562545326372,50.8734127165543,2.07507184637818,1.07507184560008,7.86773121047997,4.880222769507e-08,1.11596303862861,0.0599723496399343,0.630123853426706,1.00950708822003,0.544714463261124,0.643114118378716,0.181188176554528,0.166024959798802,0.0513576628843709,0.020300861186515,0.115294766608785,0.0156707721476068,0.0130846478599035,44.9605153290476,44.9281797734012
"3",4,0.727929097838378,0.661157024793388,0.01,5.78914024151799,4.0197446802469,5.66675406300145,7.65754095948816,12.7216647601382,15.1288911992737,13.7951666354734,33.8586141323435,54.4114194217177,17.173141882849,1.78987079461919,4.42534653430778,10.3990330088621,153.163671665408,0.0434010804694883,0.0198603880370921,0.00666982786596112,0.0512746211609058,0.00399358013946938,0.203538837429101,0.116128205708052,0.0331034413849593,0.0330660471417368,0.115721212889266,0.0491096056374492,0.0654794741832655,0.0491096056374492,0.0300540861260869,0.00529115231412567,0.0389674886450778,0.00982192112748983,0.000194017475314953,0.0045373970611466,514.775529131569,267.279635881626,1955.00302320523,1.73265584380894e-15,277.321539085116,14.8346168341504,156.039269989067,248.749735704911,136.925946885636,161.474006463004,44.7039194181733,41.4477830149112,12.72352672365,5.09626396641672,28.9469533370785,3.93055064504281,3.22133851034086,11157.1975007714,11149.2293337014,22.3418141635626,5.30827728302177,13.0395336422125,8.88412719935328e-17,1.1075057907374,3.01942066412915,18.1205604438247,8.23447229543165,4.5275998146474,18.6859678779879,2.1953918530748,2.71397903787847,0.624847379715997,0.153163556167961,0.153162739136371,0.153163687629609,0.0316397327735135,2.16469129068998,50.5884804127862,2.07993563990286,1.0799356399639,7.89913318323865,7.00074583441027e-18,1.12050965947999,0.0599388403518426,0.630472158267134,1.00506611412142,0.553245328959861,0.652431053836024,0.180624893724192,0.167468568743175,0.0514090418058942,0.0205913071897279,0.116959327911266,0.0158812762231715,0.0130157251009052,45.0803338737543,45.04813872512
"4",-1,0.718309934255471,0.601051840721262,0.01,5.52604521211292,3.98157222647161,5.68782414842179,7.72927814059839,12.6379866755217,15.1353770770533,13.6669125539178,34.4023342222563,54.0562952905112,17.0822547964988,1.75588957141571,4.40137901003684,10.3607533841266,153.57609027802,0.045299560786812,0.0197989597214892,0.00676141529823232,0.0511094563649779,0.00399124294280754,0.203302157961157,0.117736157745235,0.0336777210496731,0.0331008646122666,0.115825305496434,0.0491453081027597,0.0655270774703463,0.0491453081027597,0.0300872890663721,0.00529270140619989,0.0392377974144715,0.00982906162055195,0.000196053650609072,0.00456006549652511,509.216186479224,264.990814157223,1937.09289608996,0.000906298194367055,274.807875089339,14.630008651031,154.054511712232,244.316995401853,137.286324630131,161.763298998296,43.9678687540092,41.2932405835593,12.5694157374584,5.13869483778777,29.0228872637511,3.9442500177428,3.16155426733297,11039.3570595893,11031.5231310817,23.0672695930442,5.24654245606348,13.0974895417198,4.63204080186613e-05,1.09682499207826,2.974312329745,18.1377862923165,8.22803961883788,4.54429604469766,18.7362835245887,2.16081445653749,2.70582537472054,0.61772780908907,0.154609397008395,0.153609476232836,0.154763683148218,0.0310751117103347,2.16430625190951,50.3044680041643,2.08502568973618,1.08502571153924,7.93157907975854,3.71090917372856e-06,1.12522243895022,0.0599037200474122,0.630788303805958,1.00037513609714,0.562129644154514,0.662352539105085,0.180029893607473,0.169078418391342,0.0514664604414422,0.021040789811852,0.118836492519287,0.0161500416367296,0.0129452323824613,45.201514952929,45.1694383170648
"5",4,0.708351276736743,0.546410764292057,0.01,5.2385797161747,3.9439358937712,5.55912167848987,7.78792478521399,12.5603521212243,15.1395105159839,13.5722892640955,34.9668051179903,53.7848464788558,17.008971681866,1.76987151375741,4.37643324307575,10.2993239111299,153.992035139232,0.0471876291458431,0.0197108584436504,0.00688031373970347,0.0509764060689728,0.00398954847307723,0.204777375436222,0.119691698733075,0.0343216110294439,0.0331346748101746,0.115923120472239,0.0495293551715327,0.0660391402287103,0.0495293551715327,0.0301129643013504,0.00529396250952259,0.0391253191577311,0.00990587103430654,0.000196043896484206,0.00457972775513435,503.401420741189,262.561985899234,1918.31003615442,0.000114817325010631,272.175932031349,14.4137279260683,151.986400502577,239.733285202255,137.60433915963,162.064551196367,43.2155124424423,41.1362996790217,12.4090514812044,5.11694777005504,29.0879728721928,3.93661664271491,3.10005207528583,10915.724984808,10908.0454698164,23.7543195534257,5.17532213674352,13.1985748987643,5.85297458349516e-06,1.08585907404404,2.95160537495204,18.191510460479,8.22803256552252,4.5594750305233,18.7870284926158,2.14043646468151,2.71660586299316,0.614612318154408,0.154086465531542,0.153990637863399,0.154021382547857,0.0307087160574158,2.13996125897176,49.9558785923857,2.09019516526534,1.09019516214516,7.96509941737215,4.76738061788876e-07,1.13011365044598,0.05984787325423,0.631069413846363,0.995407110582138,0.571353024803764,0.672915346311073,0.179437028681128,0.170803837977651,0.0515241680751578,0.0212463037433164,0.120777450678045,0.016345398989917,0.0128718624796345,45.3236614926877,45.2917750409505
"6",4,0.697940109154602,0.496737058447324,0.01,4.97705757216459,3.90550816705932,5.50284395411221,7.85736582744225,12.472614168635,15.1490668319314,13.4505320337766,35.5549871286465,53.4396885803163,16.9212030272905,1.75928298786147,4.3507884180702,10.246935907972,154.412125369371,0.0492871946700105,0.0196426393458752,0.00699551831898614,0.0508187209927618,0.00398718566743699,0.205445315472981,0.121651238565976,0.0349985541608912,0.0331715935603066,0.116035130831109,0.0497551918804456,0.0663402558405942,0.0497551918804456,0.0301459880718933,0.00529548726482012,0.0392103346491114,0.00995103837608913,0.000197134136623838,0.004603297933563,497.285624925635,259.985987830765,1898.33698069074,5.28115926599581e-15,269.373653626606,14.1891084575729,149.81069911143,234.965216326871,137.862508875322,162.34979138926,42.4198452794474,40.9690905558449,12.2423867715361,5.12214319851346,29.1591042679505,3.93804659817277,3.0365897434165,10784.5697188421,10777.0415635093,24.5098134023076,5.1068109939408,13.2798511240309,2.6838175925698e-16,1.07404277092514,2.91508586334641,18.2246570973402,8.2234428495415,4.57311911161636,18.838279284256,2.11060754141772,2.71789994903122,0.60912230289241,0.154412067764916,0.154411665304494,0.154412124978149,0.0302172210691762,2.12600684038352,49.609933159225,2.09560212976535,1.09560212983991,7.99974666539523,2.22552353229713e-17,1.13516251817455,0.0597940588119914,0.631314488864414,0.990162560659178,0.580963841971348,0.684155245093141,0.178760683309959,0.172647084733682,0.0515904150570988,0.0215851286619698,0.122878840535768,0.0165952491377167,0.0127964365237359,45.4470552507686,45.4153309909916
"7",4,0.687103020806098,0.451579144043022,0.01,4.72437382328245,3.86626130506707,5.4436150268374,7.92651272333443,12.3813565286694,15.1542313916917,13.3286786324069,36.1659568862315,53.0804453294805,16.827811414129,1.74781363796072,4.32409366434584,10.1907187676403,154.838130870491,0.0515387830858776,0.0195740785586777,0.00711900133706454,0.050666172914882,0.0039850144502216,0.206164024597135,0.123753862493203,0.0357264125464411,0.0332118867167066,0.116153318865901,0.049996512269003,0.0666620163586707,0.049996512269003,0.0301808156147339,0.00529712717102367,0.0393035844652002,0.0099993024538006,0.000198301097782136,0.00462837514546394,490.879139046293,257.264111971144,1877.25826498638,1.90082864839514e-16,266.422287322825,13.953598309187,147.534218560706,230.025420618378,138.054101260404,162.632046588291,41.6020841850966,40.7930433311757,12.0688380362995,5.13034985347757,29.2306032749723,3.93954239483652,2.97109781902054,10646.3453495499,10638.9747457084,25.2993134686892,5.03570793805164,13.3642040984535,9.63077129811496e-18,1.06169666484255,2.87672998503378,18.2579293968038,8.21798307318082,4.58503717183729,18.8902519651839,2.07995911237628,2.7193465218628,0.603399808954458,0.154838142966884,0.15483822283327,0.154838137269694,0.0297089057122137,2.11118197018349,49.2411662862553,2.10123100895666,1.10123100895206,8.03569140435111,8.13658552791827e-19,1.14043300492973,0.0597290272117757,0.631527091422618,0.9846345224421,0.590947007944958,0.696154047216855,0.178079658257196,0.174616521214799,0.0516612231133265,0.0219607014057827,0.125122958232066,0.0168633946376548,0.0127179225421937,45.5721769395178,45.5406267266149
"8",4,0.675837461333852,0.410526494584565,0.01,4.48065122336308,3.82667255821243,5.38222588613309,7.99700229063842,12.2858330384033,15.1594004492598,13.2039083137179,36.8015054118221,52.7036660971901,16.7297141436946,1.73569166824251,4.29662104646489,10.1317594153042,155.265348456006,0.0539553949302418,0.0195073305749177,0.00725087342210071,0.0505129432137137,0.00398279816748804,0.206926576588652,0.126004075675972,0.0365090419832404,0.0332547494374288,0.116278912416833,0.0502511405170288,0.0670015206893718,0.0502511405170288,0.0302178533366707,0.0052988694222181,0.0394034798676622,0.0100502281034058,0.000199535345747031,0.00465512085057633,484.169730749509,254.384993897046,1855.01426745781,2.738373819552e-16,263.308689771474,13.7078999374321,145.154074028653,224.920049674851,138.176866615499,162.904624049651,40.7573107434594,40.6081526161602,11.8887864440328,5.1381988453474,29.3015850804446,3.9403965634583,2.90381746035643,10500.6217065855,10493.4138933623,26.1235690358586,4.96237216924809,13.4504736495274,1.3832332124495e-17,1.0487053671055,2.83652880627262,18.2900049285821,8.21161553645165,4.59503707734745,18.9423725121664,2.04810134926579,2.72080797766882,0.59742507817604,0.155265339123358,0.15526527320529,0.155265336658834,0.0291840278472346,2.09524518278232,48.848109808718,2.10705783760639,1.10705783761094,8.07283500574888,1.1917126685824e-18,1.14589286206305,0.0596553980265934,0.631695890755315,0.97882937202326,0.601331787774871,0.708944494226804,0.177371705804127,0.176722584677364,0.0517387995687984,0.0223609231653322,0.127517543078262,0.0171482084381015,0.0126371207248967,45.6976466338571,45.6662789576487
"9",-1,0.66409313548073,0.373205904167787,0.01,4.23631348991467,3.73602130237511,5.27162190815928,8.00748920240768,12.1546195505879,14.9284763231735,12.9413112690913,37.1721779478468,52.0494703855249,16.5741049124157,1.71581681523207,4.23706090760635,10.0240996444083,156.951445724698,0.0566953539588295,0.0196277240597129,0.00740609884750369,0.0505735497529485,0.00398864236789673,0.208347849258312,0.128763872630851,0.0375028190595,0.0333769141238901,0.116454649128884,0.0507624204654093,0.0676832272872124,0.0507624204654093,0.0302834351236065,0.00530167541634508,0.0395703199654321,0.0101524840930819,0.000201866950061319,0.00470036970891594,479.25068588109,253.459000304301,1841.47208175523,1.14176648578236e-15,262.053236282224,13.3895180196803,143.282986426764,218.571674300989,137.143267811296,164.425509170886,39.7560882785553,40.637595109379,11.6980343329205,5.19039229012069,29.6308458103063,3.97170940899135,2.81380306335513,10430.0450717582,10423.0377709548,27.1712872710402,4.97482331842352,13.6381242623976,5.77431841749636e-17,1.04523664087973,2.7896772820058,18.4496722144238,8.19705395284197,4.57741907240727,19.1481149783337,2.01811526925595,2.75048358619381,0.593820537426506,0.157182908183937,0.157093126798012,0.157161812123505,0.0285670908417779,2.10548138763792,48.9921310134827,2.12253487578421,1.12253478936233,8.15562466879433,5.05672554566972e-18,1.16059746956554,0.0593003198617516,0.634580491498306,0.968023656991705,0.607388528559589,0.728217794914903,0.176074205800774,0.179978277400016,0.051808973009807,0.0229875281962895,0.131230910010558,0.0175901505942885,0.012461943845901,46.1932242832529,46.1621899190287
"10",4,0.652010045464425,0.339278094697988,0.01,4.01960114783922,3.74615374604214,5.25243624934272,8.1411978437422,12.0809281980937,15.1673919934209,12.9443113946579,38.1458560313828,51.8932134193812,16.5182315755817,1.70934606701252,4.23908217635266,10.0049359783476,156.137314175385,0.0593428105452282,0.0193822816854415,0.00754263070331605,0.0502070971280949,0.00397831072888971,0.208600829464949,0.131001677915242,0.0382607091336813,0.0333497152245159,0.116555019342931,0.0508056496350638,0.0677408661800851,0.0508056496350638,0.0302993442086069,0.00530269584108455,0.0396254760709125,0.0101611299270128,0.000202232501988896,0.00471425041065748,469.852000522159,248.168585066485,1807.06626510568,1.28195085953237e-15,256.608406127421,13.1850293199247,140.088147250411,214.21469190818,138.174896251674,163.431420095341,38.988054319691,40.2149325299555,11.5094896513352,5.15315787882515,29.4448796093686,3.94032659564465,2.76392416253113,10187.1763827472,10180.3097314186,27.8823382512829,4.81007342123605,13.6300334941127,6.43630313179866e-17,1.02086797522001,2.75040805265597,18.3517823458414,8.19600601926004,4.60809344117036,19.0487523304551,1.98081342771906,2.72419436295287,0.584747098704129,0.156137304331818,0.156137240645834,0.156137317227297,0.0280845925238887,2.06017816808515,47.9925293319606,2.11947294095791,1.11947294096797,8.15156272007556,5.78280002085137e-18,1.1575444450699,0.0594768412995171,0.631928856568039,0.966309055937733,0.623298301166386,0.737228898056088,0.175872670669378,0.181407041419352,0.051918586816977,0.0232455723770806,0.132824007373523,0.0177745664352274,0.0124678887539784,45.9537144973373,45.9227394633486
