"","convergence","mu","x_C","C","e","AA","NT","RNA","p","tau Cin","tau EAA","tau ENT","tau RNAp","tau r","v Cin","v EAA","v ENT","v RNAp","v r","p Cin","p EAA","p ENT","p RNAp","p r","f Cin","f EAA","f ENT","f RNAp","f r"
"1",-1,0.0317627754271476,1,348.298765668748,1.48988882366733,0.136566076839006,0.157101753686126,1.14476080583891,161.443925877775,0.00505314922149679,3.26203806880568,0.47631549969522,0.00506535376784175,25.5653407839858,20.3548176588554,9.26579058216323,0.0395327290955223,0.0363607803936619,5.12790716173281,0.102855931006554,30.2253616165976,0.0188300516134494,0.000184180215968702,131.096694098341,1.88481988605351,0.857995715902208,0.00366066035068557,0.00336694354658504,0.474835076111102
"2",-1,1.31258488030836,0.714285714285714,167.772430702775,-0.0198102838732304,7.01367587396353,0.245199376972839,102.666145637668,62.317633857792,0.00490259073885762,7.47203920237166e-05,0.109637189145918,0.00460231293025684,0.548583903247728,557.840821947812,252.919563264971,128.341973954237,134.758030483539,81.7971839783299,2.73486524743806,0.0188982489176258,14.0710532737813,0.620198626150336,44.8726184615047,1.24998262928418,0.56672987750067,0.287582463919875,0.301959251875494,0.183287158405271
"3",4,0.833584533353713,0.510204081632654,180.185587532103,0.00275307117839997,2.16106745370973,0.213956704800693,81.936181881436,75.5004533545661,0.00692110999563838,0.148946646837665,0.125994981021069,0.00491224313563029,0.643753508648164,354.273426673029,161.131235933673,65.0640482414298,68.3007339384217,62.9360101775597,2.45196535453576,23.9999572931292,8.1977435233329,0.335509811447523,40.5152773721206,1.24999999999189,0.56852710294209,0.229568616153426,0.240988770239518,0.222060156925194
"4",4,0.830764005716359,0.364431486880466,180.319396756201,0.00293552739083651,2.13280306780316,0.212897169908989,81.7226302608582,75.609336465718,0.00750365625722057,0.149766117112811,0.126308461335133,0.00490616253714103,0.64329336312349,353.07470164841,160.586683134034,64.6744759952074,67.8922196731875,62.8135152318158,2.64935119429038,24.0504439930097,8.16893355061062,0.333090264723942,40.4075174630834,1.24999999723485,0.568529414699857,0.228968811522719,0.240360677237818,0.222380401369759
"5",4,0.826969217314027,0.26030820491462,180.493035384814,0.00318881189845348,2.09579460889029,0.211529812094983,81.4453289493203,75.7511248281561,0.00824658505056139,0.150898675428841,0.126731718253431,0.00489934070293819,0.642838758475895,351.46191983438,159.854089707781,64.1600695814945,67.3527799351029,62.6438484097974,2.8983606139478,24.1217703987874,8.13111586132249,0.329984216192088,40.2698937379063,1.25000000880579,0.568532754946903,0.228189977393968,0.23954508514506,0.222797425965165
"6",4,0.821928849661938,0.185934432081871,180.714063937549,0.00353737810462613,2.04843349671648,0.209804290276703,81.0921434321817,75.9320198171194,0.00917365869165011,0.152448104188518,0.127295703343613,0.00489234200017403,0.642486492874081,349.319763522741,158.881061112271,63.4918177584035,66.651972167834,62.4107177007924,3.20454028480555,24.2211165580258,8.08223559812049,0.326084242831124,40.0980431333365,1.25000000864687,0.568537335996545,0.227198060443674,0.238506304212299,0.223329470050351
"7",4,0.815332299691661,0.132810308629908,180.990253272556,0.00401194582433977,1.98942364408391,0.207669565234655,80.6507283781544,76.1579154614326,0.0103078137048609,0.154541542463998,0.12803599920082,0.0048860790112277,0.642378978810597,346.516229679696,157.607550064524,62.6386063525485,65.7571438403681,62.094008352893,3.57182474124911,24.3569138909434,8.01999655289537,0.321294600356703,39.8878856759881,1.25000000833561,0.56854317928057,0.225958416248474,0.237208024641631,0.223993869004214
"8",4,0.806834037158216,0.0948645061642198,181.330086034432,0.00465085304021361,1.91797323725996,0.205077361340167,80.1078172658182,76.4343970678707,0.0116751937074342,0.157332973703174,0.128993363326744,0.00488169975430635,0.64269478496271,342.904467627549,155.966637978145,61.5674913272669,64.6337136125127,61.6698731640243,4.00347608269625,24.5386949515879,7.94179777789431,0.31552238386211,39.6349058718302,1.2500000066903,0.568549893400344,0.22443383459961,0.235611227252406,0.22480705019962
"9",4,0.796054880610271,0.0677603615458714,181.743763172738,0.00550263340025586,1.83390034851602,0.201973562134868,79.4477377207438,76.7671240643246,0.013311942663368,0.16101134011035,0.13021541639038,0.00488045111382475,0.643632514063657,338.323325753817,153.884735790844,60.2433034376324,63.2447593660429,61.1108437818198,4.50374071411477,24.7771875322109,7.84460684186329,0.308662956291582,39.3329260198441,1.25000000552153,0.568556484125496,0.222580365873063,0.233669816825717,0.225785659012719
"10",4,0.782578440351511,0.048400258247051,182.244303557451,0.00663048338265811,1.73763807003931,0.198289597939729,78.6507352646796,77.1624044839261,0.0152720032327553,0.165815762492077,0.131759891338735,0.00488357147890898,0.645399159204994,332.595838575072,151.280876981272,58.6280284134295,61.5503697359325,60.3856341548034,5.07940472191948,25.0847539671197,7.72482265315776,0.300585630158703,38.9728375115704,1.25000000535816,0.568561223878611,0.220342612057016,0.23132569195494,0.226948248482136
