"","convergence","mu","x_C","x_P","x_N","x_Ace","x_H2O","C","P","N","Ace","H2O","ADP","ATP","AA","NT","Lip","DNA","tRNA","mRNA","rRNA","TC","P","tau tC","tau tP","tau tN","tau tAce","tau tH2O","tau Res","tau Fer","tau NTS","tau AAS","tau LipS","tau Deg","tau DNAp","tau tRNAp","tau mRNAp","tau rRNAp","tau tRNAc","tau r","v tC","v tP","v tN","v tAce","v tH2O","v Res","v Fer","v NTS","v AAS","v LipS","v Deg","v DNAp","v tRNAp","v mRNAp","v rRNAp","v tRNAc","v r","p tC","p tP","p tN","p tAce","p tH2O","p Res","p Fer","p NTS","p AAS","p LipS","p Deg","p DNAp","p tRNAp","p mRNAp","p rRNAp","p tRNAc","p r","f tC","f tP","f tN","f tAce","f tH2O","f Res","f Fer","f NTS","f AAS","f LipS","f Deg","f DNAp","f tRNAp","f mRNAp","f rRNAp","f tRNAc","f r"
"1",4,0.381719867261762,5,1,1,1,1000,17.8464462219565,12.1800194278626,10.5812506121467,0.82720447458364,760.881633434499,11.4494784168013,25.0239878452029,11.2682380284703,5.75857849789228,55.0000000000007,8.42631576323844,7.86712863756665,14.7468039902752,46.5307248767392,20.8247253382807,90.7874651195402,0.06,0.0740740740740741,0.0555555555555556,0.0502528391517339,0.00867582912470301,0.467834015156455,0.222099380558636,0.169644226454189,0.130606868108043,0.0547110608088319,0.0272499461386069,0.204272726485003,0.110865867657633,0.102659901190318,0.0841781937069563,0.179024083266438,0.911243300083905,77.7802502063414,27.7215755197374,27.1112936996201,6.64556296781788,293.924297791557,6.66621733787305e-14,34.8066167502714,71.0919997347862,16.3684961428195,20.9945926993972,9.99502445772193,3.21649213464907,36.1767960673533,6.62865050747526,25.75772168972,52.1516810201797,43.3192239180784,4.66681501238049,2.05345003849907,1.50618298331223,0.333958406894471,2.55003698323787,3.11868322308272e-14,7.73052801957712,12.0603473020892,2.13783801685224,1.14863643783338,0.272363878126981,0.657041618062333,4.01077188508038,0.680496606122559,2.16823848584712,9.33640688544135,39.4743525601834,0.185238769144056,0.0660207509539676,0.0645673247578622,0.0158268442331076,0.7,1.58760339705579e-16,0.0828942415045548,0.169310261820007,0.03898264752545,0.0500000000000006,0.0238038065344536,0.00766028705748949,0.0861574134476839,0.0157865660991501,0.0613437042064167,0.124202650098751,0.103167573999477
"2",4,0.381389025903436,4.54545454545455,1,1,1,1000,17.8280564487279,12.1761106413653,10.5778425141706,0.826859307584225,760.879356370332,11.4565679632171,25.0260065554566,11.26309076108,5.75570928932358,55.0000000000007,8.42243974933946,7.86428644844422,14.7428526230944,46.514977727382,20.8200515250164,90.8457915964062,0.061,0.0740740740740741,0.0555555555555556,0.0502672054556455,0.00867580598040698,0.468013739191013,0.222158617474349,0.169694405674545,0.130645745540671,0.0547318895073125,0.0272524878444257,0.204371080615753,0.110912491272126,0.102693114560501,0.0842100371739474,0.179085707347785,0.911488924482152,77.7125010544607,27.6985554741564,27.0889935499931,6.64167171318449,293.669549945646,1.11601002250323e-14,34.7851338953161,71.0349701431977,16.3578671835677,20.9763964246892,10.0004622408979,3.21222609173095,36.1610646556721,6.6228084250497,25.7406718380846,52.132306255903,43.3094849554749,4.7404625643221,2.05174484993751,1.50494408611073,0.333858276575594,2.54782003768186,5.22308023606383e-15,7.72781725484354,12.054237040559,2.13708575365247,1.14807781137767,0.272537475658709,0.656486117549172,4.01071376801304,0.68011682430588,2.16762293236748,9.33615094150973,39.4761158619417,0.185237968145458,0.0660231502908562,0.0645701792661337,0.0158312981379569,0.7,2.66015668255988e-17,0.0829149420878947,0.169321194892156,0.0389911280574261,0.0500000000000006,0.0238374171579049,0.00765676340849041,0.086194654037695,0.0157863350095127,0.061356277114853,0.124264209162599,0.103233854086825
"3",4,0.381025988543019,4.13223140495868,1,1,1,1000,17.8077930046801,12.1717746357909,10.5740536251832,0.826495271185801,760.876866362472,11.4644152303151,25.0281193197965,11.2573516195496,5.75255635304839,55.0000000000006,8.41811607597838,7.86120579125745,14.7384913047335,46.4980509564046,20.8148279274608,90.9098830978296,0.0621,0.0740740740740741,0.0555555555555556,0.0502823719197664,0.00867578067173228,0.468212735079221,0.222224175457078,0.169749937726298,0.130688832064407,0.0547549533966634,0.0272552571383934,0.204480145588327,0.110964248164359,0.1027300791238,0.0842454203289393,0.179153845265242,0.911757128260544,77.6381585904067,27.6732884617963,27.0645152343135,6.63738584796857,293.390011178125,1.13489540883445e-14,34.7615101284914,70.9725015157887,16.3461587293885,20.9564293698663,10.0064892705331,3.20752099951954,36.1437917706674,6.6163971460721,25.7221572474143,52.1109966361718,43.2987850946011,4.82132964846426,2.04987321939232,1.50358417968409,0.33374350378255,2.54538738825849,5.31372483399227e-15,7.72484792594684,12.0475777125847,2.13626039308319,1.1474683135075,0.272729438120956,0.655874360959373,4.01066867964125,0.679703002330468,2.16697394907549,9.33588542797424,39.4779759550239,0.185237086958252,0.0660257717891308,0.0645732981431238,0.0158361563671545,0.7,2.70774994347642e-17,0.0829375785229808,0.169333478197012,0.039000343142647,0.0500000000000006,0.0238745090919969,0.00765283279634398,0.0862355679318151,0.0157860793680483,0.0613705626885108,0.12433176405305,0.103306685338443
"4",4,0.380627723884751,3.75657400450789,1,1,1,1000,17.7857174100126,12.1670714758416,10.5699506166375,0.826104135203924,760.874122097619,11.4729651058482,25.030546503675,11.2511828681104,5.74911898597217,55.0000000000003,8.41346975264426,7.85775829564308,14.7337393764339,46.4787800572976,20.8092395560218,90.9802344585222,0.06331,0.0740740740740741,0.0555555555555556,0.0502986843530665,0.008675752778767,0.468429636077837,0.222295680829551,0.16981045736127,0.130735723671439,0.0547800779889859,0.0272583419421798,0.204598324360151,0.111020266652771,0.10276998047853,0.0842836787363767,0.179228223757403,0.91205601784221,77.5566109955731,27.6455663803575,27.0376579029498,6.63268613219223,293.083347391258,5.75220204781056e-14,34.7356213443334,70.9037580362874,16.3333771755396,20.9345248136614,10.0131167479369,3.20239984192218,36.1248380462446,6.60938135795687,25.7016056604986,52.0876366594283,43.2869994505604,4.91010904212973,2.04781973187834,1.50209210571943,0.333615386176098,2.54271866554004,2.69450191190209e-14,7.72157859577608,12.0401995807748,2.13535588504273,1.14679490195473,0.27294096022223,0.655205641588492,4.01058915268224,0.679245993132385,2.16622587449851,9.33557459819031,39.4801683432161,0.185236139071477,0.0660286455661912,0.0645767175123692,0.0158415015177797,0.7,1.37385541324942e-16,0.0829625263852798,0.169346471122233,0.0390106231713481,0.0500000000000003,0.0239153189218858,0.00764860886604023,0.0862805302909729,0.0157858404162194,0.0613856915532337,0.124406063961474,0.103386630066503
"5",4,0.380190973521903,3.41506727682535,1,1,1,1000,17.7614722647944,12.1618763055739,10.5654146305111,0.825670640870923,760.871122464693,11.4823860870687,25.033124054159,11.2443458047955,5.74531187815483,55.0000000000005,8.40830899373523,7.85402399361304,14.7285143908755,46.4580448566073,20.8029908871974,91.0573951884585,0.064641,0.0740740740740741,0.0555555555555556,0.0503167838974392,0.00867572229021844,0.468669091673521,0.222374615706352,0.16987720329294,0.130787491588455,0.0548078000084418,0.0272616986327163,0.204729607227926,0.111082506566749,0.102814329977857,0.0843261920921272,0.179310108712839,0.912382184698242,77.4671899516953,27.6151568534563,27.0081965350238,6.62752114985994,292.747049611865,3.09347002324558e-14,34.7071683731056,70.8284608285893,16.3193095179414,20.9105035437048,10.0203454027588,3.19676318200117,36.1039928611064,6.6016827650742,25.6792056241648,52.0618989400256,43.2739996538358,5.00755662566754,2.0455671743301,1.50045536305688,0.333475549473211,2.53979210371334,1.44981378591377e-14,7.71799322922499,12.0321408391043,2.13436155630715,1.14605869629919,0.273171636565735,0.654472070651793,4.01052202407971,0.678747590217472,2.16542962623656,9.33522475873284,39.4824263447977,0.185235113515518,0.0660317834903841,0.0645804546948724,0.0158473494815844,0.7,7.39692857414929e-17,0.0829897957755172,0.1693609641694,0.0390217994603351,0.0500000000000004,0.0239600767667204,0.00764391726703203,0.0863298025933381,0.0157855662138316,0.0614026476466557,0.124487434822438,0.103474312714157
"6",4,0.379712095952827,3.10460661529577,1,1,1,1000,17.7349286850624,12.1561813334187,10.5604331676631,0.825185439852486,760.867844959841,11.4927763161475,25.0358438444934,11.2368458569265,5.741150026512,55.0000000000018,8.40264535205293,7.84992239961753,14.722747876342,46.4352941092184,20.7961559300061,91.1420464032047,0.0661051,0.0740740740740741,0.0555555555555556,0.0503370679980491,0.00867568897735583,0.46893163166455,0.222461090532546,0.16995052688896,0.130844387680963,0.0548382489339233,0.027265394356253,0.204873654282195,0.11115081371735,0.102863029495884,0.0843728592702515,0.179400213356054,0.912741193808037,77.3691487456692,27.5818075069287,26.9758826262968,6.62184656881468,292.378313883677,9.37152949440807e-14,34.6758973086541,70.7458830181678,16.3038777589703,20.8841652774062,10.0283315610063,3.1905860781763,36.0811093778207,6.59323861041149,25.6547081012023,52.0336184542044,43.2596718364884,5.11449531474734,2.04309685236509,1.49866014590538,0.333324341007073,2.5365833149785,4.39460661700523e-14,7.71403793047777,12.0233000941623,2.13327090219774,1.1452510542596,0.273426414746096,0.653667029137875,4.01044466716948,0.67820049765616,2.16456107624213,9.3348422523718,39.4848845157803,0.185233998385788,0.0660352164919164,0.0645845363412295,0.0158537496731527,0.700000000000001,2.24369261828891e-16,0.0830195912741838,0.169376851021926,0.0390340661032055,0.0500000000000017,0.0240094143763934,0.0076387685018663,0.0863838915718042,0.0157852576888593,0.0614214352367678,0.124576725387486,0.103570507276369
"7",4,0.379187249659107,2.82236965026889,1,1,1,1000,17.7059274499848,12.1499471020935,10.5549899920566,0.824661803819029,760.864252610146,11.5041252851067,25.0388642743081,11.2286427029899,5.73660179516429,55.0000000000002,8.39646846344402,7.84541893853045,14.716443704248,46.410266372311,20.7886638301642,91.2347273734389,0.06771561,0.0740740740740741,0.0555555555555556,0.050358989371398,0.00867565246438365,0.469219907338863,0.222556125450647,0.170030876301813,0.130906721483938,0.054871618448306,0.0272694522058005,0.205031196004727,0.111225503764538,0.102916252231108,0.0844238774101977,0.179499028886231,0.913135684103621,77.2617064169397,27.54524531281,26.9404579129309,6.61561661138891,291.974182237512,9.0385966291897e-15,34.6415892633898,70.6553107930888,16.2869466479084,20.8552987312509,10.0370365613723,3.18383378350277,36.0559342546765,6.58399146911412,25.627810510761,52.0024691958301,43.2438066826659,5.23182357966399,2.04038854168963,1.49669210627394,0.333155766618178,2.53306653366528,4.24108947282175e-15,7.70969788591276,12.0135844095258,2.13207078866151,1.14436399460664,0.273704488798213,0.652785248511827,4.01033945117744,0.677599726722815,2.16359913285226,9.33439272033765,39.4874629984209,0.185232797219936,0.0660389612917279,0.0645890002826035,0.0158607572508076,0.7,2.16697846088527e-17,0.0830522489986698,0.16939414703088,0.0390475026461813,0.0500000000000001,0.0240635166408145,0.00763315314858547,0.0864431018689942,0.0157849368497615,0.0614419645602071,0.124674476894225,0.103675826560726
"8",4,0.378612205086885,2.56579059115353,1,1,1,1000,17.6742674406831,12.1431303133093,10.5490477953295,0.824091014014826,760.860320223523,11.5165325636192,25.0421865422905,11.219678626081,5.73163953887309,55,8.38974449843392,7.84046480205127,14.7095409887105,46.3827117255155,20.7804851130365,91.3361583446219,0.069487171,0.0740740740740741,0.0555555555555556,0.0503829208955624,0.00867561249524792,0.469536000741467,0.222660392516995,0.170118877166336,0.130974978083499,0.0549081642425692,0.0272739150495417,0.20520322012465,0.111307040199788,0.102974320379771,0.0844795602212562,0.179607467291701,0.913569334041303,77.1439985581287,27.5051728758826,26.9016337786598,6.6087777119118,291.531397916901,1.75699525499868e-15,34.6039431396012,70.5559913509588,16.2683790958672,20.8236712797787,10.0465460095484,3.17645966466763,36.0282459537159,6.57386635050644,25.5982975719455,51.9681696064688,43.2262303937777,5.36051821943244,2.03742021302834,1.49453520992555,0.332969524675608,2.52921343852496,8.24972525353813e-16,7.70492756209937,12.0029060259828,2.13075059553525,1.14338956276336,0.274008642405735,0.651819751785864,4.01019742069812,0.676939419710849,2.1625329212908,9.33387132280342,39.4901585139595,0.185231502941177,0.0660430442507805,0.0645938783253444,0.0158684259444909,0.7,4.2187451756042e-18,0.0830879979679765,0.16941294933779,0.0390622260534457,0.05,0.0241228981061191,0.00762704045312175,0.0865079108041387,0.0157845998003487,0.0614644200535458,0.124781478031047,0.103791089027979
"9",4,0.377982429469922,2.33253690104867,1,1,1,1000,17.6396124759803,12.1356328705758,10.5425021167864,0.823466347471611,760.856020670643,11.5301883436281,25.0457289737985,11.2098314468958,5.72617347327497,55.0000000000001,8.38231745294157,7.83505845000162,14.7019703434339,46.3526691297699,20.7714274724756,91.4474079102228,0.0714358881,0.0740740740740741,0.0555555555555556,0.0504091545887188,0.00867556879420456,0.469883859692632,0.222775111877092,0.170215680853041,0.131050120397998,0.054948381919894,0.0272787990207605,0.205393396944957,0.111397192202952,0.103038543731118,0.0845411337052359,0.179726597737056,0.914045483917123,77.0151057173831,27.4612727501243,26.8590973173437,6.60127123326192,291.04647069184,1.30777460815571e-14,34.5626352193298,70.4472310401452,16.248018312512,20.7890336208458,10.0569448609492,3.16836871545099,35.9978597872881,6.56278095450081,25.5660503788452,51.9304857850741,43.2068917632912,5.50164247403665,2.03416835186106,1.49217207318576,0.332764502079563,2.5249936787975,6.14502180488225e-15,7.69969492775332,11.9912233957098,2.12930475608358,1.14232375914375,0.274341377624703,0.650762013240609,4.01006050561945,0.676219392378083,2.16138288339275,9.33328952898393,39.4930642903323,0.185230124502175,0.0660474970866086,0.0645991964013454,0.0158768111920379,0.7,3.14534728262783e-17,0.0831270848123333,0.169433635841317,0.0390783395920331,0.0500000000000001,0.0241881009102434,0.00762028859358325,0.0865789638032817,0.0157842376759643,0.0614892708461674,0.124898748860077,0.10391750898889
"10",4,0.377292911046746,2.12048809186242,1,1,1,1000,17.6018019367732,12.1274390821699,10.5353483416338,0.822773220824634,760.851327269974,11.5451727015973,25.049518218506,11.1990588247071,5.72022747928708,55,8.37422583739596,7.829115398105,14.6936421616484,46.3196349110915,20.7615620006431,91.5691519943951,0.0735794769100001,0.0740740740740741,0.0555555555555556,0.0504383164264159,0.00867552109006106,0.470264809688824,0.222900729014659,0.170321752831261,0.131132468327181,0.0549924425236508,0.0272841771447524,0.205600935572761,0.111495577347454,0.10310863717568,0.0846083321402229,0.179857533064242,0.914569394146189,76.8739954826467,27.4131908539846,26.8125063038371,6.59303222943462,290.515541505995,6.3564356086524e-15,34.5172936652542,70.3280657314103,16.2257026778301,20.7511101075711,10.0683873836889,3.159536043954,35.9644836558986,6.5506457634164,25.5307798011793,51.8890345254482,43.1854898975591,5.65634837559485,2.03060672992478,1.48958368354651,0.332541445797782,2.52037370732576,2.98920798180219e-15,7.69392992159826,11.9783994286059,2.12771644248681,1.14115422989255,0.274707664938557,0.649603566612804,4.00988086921748,0.675428157286505,2.16011669721707,9.33263374283241,39.4961273315171,0.185228633755356,0.0660523478307382,0.064604992612069,0.0158859747629336,0.7,1.5315892922599e-17,0.0831697520911438,0.169456152868061,0.0390959871392861,0.05,0.0242598765355098,0.00761293257945088,0.0866567703353301,0.0157838441641404,0.0615166602384911,0.12502712928721,0.104055854539085
