"","convergence","mu","x_C","C","AA","NT","rRNA","p","tau Cin","tau EAA","tau ENT","tau rRNAp","tau Deg","tau Maint","tau r","v Cin","v EAA","v ENT","v rRNAp","v Deg","v Maint","v r","p Cin","p EAA","p ENT","p rRNAp","p Deg","p Maint","p r","f Cin","f EAA","f ENT","f rRNAp","f Deg","f Maint","f r"
"1",4,0.740690251211377,1,4.53167648823666,72.3213009845841,8.93403328565526,52.4009894229123,101.811999964185,0.0441399695600648,0.0160119958946579,0.00232460921301969,0.142172127717255,0.170609353768847,0.00739697451852573,0.769127493886312,182.039677819813,749.55495252265,1825.223864996,42.7401742125795,1.79026348256893,1777.65660290731,75.4111558298046,8.03522583769054,12.0018708226132,4.24293221239311,6.07646150680859,0.305435695837049,13.1492805943944,58.0007932944477,1.0240429873919,4.21653401054385,10.2675840880117,0.240429867853438,0.0100709185319651,10,0.424216666517436
"2",4,0.72826184671829,0.714285714285714,4.01885822640125,71.8679608337038,8.95836616269463,52.0121492340467,103.14266572223,0.0489976293553849,0.0164299039350164,0.00239267314737346,0.145974985487113,0.171137225715295,0.00766214667696996,0.774330020748111,178.960372988272,737.52225909979,1794.31969708483,41.7752964546758,1.80806777896789,1747.8284321239,75.1148682143188,8.76863402498079,12.1174198669458,4.29322055701814,6.09814829369116,0.30942770359778,13.3921178131117,58.1636974628851,1.0239012576927,4.21964905447602,10.2659944426264,0.239012569465483,0.0103446525170139,10,0.42976110717596
"3",4,0.712647935160627,0.510204081632654,3.51114618581647,71.2705485666333,8.994303307134,51.5108633224179,104.713138881464,0.0550170897154596,0.0169675267010976,0.00248133051243866,0.150788070733009,0.171829508599786,0.00803267094830423,0.781241343683853,175.092063888561,722.285161549628,1755.50220608173,40.5655926225283,1.82820260633957,1710.3550443855,74.6236022080633,9.63305578742196,12.2553927643999,4.35598118860398,6.11680744969225,0.314139155468175,13.738719276321,58.2990432595567,1.02371764542881,4.22301301662855,10.263963683122,0.237176443310358,0.010689023968099,10,0.436304745339433
"4",4,0.693318327399903,0.364431486880466,3.0262931686994,70.4982974153365,9.04540031594351,50.8771755851378,106.552833797898,0.0624975817354831,0.0176552416522938,0.00259637247808515,0.156824591987048,0.172724162798865,0.0085504317238863,0.790300667733788,170.304268716428,703.290330038919,1707.46334082911,39.0786994423155,1.85068619068076,1663.96398575977,73.8750325084785,10.6436049540066,12.4167607285586,4.43321082546804,6.1285010954256,0.319658222888755,14.2276104512446,58.3834875203059,1.02348530481365,4.22659586419953,10.2614200514051,0.234853036344246,0.0111221529222926,10,0.443970140824575
"5",4,0.669748335686459,0.26030820491462,2.57721573821158,69.5196323676757,9.11543998530334,50.0908961701754,108.696815990632,0.071859605433482,0.0185326045786975,0.0027455748455336,0.16434654582888,0.173865717782926,0.00927393246149734,0.802035567478548,164.468424189343,679.990848922325,1648.91376247764,37.2882345581744,1.87552848724745,1607.3960056475,72.7995116041431,11.8186360685127,12.6020015202103,4.52721614871277,6.12819254969302,0.326090106657603,14.9068819952555,58.3877976015901,1.02319791520877,4.2303878231202,10.2582920243939,0.231979141587786,0.011668117132666,10,0.452903399960967
"6",4,0.641465962668353,0.185934432081871,2.17157666275853,68.3044279321658,9.20802274732338,49.1319649932778,111.18400794743,0.0836960309578398,0.0196524854650056,0.00293967776307591,0.173684846754082,0.175307388998308,0.0102848477398881,0.817084182023804,157.469636553112,651.893834328371,1578.70032946773,35.1780533120122,1.9026674242108,1539.51831040405,71.320756691324,13.1795835758691,12.8113341038651,4.64087025309691,6.10989479860374,0.33355165827053,15.8337114152755,58.2750621424492,1.02285004009978,4.23440130541404,10.2545083017129,0.22850038920797,0.0123588489422477,10,0.463266699780958
"7",4,0.608121803166558,0.132810308629908,1.81250635403927,66.8274443933874,9.32595110419342,47.9809311165977,114.05316858749,0.0988453167522487,0.0210871295440692,0.00319390720678304,0.185266568666844,0.177113968276453,0.011697164052179,0.836221344231445,149.223982477802,618.630395145902,1495.97926653558,32.747487717684,1.93186298356409,1459.49232759974,69.3582185382836,14.7500918150504,13.0451392823403,4.77801896058601,6.06701468191494,0.342159919185424,17.0719211888308,57.9988227395819,1.02243759460671,4.23866836054762,10.2499974699823,0.224375881245913,0.0132365408644608,10,0.475221535781207
"8",4,0.569579104107881,0.0948645061642198,1.49981640858968,65.0730987171983,9.47034990178452,46.6198336820603,117.33690248904,0.118501380560225,0.0229371089079925,0.003530392601694,0.199650735349713,0.179365362502865,0.0136699914827696,0.86038521075773,139.700692466306,580.04601499008,1400.43849977269,30.0170679767503,1.96253147562646,1366.98984985891,66.8326477985014,16.5547249224767,13.3045786174745,4.94409771872493,5.9929296946005,0.352010169549023,18.6867396046039,57.5018217616107,1.02195852061904,4.24323571275928,10.2446883560783,0.219585156245661,0.0143565914247937,10,0.488903760371001
"9",4,0.526011188686863,0.0677603615458714,1.23120498632161,63.0414668395825,9.6399274917664,45.0331656282571,121.054236888582,0.144382726798486,0.0253448129905546,0.00398214076822646,0.217571697746177,0.18216166792588,0.0164255060507472,0.890704055451187,128.946009909024,536.299038899167,1292.53717337932,27.0332365920436,1.99362577998954,1262.42685284847,63.6758830413441,18.6175765204495,13.5923988479135,5.14706497256201,5.88166718090501,0.363162197302928,20.7359999100883,56.7163672593607,1.02141371294564,4.2481593106887,10.2385114073177,0.214137053018535,0.015792010249871,10,0.504392653702425
"10",4,0.477982647924234,0.048400258247051,1.00323796403785,60.7551856900752,9.82985262575085,43.2083983499317,125.203325056646,0.17900070708569,0.0285148033034528,0.00459974993157373,0.239988571599713,0.185631500849322,0.0202743956506407,0.928522521384925,117.102812191701,487.944031778192,1173.70320708067,23.8697683976057,2.02341532185995,1147.15835501816,59.8450168394941,20.9614861840373,13.9136280892489,5.39874124645717,5.72847162215735,0.375609623038376,23.2579423635764,55.5674459281304,1.02080773486453,4.25350196547596,10.2313965804842,0.208077361710257,0.0176385005000283,10,0.521680521069358
"11",4,0.426482805317326,0.0345716130336078,0.812002369027738,58.2683207085053,10.0314639272902,41.1370481803994,129.751164371171,0.226093294941597,0.0327453433245421,0.00546316026419346,0.26812854403626,0.189943254649052,0.0256517255306745,0.975390981064794,104.418352505482,435.967314890969,1046.41246305844,20.6247941851385,2.04931076543087,1023.55873276158,55.3366405742065,23.6082893703375,14.2758994043835,5.71671898813768,5.5300960359087,0.389252756573279,26.2560476773251,53.9748601385052,1.02015008189866,4.25932876088821,10.2232771756556,0.20150083747019,0.0200214281783497,10,0.540629851546546
"12",4,0.372882955128256,0.0246940093097198,0.653520759293968,55.6768907750396,10.2318836053351,38.8114770282259,134.626227976141,0.291361051969999,0.038476682030373,0.00670274460926615,0.303498393043728,0.19533262538061,0.0331680807678539,1.03304531170438,91.2329393389021,381.746983086408,914.077040577485,17.4103005441241,2.06764726974064,894.919092307815,50.1998257255136,26.5817251800977,14.6883572842699,6.12682495618469,5.28399823755002,0.403878969559488,29.6827487343601,51.8586946141186,1.01945460906003,4.26571503913231,10.2140746402031,0.194546084598849,0.0231042927512988,10,0.560942616567252
"13",4,0.31880552129584,0.0176385780783713,0.523923712761842,53.1411703075875,10.4129069259113,36.2188221769389,139.703177326778,0.383766879900256,0.046367717797579,0.00853724488390813,0.347836360616156,0.202156828345342,0.0436833885042314,1.10323979910549,77.9470046904704,326.923467577948,780.716543533583,14.3367943601342,2.07319415728715,765.133251110016,44.5381442743486,29.9134787876325,15.1586950860603,6.66516831706452,4.98685837313131,0.419110355381263,33.4236130657445,49.1362533417637,1.01873764572888,4.2727651308274,10.2036676931889,0.187376438539759,0.0270958575421923,10,0.582096572194908
"14",4,0.265921283802475,0.0125989843416938,0.419449992814265,50.928537320562,10.5509196949077,33.3286843791117,144.77240887577,0.51793930018245,0.0574278546027589,0.0113389636156268,0.40296596433192,0.211015483176975,0.0584134399196839,1.18733685019351,64.9706910856724,273.195540550591,650.454393225597,11.4958290309704,2.05823104188101,638.211081125941,38.4980648274215,33.6508742732833,15.6890337808614,7.37547869840968,4.63242783125989,0.434318617792371,37.2801046434267,45.7101710307361,1.01801258246802,4.28064552042273,10.1918379743275,0.180125813714944,0.032250004782898,10,0.603218370315706
"15",4,0.215724996368818,0.0089992745297813,0.336346396792493,49.4635967853754,10.614885226055,30.0899782274954,149.49519463635,0.718795588120982,0.0732846179359792,0.0157307641730534,0.470662092726554,0.222964528987895,0.0790883872747456,1.28568977729542,52.6690215109799,222.089694569361,526.968558859896,8.95022108046794,2.01154958258029,517.739991285162,32.2498503200823,37.8582602927414,16.2757584140339,8.28961812603884,4.21252978409836,0.448504205215812,40.9472209383843,41.4633028758372,1.0172871015863,4.28959899385167,10.1782471458661,0.172870962860165,0.0388525054359258,10,0.622896644318124
"16",-1,0.162814743990572,0.00642805323555806,0.336346396792493,49.4635967853754,10.614885226055,30.0899782274954,149.49519463635,1.35589052793957,0.0732846179359792,0.0157307641730534,0.470662092726554,0.222964528987895,0.108111841831092,1.28568977729542,39.7510413623242,167.618390881482,397.720488798471,6.75502597475553,1.51818257422621,390.755385577372,24.340021842538,53.8980604589093,12.283849734793,6.25644721608027,3.17933466170067,0.338500862579978,42.2452844401883,31.2937172620983,1.0172871015863,4.28959899385167,10.1782471458661,0.172870962860165,0.0388525054359258,10,0.622896644318124
"17",4,4.96808905281962e-11,0.0045914665968272,17.8281920236839,3.44916178571011,0.00518618179611963,1.06113051678847e-08,218.717460953049,-0.271125447481747,0.0136179704493914,0.0240440504115681,37.1206521372427,348684722.804812,48.3927611440878,20068017623.399,1.21216944210392e-08,5.16125689135678e-08,1.1933862720666e-07,1.98280646834276e-09,1.88366614439844e-09,1.19239229228586e-07,1.08660782342135e-08,-3.28649982414124e-09,7.02858438282144e-10,2.86938396860427e-09,7.36030691668262e-08,0.656805607416378,5.77031553906408e-06,218.060649501428,1.01662952396149,4.32867382582739,10.0087634247526,0.166295199829518,0.157980439793829,10.0004270556261,0.911322753971037
