"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.694487427419104,1,0.001,12.9219009016952,30.4772384219835,17.1265694577485,9.84615531171244,5.85735081747614,11.6955378448054,54.6472723398433,9.12943028274738,102.298545138192,0.0215037135245911,0.0122246407937849,0.0533324373872743,0.110677576188031,0.175830153742216,0.0115263067459338,0.2883777140293,0.14418885701465,0.133234374412202,427.538370735498,837.128546041831,2.53275093122539e-18,12.1902604908418,114.599445453405,189.582064960713,37.9518435827689,6.34027455086729,355.225267208699,9.1936626450666,10.2335957735848,1.35077780457139e-19,1.34918848422709,20.150038112845,2.18518103426473,10.9444658955965,0.914196940648628,47.3282162519583,2.4236895666849,4.74563188217536,1.43580142209508e-20,0.0691058608751241,0.649657432654458,1.07472943793419,0.215146741495446,0.0359426389084543,2.01375088854708
"2",4,0.691441298467056,0.769230769230769,0.001,12.3384075202567,30.5715721760037,17.2182327476231,9.86296274968973,5.97173151998002,11.615303495767,54.6379755449133,9.11320600042579,102.670608876574,0.0225006870429674,0.0123238600300312,0.0540629259586688,0.111859591327558,0.175854817201433,0.0115326952318297,0.28845111347009,0.144225556735045,0.133304116204836,426.268298842499,835.474028651354,4.52075403149424e-16,12.1604023274737,114.426227246531,188.803179174759,37.7789527563861,6.30124699013218,354.953495580107,9.59132958859318,10.2962649878256,2.44405190482026e-17,1.36025763472989,20.1224032754882,2.17740952422305,10.8973809883135,0.90880085527684,47.3167620221233,2.42713539487282,4.75711797462552,2.574078849201e-18,0.0692402953375866,0.651533194014113,1.07502922474864,0.215110139940604,0.0358787637812039,2.02107497788531
"3",4,0.687605785713356,0.591715976331361,0.001,11.6639156053526,30.6787324106042,17.3302449280215,9.88224315914656,6.11224150293162,11.5159380192539,54.6167719661806,9.09177280797912,103.108140278043,0.0237475368011471,0.0124485843842774,0.054994181954355,0.113323497091767,0.175893669504145,0.0115412851316981,0.288563591562462,0.144281795781231,0.133405184101262,424.599411311167,833.158470913709,9.77076845281147e-16,12.1212382310484,114.175475384261,187.792484398786,37.5548084009328,6.25155558515781,354.488769046635,10.0831901458574,10.3716435306449,5.37335418127786e-17,1.37362110542484,20.0827433327179,2.16736660803635,10.8369503926133,0.901985666252753,47.2906394964961,2.43111861529825,4.77039537543624,5.59442534271221e-18,0.0694022815834074,0.653731767455948,1.07523890159239,0.215026661284176,0.0357943811337761,2.02968780074889
"4",4,0.682807118437569,0.455166135639508,0.001,10.9035495358154,30.7969758752508,17.4657357572246,9.90353295254245,6.2826124049425,11.3942647942195,54.5769939103009,9.0635271417892,103.612808673231,0.0252996728618559,0.0126042163836396,0.0561754122853347,0.115117657063779,0.175952786434097,0.011552732960992,0.288733841807107,0.144366920903554,0.133549874499578,422.414990133293,829.939937788004,5.61379845765471e-16,12.0698975833346,113.816442615402,186.485931666032,37.2655599448773,6.18864085056578,353.737816616961,10.6869610623164,10.4607425613044,3.15357442845529e-17,1.38945833079324,20.0263202201965,2.15442216951946,10.7598282899775,0.89343502417413,47.2416410149498,2.43560896972271,4.78536321869097,3.23686852906541e-18,0.0695940047211103,0.656255945009265,1.07526204917481,0.214870054764964,0.0356831777235795,2.039622217977
"5",4,0.676845173289714,0.350127796645776,0.001,10.0698196311049,30.9233259159593,17.6280472623504,9.92582559240215,6.48615439873277,11.2471793942195,54.5098111963512,9.0264687438213,104.183369126214,0.0272249771923586,0.0127968552968699,0.0576651835931573,0.117291774008432,0.176039773795156,0.0115677966457457,0.288987716000278,0.144493858000139,0.133753754180469,419.57312395317,825.514830279916,3.49078899857825e-16,12.0027213840951,113.310065700943,184.80596686682,36.8947026051839,6.10952180110591,352.580052650694,11.4228687301517,10.5639938285122,2.01296988487989e-17,1.40782048406946,19.9470783347082,2.13779784363579,10.6621158383816,0.882788375577751,47.1589056911776,2.44053257364658,4.80177522893801,2.03048855429268e-18,0.0698162747754026,0.659091086816253,1.07496156496684,0.214605555891147,0.0355372785189815,2.05085372295698
"6",4,0.669492584748657,0.269329074342904,0.001,9.18229293535814,31.0538147615098,17.8208915085295,9.94740729371618,6.72538923925991,11.0718629407208,54.4041471733223,8.97815839661976,104.81603713704,0.0296085371844392,0.0130333221417618,0.059532671613662,0.119895388999004,0.176163708606399,0.011587302022999,0.289359886726794,0.144679943363397,0.134035762048821,415.906578088499,819.518202114573,4.8993088601827e-18,11.915128363399,112.608928028242,182.661159782534,36.4231731121139,6.01081047123582,350.867798129941,12.3143853825862,10.6810447291967,2.91668945507161e-19,1.42856895010279,19.8376063836462,2.1165500262715,10.5394052459517,0.869643718546512,47.0288327007385,2.44577387426045,4.81924622934485,2.88108008948535e-20,0.0700679219684281,0.662206343178697,1.07415442788013,0.214189555800482,0.0353470803016526,2.06330781765827
"7",4,0.660494327480328,0.207176211033003,0.001,8.26573959706228,31.1840060005919,18.0486710245222,9.96569052260755,7.0017224473759,10.8659796237006,54.2468005136801,8.91569627425249,105.505695463368,0.0325595235618152,0.013321257328716,0.0618595052217628,0.12297757461579,0.176335023254257,0.0116120953911413,0.289895636110334,0.144947818055167,0.134418145499421,411.224689198204,811.530430163829,6.73687459221291e-18,11.8015158630545,111.65809258097,179.946912456842,35.8297040232426,5.88876681468127,348.429566852109,13.389279957149,10.810605690296,4.16739729015355e-19,1.45132179762822,19.6892323517913,2.0895607127902,10.3868748394629,0.853563900823725,46.8352562134269,2.45118659162327,4.83728861949014,4.01564816112502e-20,0.0703452837443956,0.665560280231097,1.072609380235,0.21357008076252,0.0351011664340649,2.07688376896394
"8",4,0.649568277708833,0.159366316179233,0.001,7.34709422637103,31.3096523154653,18.3169735834452,9.97708524595848,7.31520064018009,10.6278178228727,54.0227267784219,8.83571537514068,106.247735975101,0.0362205184456806,0.013669359540766,0.064742793297755,0.126588240688367,0.176565505591145,0.0116429942162341,0.290652838165653,0.145326419082827,0.134926396840093,405.317200518612,801.089522351648,1.75814321954878e-16,11.655215599943,110.396715695678,176.547496074444,35.0914495905944,5.73940041855559,345.075794339047,14.680799137736,10.9503807053652,1.13827103051096e-17,1.47541323764039,19.4922519224094,2.05554147568537,10.1994294188532,0.834086510511159,46.5598335669007,2.4566116675899,4.85537219953909,1.06560371504374e-18,0.0706418049726486,0.669110167282809,1.07004745464866,0.212687900702448,0.0347862810044909,2.0914908656516
"9",4,0.636408011347848,0.122589473984026,0.001,6.45205825646819,31.4272226407842,18.6332174019781,9.97693100085034,7.66438169047588,10.3563571630733,53.7153852518117,8.73440018563401,107.040048078966,0.0407795186800663,0.0140878165540419,0.0682999512696445,0.130781402664849,0.176868658828056,0.0116807520022435,0.29170423613326,0.14585211806663,0.135589423795504,397.959877516804,787.707471905409,8.42925155301944e-16,11.4685425768061,108.760215541196,172.339775909451,34.184901506889,5.55864225245561,340.605720662563,16.2286122591134,11.0970783624515,5.75717470310803e-17,1.49987208471625,19.2362734566217,2.01305818252051,9.97188058135778,0.810739746095314,46.1825334060893,2.46189731019843,4.87299101207821,5.21458390600903e-18,0.0709477907620044,0.672822807586088,1.066144741523,0.211477894692172,0.0343874023056457,2.10708756060956
"10",4,0.620690048816897,0.0942995953723274,0.001,5.60225742578916,31.5340164839095,19.0074301367208,9.95948729510308,8.04630055828993,10.0512650654885,53.3070881030419,8.60753019161196,107.884626410061,0.0464849369983347,0.0145889755563149,0.0726760901851871,0.135620529540412,0.177260694261919,0.0117260513970974,0.293140477954011,0.146570238977005,0.136440151456196,388.922285437488,770.890040004781,4.6094520195642e-16,11.23297889049,106.682897271332,167.199164663674,33.0871791169637,5.34260833482454,334.814570165268,18.07902793581,11.2464959502364,3.3499695067814e-17,1.52342254544453,18.9106844361893,1.96058599839799,9.6991915004967,0.783067380395774,45.6821506630904,2.46691581904077,4.88971937488635,2.92375380119483e-18,0.0712502583613323,0.676684614777754,1.06053646109594,0.209870425602527,0.0338879141402046,2.12371311830829
