"","convergence","mu","x_C","C","ATP","NT","AA","DNA","RNA","p","tau Cin","tau Met","tau DNAp","tau RNAp","tau r","v Cin","v Met","v DNAp","v RNAp","v r","p Cin","p Met","p DNAp","p RNAp","p r","f Cin","f Met","f DNAp","f RNAp","f r"
"1",-1,1.04722454177852,100,108.924410874432,30.1938068421807,3.15899741773519,5.21951505697905,19.2943453105968,39.0523680076634,108.100003151496,0.103630001692821,0.16294345829242,0.248697234185919,0.229566677710079,0.217587368774984,328.769282074022,214.70096580755,20.2055119268063,40.8965981921915,113.204976266582,34.0703612578785,34.9841178674049,5.02505493150733,9.38849617662545,24.6319729180802,0.92336307841495,0.602997164078387,0.0567480744429318,0.114859905904892,0.317941185739695
"2",4,1.05008493766783,71.4285714285714,117.324631272659,32.7509626080033,3.12952078826986,5.28068520397794,21.7628352410324,41.9102543402482,117.84110971697,0.105377438345139,0.163292809568138,0.246314939262538,0.227367636242343,0.213349892947915,357.02887793671,233.828049819859,22.8528254875547,44.0093268165224,123.743174351852,37.6227885722099,38.1824392109232,5.62899232194443,10.0062966108894,26.4005930010028,0.999999997562237,0.654927552642651,0.0640083389442129,0.123265453941906,0.346591499167558
"3",4,1.04329166379714,51.0204081632653,115.554256534235,33.0028781415112,3.09686066630335,5.24643758986278,21.960793367881,42.2760688159091,118.862704252177,0.107463285517054,0.164254102379296,0.247641891893659,0.228592515594146,0.213897274705875,354.71916503154,234.162372473097,22.9115126510817,44.106270173752,124.008468482681,38.1192869101553,38.4621303015749,5.67385033905936,10.082363252493,26.5250734488948,0.999999998140822,0.660134537746014,0.0645905687290618,0.124341378870321,0.349596188976992
"4",4,1.03408730754114,36.4431486880466,113.179923476605,33.3406682465256,3.05330074406276,5.19991550742965,22.2259655120973,42.7667565233708,120.233469398283,0.11032585125352,0.165577700604104,0.249465360210471,0.230275717117358,0.21466771042572,351.589683952194,234.551761616559,22.9835888339068,44.2245601055198,124.3319046464,38.7894311739817,38.8365413611119,5.73360926737992,10.1838422924982,26.6900453033117,0.999999998259925,0.667117870387557,0.0653704868002862,0.125784578009914,0.353627851171422
"5",4,1.02175595161746,26.0308204914619,110.043865725746,33.7867091016412,2.99615555957914,5.1374070512046,22.5756592962661,43.4150254972855,122.045178004459,0.114228061752076,0.167389889101609,0.251954445777065,0.232573334563445,0.215751397846296,347.397023791255,234.959049046982,23.0668142476478,44.3595606914751,124.700386992268,39.6824886861149,39.3297691633938,5.81178639960862,10.3168509497859,26.9042828055559,1.00000000069465,0.676341572089516,0.0663989979301943,0.127691251462604,0.358956405895468
"6",4,1.00547110549205,18.5934432081871,105.983150429186,34.3640581368465,2.92274155041032,5.05461878756979,23.0275518332776,44.2547614880156,124.393117776225,0.1195029777469,0.169853433239266,0.255322671988893,0.235682466451286,0.217272051819281,341.860175868835,235.297180443272,23.153537998581,44.4968839566419,125.073685646064,40.8533089894045,39.9660339298087,5.91162318779408,10.487135360298,27.17501630892,1.0000000000045,0.688284851683368,0.0677280936272871,0.130161063200046,0.365862111106545
"7",4,0.984344863884774,13.2810308629908,100.856036930097,35.0926812362589,2.8308169300426,4.94697913036457,23.5967072193147,45.3156647727886,127.36111378505,0.12656196110001,0.173173444373744,0.259830727501602,0.239843748463017,0.219395072574931,334.677253724679,235.400131780764,23.2272975559252,44.6062418726186,125.367258212958,42.3574095669608,40.7650516265082,6.03516562185222,10.6985282555769,27.5049587141522,1.00000000001152,0.70336459727594,0.0694020800568079,0.13328136697879,0.374591511132501
"8",4,0.95751531722938,9.48645061642197,94.5804960084579,35.9839529644481,2.71914740241492,4.81022160983384,24.2913159421413,46.6153878254897,130.999478155825,0.135901248611874,0.17760237781888,0.265783962368541,0.245339042186346,0.222333397390069,325.555207770483,234.992934131232,23.2593070902586,44.6349478614943,125.434006883258,44.2433592281068,41.7353038723422,6.18195080039563,10.9506953563765,27.8881688986041,0.999999999731209,0.721822070294568,0.071445046888651,0.137104081839675,0.385292582811251
"9",4,0.924265517274388,6.77603615458712,87.1778890012799,37.0344410566566,2.58803781261036,4.6412295424606,25.1080156612689,48.1505788263013,135.299804767971,0.148111298699819,0.183444075241019,0.273523987446789,0.252483680720113,0.226348119430193,314.250272794146,233.674756121489,23.2064730828961,44.5039196459525,125.052944040992,46.5440160203133,42.8662495438771,6.34752705221033,11.2365134386822,28.3054987128878,0.999999990201613,0.743594434315495,0.073847104886085,0.141619349489121,0.397940602258737
"10",4,0.884150209501345,4.84002582470509,78.8059184191912,38.2212533311389,2.43960248124653,4.43897407577559,26.0285925938457,49.8900293644019,140.175629618572,0.163899855630229,0.191058597562749,0.283416227309853,0.261614979055249,0.231741758029159,300.611071128048,230.934801847774,23.0131855948739,44.1102799145642,123.936312294243,49.2701111587355,44.1220793694671,6.5223102396806,11.5399099559699,28.7212188947188,0.999999999659329,0.768217886661707,0.0765546840995463,0.146735380483535,0.412281263584035
"11",4,0.837095655720065,3.45716130336078,69.7607645502796,39.5017996525519,2.27758470771451,4.20519167265558,27.020196802326,51.7739889208007,145.460473013422,0.184145967610855,0.200871923095068,0.295839739913621,0.273082836843343,0.238846346456117,284.612522375388,226.216089430638,22.6184893599283,43.339781204901,121.764330038521,52.4102483269818,45.4404609189781,6.69144800948019,11.8353503996041,29.0829653583776,0.999999997999265,0.794821278733737,0.0794711670656647,0.152276438002355,0.427824920627711
"12",4,0.783444621992525,2.46940093097198,60.4384745864936,40.8193846853806,2.10674271034621,3.94448024269111,28.0399659401248,53.7217487170062,150.929202262708,0.210005012202813,0.213395102864547,0.311187111239756,0.28724964114439,0.248011742216,266.371170807418,219.020972931198,21.9677605166444,42.0880151163723,118.244671814341,55.9392809758895,46.7380030481462,6.83608393558133,12.0897672386576,29.3260670644338,0.999999997484562,0.822239778112522,0.0824704880591906,0.158005143285312,0.443909418419731
"13",4,0.723942666372303,1.76385780783713,51.2621088692063,42.1136502760395,1.93199781011402,3.66359343854426,29.043080035924,55.6462896260723,156.339280387007,0.243076546267098,0.229263261480075,0.329884662302042,0.304508919048039,0.259606282406427,246.140506887223,209.029679108582,21.025524800871,40.2847232856242,113.180675502097,59.8309843105789,47.9228259785671,6.93599814865855,12.2670575418548,29.3824144073476,1.00000000130267,0.849229092863827,0.0854208236350705,0.163665557723742,0.459821412902962
"14",4,0.65968683985946,1.25989843416938,42.6062031562136,43.331358070457,1.75771681707386,3.37028878192925,29.9907208759298,57.4697008882695,161.474009837251,0.285644593476416,0.249297481983944,0.352431513721816,0.325321397281676,0.274033251448959,224.293524514611,196.186772996078,19.7844838797492,37.9120053666509,106.522279268971,64.0682326293686,48.9088685064779,6.97267560194489,12.3335865596293,29.1906465398303,0.999999995373894,0.874687633149736,0.088208002576264,0.169028532024322,0.474923558344856
"15",4,0.592064942919037,0.899927452978129,34.7443191491366,44.4338353893766,1.58730057276048,3.07213446270486,30.8553010970813,59.1341023397777,166.173006170364,0.340996548328504,0.274600064165565,0.379458209557123,0.350269116514267,0.291766121989094,201.302080107691,180.731186773896,18.2683420827932,35.011228926369,98.3852114129414,68.6433144880706,49.6287954848306,6.93207237831373,12.263352224118,28.7054715950311,0.999999997591769,0.897810823623721,0.0907508855796509,0.173923830411111,0.488744135795188
