"","convergence","mu","x_C","x_C2","x_W","C","I","AA","NT","ADP","ATP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau INH","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v INH","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p INH","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f INH","f r"
"11",4,0.89452691098177,0.0497350220760971,0.001,0.001,10.0160734121331,9.38292058537799,14.168580421361,4.41259901749254,3.09860221812996,19.1868780236024,44.1486650707118,6.805879779266,142.779801828801,0.0490334786133845,0.00702253464902038,0.00728380112191001,0.0407516215845472,0.147945518068284,0.00973758551913864,0.282252734311609,0.128976415016563,8.70689655172414,0.114325841397058,437.327207997593,1009.92278039448,81.3281621009344,19.9349618003821,175.12573254484,204.30106462951,39.4921689896726,6.0880426154601,1.09991719162768e-12,638.601875402534,21.4436743004011,7.09221771815522,0.592378158353665,0.812382019591573,25.9090672284342,1.98939908848093,11.1467726812312,0.785213911010103,9.57686520296517e-12,73.0086967231337,1.92477234644418,4.44489024281794,0.357942964755739,0.0877381111879225,0.77076651301088,0.8991735075174,0.173813642010676,0.0267948022805748,4.84097525858753e-15,2.81062602025199
"12",4,0.86478071951781,0.0368407570934053,0.001,0.001,9.48745260579373,8.82902191657775,13.6633323475051,4.20655023111653,2.92699419033805,18.8624324094342,43.2882954927872,6.50130202625376,146.23461941577,0.06049487039517,0.00729922896533941,0.00736579576223799,0.041120414884207,0.149576299767849,0.00991295508775239,0.289746167220224,0.132400566478116,8.70689655172414,0.116203476693923,416.077230478672,906.980585633503,150.268100448141,18.8430760128316,171.045617532971,192.758539751185,37.4348833229521,5.62220064406632,5.27755818042911e-13,632.304396983915,25.1705381321886,6.62025896165656,1.10684413748047,0.774835103342283,25.5843705620885,1.91080674733423,10.8466139631617,0.744382550128008,4.59511531227017e-12,73.4759692583854,1.89423664938619,4.12912733439472,0.684111800049833,0.0857851440935917,0.778703696607246,0.877554126330822,0.170426360207824,0.0255956772687156,2.4026655131154e-15,2.87863424046792
"13",4,0.829125631453247,0.0272894496988187,0.001,0.001,8.88915780015626,8.22890721699594,13.0900915293669,3.9722406908383,2.73215798171573,18.4656301589571,42.2228755675855,6.14950222027756,150.249437069434,0.0759677493005806,0.00766061610174937,0.00747126460706384,0.0415862817695962,0.151590931395279,0.0101324381330991,0.299414119765236,0.136818372607956,8.70689655172414,0.118618075387228,391.530702475735,793.189508864452,222.948901186042,17.5756294775475,165.916936954197,179.340865667294,35.0080683667462,5.09870991151078,7.04762565087558e-13,622.878296928448,29.7437062491568,6.07632032334569,1.66571023461505,0.730905079731311,25.1515030071385,1.81716022611029,10.4819099747105,0.697597192492957,6.13629474774512e-12,73.8846247821272,1.85913859141479,3.76636932151352,1.058647261856,0.0834558588215464,0.787837527198773,0.851579511572188,0.166231793573171,0.0242106386625101,3.3464841307559e-15,2.95766608404398
"14",4,0.787381816465494,0.0202144071843102,0.001,0.001,8.23066848715189,7.59784306872854,12.4574601065073,3.71367652767909,2.51706754043753,17.9913670710061,40.9346813281664,5.75489979196777,154.802335777541,0.0968561358228845,0.00813298219740449,0.00760652689701081,0.0421686024415805,0.154052756332329,0.0104044845249694,0.311811163120919,0.142483246724128,8.70689655172414,0.121691325801153,363.947171041185,671.950386751854,295.621125454348,16.1479684972222,159.614610434697,164.21934429334,32.2312237406078,4.53130345177648,1.54299770653834e-13,609.442721688107,35.2505166307196,5.46496053299189,2.2486500420931,0.68093726379853,24.5890706883761,1.70861762640069,10.0500553633695,0.645634827701362,1.3434721410377e-12,74.1638928020886,1.81978151914522,3.35983624242853,1.47814271843827,0.0807418685489903,0.798093078794001,0.821117325836693,0.161160162709317,0.0226570857951487,7.7151821304422e-16,3.04729007436104
"15",4,0.739735679924955,0.0149736349513409,0.001,0.001,7.52563253641189,6.95266282795667,11.7780742321868,3.43696157338573,2.28612737708061,17.4384653388757,39.4177374529611,5.32564026029758,159.838698524005,0.125055457627995,0.00875293435958691,0.00777994058072694,0.0428888592713711,0.157031654887784,0.0107387442679671,0.327618736795036,0.149706575091771,8.70689655172414,0.125561758787093,333.834393870706,547.785891332322,363.843528121964,14.5909850039807,152.066900603929,147.740297191769,29.1587068158695,3.93956611898694,0,591.191941654874,41.7478128974655,4.79473394993963,2.83068102947093,0.625790702466414,23.8793170554911,1.58654526961587,9.55293869359197,0.589778951021117,0,74.2310999749426,1.77672738108236,2.91541617631432,1.93644145334609,0.0776558768344733,0.80932771164367,0.786300741113949,0.155187942728193,0.0209670876389668,0,3.14643107330719
"16",4,0.686791224737858,0.0110915814454377,0.001,0.001,6.79011882501451,6.30964547529083,11.0670069542321,3.14959350707703,2.04455549595161,16.8103894995057,37.6805107845047,4.87285024285115,165.275329642465,0.163124542064894,0.00957378332729563,0.00800306176977954,0.0437708069612111,0.160606709742119,0.0111464584592175,0.34768187037475,0.15887449705866,8.70689655172414,0.130386848400827,301.919976585598,425.842165326682,423.065721436594,12.9494107657951,143.2792687667,130.405290837167,25.8786441504381,3.34663078625191,1.05458105526977e-13,567.548230320511,49.2505579207693,4.07692062246406,3.38582110133341,0.566806158891044,23.0116119308765,1.45355715717867,8.99753540098688,0.531694283006802,9.18212815364194e-13,74.0008250669579,1.7307462330985,2.44112606217266,2.42521018983283,0.0742320669112492,0.821343647093082,0.747543996409104,0.14834846765553,0.0191844497750045,6.04535085603292e-16,3.25345137091467
"17",4,0.629566452144972,0.00821598625587976,0.001,0.001,6.04040711363978,5.68284643188476,10.3398748828664,2.85952062536456,1.79756268520021,16.1152527355807,35.7462687258667,4.40931177725274,171.008954821396,0.214517806054709,0.0106776262801395,0.00829280613506128,0.0448408294218327,0.164870281631475,0.0116410677070322,0.373061719814507,0.170471911703318,8.70689655172414,0.136347206279495,269.086435066537,311.230358270902,469.304846940436,11.2773076523887,133.350225446808,112.818153701487,22.5046515791647,2.77595477200605,4.61558801362939e-14,538.307504859632,57.7238316895563,3.32320145265062,3.89185411392164,0.505683828778293,21.985489225036,1.31332376582137,8.39562402194944,0.473222316785819,4.0187447360049e-13,73.3967244068966,1.68273803351236,1.94628599883388,2.93480834536715,0.0705228953574049,0.833908614090139,0.705510844711265,0.14073334144042,0.0173594951860344,2.88636827628916e-16,3.36631800829521
"18",4,0.569428940721544,0.00608591574509611,0.001,0.001,5.29033677998677,5.08304240885199,9.61098520167226,2.57414045248467,1.54939680999842,15.364995478686,33.6504305338139,3.94780191977901,176.92887144803,0.283898712440958,0.0122009683151896,0.00867598643907206,0.0461288767709346,0.169934773338077,0.0122392229991335,0.405118396959431,0.185120327087422,8.70689655172414,0.143655261143717,236.280377222734,208.341853595825,499.770549719059,9.63154448389425,122.474621091425,95.6084006884495,19.1615290136935,2.24799266535824,1.58820847174029e-12,503.74209925855,67.0796948685981,2.54197235445052,4.33600251201014,0.444292328611333,20.8126969748382,1.17017253661644,7.76268791731915,0.416149137501243,1.38283668660146e-11,72.365202818071,1.633632643298,1.44046685975328,3.45539267279232,0.066592095624742,0.84678440648458,0.661032482570195,0.132482009975645,0.0155425272432244,1.09808069307066e-14,3.48285180015807
"19",4,0.507979391803529,0.00450808573710823,0.001,0.001,4.54840095985649,4.51716648761101,8.89161609373823,2.299434604165,1.30216546034512,14.5739139547374,31.4350109004285,3.49944957159084,182.932842313284,0.377562936062394,0.0143968881957711,0.00920010662140556,0.0476707480098298,0.175945784400013,0.0129626806326391,0.445655243821263,0.203643786911703,8.70689655172414,0.152573368818928,204.413590330402,120.28688766435,513.294471037987,8.06472116549819,110.932257985028,79.3493310022785,15.968337718537,1.77764826502384,2.59009284672094e-15,464.630569895965,77.1789953362022,1.73175687312092,4.72236386172745,0.384451290450005,19.5180631464404,1.0285800361961,7.11637343937486,0.362007024486473,2.25516704757599e-14,70.8902513052859,1.58427276317124,0.932263063259376,3.97820149158119,0.0625042496656796,0.859761597057701,0.614983493414392,0.123759885434758,0.0137773605180742,2.00740740599103e-17,3.60104020301741
"20",4,0.446905777426904,0.00333932276822832,0.001,0.001,3.81237197057077,3.98752932743421,8.18764568294387,2.03915712595792,1.05364040315898,13.7565456367663,29.1390269972989,3.0720639369937,188.952018534121,0.504009637951333,0.0178256243911549,0.00996582992621438,0.0495149069170247,0.183117525511838,0.0138430517469625,0.497243712194766,0.227217325439993,8.70689655172414,0.163461480785797,174.271323578523,48.521081664704,510.530399510977,6.61875770600989,99.0655506198264,64.4864454189424,13.0223995136914,1.37292312206732,6.31373152391438e-14,422.21874369687,87.834426702111,0.864918576807564,5.08785913368868,0.32772717171942,18.1406384929703,0.892689200912091,6.47530627587123,0.311951919830861,5.49730072340821e-13,69.0165010602094,1.53523988231728,0.427445538228571,4.49750776186346,0.058307819054824,0.872716067980917,0.568092103985361,0.114720578729523,0.012094739909424,5.56206967544474e-16,3.71952792390002
"21",4,0.387805980195535,0.00247357242090987,0.001,0.001,3.13711365237427,3.57481009017359,7.63208625962063,1.82590765279696,0.831570374237191,12.9650493261199,27.1038225791234,2.72140500484958,194.208235306186,0.6747126855014,0.0230802564933169,0.0110516703200208,0.0514177017836393,0.190179302367513,0.0147417307041398,0.55398365568604,0.253144849286999,8.70689655172414,0.174890902235281,147.145782879826,8.16718763404413e-17,486.430638149606,5.35041162628198,87.0873393233491,51.8379739737617,10.5110244823428,1.05537713541473,2.423311164308e-14,376.575575274803,99.281126327053,1.88500785422784e-18,5.37587104638678,0.275105869419883,16.5622094375574,0.764181452569404,5.82293576773374,0.267163285885505,2.10995196202679e-13,65.85964211958,1.49382458087415,8.2913321779059e-19,4.93824579907691,0.0543174003951064,0.884111019820355,0.526259320717079,0.106707962909935,0.0107141929324787,2.46014647073272e-16,3.82299675799579
"22",4,0.330257135441723,0.00183227586734064,0.001,0.001,2.91116763831163,3.67463117205409,7.90749058056323,1.79701985632047,0.830716125341196,12.3453698365652,26.8229653023857,2.67655982567867,195.03407966304,0.905161799693993,0.0243807112442488,0.0113436657854774,0.0517101952944233,0.188325891582495,0.0146291910331629,0.562690227542983,0.257123349009708,8.70689655172414,0.176357735995391,125.347251660915,8.09500760571854e-17,414.61939258632,4.35149640611309,74.366603501637,43.1982461819972,8.85847568481863,0.883952980867035,2.23184497091343e-15,322.056982315141,113.45954390009,1.97362042955021e-18,4.70330381767687,0.225016728983089,14.0051569084077,0.631955395694039,4.98457769877458,0.227284950807646,1.9432443281229e-14,56.7972402626059,1.49426935504423,9.65008935879754e-19,4.94269355043205,0.0518743541807337,0.886527109121057,0.514967935922779,0.105602225599944,0.0105376371089711,2.66059087938136e-17,3.83925353667401
"23",4,0.275338191490397,0.00135724138321529,0.001,0.001,2.67196809443038,3.8043044620152,8.27576241632086,1.75528351798597,0.826364473365437,11.6341587979403,26.3915081620491,2.61052571034033,196.030124380066,1.21626810385399,0.0260557444661465,0.011715824316621,0.0521497851867718,0.186063448556868,0.0144947897912684,0.576073572796842,0.263238917370743,8.70689655172414,0.178593011541445,104.536003532415,2.50220483535211e-17,346.001028898582,3.4308579425453,62.2029744253125,34.9985943761982,7.26659012804264,0.718777427924289,3.67521527324616e-15,269.872899622224,127.143806800844,6.51968097918907e-19,4.05368726794588,0.178918504710067,11.5736999320683,0.507297268472861,4.18609053711179,0.189210191957317,3.19997191894709e-14,48.197413876955,1.49474022037226,3.57785459614494e-19,4.94740220315123,0.0490571782334868,0.889428374516642,0.500438173479401,0.103903575441138,0.0102776602769304,5.25511967342813e-17,3.85886071614302
"24",4,0.225074992124262,0.00100536398756688,0.001,0.001,2.42728034248999,3.96948267055655,8.76311813278723,1.69649920486459,0.816399549181472,10.8484254080729,25.7504273409709,2.51609153112491,197.212277208048,1.63626161446999,0.0282120524283479,0.0121871148501989,0.0528056193216224,0.183395608936924,0.0143421447663732,0.59656570820541,0.272602873285916,8.70689655172414,0.181972008182607,85.4804124159977,1.98344780983193e-19,283.113641040095,2.6254603853849,51.0446037056681,27.5570189502232,5.7957772309654,0.566309281551861,5.08958351921859e-21,221.937758697045,139.868317625361,5.59571335998702e-21,3.45033845901362,0.138639061654635,9.36135617954498,0.395226755113791,3.45756194839166,0.15437753731952,4.43144771931963e-20,40.3864596416483,1.495221897287,3.46944348250666e-21,4.95221891822059,0.0459245077057255,0.892871326212371,0.482026899423514,0.101379635200673,0.0099058721697831,8.9026906994455e-23,3.8821314411033
"25",4,0.180794130285527,0.00074471406486435,0.001,0.001,2.18503554043994,4.17278565136784,9.39481986433207,1.61701658875469,0.798486027258171,10.0156845137595,24.8417430769059,2.38697436524248,198.587454424251,2.20325285380161,0.0309898415646539,0.0127801164390742,0.0537682008463876,0.180401966663427,0.014182692620636,0.627610683342059,0.286788987752332,8.70689655172414,0.187005904063389,68.6850428528838,3.45873628925698e-16,227.633337509023,1.95513855772265,41.187113371954,21.0890528067276,4.49124133436571,0.431550954377862,6.89833754522528e-16,179.517230541246,151.330516679102,1.07185689617993e-17,2.90918055878038,0.105124282654148,7.43023625349003,0.299099553618179,2.81875104291536,0.12376406136958,6.00631113851511e-15,33.5707819923215,1.49569874924507,7.53181089642866e-18,4.95698749039117,0.0425754745709356,0.896898529821037,0.459239284065779,0.0978021380980547,0.00939753687103339,1.50219529750654e-17,3.9092018587451
"26",4,0.143065181565256,0.00055164004804767,0.001,0.001,1.952220802955,4.40954483252655,10.1852609281536,1.51564754413972,0.77088376184276,9.17000257821135,23.6322655671696,2.22118272812798,200.142991374988,2.96869102689925,0.0345675449282972,0.0135207194707327,0.0551423255975571,0.17726360396178,0.0140383317201843,0.673738170620258,0.307867111078131,8.70689655172414,0.194327039072798,54.3681867898946,1.41705531528444e-18,180.296306554214,1.42219470915941,32.7595292914046,15.6992922785453,3.38095436416548,0.317773910289241,4.59134966963572e-18,143.167467000381,161.402348271942,4.89841232769773e-20,2.43773578252876,0.0784231237155913,5.80707222628589,0.220391872778347,2.27787800826342,0.0978321357367499,3.9976406606311e-17,27.8213099537365,1.496157046361,3.89959169180936e-20,4.96157045895982,0.0391373477954884,0.90150883225546,0.43202851064719,0.093040415618778,0.00874481389026764,1.26349259854469e-19,3.93982266486196
