"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","LIP","RNA","DNA","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau RNAp","tau DNAp","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v RNAp","v DNAp","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p RNAp","p DNAp","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f RNAp","f DNAp","f r"
"1",4,0.686033423796251,1,0.001,23.1778120121429,13.8140643044842,6.05770047302269,2.21225076081196,12.8682749348643,29.3588298906868,40.7467129379472,6.24905547969444,155.515297994212,0.172833430397328,0.0119021607686271,0.222291105140514,0.0609851835940242,0.0943830985937678,0.0327361985437883,0.399074291968737,0.266049527979158,0.133899181247937,211.613802551271,633.205524096084,10.3457446756521,139.536700958502,139.946699350247,111.895214380887,27.9536069852629,4.2870609262275,533.443461678318,36.5739394143589,7.53651394737435,2.2997670174523,8.50967132605869,13.2086031226467,3.66302395407246,11.1555659156161,1.14057053584072,71.427642760792,1.06365483387132,3.1827419025545,0.0520018127437112,0.701366757213334,0.703427571612023,0.562429691392468,0.140505906682577,0.0215484671713601,2.68129824127952
"2",4,0.678224276164178,0.769230769230769,0.001,22.3227280619055,13.6733445977533,6.00401276723508,2.22201994976963,12.8218478140347,29.7801792155106,40.6156868982949,6.19953511252272,156.360645736052,0.179458730488728,0.0120519501404887,0.223901593897078,0.0622098609457194,0.0956659061738822,0.033103046438635,0.401380053819953,0.267586702546635,0.134377191065132,209.270246413866,629.260311121639,10.2031163248158,138.334381817305,137.803603591935,112.209113847106,27.5465448475069,4.20467521424513,530.237928874487,37.5553727504956,7.58381389502639,2.28449400784356,8.60576265686661,13.1831066116489,3.71446350651885,11.0566336534461,1.12511517585942,71.2518834783467,1.06398659664532,3.19932980587309,0.051875406082084,0.703329453809427,0.700630833593404,0.570501517538517,0.140054092752741,0.0213777072845611,2.69587320234573
"3",4,0.668617783597831,0.591715976331361,0.001,21.3458525375788,13.5032066277656,5.9377719461258,2.23316262024572,12.7634190827035,30.2860496835443,40.4453481954405,6.13827583999108,157.346913661349,0.18780009910323,0.012238252474601,0.225892956510039,0.0637158972607656,0.0972659665306603,0.0335590514409648,0.404292255111269,0.26952817007418,0.134989353160553,206.381194045572,624.101833599598,10.0269812197697,136.805289051342,135.160840097074,112.498841185251,27.042479067278,4.10416038724695,526.024723341052,38.7584086948015,7.63791580945329,2.26502443260441,8.71667174192464,13.1465497491379,3.77535439838477,10.9330648459091,1.10618683886561,71.0077371502677,1.06437385793552,3.2186928631993,0.0517123506998248,0.70554865217713,0.697067702710164,0.580192522673262,0.139466717915312,0.0211664684137623,2.71287782174739
"4",4,0.656924765347104,0.455166135639508,0.001,20.2540577115419,13.300281783771,5.8569053160278,2.24553710043133,12.6905436090909,30.8856174873125,40.2257163182691,6.06324974154461,158.478091123166,0.198267509547857,0.0124683838415127,0.228336556847981,0.065552249369958,0.099249682914584,0.0341220905851839,0.407952242925987,0.271968161950658,0.135768837466366,202.856574800005,617.419636188533,9.81188131530834,134.879365129949,131.939507882345,112.719594558073,26.4252692532981,3.98309891370508,520.540914118714,40.2198678810057,7.69822501528579,2.24041119573855,8.84164577786001,13.094954321229,3.84622821623577,10.7802478618061,1.08327609042803,70.673234763577,1.06481817590671,3.24090876237766,0.0515037265845596,0.707997754998686,0.692566096276727,0.591678495925527,0.138709366614721,0.0209077577294642,2.7323808814339
"5",4,0.642857073790225,0.350127796645776,0.001,19.0613595398978,13.0617651295654,5.75934499903856,2.25886319309247,12.6005971532182,31.5867629083134,39.9454936131274,5.97238051814115,159.753433129522,0.211368206326392,0.012750731169102,0.231312369413496,0.0677726458185129,0.101694746242094,0.0348127431846323,0.412528642148869,0.275019094765913,0.136754752717761,198.605898121321,608.867330196232,9.55250919633108,132.482260193342,128.064596012145,112.809855409689,25.6792431352412,3.83938706345396,513.493122747933,41.9789724517458,7.76350364498101,2.20961353604756,8.97867329731947,13.0234965940514,3.92722052507299,10.5934233019917,1.05590475464707,70.2226250236646,1.06531910820936,3.26595537875835,0.0512395184355536,0.710632889646192,0.686936604136048,0.605110400542402,0.137743081424577,0.0205944155797971,2.75436953671589
"6",4,0.626145063732021,0.269329074342904,0.001,17.7880962269467,12.7856849294244,5.64315987869999,2.27271082029202,12.4908839299665,32.3955075100125,39.5924369272463,5.86365182493615,161.167868125428,0.227735483736319,0.0130949289552031,0.234909993173895,0.0704363715362105,0.10469257178861,0.0356548000434865,0.418222123488003,0.278814748992002,0.13799253396553,193.543652399987,598.079190470364,9.24415197581437,129.54000569717,123.472138522325,112.690483969378,24.7906089431167,3.67149664562703,504.57232529475,44.0767573034049,7.83180450879481,2.171543677537,9.12432797008871,12.9266157261417,4.01795667273189,10.3679811147509,1.02366741567548,69.6272137363022,1.065874257396,3.29371283998072,0.0509089474146846,0.713396464639388,0.679979799516219,0.620603592145834,0.136525644576711,0.020219489051504,2.77875634699013
"7",4,0.606558419394397,0.207176211033003,0.001,16.4591155016503,12.4711039421212,5.50670885688019,2.2865036597366,12.3587742137502,33.3154678842118,39.1539140141716,5.73523788718815,162.71317420006,0.248167567220893,0.0135121454679836,0.239230339031349,0.0736099733444945,0.108351987480786,0.0366760627262912,0.425271660153323,0.283514440102215,0.139534398020968,187.595827849501,584.694306410828,8.88321659853388,125.985123974706,118.117515700814,112.265430784624,23.7491361975401,3.4787568277037,493.475228787166,46.5552002182002,7.9004745225249,2.12513491855617,9.27376161758091,12.7982675824762,4.11745398145097,10.0998345779352,0.986277794258173,68.8567689870768,1.06647957445574,3.32397869524031,0.0505009581844372,0.71622361192429,0.671496372410972,0.638227354103674,0.135013496600592,0.0197766823696143,2.80539955517344
"8",4,0.583929543230827,0.159366316179233,0.001,15.1013589869996,12.1182189827793,5.34880332370485,2.29953956169532,12.2018609806576,34.3473141601983,38.6176055540577,5.58564946300462,164.379649124667,0.273679268134416,0.0140155232100328,0.244388178550902,0.0773702363261294,0.112804701274477,0.037909547824863,0.433962873448216,0.289308582298811,0.141440013857706,180.707304417179,568.386839989735,8.46779619490337,121.763672999183,111.984152658607,111.424508159835,22.5499607718492,3.2616257395798,479.930667149052,49.4558428194367,7.96623894815332,2.06942928841269,9.42088415588435,12.6323388881296,4.22405272094709,9.78584577269622,0.943616318707142,67.8814002123,1.06712983294799,3.35649162364695,0.0500048294563892,0.719050336375884,0.661299389666736,0.657994524141729,0.133164157082958,0.0192608602172573,2.83413188145978
"9",4,0.558178349367582,0.122589473984026,0.001,13.7413859079366,11.7283430863896,5.16886330247711,2.31102573055693,12.0181246477431,35.488233105417,37.9722946607223,5.41388607442046,166.157843593434,0.305569792174127,0.0146208228919285,0.250515639162021,0.081808744487319,0.118213189995949,0.0393952195289796,0.444639162828088,0.296426108552058,0.143777547977935,172.849722009862,548.900031618384,7.99822150599938,116.842515976431,105.09160431254,110.048685426409,21.1953127554214,3.02191399268415,463.728554357298,52.8176536319092,8.02537014766633,2.00367957273485,9.55873953477136,12.4232137875773,4.335392121249,9.42426611945006,0.895774205230377,66.673754472845,1.06781913853743,3.39095690806185,0.0494108633734484,0.721821668578562,0.64922769374272,0.679851208916034,0.130938947105939,0.0186685726704154,2.86479040678334
"10",4,0.529336743550188,0.0942995953723274,0.001,12.4033247196241,11.3037776756639,4.96704963962023,2.32012497771245,11.8060960535156,36.731441455585,37.208683247517,5.21958359128446,168.039918711572,0.345511254967556,0.015347326252294,0.257766734861439,0.0870383557555231,0.124781863379353,0.0411823973879663,0.457716425155026,0.305144283436684,0.146625226762574,164.029277535267,526.081093377505,7.47752783934041,111.216013383653,97.5018273160441,108.018342255576,19.6959232220311,2.76291738089851,444.74851678611,56.6739615326317,8.07393817522813,1.92745793598229,9.68005893859737,12.1664596953879,4.4484542959585,9.01514756731593,0.843088444389035,65.2113521260816,1.06854134969727,3.42706747243308,0.0487111070042345,0.72449815566228,0.635159379616454,0.703667460834962,0.128305804301783,0.0179985641078775,2.89723997778573
