"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau GLY","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v GLY","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p GLY","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f GLY","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.853020950372099,1,0.001,21.3620980338652,23.7877350529253,10.6646931647334,2.46708822860922,16.3710297771442,46.232914976207,8.5945180474045,124.519923354873,0.0379310344827586,0.36001207892079,0.00669207681926536,0.0763927440981269,0.160108911063465,0.0109741683771662,0.335840749508405,0.155003422850033,0.128684354657653,216.667321936831,5.56749415627339e-15,593.55496802061,16.0693093244895,162.477272246261,215.375643854973,39.4376450714765,7.33130395278714,531.090516802171,8.21841565967289,2.00436514557934e-15,3.97211544245051,1.22757863505937,26.014059131911,2.36356858000505,13.2447682796511,1.13637720663598,68.3430404194866,1.000000002503,2.56960492262512e-17,2.73947618958122,0.0741658189202889,0.749892836633256,0.994038429370766,0.182019350300027,0.033836685226002,2.45117959359985
"2",4,0.851489183742587,0.769230769230769,0.001,21.3133176761632,23.7638817900023,10.6435443691125,2.46380032083324,16.3571343302411,46.2058581235125,8.58074922634898,124.671713954374,0.0389655172413793,0.36033140180446,0.00669465260743403,0.0764341477345959,0.160189265763105,0.0109822780719121,0.336194015095746,0.155166468505729,0.128749813032522,216.278252492305,1.04464927175643e-15,592.86706432572,16.0258222833159,162.260748640053,214.787092103769,39.3437884177155,7.30641515464373,530.783079753996,8.4273939764243,3.76419936486002e-16,3.96903903804994,1.22492006797135,25.9924301868219,2.35885157174099,13.2271461972293,1.13371063698281,68.3382222791534,0.999999999175543,4.83011703144923e-18,2.74122366444597,0.0740981679176156,0.750240704446459,0.993105360578627,0.181912827257923,0.0337824772690905,2.45416759752705
"3",4,0.849508854175378,0.591715976331361,0.001,21.2504998863993,23.7330494650772,10.6162584059343,2.45955345502882,16.3391606421127,46.1707492149205,8.56296328934168,124.867766298578,0.0403103448275862,0.360745132685427,0.00669798984766232,0.0764878100020001,0.160293287405442,0.0109927837831162,0.336652225404254,0.155377950186579,0.128834785881623,215.775249519007,3.10961637822478e-14,591.974929331983,15.9696740726332,161.980235219384,214.027104733378,39.2224602619858,7.27431313227447,530.381365358721,8.69797471336963,1.12177897296347e-14,3.96504206673624,1.22148539626143,25.9643443980217,2.3527536860604,13.2043285330274,1.13026786350812,68.3315696415935,1.00000000258816,1.44113673519309e-16,2.74347930165162,0.0740106854218168,0.750689599477656,0.991898309766348,0.181774603208348,0.033712453895046,2.45802689564131
"4",4,0.846952736593248,0.455166135639508,0.001,21.1698176578259,23.6932699373628,10.5811323433634,2.45407366898718,16.3159476537397,46.1252216171883,8.54003325977582,125.120503821577,0.0420586206896552,0.361280890545117,0.00670231299906662,0.0765572985648094,0.160427796881507,0.0110063799908713,0.337246135142042,0.15565206237325,0.128945031500975,215.125995060655,1.87163319822387e-15,590.818764397942,15.8973209251971,161.617196495041,213.047686030767,39.0658826746477,7.23300453996449,529.855765578053,9.0479026267407,6.76185308628124e-16,3.95985228471681,1.21705594445091,25.927890771865,2.34488378863047,13.1748179479374,1.12583207380055,68.3222683834354,0.999999999841812,8.70017218235339e-18,2.7463848064382,0.0738977217430191,0.751267630041209,0.990339107726135,0.181595360697592,0.0336221781880938,2.46300204373183
"5",4,0.843660274874112,0.350127796645776,0.001,21.0665536899558,23.6420597771201,10.5360435722837,2.44702254693015,16.2860224176366,46.0662262279147,8.51053884699177,125.445532883085,0.0443313793103448,0.361973696233481,0.00670790430648546,0.0766471750707599,0.160601456746938,0.0110239528422814,0.338015304955877,0.15600706382579,0.129087988665883,214.289709785896,1.50178736947624e-15,589.321891574423,15.8043258640355,161.147987356603,211.788670374699,38.8642450818556,7.18000354297989,529.167063769363,9.49975840682225,5.43607525086072e-16,3.95311485439823,1.21135693137607,25.8806015213075,2.33474831474017,13.1367096532234,1.12013127099906,68.309111930218,0.999999999850068,7.00821038374434e-18,2.75011754915753,0.0737521455297902,0.752009919157807,0.988328700218739,0.181363095385491,0.0335060584527235,2.46940025360403
"6",4,0.839430615409544,0.269329074342904,0.001,20.9349656774518,23.5763158371148,10.4783746886584,2.4379742649887,16.2475389082269,45.9898612984064,8.4727176202482,125.862251668367,0.0472859655172414,0.362868342032922,0.006715126676627,0.0767632551105973,0.160825231889814,0.0110466287523711,0.339010379261586,0.156466328889963,0.129273219247786,213.215376283354,1.09229320346439e-14,587.386414918672,15.6851918222356,160.5426169241,210.175498425464,38.6052975723209,7.11225856615623,528.263136874043,10.0820949306803,3.96358623754953e-15,3.94437418430867,1.20404638130892,25.8193035950159,2.32173070395067,13.0875965714989,1.11282898796266,68.2902763136414,0.999999999856153,5.1229569946947e-17,2.75489706733705,0.0735650124929751,0.752959846046246,0.985742689194785,0.181062446056718,0.0333571559852291,2.47760337929857
"7",4,0.834015377962865,0.207176211033003,0.001,20.7682172523359,23.4922140376472,10.4049503492594,2.42640690511881,16.1982005932484,45.8911491948471,8.42440635621838,126.394455303346,0.0511269275862069,0.364021428615697,0.00672443823139784,0.0769129109261211,0.161112873381833,0.0110758289914117,0.34029599914078,0.157059691911129,0.129512987536048,211.839905995913,1.9531633294425e-14,584.888077854207,15.5332090621607,159.763340308307,208.117084588527,38.2739241408906,7.02608445129423,527.074597061153,10.8307235337219,7.10993305503452e-15,3.93304375181163,1.19470432499478,25.739930818151,2.30506923909368,13.0244632565628,1.10351465926185,68.2630057197485,0.999999999968587,9.2199971492568e-17,2.76099101860024,0.0733252263715244,0.754170181261178,0.982426250632892,0.180673815727744,0.0331669541583401,2.48807982880603
"8",4,0.827111977048441,0.159366316179233,0.001,20.5583682711378,23.385105485837,10.3120038720806,2.41168411994119,16.1351965154285,45.7637907615689,8.36299646231157,127.070854476455,0.0561201782758621,0.365504367762432,0.00673641905361096,0.0771054138545697,0.161481494548035,0.01111333505724,0.341954213303218,0.157825021524562,0.129822948382733,210.086442141157,1.42327122288294e-14,581.670534514739,15.3403471104021,158.76314800933,205.504320396389,37.8517794540324,6.91713453799164,525.509128356279,11.7900885863033,5.20211848474294e-15,3.91837647162916,1.18282381262031,25.6373104196974,2.28383836827546,12.9435754653306,1.09169690734682,68.2231444452523,0.999999999861263,6.77469335088832e-17,2.7687200016611,0.0730192150998807,0.755703920582511,0.978189350409387,0.180172404573106,0.0329251829224865,2.50139477315857
"9",4,0.818358939838022,0.122589473984026,0.001,20.2965213063451,23.2494600697384,10.1951846198577,2.39305698170359,16.0551357869123,45.5998896924621,8.28541441832735,127.925337086334,0.0626114041724137,0.367406013904842,0.00675178832853627,0.0773523381061518,0.161952145083381,0.0111613587293715,0.344088592994904,0.158810119843802,0.130222976517786,207.863170687499,3.40923585688488e-14,577.539231168795,15.097243476052,157.484288879855,202.209833227445,37.317077385454,6.78044295950103,523.444216181971,13.0146049924744,1.25257375663953e-14,3.89942264027728,1.16780708183047,25.5049184010234,2.2569364872579,12.8403806522428,1.07680295899242,68.1644638722357,0.999999999849137,1.64013463524811e-16,2.77845868111931,0.0726306801914012,0.75763440120356,0.972802601481247,0.179527124773473,0.0326197418044384,2.51821529697509
"10",4,0.807335414282749,0.0942995953723274,0.001,19.9731855486617,23.0788670589203,10.049651597964,2.36965745711792,15.954024484839,45.3896681434466,8.1881434932456,128.996802190739,0.071049997837931,0.369836311449335,0.00677143772102553,0.0776679860270002,0.162550344594393,0.0112226137030995,0.346829006835071,0.160074926231571,0.130738133612472,205.063195207581,3.21730341141491e-15,572.255799584063,14.7933573517951,155.857104307053,198.090005215888,36.6446865347459,6.61057821932604,520.718433689049,14.5697395761379,1.18987562649105e-15,3.87499450737915,1.14897027209164,25.3346260125958,2.22308760698287,12.7094402366284,1.05818782080665,68.0777561581163,0.999999999901314,1.56893264432001e-17,2.79063143899765,0.0721404800864445,0.760044259204588,0.965994921691417,0.178699480879711,0.0322367854064788,2.53930712973895
