"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.606625514880292,1,0.001,8.31152671431822,5.5473602408632,12.0338192981499,1.58207195890539,21.1254691237582,10.1291204021755,37.9638067542896,40.6909515738719,9.41216464510728,2.04972635065872,12.2462917748076,15.3413918747538,163.566299237287,0.109172997857556,0.178673795114636,0.000901518249267218,0.107042487339484,0.103385806530532,0.014154241290215,0.0202128300031075,0.0140123969003063,0.259993665363422,1.29996832681711,0.259993665363422,0.168811366942766,0.131873645575882,0.197574000517545,0.15484783369324,0.000333224930207802,0.00556454580059646,259.266439871878,53.0137648435493,2957.91738614017,13.7749738009363,137.361458928165,207.633743887772,127.943410106316,1650.02140047439,25.6530987822238,6.9499833701205,11.2798069407662,0.968929332754791,1.24032414614421,0.827873837615371,7.42891305326696,9932.14534365674,9922.34904918831,28.3048944846686,9.4721705579118,2.66661650343016,1.47450745868845,14.2012252174989,2.93889811097824,2.58609839849682,23.1207547574465,6.66964318032031,9.03475825306228,2.93267835112156,0.163566285133278,0.16356606684783,0.163566346021482,1.15035109299382,3.30963843895376,55.2133657337131,1.25703310173959,0.257033101889745,14.3412316242189,0.0667868855372463,0.665986314546819,1.00669600444249,0.620323639775974,8,0.12437704759392,0.033696452024791,0.0546892637272371,0.00469777825900302,0.00601361483329904,0.0040138816981518,0.0360185052200224,48.155231639062,48.1077350697903
"2",4,0.605505359410777,0.91324200913242,0.001,8.30131855019912,5.54088661425831,12.0191402322521,1.58053474804362,21.1150232666301,10.1095097148349,38.0460248860873,40.6579831908118,9.408783194175,2.04836616542721,12.2326679073752,15.3313813105106,163.608380203717,0.109970110530414,0.178566098792497,0.000902072926767076,0.107085982881464,0.103410465135807,0.0141673275659585,0.0202192432913881,0.0140459708039688,0.260222020329727,1.30111010164864,0.260222020329727,0.168867164090735,0.131885100741372,0.197638792992994,0.154978926296657,0.000333562833316614,0.00556870738420026,258.807096545722,52.9352743555501,2952.8318334449,13.7422820127029,137.102700439145,207.090985584164,127.983733182231,1646.97457759731,25.5874852045366,6.93760388507618,11.2536273230019,0.968858479666756,1.24053523546917,0.827815329016919,7.40694597780788,9916.34693057685,9906.57510578666,28.4610450131886,9.45244543018108,2.66366965424663,1.47160577636455,14.1778540237872,2.93392582872804,2.58773423855164,23.1333568318107,6.65842709508151,9.02658649610943,2.92844163802937,0.163608383866587,0.163608114503073,0.163608422448002,1.14792053477801,3.30772477831373,55.1668179437287,1.25712734156847,0.257127341614585,14.343059685852,0.0667516412196272,0.665961465606382,1.00592195362859,0.621667073302079,8,0.124288428261545,0.0336986568193279,0.0546632715578123,0.00470612475915772,0.00602576507175441,0.00402102298494286,0.0359784350216917,48.1675774014353,48.1201118246226
"3",4,0.604285120460314,0.834010967244219,0.001,8.29019894804865,5.53383509817167,12.0031480504759,1.57885859718817,21.1036354904921,10.0882273189893,38.1353782581406,40.6220368293717,9.40509331189208,2.04688276579446,12.2178236203944,15.3204670229844,163.654414631685,0.110842014049772,0.178450194811094,0.000902679043555139,0.10713349040226,0.103437394491708,0.0141816235317851,0.020226246775914,0.0140827359907928,0.260471537595055,1.30235768797528,0.260471537595055,0.168928104510394,0.131897610162004,0.197709552956431,0.155122165786361,0.00033393200978308,0.00557325388970389,258.306591859859,52.8496509374166,2947.29082990516,13.7066936721142,136.820941756615,206.500287369219,128.025786914001,1643.65552765205,25.516073885118,6.92412471586506,11.225131121958,0.968781466337811,1.24076677094786,0.827751960248167,7.38304901821291,9899.13795570491,9889.39276595702,28.6312228840793,9.43103050548029,2.66045766741762,1.46844593496816,14.152401727206,2.92850933467571,2.58948115980316,23.1471668557312,6.64621099824571,9.01768705620649,2.92382716304251,0.163654416793246,0.163654171856449,0.163654470019475,1.14527455381206,3.30563903266851,55.1160966996794,1.25722981495446,0.257229815120261,14.3450535970409,0.0667132179049417,0.665934872385637,1.00507817554303,0.623127095721252,8,0.124191831954314,0.0337010990411408,0.0546349569389055,0.00471525304439772,0.00603905988851709,0.00402883424816197,0.0359347753541012,48.1810831487093,48.1336513622604
"4",4,0.602956475895906,0.761653851364584,0.001,8.27809766210197,5.52616140935826,11.9857490672594,1.57703338661932,21.0912469557607,10.0651486196803,38.2325135525185,40.5828820012328,9.40106824657133,2.04526628811294,12.2016686245646,15.3085776210065,163.704586521611,0.111795480980964,0.178325392496367,0.000903340745634958,0.107185321062362,0.103466783489362,0.01419722874752,0.0202338870914389,0.0141229937280753,0.260743904781137,1.30371952390568,0.260743904781137,0.168994607133001,0.131911267116842,0.197786777771871,0.155278519981695,0.000334335046859768,0.00557821679899863,257.761466261416,52.7562644830979,2941.25555120944,13.6679864298619,136.514209280871,205.857914530683,128.06967575705,1640.04161443686,25.4384086234881,6.90945377206796,11.1941326669185,0.96869711032542,1.2410187924584,0.827682268789125,7.3570751139171,9880.39027456286,9870.67405770671,28.8165670990537,9.4077815705906,2.6569559827325,1.46500751376075,14.1246861348853,2.92261190207953,2.59134735910534,23.1622974344743,6.63290999590644,9.00798978216878,2.91880186221041,0.163704587590318,0.163704361429001,0.163704608962713,1.1423957350832,3.30336074543877,55.0607598461395,1.25734110155454,0.257341101682777,14.3472239987977,0.0666714127717062,0.665906074963815,1.00415946872844,0.624714273733963,8,0.124086649507234,0.0337037973243889,0.0546041396431867,0.00472523185654914,0.00605359659917911,0.00403737203496912,0.035887260660484,48.1958027776287,48.1484078004739
"5",4,0.60151052195774,0.695574293483638,0.001,8.26492739467121,5.51781103978007,11.9668195462597,1.57504573653963,21.0777658308453,10.0401331304544,38.3380094000928,40.5402358638487,9.39667834065605,2.04350501380318,12.1840869838735,15.2956270136562,163.75935466852,0.112838089372928,0.178191367982036,0.000904063352600975,0.107241882301583,0.103498866399495,0.0142142679583639,0.0202422249333116,0.014167077057676,0.261041300213726,1.30520650106863,0.261041300213726,0.169067185731321,0.131926175306226,0.197871059111217,0.155449238675835,0.000334775140372937,0.00558363497676232,257.168042317078,52.6544648737026,2934.68552967637,13.6259045097079,136.180509176093,205.159674917818,128.115089139281,1636.10861972505,25.3539835784352,6.89349461897477,11.1604296870544,0.968605143681678,1.24129372561776,0.82760649501465,7.32885652124828,9859.98220662154,9850.29749021243,29.0183505428354,9.38257112620715,2.65314163878879,1.4612676476827,14.0945283254317,2.91619459353269,2.59333445170859,23.1788768903727,6.61843683891217,8.99743399176749,2.91333307645255,0.163759345727143,0.163759133652367,0.163759373695871,1.13926516659247,3.30087692729639,55.0004655978643,1.25746195193469,0.257461952043508,14.3495877684187,0.066625916374661,0.665875150509156,1.00315919099452,0.62643806209302,8,0.123972128856315,0.0337067822312835,0.0545706051664464,0.00473614102146569,0.00606949299405982,0.004046706850814,0.0358355499525692,48.2118709613718,48.1645160789766
"6",4,0.599937750712553,0.635227665281861,0.001,8.25060911919861,5.50873034165168,11.9462432042202,1.57288270061094,21.0631062882794,10.0130493014733,38.4524876757372,40.493824729811,9.39189342747315,2.04158758066157,12.1649733332959,15.2815299323424,163.819082422051,0.113978081070931,0.178047689411664,0.00090485201897699,0.107303567546182,0.103533862077186,0.0142328641468047,0.0202513172454257,0.0142153493869684,0.261365801374428,1.30682900687214,0.261365801374428,0.169146345613994,0.131942440820553,0.197962978367644,0.155635514275006,0.000335255480361086,0.00558954695383768,256.522365512482,52.5435302361334,2927.53682559166,13.5801843191491,135.817665096648,204.401275817584,128.161660919355,1631.83068193814,25.2622795298134,6.87614604856406,11.1238110090218,0.968505403662214,1.24159463075382,0.827523765519931,7.29822673905572,9837.77567446591,9828.12518320796,29.2379269728888,9.35525415207546,2.6489876072661,1.45720222537941,14.0617274057618,2.90921559014522,2.59544245397854,23.1970432841255,6.60269593385449,8.98594711175278,2.90738377871067,0.163819149736869,0.163819026091351,0.163819069292333,1.13586327182853,3.29816820942767,54.9347671797354,1.257593049827,0.257593049659916,14.3521597332125,0.0665764382026193,0.665841948432228,1.0020710019979,0.628308622152569,8,0.12384755261402,0.0337100956596658,0.054534143190934,0.00474806811457625,0.00608687969650949,0.00405690994625531,0.0357793333332232,48.2293943034897,48.1820830653091
"7",4,0.598228072106199,0.580116589298504,0.001,8.2350299230206,5.49885938326781,11.9238729512594,1.5705289349776,21.0471707863196,9.98373203237236,38.5766785356102,40.4432967847127,9.38667620351925,2.0394989019178,12.1441769739616,15.2661847866344,163.884293794904,0.115224301515935,0.177893928376683,0.000905713284772741,0.107370872250065,0.103572077846059,0.0142531646569387,0.0202612402802578,0.0142682093752212,0.261720182553363,1.30860091276682,0.261720182553363,0.169232733792819,0.131960194801172,0.198063303594787,0.155838936220625,0.000335779864174882,0.0055960006851522,255.820267308304,52.4227227966969,2919.7635781424,13.5305428997486,135.423404040772,203.577925757366,128.20917793677,1627.18035612886,25.1627111630036,6.85729346097658,11.0840462619856,0.968395697866129,1.24192025226013,0.827433738748611,7.26498757844954,9813.63183916568,9804.01851254113,29.4767116142191,9.32568409450633,2.64446866111916,1.45278619316293,14.0260833454892,2.90162969633778,2.59767696031123,23.2169500124935,6.58558935911886,8.97346048214388,2.90091861111679,0.16388425134309,0.163884038415767,0.163884259802336,1.13216793588163,3.29521996601735,54.863294313425,1.25773527854976,0.257735278571888,14.354959815708,0.0665226462391098,0.66580648435531,1.00088684080079,0.630337884568794,8,0.123711971168909,0.0337137475149487,0.0544944939642955,0.00476109827269542,0.00610587632812734,0.00406806159197799,0.0357181675704753,48.2485266108437,48.2012628808541
"8",4,0.596370724785102,0.529786839542012,0.001,8.21811263945314,5.48813834062175,11.8995873003217,1.56797024813385,21.0298637282309,9.95205089892868,38.7112300407248,40.3883647199927,9.38099383240886,2.03722717182387,12.1215953532342,15.2494983099469,163.955367402906,0.116586606085109,0.177729754613807,0.000906652815192853,0.107444226237024,0.103613740037245,0.0142753082765906,0.0202720543940432,0.0143260927522576,0.262106658808732,1.31053329404366,0.262106658808732,0.169326896976692,0.131979554123954,0.19817265485466,0.156060776889006,0.000336351903826142,0.00560303868316648,255.057246295791,52.2911998767716,2911.31558422319,13.4766866270579,134.995262439875,202.684946488543,128.25691287061,1622.12837141548,25.0547152779786,6.83682661620736,11.0409027584873,0.968276937031547,1.24227652516912,0.827335799653847,7.22896460636002,9787.39113363704,9777.81812904787,29.7362587030401,9.29370212256015,2.63955247035078,1.44799216688308,13.9873640287048,2.89339009414822,2.60003111412508,23.2387615049667,6.56700770891506,8.95988890614359,2.89389413225922,0.163955329161648,0.163955101890475,0.163955331873706,1.12815783257167,3.29200764128992,54.7854932140217,1.25788933004471,0.257889330083744,14.3580034010885,0.0664642175775428,0.665768578214692,0.999600031958894,0.632536438573935,8,0.123564648615896,0.0337178079697429,0.0544514377680379,0.00477534061591746,0.00612664963912862,0.00408024821824384,0.0356517510389242,48.2693789522787,48.2221668832076
"9",4,0.594354352691912,0.483823597755262,0.001,8.19974738220024,5.47650172224893,11.873235576396,1.56519019196049,21.0110796920387,9.91784463857005,38.8569019089281,40.3286646559104,9.37480621658637,2.0347569338837,12.0970818981019,15.2313613549859,164.032827814201,0.11807557665359,0.177554839132743,0.000907677654233149,0.107524160184801,0.103659162764184,0.0142994580048711,0.0202838389068515,0.0143894771945987,0.26252814071789,1.31264070358945,0.26252814071789,0.169429524232701,0.132000661461058,0.198291838533394,0.156302704861239,0.000336975818333791,0.00561071295263696,254.228576628628,52.1480967216932,2902.14054259747,13.4183042731021,134.530671091842,201.717187757828,128.304271009412,1616.643839322,24.9376649841058,6.81462156437782,10.9941288244308,0.968147607612963,1.24266468390652,0.827229169757341,7.18995328100738,9758.89181001413,9749.36251957333,30.0181857872465,9.25914692449897,2.63420811995979,1.44279189806944,13.9453367314842,2.88444645520377,2.60250316421592,23.2626596577123,6.54683882212294,8.94514964496076,2.88626819909079,0.164032788544892,0.164032560249957,0.164032792959636,1.1238091456474,3.28851055371044,54.7008745685234,1.25805608109822,0.258056081139373,14.3613106214643,0.0664007937764675,0.66572818487101,0.998202240228375,0.634916697858303,8,0.123404620745974,0.0337223148284079,0.0544047046456026,0.00479090116976658,0.00614935536785975,0.00409356297107108,0.0355796526414761,48.2921052746257,48.244949357118
"10",4,0.592166954232143,0.441848034479692,0.001,8.17972173702275,5.46381847939215,11.8445607714817,1.56216049453263,20.9906084758207,9.8807907520891,39.0142982364752,40.263629276201,9.36804112083319,2.03207012211863,12.0703443851341,15.211609745548,164.118346160227,0.119703084435426,0.177370500011165,0.000908799971680517,0.107611544933449,0.103708924585088,0.0143259187451375,0.0202967414368712,0.0144588967707508,0.26298978180766,1.3149489090383,0.26298978180766,0.169541669500097,0.132023770618688,0.198421800420687,0.156567667872785,0.000337658553776487,0.00561910576594773,253.329455518317,51.9926912233589,2892.18844942143,13.3550045106753,134.027360235537,200.668186998049,128.349878656655,1610.69411551143,24.8108023834296,6.79054153053285,10.9434359430047,0.968011668609513,1.24309715288759,0.82711763614072,7.14765907107793,9728.02802594443,9718.54611793181,30.3243172038897,9.22196963921327,2.62842078092892,1.43715266798695,13.8998333950057,2.87475614166811,2.60508430054793,23.2888599454355,6.52498750529111,8.92921517735343,2.87801183087689,0.164118314391632,0.164118373369576,0.164118170522744,1.11909231150843,3.28475187433753,54.6095385278996,1.25823744224895,0.258237442964024,14.3649296117437,0.0663316734422158,0.665687464527582,0.996679307712415,0.637488533275738,8,0.12323036208797,0.033727280506649,0.0543538879920966,0.00480792304032054,0.00617421838655137,0.00410813016910088,0.0355010128974533,48.3171965788456,48.2701018118315
