"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau GLY","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v GLY","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p GLY","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f GLY","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.762803688546976,1,0.001,30.7259857044725,16.4761749855877,11.6421477555694,3.28963328113838,13.1284399957666,46.5706122759674,8.12827172277718,124.038734276965,0.0450049596232279,0.337703430952963,0.0100449268352882,0.157173272472766,0.193027701062868,0.0115860788322481,0.334127892745688,0.154212873574933,0.140112989830774,193.752136889592,1.21127922530932e-15,524.325302812938,12.5237668544576,138.749766370649,189.008834067845,35.524234821999,6.20027565164651,473.086020145836,8.71980709763023,4.09053150229006e-16,5.2668093046463,1.96840142020106,26.7825484255364,2.18987125150136,11.8696377224775,0.9561623251971,66.285496729775,0.999999999993087,6.25169479287438e-18,2.70616526468606,0.0646380837673422,0.716119928260481,0.975518707049117,0.183348867228218,0.0320010697747133,2.44170736765679
"2",4,0.759016385061499,0.769230769230769,0.001,29.9607451135937,16.3670505306406,11.5889243574396,3.28610624783692,13.1315797015002,46.6072405484204,8.10115383032993,124.957199669418,0.0480036608295211,0.339781030712281,0.0100519855634876,0.157605548126559,0.194524714560549,0.0116584867015303,0.334889610206982,0.154564435480145,0.140240103401819,192.790161804998,1.13867438328574e-14,524.498959621131,12.4612926403408,138.658443431752,187.970191157945,35.3756592387538,6.14890849512415,474.222809902448,9.25463353855561,3.86899955598498e-15,5.27225597017588,1.96396885694637,26.9724941299716,2.191447973899,11.8469407332813,0.950402570367934,66.5050558962202,0.999999999996768,5.90628885115931e-17,2.72056911363534,0.0646365588556578,0.719219498200086,0.974998876485536,0.183493073025277,0.0318943064186218,2.45978739506728
"3",4,0.75422319014481,0.591715976331361,0.001,29.0304586135608,16.229339009839,11.5216782511378,3.28127246180721,13.1345477399007,46.6474424147822,8.06673247108511,126.088529039005,0.0518087037185757,0.342464981248482,0.0100612672672799,0.158147088106521,0.196439274576846,0.0117519464786471,0.335864199040199,0.155014245710861,0.140413703556723,191.572690297625,1.12763439004492e-18,524.571139784081,12.3811922813757,138.508340822572,186.640145917158,35.1825828301733,6.08411669838654,475.494463062323,9.92513275220009,3.86175290241875e-19,5.27785043806925,1.9580495065865,27.2084779940286,2.19338500558533,11.8165700024216,0.943124760817245,66.7659385792961,1.0000000000044,5.88619593063082e-21,2.73823549155896,0.0646292133925506,0.723006711488977,0.974252361482306,0.183651348089694,0.0317587892562406,2.48205765824813
"4",4,0.748196222651326,0.455166135639508,0.001,27.917710809028,16.0569228540773,11.4372843650268,3.27463831386841,13.1367689552061,46.6887607304839,8.02329123344311,127.464622738928,0.0566128380715702,0.345926925996709,0.0100734714072271,0.158820061362269,0.19887856816213,0.0118723729195117,0.337106824742464,0.155587765265752,0.140651202817601,190.041840553483,2.31285995700414e-14,524.440836788622,12.278952927114,138.268096531431,184.94501945907,34.9323544188196,6.00299619409363,476.842746274712,10.7588079460775,8.00080535187322e-15,5.28293977417246,1.95014405734866,27.4985610606743,2.19573624062444,11.7759350789066,0.933992762737846,67.0685058183863,1.00000000000024,1.21702670857568e-16,2.75960722786811,0.0646118396420255,0.727566603905589,0.973180531826445,0.183814018623952,0.0315877607615871,2.50914611690803
"5",4,0.740675694113502,0.350127796645776,0.001,26.6118400578442,15.8431434353541,11.3321883061543,3.26554595773712,13.1373325417413,46.7268359536037,7.96883508181431,129.114278655279,0.0626458780032795,0.350384329389315,0.0100895013164079,0.159648976126347,0.201972815454618,0.0120272361133326,0.338685150371892,0.156316223248565,0.140975876410582,188.131626297073,1.20371399792557e-14,523.956194914953,12.1492134180606,137.893661207238,182.79773642727,34.6094316536632,5.90232245549884,478.159039814816,11.785670909565,4.21762521939681e-15,5.2864567183345,1.93960948293385,27.8507709873712,2.19855153699353,11.7217005639066,0.922628754638778,67.408889701536,0.999999999958773,6.3982543582289e-17,2.78505111132132,0.06457826180897,0.732963744138421,0.971648095632169,0.18396392107718,0.0313733664638359,2.54161965856849
"6",4,0.731374086494131,0.269329074342904,0.001,25.1126391841945,15.5812047202425,11.2024869238818,3.25314532319718,13.1348772741373,46.7547918723863,7.9011020352684,131.059753090457,0.0701810624738116,0.356111214888037,0.0101104964500221,0.160660130692894,0.205878429546596,0.0122259170855337,0.34068142162386,0.157237579211013,0.141418101212988,185.76901827944,1.2808110165121e-15,522.902056119836,11.9857750565707,137.325840649034,180.098467590474,34.1952431948897,5.77866128334134,479.268535963398,13.0374670775681,4.56111167132105e-16,5.28679938210887,1.92563618704428,28.2724284089893,2.20186893199281,11.6496840644087,0.908622711272996,67.7772463270725,1.00000000166837,6.89464276934662e-18,2.81479690120158,0.0645197740052537,0.739228974508407,0.969475263200421,0.184073983749552,0.0311067009262535,2.57991639941845
"7",4,0.719984019084425,0.207176211033003,0.001,23.432802693012,15.2644666064088,11.0440171129384,3.23637233027886,13.1275793067824,46.7629051699761,7.81759994749641,133.314257621443,0.0795440275538708,0.363454743151267,0.0101378992373803,0.161881383634785,0.210782879241886,0.0124802723339064,0.343195305931713,0.158397833506945,0.142016610733585,182.875941415033,0,520.994387152812,11.7817836677545,136.489502486856,176.73769740629,33.6685444083432,5.62854702979265,479.920675017716,14.5466889228575,0,5.2817886001959,1.90725144182181,28.769650320472,2.20573459529804,11.5548863984968,0.891549655311104,68.1567076869901,1.00000000310369,0,2.84889518401674,0.0644250064451232,0.746350240793655,0.966434931720877,0.184105925866048,0.0307779525491985,2.62429640987093
"8",4,0.706189954327564,0.159366316179233,0.001,21.600461898692,14.8876169572572,10.8525466293658,3.21396526404238,13.1129992021497,46.7381054003808,7.71566780691366,135.878636917999,0.0911292198755232,0.372848585587416,0.0101734286099841,0.163342186938806,0.216907281742085,0.0128050467906122,0.346347088713248,0.159852502483037,0.142818948765233,179.372248453437,1.08736812892069e-14,517.876443732902,11.5299382906879,135.293916595026,172.600614710899,33.0059805180518,5.44872709617102,479.780641996068,16.3460530688803,4.05423668880915e-15,5.26857902910912,1.88332533567045,29.3462356848674,2.21015894746149,11.4315252625534,0.870992661670071,68.5217669277872,1.00000000030237,6.06207559209885e-17,2.8871603514739,0.0642793876621735,0.75426337018379,0.962248152940406,0.184008288977877,0.0303766449091089,2.67477631728345
"9",4,0.68968346145148,0.122589473984026,0.001,19.6570022665867,14.4469295489526,10.6239885458429,3.1844881996064,13.0882204371961,46.6643997517745,7.59258184797045,138.742389439513,0.105423046246729,0.384842416311529,0.0102191577651973,0.165073721583747,0.224515141516456,0.0132188908167642,0.350281888599026,0.161668563968781,0.143882310191649,175.179599234499,2.831532229528e-14,513.13517141437,11.2230180198214,133.63731482344,167.575898479523,32.1836647473594,5.23647813026193,478.441656993462,18.4679669915822,1.08969370507553e-14,5.24380927155502,1.85262535193337,30.0036006494638,2.21516750552198,11.2733548697429,0.846573899573376,68.8392909001399,1.00000000014741,1.61635957743861e-16,2.92919480197644,0.0640657820346557,0.762858891258505,0.956594827459927,0.183718109258955,0.0298920545195687,2.7311493984156
"10",4,0.670181539128063,0.0942995953723274,0.001,17.6539109501778,13.9411752695666,10.3546933624608,3.14640742039211,13.0498855962016,46.5233002017036,7.44568332845863,141.884944320015,0.123040792006395,0.400133431644894,0.0102774944316961,0.167109886211493,0.233921183505098,0.0137454112306412,0.355175165506634,0.1639269994646,0.14527368619991,170.226111239424,6.35687790661731e-16,506.323483054149,10.8544565820299,131.413287345052,161.565860372168,31.1790569344946,4.98995951292656,475.443351817436,20.9447555470674,2.54359937132239e-16,5.20373677772598,1.8138870043106,30.74035170405,2.22078919164781,11.0740267070499,0.817989090403889,69.0694082977596,1.00000000176762,3.73437298870848e-18,2.97441726338325,0.063764933136196,0.771992537575552,0.949125016611071,0.183162599219306,0.0293137138915694,2.79301071496093
"11",4,0.647447692899374,0.0725381502864057,0.001,15.646904406831,13.3719457858669,10.0417909294225,3.09818727190377,12.9943694820314,46.2948306982816,7.27256382948818,145.279407196319,0.144777568374493,0.419615800739129,0.0103512005801511,0.169488316945358,0.245506768377735,0.014414871243093,0.361239504977409,0.166725925374189,0.147070488516909,164.451713737555,1.7496249448392e-19,496.995782439493,10.4190887431875,128.519807021008,154.499129085793,29.9734813287695,4.70860467286555,470.304085075226,23.8089192299414,7.34170272221853e-20,5.1445030315203,1.76591381518718,31.5524824942577,2.22708505294172,10.8276055576543,0.785046471304738,69.1678515435112,0.999999998425763,1.06391408293687e-21,3.02213805111358,0.0633565226532879,0.781504819243107,0.939480199574795,0.18226311298536,0.0286321410609771,2.85983085032123
"12",4,0.621315826769409,0.055798577143389,0.001,13.6896724949928,12.7437028688754,9.68354986921702,3.03839510173255,12.9179775891719,45.9586988745617,7.07126437322607,148.896738820936,0.171676692100082,0.444451021462983,0.0104434356860813,0.172251282406747,0.259742148480915,0.0152666126367243,0.368733913260988,0.170184883043533,0.149361890642744,157.814219994903,2.53953940437497e-14,484.748978645186,9.91394689068999,124.869187239176,146.343847732323,28.5548669884946,4.39348847035602,462.559501918993,27.0930232550794,1.12870088231995e-14,5.06244478237461,1.70769006563373,32.4337909725691,2.23417483509715,10.5291478473146,0.747705321480651,69.0887617413868,0.999999999971312,1.60919554928836e-16,3.07164321850678,0.0628203649248198,0.791241671629,0.927317245130712,0.180939759348668,0.0278396235166381,2.93103816576646
"13",4,0.591717120334284,0.0429219824179915,0.001,11.8285324783291,12.0633787571894,9.27976047980325,2.96583066099741,12.8171924446231,45.4956917940976,6.84052637624836,152.709087674668,0.205117621276275,0.476168689692898,0.0105577970276309,0.175446591061622,0.277218018522703,0.0163526379063488,0.377974998025738,0.174449999088802,0.152251404989878,150.296148958966,4.05114030331856e-16,469.264899187118,9.33908498222722,120.397846565273,137.12070190321,26.9205797360196,4.0476565689244,451.802908038653,30.8283885614479,1.92902616999329e-16,4.95440355780929,1.63851062376655,33.3764524592253,2.24228518768759,10.1753060725737,0.706113684760645,68.7876275273975,1.00000000262188,2.69543853385504e-18,3.12226829275307,0.0621378862426003,0.801070737439932,0.91233676453121,0.179116896827156,0.0269312062057022,3.00608440304465
"14",4,0.558709392901614,0.0330169095523012,0.001,10.0993789025378,11.3400714872064,8.8321248671918,2.87963693783971,12.6888536907283,44.8889982286359,6.58006525048037,156.690871998711,0.246931099286234,0.516803892361273,0.0106983924294369,0.179126572352657,0.29868664427393,0.0177424759101952,0.389350083411042,0.179700038497404,0.155860117921906,141.912186558716,3.97382350520945e-16,450.349038952385,8.69826194748173,115.075017563549,126.913479879322,25.0799049482828,3.6763442613489,437.723309838122,35.0425322290569,2.05368745504896e-16,4.81801074893237,1.55808984807795,34.37137083582,2.25175935943791,9.76486308355491,0.660639205294106,68.2236066885369,1.00000000536745,2.8001989278733e-18,3.17343458860228,0.0612932701912128,0.810888909343919,0.894309950668067,0.176728339482818,0.0259057687026786,3.0844659842266
"15",4,0.522506508144111,0.0253976227325394,0.001,8.52616799930639,10.583892525531,8.34443023144263,2.77940814477701,12.5305149997932,44.1258071866254,6.29080009102819,160.818978900808,0.299540618866634,0.569102600755201,0.0108699921871834,0.183348246267072,0.325118504452345,0.0195308249672731,0.40333542566168,0.186154811843852,0.160333067218133,132.716653110045,3.87822971807179e-15,427.967884031151,7.9995344822241,108.910395337864,115.875925167746,23.056021432124,3.28698398899579,420.144815543814,39.7540284064913,2.20711061888076e-15,4.65200755578401,1.46670061826875,35.4087848515601,2.26315241237207,9.29931021839054,0.611887886005267,67.3631069519362,1.00000000031225,2.9221877047088e-17,3.22467357438501,0.0602752879707489,0.820623432099104,0.873107650686813,0.173723650341045,0.024766929492237,3.16572793111827
"16",4,0.483502617465387,0.0195366328711841,0.001,7.12185016201943,9.80569501759761,7.82269110465808,2.66525600271048,12.3406613136232,43.1986428029355,5.97505503236081,165.070150276328,0.366151562380228,0.636796246284427,0.0110782305657363,0.188169671584334,0.357771763848431,0.0218477384462032,0.420515783941726,0.194084207973104,0.165845303617365,122.809665664078,4.46118204784025e-15,402.275520003983,7.25540029991652,101.959580700315,104.231447719939,20.8866568661716,2.88895474764619,399.059248620047,44.9669509582955,2.84086398205615e-15,4.4565009615556,1.36524629164817,36.4782590283981,2.27722140765434,8.78316888599999,0.560700494067049,66.1821022487091,1.00000000674107,3.63259850418951e-17,3.275601480881,0.059078414631235,0.830224403236494,0.848723493048801,0.170073396861951,0.0235238387100819,3.24941240701433
"17",4,0.442283366622166,0.0150281791316801,0.001,5.88984578305488,9.01625855738169,7.27497071060168,2.53788344826918,12.1189856966108,42.1069695698896,5.63664720650173,169.418440615053,0.450991018214204,0.724995375209258,0.0113298097746574,0.193648446725793,0.398281601006627,0.0248740976751398,0.441609115420359,0.203819591732473,0.172611398340155,112.339975824095,2.28877923719358e-15,373.630908532896,6.48248942953806,94.3268472372389,92.2643578744956,18.6232122596279,2.49299530295301,374.654791415517,50.6643200830674,1.65935436184032e-15,4.23316711961012,1.25532400894642,37.568647735555,2.29499264970426,8.22418029225985,0.508121284838857,64.6696874410715,1.00000000624946,2.03736847431858e-17,3.32589452799002,0.0577042092318109,0.839655226332172,0.821295872411157,0.165775470747597,0.0221915244350462,3.33500867352467
"18",4,0.399615436542851,0.0115601377936001,0.001,4.82617412720471,8.22620296799272,6.71095817456855,2.39858660918078,11.8666018128586,40.857950079098,5.28079225053273,173.832733669299,0.559626976435147,0.840734252561178,0.0116328464178733,0.199838534830222,0.448772828038154,0.0288633000470582,0.46749665700163,0.215767687846906,0.18089576845175,101.502320758297,2.41106007335852e-15,342.596069180019,5.70058949863927,86.1636342592306,80.2998372358796,16.3274675571048,2.11028610048874,347.331218753471,56.8034368671163,2.02706078865518e-15,3.98536745613827,1.13919745307662,38.6678978205601,2.31771829586913,7.63303650024904,0.45533155259792,62.8307477236919,0.999999998782422,2.37537432879413e-17,3.37525355285905,0.0561621591418871,0.8488833901591,0.79111331187513,0.160858071177551,0.0207905206713887,3.42190420608857
