"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau GLY","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v GLY","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p GLY","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f GLY","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.70596552582682,1,0.001,55.2241781544437,6.03914128205196,7.1640314190018,9.06447072599557,3.73548201121093,4.58795939193998,43.5873649863856,6.80172146121905,117.795650586533,0.0417183547742714,0.0251674810969205,0.00844641284305117,0.0192926334223671,0.958765527772139,0.202523932671988,0.0167169336298724,0.293880906602778,0.135637341508974,0.140090046775309,182.729692148675,318.74272021512,1.65273484109813e-15,179.70781975804,5.87606268686413,112.14133983379,143.258157003592,30.7711770420193,4.80178086789708,415.798342032172,7.62318212485179,8.02195138579506,1.39596807880094e-17,3.46703708972469,5.63376634319346,22.711305158245,2.39483710256689,9.04306140634321,0.651300791430215,58.2492091843831,1.01904159691543,1.77755506942411,9.21692327035769e-18,1.00218930744667,0.0327694543431137,0.625386540527208,0.798917895430609,0.171603799158999,0.0267784309496813,2.31881201941995
"2",4,0.703191451314791,0.769230769230769,0.001,54.5580227739877,6.03535571294032,7.13816761306947,9.05396266112379,3.75414147265436,4.58130991759959,43.6040779176033,6.77943623107926,118.495524970791,0.0441975297530062,0.0252958109145429,0.00844716554549088,0.0192956440663315,0.961983563251822,0.203335904036732,0.0168289045883185,0.29427257271319,0.135818110483011,0.140162911017247,182.030062789308,318.750252286609,2.53939442135699e-16,179.970245688645,5.86141816047653,112.173210492508,142.686657906747,30.6620148341227,4.7672416024287,416.625200892593,8.04527911607204,8.06304611080491,2.14506850624986e-18,3.47264180333832,5.63858792772415,22.8088411641968,2.40126015193869,9.02298998980727,0.647477746657866,58.395400960251,1.01914462863439,1.78460965466872,1.42174877317139e-18,1.00761218447685,0.0328167377569051,0.628032112928703,0.798869916074075,0.1716695981008,0.0266906938231467,2.33258907422817
"3",4,0.699638701438453,0.591715976331361,0.001,53.7183158498948,6.03042671851562,7.10504018231968,9.04025101166065,3.77789399303362,4.57260247434645,43.6229159347043,6.75088276346356,119.381671072126,0.0473969596728437,0.0254618017095103,0.00844814701682083,0.0192995697354669,0.966127644373145,0.204386841315875,0.0169751381214041,0.294778897905289,0.13605179903321,0.140262076620809,181.133544505821,318.723041186291,1.74481495088106e-17,180.279702126775,5.84233050480416,112.200347956775,141.948200871222,30.5202802575153,4.72317885019288,417.620186622273,8.58517930434162,8.11526287493741,1.47404532221902e-19,3.47932068308488,5.64443700825581,22.9322747134273,2.40959031587382,8.9967345780709,0.64259697972435,58.5762746144096,1.01927493362162,1.79351874074544,9.8184251188446e-20,1.01447019059846,0.0328759703440159,0.631373954106495,0.798771113409502,0.171743763522458,0.0265782785963132,2.35003289512058
"4",4,0.695107122036994,0.455166135639508,0.001,52.6686120839588,6.02400833168855,7.06278623947883,9.02234778594618,3.80795853249887,4.56119436400068,43.6428809107903,6.71444521173061,120.495766834206,0.0515182040175033,0.0256762389983,0.00844942746641847,0.0193046912518184,0.971451975278897,0.205745691897203,0.0171663887177571,0.295432458690661,0.136353442472613,0.140397879812967,179.98921748119,318.629708691815,2.1191459483891e-15,180.632014696017,5.81745778377339,112.213204729144,140.996083897554,30.3364773473027,4.66725868720114,418.787328508827,9.27272122714671,8.18121255232975,1.79055699816683e-17,3.48704527390054,5.65138085514825,23.0873834470002,2.42039358386691,8.9623800907272,0.636396788910084,58.796853015176,1.01943850666468,1.80468251906108,1.20026022184138e-17,1.02307923715922,0.0329494208523605,0.635562860142393,0.798585822115218,0.171822365790513,0.0264348236682307,2.37196391405917
"5",4,0.689356005222557,0.350127796645776,0.001,51.3697994735484,6.01565198902705,7.00917542670257,8.99895264329045,3.84574479359773,4.54624757931664,43.6618658895407,6.66817064327279,121.884391787459,0.0568150094263343,0.0259528620873901,0.00845109862699807,0.0193113755260377,0.978274479274918,0.207500643794244,0.0174169766238428,0.296274683870688,0.136742161786471,0.140584907629595,178.535667098162,318.419555321934,3.01891622000947e-15,181.012716631934,5.78507033805038,112.19548724883,139.77205182749,30.0985694501768,4.59674347678886,420.108687107919,10.1435056091189,8.26389880519824,2.55131587219443e-17,3.49560454586752,5.65938667252501,23.2806358349413,2.43440655934594,8.91744414881108,0.628568640193969,59.0609409714571,1.01964198735193,1.81853829812989,1.72414497576386e-17,1.03378876121755,0.0330393400508438,0.640764007829413,0.798257597588504,0.171897109801342,0.0262526403278456,2.39929905093423
"6",4,0.682101944137323,0.269329074342904,0.001,49.7828151218742,6.00477878344183,6.94160188210192,8.96835752032699,3.89282351255988,4.5266833817011,43.6760627967341,6.60974939292323,123.597128204249,0.0636049151086918,0.0263091121705622,0.00845328009122433,0.0193201009024412,0.986990037993263,0.20976418953859,0.0177460900525981,0.297357964103061,0.137242137278336,0.140843571774571,176.700318671774,318.013715599745,2.37485087391827e-15,181.39076075901,5.74296202125302,112.120894766455,138.204629876276,29.7915273459161,4.50852291117343,421.52920718954,11.239008768797,8.36665851549096,2.007527961212e-17,3.50448780063463,5.66824630355038,23.518948621027,2.45259180747039,8.8587479191023,0.618759320297787,59.3696791478782,1.01989233710762,1.8355357481713,1.37073448779778e-17,1.04696498744791,0.0331476649380354,0.647147907041233,0.797699992977572,0.171953003136748,0.0260226354052096,2.4330143347293
"7",4,0.673020059278332,0.207176211033003,0.001,47.8729165756519,5.9906481751379,6.85712833725979,8.92831164521824,3.95085703733641,4.50113918980718,43.6791903301154,6.53651492882065,125.683293642311,0.0722829771367365,0.0267670401646633,0.00845612691278476,0.0193314875616261,0.998087299177815,0.212679489859362,0.0181796186669339,0.298748366293377,0.137883861366174,0.141202065259551,174.399592581555,317.294367638981,1.8998013970439e-19,181.710400945532,5.6883630018124,111.949099039768,136.208002289236,29.3969712652038,4.39920566486858,422.93688868722,12.6061217632287,8.49303108261404,1.6064961722489e-21,3.51273235569664,5.67748286522194,23.8092772739931,2.47620954100318,8.78229713945299,0.606579464016027,59.719562157084,1.02019629244775,1.85609686747673,1.11133880129043e-21,1.06296278907381,0.0332755756974156,0.654875702933934,0.796784538772429,0.171965316260297,0.0257343107433884,2.47408058351005
"8",4,0.661750365237052,0.159366316179233,0.001,45.6155067875782,5.97231335513875,6.7525928882228,8.87584777160924,4.02146379577464,4.46793398112419,43.6615512796109,6.44546400672809,128.187326090907,0.0833383235921923,0.027354415937173,0.00845984081503798,0.0193463423525941,1.01216875454204,0.216428458616021,0.0187527850576556,0.300529314605979,0.138705837510452,0.141698768787235,171.540351605912,316.09329027944,2.79777589630579e-15,181.882045492563,5.61786207950542,111.621437294912,133.682015721047,28.8930475060988,4.26528816057459,424.140049297095,14.295885331252,8.64654733725337,2.36687387188971e-17,3.51875231988922,5.68622446420199,24.1580556222427,2.50691010689093,8.68320776388587,0.591620366535913,60.1001227787553,1.02055964070678,1.88056076449298,1.6645046700566e-17,1.08208636196189,0.0334228258933025,0.664078934632101,0.795325814923465,0.17189587117957,0.0253758425461736,2.52337256084463
"9",4,0.647911049926553,0.122589473984026,0.001,43.0029217028185,5.94861273133856,6.62482527978999,8.80712720748696,4.10602903349059,4.42506808117423,43.6093072785278,6.3333779211039,131.142731056698,0.0973749196279149,0.028106181001208,0.00846467553939936,0.0193656801851162,1.02997661410427,0.221241871659313,0.0195140002529299,0.302805108911111,0.139756204112821,0.142384442645641,168.023100530311,314.18218898915,7.67985718259153e-15,181.773350499962,5.52739208858786,111.057144435925,130.515103976863,28.2549520654007,4.10346553844408,424.844122845903,16.3612359097721,8.83046147108479,6.5007499239563e-17,3.52016457195929,5.69308458823045,24.5704904961428,2.54687177201567,8.55574383744188,0.573484767360716,60.4911936426899,1.02098624476209,1.90911661726715,4.6666372185822e-17,1.10453913741045,0.0335869965144283,0.674834689359761,0.793070271132344,0.171690186135936,0.0249345587445035,2.58154982395074
"10",4,0.631120116733508,0.0942995953723274,0.001,40.0520564932664,5.91806871009402,6.47096564038945,8.71714470232833,4.2053539004118,4.37030046318829,43.5035674193904,6.19692276729665,134.565620132441,0.115140490889942,0.0290658706366157,0.00847096336872962,0.0193908301174448,1.05242773300034,0.227411281718981,0.0205300631683664,0.305707582576627,0.141095807343059,0.143324848266051,163.747374439386,311.267966157562,8.56414114069148e-15,181.203402351101,5.41226798302155,110.15143274338,126.589259082253,27.4559765480497,3.91100262028479,424.635349431514,18.85395307489,9.04727443765818,7.25465258874279e-17,3.51368439169318,5.6960209237617,25.0496785033542,2.59888548539534,8.39350021778485,0.551826072229902,60.8607970256733,1.02147703016331,1.94172931776257,5.34242059650932e-17,1.13036996118436,0.0337624187543314,0.687138702358811,0.789679961957372,0.171273887477915,0.0243973337295144,2.64892953016616
