"","convergence","mu","x_C","x_C2","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau tC2","tau ATPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tC2","v ATPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tC2","p ATPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tC2","f ATPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.950263720300674,1,1e-05,37.4301712564137,16.2754208293742,4.910443469645,14.2687643101583,37.4634889911399,6.99629501737347,136.655418032319,0.034375,1000.1,0.16173507103616,0.215646761381547,0.0424749568264721,0.3153017421373,0.236476306602975,0.533655990567357,272.603418021725,1.12833077569634e-09,62.4728625097531,153.45039050752,46.9147360354853,35.6001944241639,6.64832533153039,129.858685938635,9.37074249449678,1.12844360877391e-06,10.1040528558472,33.0910797456804,1.99270138763257,11.2248033223655,1.57217141949531,69.2998656783577,1.12941468805686,4.6747519172943e-12,0.258829361111859,0.635755509541861,0.194370974323458,0.14749405114622,0.0275444685723365,0.538013456820154
"2",4,0.94849125749726,0.769230769230769,1e-05,37.3267808820056,16.2639153047757,4.90047952276891,14.2485348924185,37.436860984031,6.98267489829361,136.840753496863,0.0353125,1000.1,0.161836822450523,0.21578242993403,0.0425123879595863,0.315634003510881,0.236725502633161,0.533942413581518,272.088576343093,1.88514936995651e-10,62.3435939137019,153.290035548369,46.7796034313614,35.5085353514937,6.62300609497706,129.792258361112,9.60812785211548,1.88533788489351e-07,10.0894891391393,33.0772963553009,1.98871264966963,11.2077011717996,1.56783444677593,69.3015916935281,1.12938823528965,7.82489860032901e-13,0.258776470729245,0.636277954268678,0.194173288996431,0.147389216472563,0.0274908460562741,0.538743124003397
"3",4,0.946199963442788,0.591715976331361,1e-05,37.2204995777221,16.250942288946,4.88621101672506,14.2194510261161,37.3945305950264,6.96561245087231,137.062753043174,0.03653125,1000.1,0.161942008183657,0.215922677578209,0.0425544483716803,0.316071940970585,0.237053955727939,0.534365620541813,271.417801787467,3.59417622084978e-12,62.1660221486881,153.065140012834,46.5968984137452,35.3827034819742,6.59086224637201,129.688771918819,9.91523157154841,3.59453563847186e-09,10.0672904675482,33.0502348754546,1.98290530782815,11.1834797663343,1.56238996716041,69.3012210837056,1.12933213281604,1.4954872784606e-14,0.258664265643275,0.636882989590486,0.193883283711117,0.147222561397742,0.0274236710664264,0.539617137965253
"4",-1,0.943213328634333,0.455166135639508,1e-05,37.0901086371199,16.2250623841076,4.87836207468815,14.1878124040303,37.3745238851943,6.95047560270253,137.293655013181,0.038115625,1000.1,0.162071878474465,0.216095837965953,0.0426077321949642,0.316409496959608,0.237307122719706,0.534720651121148,270.54896208329,4.33292148609133e-06,61.9455618842499,152.735349807185,46.4092664394443,35.2521490798774,6.55578122881677,129.497205345357,10.3121427829059,0.00433335477823993,10.0396335777366,33.0054734036065,1.97739359581658,11.1541147571091,1.55573358059037,69.2448299606381,1.1292815333419,1.80857770881299e-08,0.258563102847299,0.637523088972969,0.193714021899941,0.147143794823599,0.0273640771759942,0.540526200839297
"5",4,0.93943532393106,0.350127796645776,1e-05,36.8789166362631,16.1953664185192,4.85298239589751,14.1549533697082,37.3332963834966,6.92768492042102,137.656799877933,0.0401753125,1000.1,0.162284175496846,0.216378900662462,0.042684367128833,0.317071559587808,0.237803669690856,0.535218428112502,269.460140760209,2.73618552667238e-09,61.6871369647044,152.364920222783,46.1393923978741,35.0722173814444,6.50811192730803,129.319660384639,10.8256453613354,2.73645914522505e-06,10.0108461610781,32.9685539373294,1.96943076421214,11.1204026633372,1.54765289907268,69.2142653551093,1.12925995955437,1.14668713096716e-11,0.25851991911404,0.638534527455023,0.193362061810296,0.14698148182479,0.0272743500803977,0.541955905031233
"6",4,0.934542496917921,0.269329074342904,1e-05,36.619065840655,16.146848789338,4.82748037196682,14.1030908112105,37.2707546864242,6.89108952692362,138.141670092932,0.04285290625,1000.1,0.162548745945164,0.216731661260219,0.0427875465999664,0.317974642884165,0.238480982163124,0.535999436293001,268.041918366222,3.65264790488882e-07,61.3362488054064,151.881424126426,45.7826057202824,34.8311041466661,6.44001601297613,129.099261297061,11.4863751988179,0.000365301316967931,9.97013032429939,32.9175133654881,1.95892537572447,11.0754079022973,1.53582134392079,69.1971312810673,1.12919759845526,1.5387747063382e-09,0.258395199047522,0.639840739906963,0.192871356635097,0.146735254670961,0.0271302737280457,0.54386484288556
"7",4,0.928276858005949,0.207176211033003,1e-05,36.3525547875746,16.1127802790826,4.787691603043,14.0379576328792,37.1976013211414,6.86267547100888,138.648738747589,0.046333778125,1000.1,0.162824026620269,0.217098702160358,0.0428947004193639,0.318912326989162,0.239184245241872,0.536856824208016,266.21831700348,1.40722513536574e-06,60.871993247132,151.196092445035,45.3444386218639,34.529672479747,6.37046282374262,128.704415571099,12.3349004328501,0.00140736585787927,9.91142304889985,32.8244754415347,1.94503611036909,11.0119382006898,1.52371434233828,69.0958438050491,1.12908514438394,5.96832334089306e-09,0.258170301946121,0.641252877676179,0.192314836201548,0.146447249295832,0.0270184073661767,0.545861176171609
"8",4,0.920307930333923,0.159366316179233,1e-05,35.9267893933687,16.0287663272101,4.7593279304531,13.9720312922074,37.1241640909658,6.82097852241975,139.36794225546,0.0508589115625001,1000.1,0.163272276015117,0.217696368020157,0.0430630059419408,0.319959331155478,0.239969498366608,0.537910966154579,263.925238157417,4.73174610946223e-07,60.3340489974303,150.357080725113,44.8231104842097,34.1656626199337,6.27740062682027,128.26142249202,13.4229503465598,0.000473221928407318,9.85087750101806,32.7321903799706,1.93021787311779,10.9316225603577,1.50638467946429,68.993225693043,1.12905225145698,2.02420527703558e-09,0.258104508442025,0.643216244495477,0.191749884030861,0.146158126342385,0.0268542461512589,0.548692686045117
"9",4,0.910204920428083,0.122589473984026,1e-05,35.4924451561001,15.9687047168642,4.70140108894129,13.8500105189591,36.9737672997036,6.75815899200403,140.255512734172,0.0567415850312499,1000.1,0.163740638858568,0.218320851811424,0.0432522190352312,0.321745583324014,0.24130918749301,0.539610926879746,260.972948967089,7.54604153187602e-08,59.56179758515,149.267839435736,44.0842528945709,33.6537049229532,6.15130956755736,127.661257807807,14.8080187746721,7.5467961360292e-05,9.75268678815717,32.5882818536607,1.9067417622005,10.8279309214498,1.48436751376525,68.8874096523048,1.1288145470641,3.26397103134459e-10,0.257629090790875,0.645644344483901,0.190682391262397,0.145566012990959,0.0266069251653702,0.55218705800855
"10",4,0.897411714331729,0.0942995953723274,1e-05,34.9598233642842,15.8707549298717,4.62535091746381,13.715487644549,36.8230503904118,6.67108177894607,141.334451049688,0.064389060540625,1000.1,0.164330862335098,0.219107816446797,0.0434917052577368,0.324239458362465,0.243179593771849,0.541542565460472,257.25282095125,1.18185312014069e-05,58.6205145240478,147.826618713291,43.1829878097013,33.0454367777831,5.98670693569116,126.835192010634,16.5642674624766,0.011819713054527,9.63315970226391,32.3899676389825,1.87810177796797,10.7146345221795,1.45584496065248,68.6866552721102,1.12858609434582,5.18487218922574e-08,0.25717229179685,0.648525701825434,0.189446783806385,0.14497263933233,0.0262641014919137,0.556434846652313
"11",4,0.881616908769554,0.0725381502864057,1e-05,34.2124201933839,15.7345499831431,4.56508183370116,13.5671989496749,36.6156472775557,6.58441257648946,142.720689184239,0.0743307787028125,1000.1,0.165190082789463,0.220253443719284,0.0438223314488208,0.326603971799499,0.244952978849624,0.544064559131633,252.685319762314,4.37517476525663e-12,57.5092498728998,146.064071304241,42.1105565616907,32.280973765435,5.80492946174802,125.824972816069,18.782296584702,4.37561228273315e-09,9.49995774766425,32.1711147084183,1.84538276714073,10.5430942453465,1.42193476366712,68.4569083629242,1.12840859068919,1.95380752452342e-14,0.256817181392704,0.652273559088361,0.188051738928135,0.14415609164392,0.0259228841594073,0.561892477103302
"12",4,0.862018201652707,0.055798577143389,1e-05,33.336632059655,15.5810911511947,4.46424513861643,13.3595856883362,36.3192610383266,6.45817315439896,144.481011583231,0.0872550123136563,1000.1,0.166245918230116,0.221661224306822,0.0442395641477544,0.330352070345479,0.24776405275911,0.547563367985313,246.995674012917,3.23759444177908e-11,56.0861019074093,143.847354131203,40.7231874602573,31.3078640856135,5.56706280851678,124.545261777941,21.5516105774169,3.23791820122326e-08,9.32408551154513,31.8853806300193,1.80157606394908,10.3426177187773,1.37931804340263,68.1964230057419,1.128078167691,1.47867351126875e-13,0.256156336848768,0.656979359351208,0.18599086350922,0.142989216686325,0.0254258785606258,0.568822880248943
"13",4,0.838115240508127,0.0429219824179915,1e-05,32.3477800861719,15.3866030815129,4.35049187374876,13.1218412232892,35.9919357048668,6.31807120837557,146.483276825644,0.104056516007753,1000.1,0.167506780877609,0.223342374503479,0.0447444997335322,0.33474808486434,0.251061063648255,0.551682369952757,240.066560394139,5.74044847839687e-09,54.3705786155793,140.986720474084,39.1068751630883,30.1653898496375,5.29527177035516,122.769866787143,24.9804898845789,5.7410225232447e-06,9.10744059834867,31.4883089241402,1.74981756531408,10.0978064813523,1.32943656297194,67.7299710679156,1.12770164874533,2.6965493249029e-11,0.255403297516163,0.662278648341491,0.183702751129886,0.141700534271129,0.0248742960959668,0.57670581427419
"14",4,0.809387682342424,0.0330169095523012,1e-05,31.0877780599858,15.1419888120399,4.21478261554117,12.8498357230345,35.5430077503103,6.13597524614348,149.026632005812,0.125898470810079,1000.1,0.169229600370501,0.225639467160668,0.045415496763911,0.340636922879379,0.255477692159534,0.557124407524032,231.761586720021,4.08508843637202e-07,52.3542312825238,137.529659350662,37.145848582659,28.7680726665025,4.96638278338655,120.620320286482,29.1784293605682,0.000408549694521566,8.85988563764628,31.0321190546716,1.68699716609848,9.79946775028778,1.26880001188044,67.2005244749652,1.12733021729516,1.98706079804698e-09,0.254660436888309,0.668969102923893,0.180684116582657,0.139933101379174,0.0241573828588326,0.586719023644931
"15",4,0.775460194366834,0.0253976227325394,1e-05,29.8787130269929,14.86877941689,4.05716892074837,12.4978324118526,35.03583540445,5.94129140318789,151.72037939457,0.154293012053103,1000.1,0.171019385063801,0.228025846751735,0.0461686780516309,0.347612248045491,0.260709186034118,0.563786676891397,221.916002765105,1.49785017513638e-10,49.8982268252048,133.132986655288,34.9223037187079,27.1688957325392,4.60723498630608,117.653114894723,34.2400884894127,1.4979999601539e-07,8.5335640674206,30.3577620126596,1.6123165972103,9.44424092250149,1.20114848314777,66.3312586724177,1.12666653504979,7.60457851537147e-13,0.253333070268884,0.675915566731405,0.177300376883411,0.137936359860039,0.0233909110361728,0.597324328325079
"16",4,0.736158471395598,0.0195366328711841,1e-05,28.4010036943355,14.5334059066453,3.87723797817701,12.1110300546889,34.3811032178243,5.70205597983484,154.994163174315,0.191205915669034,1000.1,0.173413781949341,0.231218375932455,0.0471499839908829,0.356724171456417,0.267543128592313,0.572322766720344,210.546097599068,1.42396575075347e-08,47.123691749082,127.951947944395,32.3618187869069,25.3099403897278,4.19761681392734,114.100266237643,40.2576593819716,1.42410814732854e-05,8.17189760562328,29.5848416010971,1.52585923771852,9.02866751513697,1.12304353502982,65.302180056656,1.1260097877015,7.61543144700497e-11,0.252019575509481,0.684292643671869,0.173072429826127,0.135358674085922,0.0224490392906883,0.610213240843759
"17",4,0.691618263025964,0.0150281791316801,1e-05,26.8398739348268,14.1590032928298,3.67858994046439,11.673630059034,33.6058808626152,5.42989329321862,158.613127701709,0.239192690369744,1000.1,0.176229748818449,0.234972998424598,0.0483241683313732,0.368127139991922,0.276095354993942,0.582808274945097,197.668910203386,7.34476219201066e-07,43.9957455246158,121.816302986463,29.5420343025404,23.2424409496594,3.75541336787219,109.699735874171,47.2809584340033,0.000734549666822986,7.75335918288342,28.6235419697285,1.42759423848716,8.55617331322926,1.03685218695167,63.9339138267584,1.12522195772269,4.18097498701153e-09,0.250443931014446,0.693434181368904,0.168166787780702,0.132306617569351,0.021377532650467,0.624461132683892
"18",4,0.642345263673483,0.0115601377936001,1e-05,25.1660210548009,13.7121757103927,3.46356080212762,11.1939974302076,32.6866077940564,5.13756348961104,162.640073649312,0.301575497480666,1000.1,0.179637163221227,0.239516217628303,0.0497671439340243,0.382015156840777,0.286511367630583,0.595890288923008,183.445314169128,4.69297888699086e-09,40.5792344907885,114.766364634066,26.5209791531301,20.9960877020648,3.30008957437346,104.471080992142,55.322611881052,4.69344818487956e-06,7.28953856961422,27.4884055681021,1.31987338678508,8.02082373654701,0.945513177257167,62.2533026365067,1.12435739341307,2.8763806438004e-11,0.248714787430853,0.703416226115676,0.162550126322028,0.128687432260064,0.0202266279118545,0.640315250587844
"19",4,0.589202474212072,0.00889241368738467,1e-05,23.4385411684558,13.2264229033112,3.23612117661008,10.6762684053658,31.6274437685698,4.81536995627325,166.979832534267,0.382673146724867,1000.1,0.183664060622105,0.244885414162807,0.0514964140061995,0.399395560720193,0.299546670540145,0.61182934021815,168.124297867376,1.16679002286658e-11,36.9337389377361,106.859995503159,23.3789266180359,18.6349681214445,2.83722789248268,98.3849304727077,64.3366541058175,1.16690670186886e-08,6.78340046726137,26.1684542562269,1.20393088414294,7.44272354186725,0.849882168756818,60.1947870985254,1.12339427189674,7.79640566426972e-14,0.246788544479825,0.714030680668526,0.156216279139579,0.12451749515185,0.0189581494341467,0.657400915489241
"20",4,0.533401142096161,0.00684031822106513,1e-05,21.6880989971312,12.6980820531588,3.00121758777964,10.1295022512974,30.4330572986047,4.4746714088732,171.575370416392,0.488100090742327,1000.1,0.188398825327286,0.251198433769714,0.0535649844491988,0.420828510590417,0.315621382942812,0.631161746803285,152.060895544846,2.86936714274669e-09,33.1540108964609,98.2391240139919,20.2206752495524,16.2330275205537,2.386794839998,91.5184985356752,74.2209369137991,2.86965407946096e-06,6.24617670778125,24.6775140872235,1.08312015529457,6.83132079384784,0.753323488200938,57.7629754005906,1.12235407059181,2.11786592545376e-11,0.244708141121751,0.725098193940068,0.149247820060069,0.119815186214979,0.0176168165703669,0.675493584316504
"21",4,0.476386411114692,0.00526178324697318,1e-05,19.9478072171791,12.1357132763742,2.76377745835123,9.56330594772532,29.1113147764833,4.12371923022911,176.354362085306,0.625155117965025,1000.1,0.193929882118364,0.258573176157818,0.0560268880290949,0.447131671500949,0.335348753625712,0.654474397460358,135.67419403627,5.35900647639969e-09,29.3440912449525,89.1100334376709,17.1493445982361,13.868234769199,1.96448380453349,84.0128216382397,84.8174167775543,5.35954237704733e-06,5.69069615600414,23.0414643735079,0.960824409577738,6.20092699311952,0.658787195368201,54.9842408206315,1.12125442237465,4.42885233546416e-11,0.24250884490364,0.736433481544992,0.141727604193164,0.114611475497966,0.0162351150796422,0.694308512146873
"22",4,0.419699704510295,0.00404752557459475,1e-05,18.2464386605701,11.5455917357517,2.52942730242472,8.9929607552996,27.690597198706,3.76886835064723,181.226116050303,0.803326653354534,1000.1,0.200357171093958,0.267142894791944,0.0589418870621729,0.479377430390887,0.359533072793165,0.6822359055467,119.410635494607,9.45690738257493e-09,25.6138210718206,79.7194817891015,14.2651282865233,11.6217354620105,1.58179293310485,76.0605473558606,95.9257461868209,9.45785307331319e-06,5.1319127308568,21.2964931364543,0.840813580391664,5.57119768246125,0.5687068737617,51.8912364017032,1.12013567589243,8.8710853090729e-11,0.240271351539431,0.747811409308364,0.133814538786527,0.109018099207504,0.0148380643726269,0.713488645867334
"23",4,0.364823273453727,0.00311348121122673,1e-05,16.6043625754704,10.9416481406193,2.30140227643666,8.41730780520768,26.191110154814,3.41887630528266,186.125292673027,1.03494964936089,1000.1,0.20780956247193,0.27707941662924,0.0623993461669217,0.518811267532859,0.389108450649644,0.715269622002298,103.690426803642,2.50082610689241e-11,22.0506307432915,70.3432303672879,11.6420172993165,9.55512654206639,1.2472856452266,67.9028385455065,107.314370862511,2.50107618950309e-08,4.58233192699351,19.4906612339844,0.72645426754134,4.95730731272633,0.485329384931665,48.5688376593275,1.118980219988,2.69877850203226e-13,0.237960440520974,0.759112348337729,0.125635388726509,0.103114606908717,0.0134601429341837,0.732776742807192
"24",4,0.313040763883911,0.00239498554709749,1e-05,15.0446924398103,10.3311816986345,2.08416111983873,7.85474723861787,24.6403328232951,3.08036419418525,190.964521067717,1.33605954416916,1000.1,0.216394357545094,0.288525810060126,0.0664720825285617,0.566902077261944,0.425176557946458,0.754216616719636,88.8821917952783,0,18.7396751730883,61.2343536069922,9.33013555875797,7.71342860935811,0.964279560388401,59.7796795497634,118.751900654755,0,4.05515996968419,17.6676914779656,0.620193540864428,4.37275870145682,0.409989064384064,45.0868276586066,1.11784128244575,0,0.235682560308043,0.770123767013281,0.117341961170547,0.0970091843436814,0.0121274180873435,0.751828823101248
"25",4,0.265339091061549,0.00184229657469037,1e-05,13.5780783535134,9.72380032839267,1.87987642122009,7.30925678274444,23.0661798575366,2.75851581449661,195.684292692661,1.72750240741991,1000.1,0.226266170676074,0.301688227568099,0.0712720381250935,0.625560268357793,0.469170201268345,0.799978127826169,75.2629405807436,7.12858236954421e-15,15.7336227692509,52.6185251529461,7.351105977473,6.12035919766098,0.73194207889744,51.9226923580929,130.016911042737,7.12929522778117e-12,3.5599865748603,15.8743895906398,0.523928305488058,3.82865354213489,0.343405412473083,41.5370182243213,1.1167249744563,1.05771391645249e-16,0.233449946939653,0.780735122810046,0.109073118477375,0.090811731722585,0.0108602984822701,0.770410601152209
"26",4,0.222362808352426,0.00141715121130029,1e-05,12.2124310013663,9.12764917041217,1.69016861086175,6.78617258174082,21.4953387815468,2.45742991325692,200.230810908416,2.23637812964588,1000.1,0.237590195993424,0.316786927991232,0.0769260106806578,0.697070621419232,0.522802966064424,0.853541115175504,63.011738028508,3.95119813369803e-12,13.0631689836746,44.6670625914015,5.70203555369297,4.77976389795157,0.546441016841067,44.523885432279,140.918072837931,3.9515932535114e-09,3.10368087912647,14.1499415407221,0.438634847904876,3.33183299058231,0.28568098438377,38.0029668238138,1.11564389122335,6.99572841313943e-14,0.231287774827945,0.790845278643842,0.100956446085297,0.0846273180375858,0.00967492091833431,0.788310279166991
"27",4,0.184419213107557,0.00109011631638484,1e-05,10.9511225227899,8.54881658945688,1.51575447068055,6.28929768083597,19.9509760975272,2.17954702286534,204.564486572625,2.89791656853964,1000.1,0.250557904875828,0.334077206501105,0.0835885546396895,0.78429336874871,0.588220026561532,0.916069268398956,52.2109925900415,0,10.7370245685466,37.4919980653767,4.36082790626855,3.67934331263364,0.401950346887744,37.7256216434749,151.303100486582,0,2.69024638049533,12.5252219798259,0.364515301717411,2.88568456144847,0.236435243722726,34.5592826188339,1.1146077758031,0,0.229215544072487,0.800384564648828,0.0930955810672169,0.0785471499902645,0.00858089379080843,0.805371994380414
"28",4,0.151521704439073,0.00083855101260372,1e-05,9.79419566290136,7.99229477689758,1.35672494522265,5.82101491349227,18.4523975512633,1.92605633262016,208.657315929064,3.75791653910154,1000.1,0.265389272108199,0.353852362810932,0.0914464581536153,0.890763942188814,0.66807295664161,0.988915300264522,42.8594693952413,2.39740989159669e-12,8.74591290166084,31.1475151690169,3.2933513424742,2.79593872795478,0.291839338364276,31.6161121532539,161.062308897494,2.39764963258585e-09,2.32107145889348,11.021621838246,0.30116531572472,2.49052140343138,0.194969969645353,31.2656570432319,1.11362308858565,6.22922086007466e-14,0.227246176293774,0.809309880260446,0.0855715701933309,0.0726472344537923,0.00758289894732346,0.821485495783718
