"","convergence","mu","x_C","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau MET","tau RNAp","tau DNAp","tau r","v tC","v MET","v RNAp","v DNAp","v r","p tC","p MET","p RNAp","p DNAp","p r","f tC","f MET","f RNAp","f DNAp","f r"
"1",4,0.546309671232531,1,43.5625147069745,11.8527858318132,2.56691139922703,31.7135019689533,49.8200574873183,10.7442769339392,103.739952447031,0.0875529352118285,0.230270227103028,0.43451621073597,0.162943579025989,0.923443127482519,138.762656916593,114.964033828963,27.2171792266827,5.86970239941158,56.6741393150157,12.1490779108396,26.4727941784755,11.8263055844999,0.956430316777557,52.3353444564381,1.00000000305219,0.828494039638905,0.196141958611489,0.0423003028895243,0.408425009633979
"2",4,0.541686819342609,0.769230769230769,42.3913991204358,11.716429554126,2.5395316034129,31.8675123834882,50.1165602027696,10.8264886316485,104.542079083992,0.0935040598470832,0.232701892092957,0.435515000100121,0.163318125037545,0.922185144699568,137.588452427132,114.6255902701,27.1474800926307,5.86456619152662,56.6290663064709,12.8650788900141,26.6735917381244,11.8231347952601,0.957789954558706,52.2224837060343,1.00000000228296,0.833104730155263,0.197309292136888,0.0426239709907423,0.411582988519652
"3",4,0.535875899404923,0.591715976331361,40.9593366936393,11.5480206870438,2.5051432051617,32.0556537465601,50.4787001223434,10.9283558337251,105.524790275933,0.101047370981263,0.235839663795441,0.436858625113255,0.163821984417471,0.920810837840819,136.112478751302,114.163357361569,27.0503188288522,5.85624251141446,56.5481918986315,13.7538081355621,26.9242478179113,11.8171650924476,0.95938126944987,52.0701879605623,1.00000000222207,0.838742771144753,0.198735039851746,0.0430250229674216,0.415451930220209
"4",4,0.528633553494192,0.455166135639508,39.2365271797574,11.3426024436525,2.4624080572966,32.2816796677376,50.9136911149318,11.0529426506914,106.710148808756,0.110552933887203,0.239877998591076,0.438666777889102,0.164500041708413,0.919411222449723,134.272922546727,113.53117775692,26.9146854555921,5.84295635000252,56.4105651586668,14.8442655291498,27.2336316980176,11.8065783467033,0.961166563275851,51.8645066716096,0.999999999696156,0.845525483240418,0.200447602814692,0.0435155222468166,0.420118696097465
"5",4,0.519698693108645,0.350127796645776,37.2046759692159,11.0956865085795,2.41000882887244,32.5477342300505,51.4256800659077,11.2029083887294,108.113306256226,0.122452897845451,0.245057448185004,0.441094626252958,0.165410484844859,0.918145357695534,132.003468178263,112.668246699531,26.7258587224755,5.82213684863856,56.1863439690152,16.1642072040781,27.6101930276656,11.7886326644797,0.963042478966426,51.5872308810358,1.00000000097473,0.853524898733721,0.202463307346093,0.0441059385383048,0.425642938016637
"6",4,0.508806596173447,0.269329074342904,34.8642776564876,10.8038478946142,2.34682017172689,32.8533651987352,52.0138717142969,11.3800247818231,109.73779246496,0.137247781959459,0.251671346749098,0.444336467039087,0.166626175139658,0.917257731267071,129.236875368344,111.497700925901,26.4650010207537,5.79023167360889,55.8353126556844,17.7374744916762,28.0607765514496,11.7593650537475,0.964804156945946,51.2153722111406,0.999999999537968,0.862739063882505,0.204779022497232,0.0448032471725319,0.432038553011653
"7",4,0.495708612931357,0.207176211033003,32.2411072703808,10.4653334943168,2.27212534486561,33.1946551187448,52.6708805423832,11.5846623991481,111.571237388531,0.155519284217725,0.260071953728307,0.448625239543411,0.168234464828779,0.917087999538803,125.909988457062,109.927793892691,26.109409135538,5.74261692915974,55.3068233289039,19.5814312807043,28.5891361267147,11.7133399277676,0.966106085793875,50.7212239675505,1.00000000613532,0.873066512944841,0.207365671426705,0.0456089070832601,0.439256840112327
"8",4,0.480195819567535,0.159366316179233,29.3892522288459,10.0805627754854,2.1858302326693,33.5638372200522,53.3819865394962,11.815407582831,113.583123499454,0.177956900819036,0.270677231594336,0.454226661764452,0.170334998161669,0.918066352222866,121.96973820801,107.857142147502,25.6338067764765,5.67370932776198,54.542141077861,21.7053566052066,29.1944726441626,11.6435584803939,0.966431267914183,50.0733045017768,1.00000000031037,0.884294282873969,0.210165301336599,0.0465173526883108,0.447177651572654
"9",4,0.462123655160854,0.122589473984026,26.3883774814875,9.65235293678047,2.08859931861627,33.949718049093,54.1259047220725,12.0689827681703,115.726064901464,0.205406784444316,0.283980225356762,0.461429272646718,0.173035977242519,0.920692531962368,117.379408492969,105.18471503746,25.0128609290523,5.57736243090022,53.4797521096469,24.1105268585166,29.8703790804246,11.5416662253061,0.965084358666533,49.2384083785506,1.00000000069955,0.896108750772429,0.213094113079026,0.0475156801896469,0.455614428745923
"10",4,0.44143405996865,0.0942995953723274,23.3345630430402,9.1857741168586,1.98185049057515,34.3389825139937,54.8771863738598,12.3405943299692,117.941049489424,0.238948824079775,0.300565666131338,0.470533677503119,0.17645012906367,0.925503660650089,112.124251389947,101.823580488264,24.2246591806692,5.44755865750441,52.0631963130799,26.791958020453,30.6046722973328,11.39851797054,0.961222428198564,48.1846787728997,1.00000000140835,0.908131642971183,0.216051914857716,0.0485850170471228,0.464334840509543
"11",4,0.418172698865231,0.0725381502864057,20.3270144984509,8.68766862435764,1.86758979400729,34.7180611168444,55.609667222859,12.6246386971126,120.165360258082,0.280003824314938,0.321138402688836,0.481846743299043,0.180692528737141,0.933042258468325,106.215865600302,97.7156630876119,23.2544446255804,5.27927923617003,50.249873009235,29.740848571006,31.3802519616361,11.2050784100638,0.953926315093046,46.8852550002832,1.00000000083352,0.919972384697886,0.218935697727791,0.0497033019571363,0.473091969520008
"12",4,0.392500466268326,0.055798577143389,17.4547695531585,8.16596041621379,1.74813422843537,35.0749732757742,56.2998787791115,12.915556007627,122.340727343418,0.330469172219709,0.346568045884877,0.495685588734654,0.185882095775495,0.943837395103217,99.695118276622,92.844113088401,22.0977286716515,5.06936175510828,48.0187925258977,32.9461632112212,32.1768028449617,10.9535256463062,0.942303587283671,45.3219320536451,0.999999998439914,0.931280433269999,0.221653066059494,0.0508486456993189,0.48165640686385
