"","convergence","mu","x_C","C","ATP","NT","AA","DNA","RNA","p","tau Cin","tau Met","tau DNAp","tau RNAp","tau RNase","tau r","v Cin","v Met","v DNAp","v RNAp","v RNase","v r","p Cin","p Met","p DNAp","p RNAp","p RNase","p r","f Cin","f Met","f DNAp","f RNAp","f RNase","f r"
"1",4,1.03180078155157,100,116.844387127552,32.8440709633913,3.08570344479828,5.49434635247128,17.8931121033725,45.9678672944562,117.870509316934,0.103822129064182,0.165117909190119,0.254976191045685,0.235362637888325,0.110877163319263,0.226602185945575,350.812262222479,230.252132264358,18.4621270526495,47.429681510403,1.09724434622362e-07,121.618883635093,36.42207596576,38.0187506660576,4.70740283448609,11.1631749544916,1.21659340577374e-08,27.5591048839726,0.999999990008751,0.656340027868893,0.0526268003040368,0.13519961000235,3.12772514937042e-10,0.346677968579217
"2",4,1.02712908588865,71.4285714285714,115.614678233311,33.0187879788916,3.06373459938087,5.46817739148757,18.0083267175869,46.2435343180793,118.582757778064,0.105319091229817,0.165793768344604,0.255871514554145,0.236189090357672,0.110812322357561,0.226934102935197,349.223886138012,230.472687368921,18.4968761598193,47.4980792294688,9.70794357954576e-08,121.799799598738,36.7799423238005,38.210935339401,4.73282371753341,11.2185281269449,1.07575977336564e-08,27.6405282596265,0.999999991225885,0.659956819951442,0.0529656668164321,0.136010395331161,2.77986239765129e-10,0.348772816994306
"3",4,1.02073628040936,51.0204081632653,113.943366779059,33.2562194890591,3.03396940956169,5.43235598327117,18.1648799514062,46.6181397355538,119.551065752887,0.10738587517766,0.166729343649215,0.25711120722187,0.237333422050957,0.110725438699105,0.227404710070254,347.050332379861,230.744203996485,18.5415519956809,47.5848266426226,8.93496999870986e-08,122.030110175577,37.2683036733093,38.4718296831945,4.7672408173766,11.2934697447952,9.89328472870492e-09,27.7502218243181,0.999999991472935,0.664872442122761,0.0534261175041359,0.13711217595026,2.57454584793225e-10,0.351620781626138
"4",4,1.01206007781021,36.4431486880466,111.696626988151,33.5753455587883,2.9941129706029,5.38372826734504,18.3752707070115,47.121627498174,120.85328558404,0.110225252844442,0.168019194578256,0.258820534813181,0.238911262904475,0.110610838940556,0.228073522572534,344.100424000328,231.056726999562,18.5968779015218,47.6899180769814,8.46355201155682e-08,122.310785611803,37.9285562393158,38.8219651723545,4.8132538843273,11.3936585555826,9.36160588415331e-09,27.8958517230979,0.999999992865035,0.671480501723416,0.0540449138441515,0.138593022299415,2.45961683300966e-10,0.355450839953058
"5",4,1.00041138852373,26.0308204914619,108.720059022513,33.9980404341575,2.94156243247006,5.3184435021326,18.6538962885017,47.788522911017,122.579473205017,0.114100991721853,0.169788144490369,0.261163892287455,0.241074362111497,0.110462763223107,0.229025504296875,340.139869892969,231.375084685876,18.6615702873576,47.8081827089059,1.47997465919271e-07,122.629900993538,38.8102964789297,39.2847463101168,4.87372833244224,11.5253271502594,1.63482090354603e-08,28.0853749169209,0.999999993517085,0.680235114039106,0.0548644008485345,0.140554479585158,4.35107666167997e-10,0.360527862367698
"6",4,0.984986889260863,18.5934432081871,104.851038851183,34.5473006342126,2.87362753558176,5.23205769905761,19.015888915121,48.6551715513409,124.824913671498,0.11934861547406,0.172197934464573,0.264352083405434,0.244017307758862,0.110276399898671,0.230380286035226,334.895541223833,231.618642630037,18.7304012690352,47.9247060898068,1.69979355623483e-08,122.950903419545,39.9693191735006,39.8842518443805,4.95142059848924,11.6944577551694,1.87447113952536e-09,28.3254642980841,0.999999996641162,0.69161458825533,0.0559290850444736,0.143103445789994,5.07559325607567e-11,0.367132099033819
"7",4,0.964912175906284,13.2810308629908,99.9429906975766,35.2437734575644,2.78792896716058,5.11985024827132,19.4748426725645,49.7543308686921,127.676282147138,0.126384313855294,0.175453748455524,0.268646838304103,0.247981696896095,0.110049376431563,0.232302218216921,328.070138900123,231.633930279543,18.7915128186168,48.0085596552441,-4.02687852951684e-09,123.196399218219,41.4629194013029,40.6410413370312,5.04828050567242,11.9052440888448,-4.43155471138976e-10,28.6187968147297,0.999999997232257,0.706050024592326,0.0572789490369545,0.146336267248585,-1.2274443909683e-11,0.375518476903347
"8",4,0.939322936050262,9.48645061642197,93.9024456089776,36.1004716418184,2.682938775931,4.97742610809363,20.0393766633385,51.1069504072549,131.190389225311,0.135711947490932,0.179809773236689,0.274360686320741,0.253256018142223,0.109783405114484,0.2350086387515,319.369796783034,231.165075871309,18.8234461240242,48.0059306469078,-6.22099985105513e-08,123.230141588696,43.3422970912086,41.5657398726621,5.16441359750877,12.1577908428476,-6.82962546865527e-09,28.9601478279141,0.999999995384487,0.72381633182867,0.058939343127466,0.150314559826548,-1.94789860688307e-10,0.385854085956798
"9",4,0.907480105411117,6.77603615458712,86.7328487303505,37.1165411860013,2.55853959183869,4.80157515925182,20.7091176928213,52.7124878341307,135.368888931925,0.147931842530571,0.185573975639534,0.281850169710813,0.260169387425366,0.109485418361838,0.238772940059886,308.543235046932,229.834900338507,18.7931123068527,47.8355339920646,-2.41344835696215e-08,122.844573597329,45.6433692608357,42.6513761965329,5.29684189308082,12.4453415758807,-2.64237403056691e-09,29.3319600082374,0.999999997430351,0.744903383517556,0.0609091696847686,0.155036728845693,-7.82207508258392e-11,0.39814379097625
"10",4,0.868897937222266,4.84002582470509,78.5711081461719,38.2720891661498,2.41639035882377,4.59124343886975,21.4714222058439,54.5408549099043,140.136891502315,0.163762074442263,0.193112849200845,0.291502738129903,0.269079450581449,0.109167439726164,0.243918660801215,295.425298419298,227.155024625822,18.6564744638861,47.3904363303331,4.77838165317605e-09,121.764655955102,48.379459711869,43.8665540157805,5.43841339007342,12.7517925705812,5.21643691111704e-10,29.7006718134892,0.999999999200231,0.768908504652666,0.0631512417818938,0.160414279162952,1.61745851655956e-11,0.412167327947985
"11",4,0.823450867281422,3.45716130336078,69.6955754828323,39.5271109108897,2.25986015431364,4.34824409668221,22.3007936153988,56.5306740998242,145.33774335468,0.184089839833008,0.202860193145362,0.303724111100795,0.280360717939195,0.108844755665165,0.250805848339535,279.97329628759,222.582414210574,18.3636078436641,46.5502326776467,6.21430487968835e-08,119.678490814136,51.5402392711016,45.153111537518,5.57747046892047,13.0508566537416,6.76394496258519e-09,30.0160654166346,1.000000005043,0.79501301832879,0.0655905694570552,0.166266688750855,2.21960629582464e-10,0.427463951043177
"12",4,0.771428442112636,2.46940093097198,60.4919092499361,40.8264288908067,2.09349473378828,4.0773408323477,23.1621600785215,58.5967726919007,150.751894453337,0.210073142420624,0.215336458427347,0.318934625673677,0.294401192929548,0.108532893144627,0.259816498364247,262.285671036217,215.620491723119,17.8679490653373,45.2032171466432,7.61019901114722e-08,116.294299083666,55.0991751264801,46.4309530520196,5.69870764670968,13.3078810522252,8.25956916086189e-09,30.2151775676426,1.00000000273717,0.822082622590299,0.0681240002309455,0.172343449383975,2.9014924840964e-10,0.443387924862755
"13",4,0.71352978988698,1.76385780783713,51.3840084678588,42.1095959136594,1.92219776008076,3.78557539919202,24.0172664772343,60.6453329527793,156.136022130702,0.243309054685504,0.231184571343732,0.33758451649627,0.311616476765788,0.1082446575137,0.271349453461678,242.600127920471,205.936107154849,17.1370351031606,43.2722517399795,6.055690618191e-08,111.407703064709,59.0268077909122,47.6092506567907,5.78519770948007,13.4843466289346,6.55496156975015e-09,30.2304193380296,0.999999997357373,0.8488705606872,0.070639019050689,0.17836862658132,2.4961613392773e-10,0.459223594502065
