"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","rRNA","DNA","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,1.0384116282354,1,0.001,14.0167926806823,12.38803891364,16.2866728767935,5.98530523173114,3.86167710981711,20.6707848306032,52.3777832668999,9.17604186824587,119.236902906596,0.0141025641025641,0.00519031632782333,0.0154191394371218,0.0416812806011874,0.145180756755997,0.00951168379726049,0.279304166470516,0.119701785630221,0.0634538746065497,762.159258713737,1661.34235156345,3.09998431104231e-16,25.474793748175,188.533363034537,286.252131982176,54.3896992055427,9.52850857716143,825.446576619902,10.7483998023732,8.62289233342417,4.77990903448514e-18,1.06182202647506,27.3714163191073,2.72273976570614,15.1912696011862,1.1405794910791,52.377783567245,2.88963154997505,6.29877183738391,1.1753202978513e-18,0.0965844958284267,0.714800676917474,1.08528917331436,0.206211745145275,0.0361261490875822,3.12957750411014
"2",4,1.03604415038265,0.757575757575758,0.001,14.0060285837351,12.4251332909106,16.317793400852,5.98369605875648,3.86361968048078,20.6499727272981,52.2972469725754,9.17200184027135,119.284509218078,0.0145128205128205,0.00519122882267966,0.0154199717656595,0.0416828852827785,0.145120508500531,0.00950696760690574,0.27935226925731,0.119722401110276,0.063475742450701,760.443920133627,1657.62901366524,3.56805969289468e-16,25.3971640189439,188.130668896387,285.273631674408,54.1822568070538,9.50259885391207,823.893453377701,11.036186122965,8.60513151304903,5.50193797226237e-18,1.05862707430955,27.3016183347887,2.71208717543295,15.1359363925328,1.13767395157811,52.2972486534216,2.88971633130473,6.29905441441529,1.35587649432664e-18,0.096510206329838,0.714903823852837,1.08405084255955,0.205894673120376,0.0361102434656352,3.13082701359784
"3",4,1.03293354399315,0.573921028466483,0.001,13.9917530434381,12.4740402629522,16.3587857893583,5.98147928960255,3.86611929468591,20.6225026766477,52.1914631292822,9.16655859559468,119.347300079047,0.015054358974359,0.00519246395743315,0.0154210940358037,0.0416850972786368,0.14504162201901,0.00950080511316197,0.279417471025025,0.119750344725011,0.063504685233376,758.190265102407,1652.7504756546,2.41675943840153e-16,25.2951190803582,187.601542474479,283.98906740711,53.9103129763174,9.46844585636851,821.852197577763,11.414068421716,8.58184727546702,3.72690745615061e-18,1.05442949953943,27.2100320137666,2.69812478370358,15.0634833140102,1.13384965531023,52.1914651155342,2.8898287417124,6.2994291106869,9.21143571522138e-19,0.0964118975249355,0.715039950241386,1.08241929117135,0.205478201296387,0.036088813368483,3.13247506769153
"4",4,1.02885262223565,0.434788657929154,0.001,13.9728056962512,12.5385015981925,16.4127596231253,5.97838404363718,3.86930471272687,20.5862191110229,52.0527429783299,9.15917222747269,119.430110603065,0.0157691897435897,0.00519414641462159,0.015422615392404,0.0416881886040301,0.144938586604004,0.00949277896918823,0.279506654129316,0.119788566055421,0.0635430240858033,755.233784415282,1646.3507258549,3.59928160045936e-16,25.1611298142113,186.907315937131,282.305525107172,53.5546011078131,9.42343836374323,819.173216452382,11.9094248472139,8.55138671990887,5.55103358128411e-18,1.04892192518533,27.0900821978757,2.679863951623,14.968867368875,1.12882016890445,52.0527434234786,2.8899779149172,6.29992637526436,1.37730124757974e-18,0.0962815898572823,0.715219613239311,1.08027044029881,0.204932058969803,0.0360597331790264,3.13464857225892
"5",4,1.02350922462317,0.329385346916026,0.001,13.9476024342451,12.6234013633683,16.4837111825347,5.97404058362176,3.87332953162291,20.5383845769471,51.8711794435118,9.14912066333993,119.539230534303,0.0167127663589744,0.00519645450861089,0.0154246909370391,0.0416925319639344,0.14480448793504,0.0094823702021379,0.279629126928328,0.119841054397855,0.0635938572076571,751.363030619796,1637.97229081549,9.96671967057086e-16,24.985614578985,185.998205744179,280.104611596503,53.090630652518,9.36420939611886,815.663367708099,12.5573547815195,8.51164849558786,1.53733570574663e-17,1.04171353447288,26.9333749396221,2.65605562248409,14.845686697438,1.12221672763319,51.8711797355455,2.89017636248817,6.30058787084645,3.8337762745218e-18,0.0961091106636615,0.715456571324251,1.07744418406152,0.20421724190359,0.0360201600918895,3.1375126124489
"6",4,1.01653088596457,0.249534353724262,0.001,13.9140485298483,12.735146383663,16.5768886760361,5.96784745154997,3.8783200520651,20.4752910452409,51.6341947425303,9.13531246738287,119.68295099486,0.017958287491282,0.00519964895037531,0.0154275441104948,0.0416987358873561,0.144630712711768,0.00946894775029506,0.27979933117168,0.119913999073577,0.063661343945573,746.308415992753,1627.03190202967,7.28842499039779e-16,24.7561978651811,184.810725605112,277.235868641108,52.4877537276916,9.28632727603192,811.0761080644,13.4024210915612,8.45999472161573,1.12442498035395e-17,1.03230215635531,26.7293069610464,2.62513195467032,14.686038387712,1.11356064037503,51.6341950815245,2.89044056681037,6.30146855153094,2.82279534961118e-18,0.0958803586508108,0.715768986418429,1.07373008815561,0.203284231269804,0.0359657971156806,3.14128480301471
"7",4,1.00744844901325,0.189041177063835,0.001,13.8693082285073,12.8820661526009,16.699029256371,5.95890321161321,3.88436412269507,20.3921350896201,51.3259539488471,9.11618892289042,119.872051441267,0.0196023753859282,0.00520411183627179,0.015431499140838,0.0417077184729657,0.144406824731258,0.00945176799068384,0.280038382824919,0.120016449782108,0.0637510771227058,739.730493152304,1612.79528908579,9.17989647509555e-16,24.4573214789182,183.264799613122,273.511833438464,51.7082526998913,9.18409039127769,805.099415363605,14.5004748111892,8.39316705341476,1.41659564568418e-17,1.02005907884553,26.4646877971413,2.58517039236692,14.4802954647798,1.10224192323912,51.3259549202905,2.89079285301662,6.30264283847519,3.5874118165053e-18,0.0955767685524217,0.71618052498217,1.06885691564508,0.202070684837981,0.0358905075704347,3.1462480693246
"8",4,0.995680589825869,0.143213012927147,0.001,13.8095275980355,13.074948968953,16.8587108185084,5.94583594304526,3.89143839306979,20.2826915304652,50.9268638265383,9.08948664881363,120.120496673995,0.0217725714068612,0.00521041296948673,0.0154370343077048,0.0417208903458952,0.144120533517464,0.00942999438560594,0.280377789403793,0.120161909744483,0.06387060527992,731.208853478325,1594.35327754288,6.55309364637919e-16,24.0697119407925,181.261028420049,268.703534790617,50.7068898127894,9.05022542770512,797.344313190263,15.9202969756859,8.30723899525311,1.01160331440758e-17,1.00420981253909,26.1234361218217,2.53387282446799,14.2170856732516,1.08749237101113,50.9268638999642,2.89126356696142,6.30421188460337,2.59115036976561e-18,0.095173739856437,0.716721912060903,1.06247720710468,0.200499463884009,0.0357853805071403,3.15276894157467
"9",4,0.980523308682411,0.108494706762991,0.001,13.7296717828799,13.3276388370229,17.0667598392633,5.92652846778103,3.89925863494711,20.1389076387563,50.4131933972802,9.0518746324419,120.446166510571,0.0246372301544925,0.00521938848774338,0.0154448427979042,0.0417404586937024,0.143758011306963,0.00940275569707027,0.280865477605272,0.120370918973688,0.064030156413057,720.234234046619,1570.60437965099,3.11669290013584e-16,23.5699823293496,178.678612974693,262.538823015289,49.4313111911474,8.87557406438031,787.335158033717,17.7445765893512,8.19759441794972,4.81368318919422e-18,0.983821873829513,25.6864820643285,2.46858841380913,13.8835488263565,1.06836100654849,50.4131933183978,2.89189234510658,6.30630782042162,1.25141792959642e-18,0.0946384498964701,0.717432313919045,1.05414874311856,0.198477139359371,0.0356373017025272,3.1613167063142
"10",4,0.961151203232842,0.0821929596689322,0.001,13.6230190156487,13.6576712621693,17.3364398871492,5.89782182017984,3.90713177828481,19.9507030452201,49.7570426074131,8.99858117674413,120.871589774625,0.0284185797013661,0.00523227941012166,0.0154559436061203,0.0417697900688063,0.143304731106867,0.00936925915449027,0.281572985338097,0.12067413657347,0.0642435983074709,706.209655685797,1540.25749903832,1.05348931196455e-16,22.9309866471422,175.375175847305,254.708753541616,47.8240413714229,8.64899712541601,774.505826323651,20.0694753859811,8.05905759850367,1.62826713953745e-18,0.95782249832173,25.1320924176176,2.3864323208486,13.4659580998842,1.043710260336,49.7570411931324,2.89273213807483,6.30910712209412,4.31523750107722e-19,0.0939284835571061,0.718360905022424,1.04332217959171,0.195893868533123,0.0354274849478115,3.17248267125001
