"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","CI","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau GLY","tau RES","tau FER","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v GLY","v RES","v FER","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p GLY","p RES","p FER","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f GLY","f RES","f FER","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.634323085471411,0.8,0.01,5.71790124988614,3.45555685863828,13.3414826067789,5.84023068797583,17.448301707645,17.5955569453831,12.568048546688,29.3634786369442,54.1798865933443,9.46214874999767,1.13870979275077,5.37588478500467,7.21057588230451,157.302236946101,0.0386830384434591,0.0233056790374188,0.00525514326725648,0.181023026369187,0.00444205788550738,0.167867590669553,0.121102100254827,0.0334938324390313,0.0343945480444442,0.142297371627568,0.0702259760812322,1.11321639244241,0.788855419977917,0.181247047611349,0.110568424006231,0.422144987661369,0.788855419977917,0.000252731741001891,0.00542552453452633,452.064991640729,236.395142587147,1716.15269883635,8.77246748648814e-15,244.367345919636,14.772453725291,138.15198701258,216.356057508508,103.477402050891,134.864563454897,35.2354413776863,7.42472714912079,5.62062512359702,0.867888543305011,1.42266775883281,0.37262610157389,3.41004782396298,9982.85859200657,9978.04402912058,17.4872474505804,5.50934931914089,9.01862830087387,1.58801861312938e-15,1.08549389590283,2.47981621514206,16.730495781601,7.24659353735937,3.55905847635362,19.1908729053311,2.47444326340105,8.26532797181349,4.43386059241356,0.157302236129748,0.15730213197862,0.157302241051214,2.6900347083171,2.52298523213351,54.1361226865776,2.09609731545914,1.09609731549019,7.95731395145867,4.06754468680332e-17,1.13306216415692,0.0684956835165315,0.640571631197119,1.00318175420077,0.479795402564448,0.625328779347371,0.163376760966889,0.0344263566811584,0.0260612466141526,0.00402415333940553,0.00659650741645939,0.00172776168387701,0.015811425838249,46.2876875720183,46.2653638076768
"2",4,0.628543436705028,0.727272727272727,0.01,5.45960822320468,3.40475056384098,13.1806695896192,5.86359980635284,17.3443809172969,17.5329461953915,12.4044322307308,29.6988559352307,53.8171156352111,9.44632499072732,1.13809277844894,5.34819035224911,7.1991396971643,158.161894994824,0.0402888033988464,0.02333417952448,0.00531695041985821,0.180683649504008,0.00444159558982271,0.168179496021563,0.122852097492237,0.0340519588292712,0.0344436593034728,0.142651853012449,0.0704816959373991,1.11944909830538,0.791219533711995,0.181077565194776,0.110586127419728,0.419493628883174,0.791219533711995,0.000254070763591157,0.00545015278044506,449.501906741968,235.797137061557,1709.3911175556,5.1214857638956e-05,243.593860501938,14.5872239630266,137.194245503865,213.143470438556,103.70567208743,135.264678242329,34.6998349144942,7.37022216067969,5.56978896068093,0.873440099586731,1.43279658677535,0.377107492129813,3.36156994415533,9945.92523201063,9941.16210358266,18.1098939481337,5.50213272755277,9.08874782018915,9.2536873870348e-06,1.08194541651329,2.45327197445548,16.8546008240147,7.25795268010167,3.5720028372171,19.2957569984009,2.44570321352132,8.25058855208324,4.40692582434418,0.158160406576648,0.158447425911691,0.158194190352568,2.65973980375484,2.52696881831749,54.1808522796961,2.10337799170189,1.10337798608338,7.99884405816571,2.39652385874668e-07,1.13986160549836,0.0682587668342627,0.64198027250333,0.997373488457244,0.485275423778279,0.6329511465963,0.162372768569218,0.0344878694710992,0.0260630073924146,0.004087134348009,0.00670456067484237,0.00176461898727177,0.0157299716242621,46.540492768438,46.5182044102424
"3",4,0.62248266091725,0.661157024793388,0.01,5.21089782329445,3.37039011502842,13.1015951253659,5.89688108330177,17.2741374783924,17.6271323945915,12.3384089601106,30.1558783844988,53.556112538627,9.43574718853441,1.13624607704693,5.3342868590875,7.19255881545919,158.369728408598,0.0419383213886824,0.0232129576727033,0.00538011442977439,0.17993925617769,0.00443538588350831,0.168335735887958,0.124507878962273,0.0345922369803809,0.0344372743877045,0.142969791237109,0.0705920719136271,1.12248523813153,0.792410420126883,0.181118337835937,0.110597994838343,0.418621036253191,0.792410420126883,0.000255158990457628,0.00546761058433814,445.679820094093,234.03571460292,1696.93055325388,1.52668032937206e-15,241.716160243895,14.4235572904463,135.851709420952,210.324318503162,104.286174550443,135.141188424444,34.2121775872262,7.30832889186354,5.51572132100046,0.874426145797975,1.43473987420219,0.378313564519074,3.3205010781407,9862.95388237922,9858.24099485264,18.6910635315562,5.43266113697845,9.12968055588626,2.74709722888318e-16,1.0721044449616,2.42800013060939,16.9146081934018,7.27558866839849,3.59133160783766,19.3211074965775,2.41510850055925,8.20349129652701,4.37071504927678,0.158374610087214,0.158679353201379,0.158370016407613,2.63119965436124,2.51662135555802,53.9010228064124,2.10579841428065,1.10579841059849,8.01784937768102,7.2134318669093e-18,1.14208784871646,0.0681500545932179,0.641887519644843,0.993764124871329,0.492743110857823,0.63853036969032,0.161649565594105,0.0345312188204495,0.0260613038502048,0.00413158753931951,0.00677902120711305,0.00178749871173645,0.0156890789973162,46.6015998688306,46.5793318848818
"4",4,0.616130007503862,0.601051840721262,0.01,4.97888819767632,3.35808476800949,13.0862568681914,5.94738805275735,17.2511111033835,17.8655935733029,12.306565550067,30.7826492894471,53.4478608804078,9.42237272077699,1.13327305442624,5.32996511527248,7.18316851154427,157.906823404313,0.0436329288440031,0.0229927904148578,0.00544064258239219,0.178737308754767,0.00442291162852604,0.16836626562604,0.126042952284265,0.0350791744647958,0.0343759853241462,0.143246727673702,0.0706066623652465,1.12277491496008,0.792708660164321,0.181213758172258,0.110613038028043,0.419186215494167,0.792708660164321,0.000255792896879639,0.00547649584142848,440.64923846681,231.165035244176,1678.93962195058,2.2345238742758e-05,238.747479121981,14.2932914591513,134.133605162308,207.945323790087,105.367299653866,134.485762959542,33.8023093785494,7.2334346095745,5.45412070868432,0.871478453238315,1.42802803441798,0.376698511278604,3.28395144646816,9733.77192960517,9729.11322890105,19.2268168671865,5.31512920661255,9.13451040044977,3.99392783636331e-06,1.05595900168989,2.40650810648187,16.9065955951893,7.2945502923709,3.62210474654621,19.2646454626555,2.38666824545684,8.12151892863427,4.32352871935562,0.157923885677461,0.157958519276188,0.157906823325165,2.60321675117446,2.48982971943942,53.2814481388634,2.10349626893165,1.10349626572702,8.01463595585125,1.06667894144832e-07,1.13969204462327,0.068230879871002,0.640304154340481,0.992653962721368,0.502984465513842,0.641985225241983,0.16135970620634,0.0345297379061443,0.0260359523164919,0.00416011538161139,0.00681687696268261,0.00179821918164131,0.0156763679860955,46.4654222660102,46.4431833542097
"5",-1,0.609409424289809,0.546410764292057,0.01,4.73905248227478,3.30393447332972,12.9208671080508,5.97312018334629,17.133048193034,17.8096005846621,12.1553802417145,31.1648048522286,53.0269169339469,9.40538375653972,1.13207525609994,5.3007697442478,7.17175231390982,158.763293739415,0.0455946916536802,0.0230044777969293,0.00551705731022852,0.178363354011702,0.00442233927170599,0.168700171179496,0.128146430719954,0.0357637533293392,0.0344276461175683,0.143657381063989,0.0708699897542477,1.12943704346342,0.795247145494576,0.181109903321171,0.110632208380702,0.416602045870858,0.795247145494576,0.000257387647502653,0.00550544927423367,437.384836376453,230.185632201529,1669.53026760605,1.96834952419745e-05,237.593235082986,14.0811167677933,132.934707644644,204.331771185749,105.511809906116,134.830046169135,33.1917712722901,7.16948621552453,5.39556985790106,0.876668351709979,1.43775671522695,0.381144694309224,3.23033903813489,9679.78530513408,9675.18474360906,19.9424267485798,5.29530026515221,9.21089416754372,3.51081423003196e-06,1.05071789419916,2.37548680912519,17.0351083034617,7.30767106203409,3.63252325267189,19.3693313213946,2.35230048999253,8.09748331441377,4.2908115278124,0.158773320422924,0.159062200519741,0.158785659422046,2.56891789905646,2.49145716801921,53.2662388247792,2.11093878444968,1.11093878485321,8.05760945646717,9.49979287440421e-08,1.14668990131124,0.0679593187540595,0.64157923830042,0.986160984145439,0.509228837454715,0.650726660131856,0.160192561506533,0.0346019003363485,0.0260404950743377,0.00423104111257158,0.00693900693476105,0.00183950848495367,0.0155904992477876,46.7172899614809,46.6950863939455
"6",4,0.602400571961905,0.496737058447324,0.01,4.51864648071069,3.29011686450036,12.8928180555388,6.03071040786747,17.0948557595713,18.0573889308541,12.1173000905961,31.8369428700598,52.8865834807014,9.39027599772464,1.12852330017347,5.29434275291654,7.16089739986231,158.300600170385,0.0475454688395925,0.0227885322862088,0.00558662767883129,0.177086792023865,0.00440958974118282,0.168757668323306,0.129926133117837,0.0363334085962318,0.0343698066509151,0.144007582817354,0.0709050373061144,1.13023375763302,0.795743586166583,0.181197839805559,0.110649314250639,0.417101437830985,0.795743586166583,0.000258180035901494,0.00551715909463667,431.904943803366,227.088747793292,1649.88053444243,2.06906504814377e-20,234.388216298501,13.9308542862081,131.063033150914,201.648413861973,106.547736635792,134.108729795746,32.7325437183752,7.08764915430296,5.3276818928568,0.873635580489598,1.43094152239348,0.379537792337457,3.18931510251929,9540.57797549679,9536.03720845527,20.5351230472689,5.17501926092218,9.21726826048104,3.66404091864484e-21,1.03355587404401,2.35093848709221,17.0285130919931,7.32657421362913,3.66202510726478,19.312674012591,2.32090223347541,8.01070033645232,4.23946869537664,0.15830087996199,0.158332698185604,0.158305758895151,2.53787703709395,2.46318676423476,52.6118344114227,2.10874411043143,1.10874410289772,8.0554203183766,1.01020578647489e-22,1.14438322081124,0.0680163710807027,0.63990561631102,0.984533544267252,0.520211484804898,0.65477600609029,0.159814236386671,0.0346049255174657,0.0260120148541963,0.00426546144343168,0.00698646670062851,0.00185306534634652,0.0155715963321075,46.5811700111035,46.5590000501132
"7",4,0.595000597661272,0.451579144043022,0.01,4.29332127351125,3.23068747248327,12.7175176596413,6.0425602399456,17.0064463775212,18.0009869800099,11.9403825757126,32.2988531529881,52.4424694845717,9.36134862812672,1.12995498629658,5.26062153211797,7.14819087986271,159.126661332241,0.0497654684232694,0.0228105013081642,0.00567809027034251,0.176881366717662,0.00440844576182332,0.16912289066729,0.132295167249061,0.0371122240794729,0.0344126755554268,0.144288618637664,0.0712021178676608,1.1372681269592,0.798617755619119,0.181083219003729,0.110682221544398,0.413596875530596,0.798617755619119,0.000259563833546162,0.00554829218150781,428.171186671539,225.870981934563,1638.72000343615,1.9577765630533e-05,232.975516311861,13.7141727128913,129.680098084827,197.800049210804,106.76576072112,134.545982179874,32.0820743002162,7.01104838596458,5.26555264195751,0.878773614062972,1.44104035731366,0.384821197178767,3.13007295567995,9472.52288896388,9468.0458596526,21.3081396700563,5.15223032889469,9.30480010732645,3.46294194200675e-06,1.02705992749362,2.31938053231464,17.1560502650069,7.34079974924212,3.67409548412423,19.4134539119818,2.28431163576304,7.9734418659263,4.20516383301442,0.159131154810064,0.159497548082609,0.159160844791082,2.49973183878922,2.45872435441323,52.5314848172679,2.11651387338454,1.11651386581092,8.10043676415351,9.67758080337179e-08,1.15163263615692,0.0677911959337255,0.641028016929493,0.977755069333903,0.527759038447518,0.665080805893429,0.158586466014236,0.0346566551832169,0.0260284100487336,0.00434390870667193,0.00712327686519712,0.00190222842628156,0.0154724162709352,46.824089837284,46.8019592153649
"8",4,0.587299605518986,0.410526494584565,0.01,4.08563028146491,3.22006416829066,12.6809461889133,6.125405751119,16.9158962468088,18.2583221341686,11.9157801034267,32.9838383300092,52.2603270319078,9.35322350912989,1.12276146201779,5.25434388650844,7.13494377809909,158.688517997569,0.052048001041736,0.0225911297997881,0.00575372375072057,0.175330091726661,0.00439586911503851,0.169200386355526,0.134368647108613,0.0377771563416005,0.0343700641525415,0.14489300597816,0.0712415223549865,1.13863760179425,0.799193673909047,0.18119786703111,0.110691501160256,0.414954632609809,0.799193673909047,0.000260882880510618,0.00556412321395991,422.188457077501,222.506590690428,1617.14949527303,3.72442799381229e-20,229.504723644621,13.5321475740268,127.661349566865,194.780803514142,107.618862442869,133.615829759176,31.5682770882514,6.9270402098615,5.18806477879814,0.875807638118761,1.43389573261861,0.382426692640926,3.0858740918075,9324.18129642203,9319.77040203647,21.9740652537787,5.02667527159578,9.30463145941821,6.53004301784453e-21,1.00887272642484,2.28964459774533,17.1536828293594,7.3582648666963,3.69886720618495,19.3599992200731,2.24897211789107,7.88738845208903,4.14626855104581,0.158694475956674,0.158720071150839,0.158689727745,2.46621105265238,2.43251927501381,51.8563508427477,2.11430544894203,1.11430544638487,8.09862972871844,1.86518088533719e-22,1.14935185845377,0.0677685352880229,0.639323701261135,0.975455646206021,0.538951606699497,0.669143535757248,0.158092859107111,0.0346903820207054,0.0259816521446571,0.00438601489561716,0.00718090111149987,0.00191517988357309,0.0154539526073778,46.6951831379168,46.6730935286967
"9",4,0.579215606979895,0.373205904167787,0.01,3.87943626230124,3.18435070485505,12.5671713341538,6.1779298717549,16.8166618832476,18.3622438058652,11.8102653252216,33.5940075979506,51.9213237054483,9.33271563530675,1.11952435276336,5.23247776556453,7.12046026417667,158.881431043791,0.0545518238764298,0.0224959522243462,0.00584618531370883,0.174406897699362,0.0043888652403501,0.169444428954959,0.136828643863736,0.0385807467881255,0.0343731608793333,0.14539216793923,0.0714269320315501,1.14326103521052,0.801101255159453,0.181202111566245,0.11071499485334,0.413832768189314,0.801101255159453,0.000262359293495319,0.00559027094545653,416.951613200923,220.018307087015,1599.34704143388,0,226.858997085957,13.3188264206288,125.833079015117,191.129553156759,108.100963898523,133.318974670575,30.9504599135845,6.84070544931494,5.11324068113016,0.876818888333634,1.43505089783998,0.383926481449784,3.03073278499026,9207.00180115887,9202.66045198635,22.74547096833,4.94952132471102,9.35007918515444,0,0.995653566771242,2.25680093719365,17.2175695548368,7.37392089406848,3.71577182329494,19.3835347547902,2.21069639659282,7.82071199355406,4.09622352758575,0.158881434027222,0.158881652768635,0.158881358599547,2.42792383810861,2.41554248776217,51.4453653456411,2.11722242864725,1.11722242996372,8.12126232422727,0,1.15195850444966,0.0676311522205961,0.638962912533844,0.970529346593064,0.548921692776971,0.676975251804042,0.157162140237148,0.0347361529407964,0.0259643265798889,0.00445236463288831,0.0072869893075412,0.0019495253927352,0.0153896404869545,46.7518774285582,46.7298326599384
"10",4,0.570763364760771,0.339278094697988,0.01,3.68013122685848,3.14825851019355,12.4491175541234,6.233843388759,16.711269271133,18.4685314531656,11.7021102218141,34.2282334793301,51.5654812859934,9.31077276253243,1.11598299401479,5.20952921398746,7.10488541576382,159.071853193872,0.0572444176756057,0.0224034822818292,0.00594535071978894,0.173458289966626,0.0043817797317903,0.169702475946852,0.139465597792541,0.0394449677411641,0.0343782232824884,0.145929381048438,0.0716223253454969,1.14813348793528,0.803121382834247,0.181213015151807,0.110740247082649,0.412712965120545,0.803121382834247,0.000263928539504125,0.00561827098637632,411.451304090645,217.391760088227,1580.53454934309,9.31320992589629e-23,224.070895893231,13.096229706575,123.917262221018,187.337000177932,108.534565058221,132.987380036844,30.3095045162196,6.7506876150395,5.03491393835616,0.877816911917453,1.43643962457355,0.385429826758705,2.97340842299502,9083.50725708882,9079.23861676657,23.5532903045375,4.87033244535226,9.39683222058824,1.61545346784617e-23,0.981829310109052,2.22246260677449,17.2821950524694,7.389501928745,3.73122551143928,19.4067660560301,2.17083719352149,7.75069051741677,4.04364704462402,0.15907184935981,0.159071678944583,0.159071886647483,2.38800788440676,2.39739680393858,51.0096228989671,2.12023225227756,1.12023225236127,8.14458550511227,4.79915067975253e-25,1.1546502236019,0.067485625470271,0.638552784649958,0.965358344652798,0.559284860773368,0.685291623812407,0.156186621325385,0.0347866818361189,0.0259452013237337,0.00452344107246298,0.00740205606396465,0.00198614208184287,0.015322144747022,46.807835723943,46.7858391746682
