"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","W","CO2","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau tCO2","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v tW","v tCO2","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p tW","p tCO2","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f tW","f tCO2","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.749410682317554,0.15,0.001,0.001,2.24449041246692,5.29923833885737,14.1528830516044,3.16875300187259,21.5227546894652,17.3419970624163,7.62901744987908,14.9577769407043,45.4221446601298,10.1147432435694,2.43245360582051,12.5942901273309,16.7454896904852,166.373967064621,0.00719592078924653,0.616759806610289,0.205371947108898,0.000884268679421789,0.0024463819375112,0.157231070484174,0.111993234491146,0.0155185573731143,0.0216305270597672,0.0155111157374076,0.232844186733928,1.16422093366964,0.232844186733928,0.145527616708705,0.000313883559956488,0.00505262206397709,297.228167601593,4.74573896369222e-15,42.428536108817,1477.73061255065,2407.29016406717,18.5040796264148,175.990177453917,282.660755092751,62.2750990171501,2038.39705590375,34.0398404220745,7.5800966356302,14.2400582147677,9.43829555762829,12481.4525534141,12468.2428177775,2.13883035039395,2.92698104546973e-15,8.71363107364794,1.30671089730132,5.88915117572228,2.90941624798559,19.7097092117349,4.38648714503466,1.34704321444014,31.617812652914,7.92597895963063,8.8249071824395,3.31571477406139,1.373532658294,3.9177227608936,62.9973187601267,1.1665172562558,1.862537605202e-17,0.16651725819926,5.79957906933097,9.44777724082757,0.0726220814451119,0.690700281161422,1.10934522505942,0.244408119946149,8,0.133594543118029,0.0297492448340276,0.0558872793640461,0.0370420297862674,48.9853633462212,48.9335197248884
"2",4,0.748805955455552,0.13953488372093,0.001,0.001,2.22537867940025,5.29669156612839,14.1452189464765,3.17363939026142,21.5181997076172,17.3201096724036,7.61508127230942,14.9920074748831,45.4078655622243,10.1139993110514,2.43191778011422,12.5866876361433,16.7411813046535,166.432021079866,0.00736831926547309,0.615778453806312,0.205102520024018,0.000890036087254473,0.0024461294820662,0.157369896724422,0.112025181419045,0.0155294654736704,0.021642146489752,0.0155491584591889,0.232936388782548,1.16468194391274,0.232936388782548,0.145585242989093,0.000314005331364544,0.00505395805756781,297.006249739209,0,42.4122253459365,1476.69936465465,2405.72217769599,18.4893961676418,175.876681589271,282.354742721401,62.3672471190367,2036.7521988391,34.0016801575186,7.57342291758862,14.2249739764517,9.42498666140289,12475.7245365868,12462.5288563108,2.18843687191933,0,8.69885429827812,1.31431572456839,5.88470794452267,2.9096743653987,19.7026171624176,4.38481822841908,1.34976109831276,31.6697826818507,7.92022858843161,8.82062892573042,3.31351406860038,1.3721389732693,3.91744401712373,62.9850981310231,1.16658766798826,0,0.166587669801404,5.8002121828913,9.44924838305688,0.0726230561702312,0.690812291017104,1.10903915707502,0.24496744240005,8,0.133552545771248,0.0297470567972099,0.0558731650696026,0.0370196695180686,49.0024247179316,48.9505944352547
"3",4,0.748157904988868,0.129799891833423,0.001,0.001,2.2052553885851,5.29392968962014,14.1368745667543,3.1788516773862,21.5132345595625,17.2965511569219,7.60019728358137,15.0283611524774,45.392357008129,10.1131868077565,2.43133524332876,12.5784428162633,16.7365024021619,166.49491994874,0.00755241701263369,0.614743770453794,0.204818892224186,0.000896202257583765,0.00244587650692814,0.157519262144479,0.112059621152161,0.0155412596130081,0.0216546603729177,0.0155900651938538,0.233036682369567,1.16518341184784,0.233036682369567,0.14564792648098,0.000314137664901776,0.00505541129271348,296.768443290562,2.34225434031301e-15,42.3947558178447,1475.59282019536,2404.04517475155,18.4735795088401,175.755256735493,282.02553973772,62.4643733069645,2034.98950156972,33.9606507217085,7.56626065485216,14.2087635026065,9.41066142543783,12469.6296253549,12456.4490500138,2.24131903992046,1.43988626452578e-15,8.6832469227258,1.32242961673348,5.87999761451876,2.90994461339987,19.6950674852801,4.38303213056265,1.35264478936946,31.7256189982801,7.91407737529861,8.81608140475068,3.3111631072212,1.37064332342956,3.91718033269902,62.9724731945501,1.1666632896598,9.20792697360364e-18,0.166663290538424,5.8008862219963,9.45084059803612,0.0726237830498496,0.690933320687588,1.10870563025578,0.245561456739827,8,0.13350693237685,0.0297446670816368,0.0558578351058669,0.0369954200478332,49.0209098994813,48.9690941025705
"4",4,0.747463567918885,0.12074408542644,0.001,0.001,2.18410887782316,5.29089999075132,14.1276512448624,3.18438410331365,21.5077249779063,17.2710479078457,7.58429652959978,15.0668509084692,45.3753222818941,10.1122895645428,2.43069537748582,12.5694003350483,16.731368415133,166.563959273763,0.00774898982041845,0.61365811017416,0.204521781044888,0.000902783824983157,0.0024456393610409,0.157680382157259,0.1120969384668,0.0155541053184808,0.0216681911512006,0.015634063091917,0.233147200696687,1.16573600348343,0.233147200696687,0.145717000435429,0.000314283185239615,0.00505701110290695,296.513768965003,1.39309193830244e-18,42.3761560307178,1474.40613575231,2402.25706874436,18.4564519532908,175.625786926227,281.670045635358,62.5662340963681,2033.10090473937,33.9164002882939,7.55856803774207,14.1913015360483,9.39516882103607,12463.2134320533,12450.0491285463,2.29768217732371,8.54882166157535e-19,8.66684690523847,1.33107001081311,5.87505444265996,2.91022039726199,19.6871130302526,4.38112555487365,1.35569712001087,31.7856278169288,7.90751378492401,8.81129489637507,3.30866222737226,1.36903581918584,3.91697841574688,62.9600366747954,1.16674491963994,5.48164406421738e-21,0.166744920262185,5.80160534999642,9.45258373805039,0.0726238502388817,0.691065697789325,1.10833670863559,0.246190374321391,8,0.133456830240865,0.0297420281310082,0.0558410121326175,0.0369688245148481,49.0411996886148,48.9893997864008
"5",4,0.746719797864,0.112320079466456,0.001,0.001,2.16197965607774,5.28784810751973,14.1185188627155,3.19038603891881,21.5024107127302,17.2446828772195,7.56768194791593,15.1082993805085,45.3580297883655,10.1113615364995,2.43004152094159,12.560270146875,16.7261448379692,166.63234394657,0.0079585501390437,0.612488587323568,0.204200335078433,0.000909814442112009,0.00244532676541968,0.157849837594659,0.112135778311688,0.0155673311859811,0.0216823465692057,0.0156812954676989,0.233258083203427,1.16629041601714,0.233258083203427,0.145786302002142,0.00031442994512348,0.00505862886866906,296.239990186806,5.40935140936506e-14,42.3552593903287,1473.12798587517,2400.30986623878,18.4386001990884,175.484234760985,281.296722859187,62.6759236637896,2031.07785019008,33.8697388350776,7.55035384266476,14.1728326216399,9.37900238519172,12455.9141173519,12442.7670189387,2.35764081509151,3.31316600305875e-14,8.64895815983907,1.3402731166286,5.86954196121462,2.91053004689895,19.6780612463541,4.37903924628009,1.35896109842337,31.8499318867293,7.90039035927089,8.80590532423807,3.30592777088673,1.36733007420637,3.91651239238172,62.9433404481269,1.1668286970254,2.13063281995176e-16,0.166828698905322,5.80234966665528,9.45432934937139,0.0726258727989685,0.691196488581912,1.10797022510136,0.246867636936414,8,0.133405969965781,0.0297392986367633,0.0558238872835466,0.0369419710202205,49.0612966556103,49.0095129254618
"6",-1,0.745921912641598,0.104483794852517,0.001,0.001,2.16197965607774,5.28784810751973,14.1185188627155,3.19038603891881,21.5024107127302,17.2446828772195,7.56768194791593,15.1082993805085,45.3580297883655,10.1113615364995,2.43004152094159,12.560270146875,16.7261448379692,166.63234394657,0.00821657026929032,0.612488587323568,0.204200335078433,0.000909814442112009,0.00244532676541968,0.157849837594659,0.112135778311688,0.0155673311859811,0.0216823465692057,0.0157314189063049,0.233258083203427,1.16629041601714,0.233258083203427,0.145786302002142,0.00031442994512348,0.00505862886866906,295.923451759499,5.40357140786428e-14,42.3100019381288,1471.55391879673,2397.74508654908,18.4188981814605,175.29672630322,280.996151615567,62.6089531703933,2028.90760238515,33.8335483333922,7.54228613671642,14.1576886630349,9.36898073125214,12442.6047209301,12429.4716704578,2.43147583571287,3.30962581810482e-14,8.63971657293504,1.33884100766779,5.86327023679199,2.90742008661609,19.6570348395025,4.37436015418568,1.35750902097564,31.9175954153073,7.89194863221757,8.79649603611127,3.30239532013041,1.36586905433857,3.9123275195952,62.8760842144822,1.1668286970254,2.13063281995176e-16,0.166828698905322,5.80234966665528,9.45432934937139,0.0726258727989685,0.691196488581912,1.10797022510136,0.246867636936414,8,0.133405969965781,0.0297392986367633,0.0558238872835466,0.0369419710202205,49.0612966556103,49.0095129254618
"7",4,0.745070419056262,0.0971942277697837,0.001,0.001,2.11444170381869,5.28067808050705,14.0969945420241,3.20348986206147,21.4898428806717,17.1846875436001,7.53113090326838,15.1983069975013,45.3179486182722,10.109153788904,2.42852767521256,12.5391006021231,16.713999084498,166.791698340401,0.00842068370665934,0.60999177026317,0.203514366967384,0.000925319443258737,0.00244479791308955,0.158230982604258,0.112224198954058,0.0155978147581408,0.0217143947275215,0.0157867495701533,0.233517599902859,1.16758799951429,0.233517599902859,0.145948499939287,0.000314774299938167,0.00506240183287977,295.633385235188,3.1052776516737e-15,42.3094422919822,1470.28988634427,2396.0332575024,18.3982717745241,175.173411871599,280.456819965099,62.9100497976336,2026.59153983303,33.7650629677862,7.53203144980288,14.1314451051576,9.3425129402125,12440.2645907083,12427.1560577589,2.48943523019449,1.8941938119031e-15,8.61057936479581,1.36048781906103,5.857817107635,2.91117662110314,19.6586958253394,4.37451352547285,1.36605365363385,31.9932931203355,7.88473646480634,8.79430953275409,3.29994114411539,1.36352574928739,3.91587557758578,62.9112576042814,1.16701714943326,1.22581293393914e-17,0.167017147601309,5.80399101622778,9.45837663054608,0.0726274492433334,0.691499627541252,1.10710743414316,0.248338349632375,8,0.133288084171389,0.0297328052614823,0.0557840880212963,0.0368797076533033,49.1081279920205,49.0563818648239
"8",4,0.74415751714088,0.0904132351346825,0.001,0.001,2.08911247145543,5.2768524770616,14.0853599057504,3.21072889826056,21.4831014214073,17.1521913779436,7.51098149394146,15.2476965920814,45.2959798188013,10.1079689455576,2.42769517431768,12.5275796108132,16.7073756498328,166.877375395826,0.00867482818070658,0.608632967975857,0.203143555477817,0.000933852036476959,0.00244448807525216,0.158440470945675,0.112272456545942,0.0156143406442443,0.0217319392613195,0.0158454590311612,0.233658854646905,1.16829427323452,0.233658854646905,0.146036784154315,0.000314959954235408,0.00506446265538977,295.2971976926,2.15493552959787e-15,42.283642435432,1468.71284471407,2393.64978876273,18.3760994593824,174.999844296413,279.994662776825,63.0371557671151,2024.10844662319,33.7073438784226,7.52192107386327,14.1086339613248,9.32249253896744,12431.3926175034,12418.3053341545,2.56165245222745,1.31156480717577e-15,8.58964946288634,1.3715604810361,5.85124836496034,2.91151785248911,19.6476624143156,4.37193204316766,1.36991964033728,32.0729274655951,7.87601936382157,8.78781731431653,3.29660725203558,1.3614268306934,3.91539084989127,62.8920436080529,1.16712006487693,8.51707538968252e-18,0.167120067132662,5.80487808215735,9.46055945868331,0.0726289127049061,0.691661929827382,1.10663897774425,0.249145369151656,8,0.133223470055298,0.0297293204281106,0.0557623638589609,0.0368458223847446,49.1333066199794,49.0815809987724
"9",4,0.743180595555406,0.084105335009007,0.001,0.001,2.06267875395055,5.2727315475335,14.0728885254868,3.21847405352684,21.4758938807958,17.1174609702279,7.48991225254289,15.3000889690131,45.2723844535486,10.1066625785589,2.42679858449435,12.5152423283592,16.7002558659487,166.968525965729,0.00894560100409397,0.607204092326184,0.202751584586481,0.000942947737750472,0.00244416761408176,0.158665214728594,0.112324176870136,0.0156321210924526,0.021750759160678,0.0159085740159557,0.233810501473749,1.16905250736874,0.233810501473749,0.146131563421093,0.000315160111187961,0.00506668152725845,294.936953275807,1.65214588945512e-14,42.2555517310178,1467.02005225503,2391.09545897602,18.3523750682941,174.813506433242,279.500004598513,63.1707179557879,2021.4512199107,33.6455576404016,7.51107551421095,14.0842103903304,9.30108524711025,12421.8413893591,12408.7768566219,2.63838830536848,1.00318974519703e-14,8.56738007103988,1.38332323950846,5.84423808300715,2.91188353099058,19.6357832158962,4.369177917225,1.37401107226346,32.1584063515933,7.8666847042662,8.78084166292428,3.29303629422493,1.35918212867308,3.91486891342962,62.8713204753181,1.16722857468244,6.53845464360243e-17,0.167228578418566,5.80580936232471,9.46288660512576,0.072630493924478,0.691833687447436,1.106136034728,0.250001453742044,8,0.133154071922202,0.0297254781722321,0.0557390067159872,0.0368095362598801,49.1600935684526,49.1083899899202
"10",4,0.742135463559748,0.0782375209386111,0.001,0.001,2.03517838567771,5.26831340803045,14.059546658681,3.22668389773186,21.4679331587328,17.0803620813081,7.46760382446461,15.3556647643503,45.2473407897546,10.1052333176885,2.42581132575012,12.50212188943,16.6927544924262,167.065452847409,0.00923400459621587,0.605702177310051,0.202339649222689,0.000952630725565919,0.00244385281183794,0.158904761164179,0.112379628374065,0.0156512367546923,0.0217709704663054,0.015976455424154,0.23397253414163,1.16986267070815,0.23397253414163,0.146232833838519,0.000315377123415049,0.00506905257051297,294.55124662088,4.53748496149098e-15,42.2251883861077,1465.20434283099,2388.35810060287,18.3267510766299,174.613591621481,278.971192296531,63.3110188231066,2018.60846088251,33.5796562318504,7.49945201260215,14.0581627050862,9.27826802389257,12411.5600294713,12398.5197293731,2.71988756511832,2.7483645206867e-15,8.543829806407,1.39579867621342,5.83679565983424,2.91220800274724,19.6230105354827,4.36624417837181,1.37834232098956,32.2502080941096,7.85671726417081,8.77332896031035,3.28922395348437,1.35678742624712,3.91432209918787,62.8487483047345,1.16734375121802,1.79826253557156e-17,0.16734374874322,5.8067896621831,9.46536447017051,0.072631226636661,0.692015693009199,1.10559803033647,0.250909554973044,8,0.133080414087513,0.0297212744637896,0.0557142723911507,0.0367709467336175,49.1885782507624,49.1368978962967
