"","convergence","mu","x_C","x_W","C","I","AA","NT","NAD","NADH","ADP","ATP","rRNA","DNA","p","tau tC","tau GLY","tau FERM","tau RESP","tau NADS","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v GLY","v FERM","v RESP","v NADS","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p GLY","p FERM","p RESP","p NADS","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f GLY","f FERM","f RESP","f NADS","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,1.01999441255042,1,0.001,5.1307895448512,16.3740768380895,18.2109339784281,5.35099207523479,3.66332068455103,4.45820908525886,2.72146830828103,20.994127105398,36.3676742168091,7.87840255591724,132.850006111224,0.0100917431192661,0.00217169891507843,0.00130801406755578,0.00323024584589345,0.0138536332175717,0.030432852143572,0.160306327231901,0.0100235521945395,0.298246862835737,0.137652398231879,0.10347186649987,963.128461124161,1915.79016891288,833.97554476707,574.124214877395,8.28391498656801,24.1897748122591,191.470568804088,219.936787988406,37.0948244985994,8.03592658685855,677.531319703688,9.71964502051906,4.16051943134602,1.09085174455282,1.85456236013454,0.114762319829459,0.736163840247784,30.6939436579864,2.20454787390115,11.0634150341495,1.1061645666964,70.1054302618606,3.71751481035397,7.39462970303194,3.21900614952851,2.21602346721059,0.0319745266527949,0.0933684858806265,0.739044378820756,0.84891922489162,0.143179819751217,0.0310173328973119,2.61515760061464
"2",4,1.01796375132237,0.769230769230769,0.001,5.1256966628338,16.3539491640987,18.2057948379509,5.34195665628263,3.6601450556561,4.45587099831361,2.71847971728615,20.9678327972966,36.3474359567407,7.86703827359082,132.955800123851,0.0103669724770642,0.00217335012461487,0.00130858312337781,0.00323070014657773,0.0138554891369176,0.0304409570689359,0.160327802870047,0.0100267469115294,0.298471411398121,0.137756036029902,0.103511426552025,961.479235897922,1912.52292498977,832.528818819596,573.304066807918,8.2618101480916,24.1118075423388,191.156253178101,219.289581852424,37.0003722574734,8.00835979278119,676.720925270715,9.96762877582249,4.1565819373553,1.08943316203298,1.85217353266995,0.114471420758159,0.73398649825078,30.6476620769154,2.19876113756938,11.0435533299439,1.10319990015478,70.0483483523781,3.71855217586624,7.39674453548969,3.21983224921316,2.21727210059883,0.031952819110117,0.0932531988763103,0.739303018355908,0.848109580838316,0.143100141561971,0.0309725916283103,2.61724015991833
"3",4,1.01533750110202,0.591715976331361,0.001,5.1191122076498,16.3279302984099,18.1991204964354,5.3302823821762,3.65603937138676,4.45284422534255,2.71461514260231,20.9338553933113,36.3211840450892,7.85233930889637,133.092676904052,0.0107247706422018,0.00217549122424416,0.00130932088076135,0.00323128902417543,0.0138578950479014,0.0304514697793636,0.160355642697145,0.0100308894656158,0.298762877854709,0.137890559009866,0.103562775262458,959.344882964187,1908.29451273482,830.65664218169,572.241673643047,8.23325360783028,24.0111789788192,190.74936020485,218.45367467651,36.8782602454073,7.97277457169999,675.66992991369,10.2887538365609,4.15147796572789,1.08759608635159,1.84907823921856,0.114095564400067,0.731175691040402,30.5877362497179,2.19128466403767,11.0178551611928,1.09937034255136,69.9742531032526,3.71989447255452,7.39948097497007,3.22090116569446,2.21888778118347,0.0319247385698004,0.093104214708321,0.739637541482381,0.847062022603929,0.142996787579091,0.0309147216885684,2.61993458472543
"4",4,1.01194615474603,0.455166135639508,0.001,5.11061374357918,16.2943517599734,18.1904554372199,5.31522681365689,3.6507398757236,4.44893152732572,2.70962484503967,20.890027013203,36.2871533737204,7.8333550026393,133.269520325051,0.0111899082568807,0.00217826555570688,0.00131027645376597,0.00323205157216347,0.0138610113427391,0.0304650955330468,0.160391702680267,0.0100362570367095,0.299141030671735,0.138065091079262,0.103629395841938,956.586376795816,1902.82942173922,828.237163819211,570.866943733934,8.19643133102212,23.8815769512935,190.223279612493,217.37611495257,36.7206453232157,7.9269334736814,674.307893188914,10.7041137961271,4.14486778776018,1.08521965388622,1.84507140299142,0.11361082764928,0.727554523300966,30.5102357064724,2.1816425633053,10.984651688918,1.09443279202308,69.8781195826169,3.7216289423685,7.40301683163794,3.22228235189754,2.22097553506676,0.0318884700907454,0.0929120151899315,0.740069564119686,0.845708511443483,0.142862808557954,0.0308399803253516,2.62341575443013
"5",4,1.00757541918005,0.350127796645776,0.001,5.09967187651967,16.2511108160052,18.1792084271906,5.29585502880812,3.64390951044659,4.44387989005874,2.70319607176783,20.8336164764011,36.2430776441159,7.80888334406213,133.49759070349,0.0117945871559633,0.00218185646898311,0.00131151315667009,0.00323303818687614,0.0138650433379137,0.0304827415682074,0.16043835862443,0.0100432053942353,0.299631368739703,0.138291400956786,0.103715781883898,953.027326554998,1895.77804505267,825.115832652388,569.090507939611,8.14905779545411,23.7151137693834,189.544194553143,215.9904711127,36.5176341496451,7.86803890872149,672.544454562979,11.2405638650676,4.13631559135432,1.0821502703004,1.8398913439575,0.112987039497135,0.72290168429275,30.4101594608959,2.1692366645825,10.9418287033939,1.08808212346959,69.7534739566788,3.7238662410528,7.4075775854401,3.22406389466219,2.22366858910589,0.0318416905531706,0.0926646163313734,0.74062643076086,0.843962813399201,0.142689282063449,0.030743635212843,2.62790532880887
"6",4,1.00195667697229,0.269329074342904,0.001,5.08562046472696,16.1955776494874,18.1646198424081,5.271003728138,3.63513121648226,4.43737215754716,2.69493307931998,20.761224083656,36.1860556383019,7.77741567363165,133.791048443564,0.0125806697247706,0.00218649899476895,0.00131311140988056,0.0032343127485106,0.0138702531003513,0.0305055688975874,0.160498643018351,0.0100521888756133,0.300266704550235,0.138584632869339,0.103827710378851,948.445570035676,1886.69999730899,821.098075612665,566.799068594499,8.08829865549012,23.5020532855551,188.669428587506,214.214306732883,36.2568600600874,7.79263356378418,670.264171535759,11.9320804685407,4.12526764754669,1.07819325171796,1.83320545339912,0.112186749502879,0.716943505737272,30.2811872673423,2.1533226711375,10.8867278875815,1.07993926152232,69.5919942795355,3.72674563993057,7.41344702423338,3.22635665126232,2.22713461302983,0.0317815093465725,0.092347075444787,0.741342458218486,0.841716445148766,0.142464785977566,0.0306197467465813,2.63368205597566
"7",4,0.994756919457789,0.207176211033003,0.001,5.06763397070831,16.12450262205,18.1457090919874,5.23924393977263,3.6238862025524,4.42900826841863,2.68434896110119,20.6686628651198,36.1123926802703,7.73707887221674,134.167532909891,0.0136025770642202,0.00219249186346104,0.00131517383142585,0.00323595669087777,0.0138769732546206,0.0305350572867708,0.160576404803466,0.0100637857476105,0.301089142401196,0.138964219569783,0.103972593977834,942.563976780486,1875.04582564569,815.941315047126,563.85012266514,8.0106724966618,23.2305701043129,187.545606160184,211.946792669215,35.9230524968757,7.69651274452827,667.320408643473,12.8212991321144,4.11102271634477,1.07310466552917,1.82459457709051,0.1111638879877,0.70934678893954,30.1153991738892,2.1329871113162,10.8160410687174,1.06953988695226,69.3830339010099,3.7304407999203,7.42097897014999,3.22929885607256,2.23158274074373,0.0317043089408308,0.091940991441815,0.742260258508341,0.838834267235765,0.142174774331773,0.0304609404417982,2.64109316751754
"8",4,0.985569342283521,0.159366316179233,0.001,5.04471739636688,16.0339370120724,18.1212212116515,5.19884945226853,3.6095393174787,4.41829608145888,2.67084772554484,20.5508603495209,36.0174131980137,7.68557941747505,134.648739292352,0.0149310566055046,0.00220021201006865,0.00131782924167655,0.00323807196039884,0.0138856225711922,0.030573083373499,0.160676489752367,0.0100787268149942,0.302152529242958,0.13945501349675,0.104159904629963,935.041232775871,1860.13862793906,809.346989860263,560.066248916153,7.91198845409128,22.8866035542425,186.106769433318,209.066940815925,35.4976582363202,7.57467145154865,663.528347118345,13.9611535750573,4.09269934958413,1.06658112990075,1.81353481658115,0.109862885461142,0.699714038600074,29.9029824316986,2.10712858253028,10.7257072183062,1.05632590950916,69.1130493551236,3.73516559214258,7.43060900006179,3.23306066370534,2.2372705170034,0.0316056511769196,0.091424047539629,0.74343202982447,0.835149955336071,0.141800839362259,0.0302581866829726,2.65056573410143
"9",4,0.973906478056816,0.122589473984026,0.001,5.01567685662206,15.9191689363807,18.0895541547601,5.14778328128883,3.59133001533975,4.40463158313219,2.65371449241737,20.4018078354284,35.8952521751375,7.62016003257163,135.260920817591,0.0166580800091743,0.00221013317806172,0.00132123934162272,0.00324078621491688,0.013896724680833,0.0306220095402946,0.160804957021068,0.0100979291583342,0.303525414698013,0.140088652937545,0.104401683498445,925.463928882772,1841.15825740054,800.953821154477,555.229545406295,7.78731879904535,22.4539225500725,184.272682928538,205.433305528685,34.9586186248494,7.42132321955114,658.657435060907,15.416452172934,4.06920495074322,1.05825169933234,1.79938025686729,0.108218225352208,0.687584230545357,29.6319608584804,2.07445096599108,10.6108292153771,1.03964317284104,68.7649450691265,3.74117931980371,7.44286512105134,3.23784836804855,2.24451027013627,0.0314801637735116,0.0907697729442746,0.744920605829813,0.830462225762433,0.141319890453297,0.0300006300494946,2.66261655152737
"10",4,0.95919912611498,0.0942995953723274,0.001,4.97912638995417,15.7747241585475,18.0486786150281,5.08371062830163,3.56836739582667,4.38729037483246,2.63211583989732,20.2145816646826,35.7386368785257,7.53758508161214,136.035182761847,0.018903210433945,0.00222284343855193,0.0013256043564296,0.00324425693014312,0.0139109271762137,0.0306847874748088,0.160969300181902,0.0101225329167973,0.305294630229166,0.140905213951923,0.104713145307253,913.342364499724,1817.13278163533,790.334382453771,549.077190883942,7.6310599812861,21.9145322810062,181.947773860529,200.886286349461,34.2804692624225,7.23004502329968,652.424142130276,17.2651029143751,4.03920168063571,1.04767070041682,1.78134748170875,0.10615511967699,0.672442765652512,29.2880058279842,2.03347804610558,10.4656431875536,1.01875104089008,68.3173839968477,3.74878998823914,7.45837425687235,3.24390692413213,2.25367305400714,0.0313214872860596,0.0899476279707864,0.74679990717868,0.824532539289246,0.140703294797345,0.0296755318173706,2.67785792838282
