"","convergence","mu","x_C","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau MET","tau RNAp","tau DNAp","tau r","v tC","v MET","v RNAp","v DNAp","v r","p tC","p MET","p RNAp","p DNAp","p r","f tC","f MET","f RNAp","f DNAp","f r"
"1",4,0.621221907032847,1,19.9010298953826,21.6864723703363,6.51234421434337,36.2239036537003,56.6730955141054,7.04425115915889,105.958902713715,0.0733333333333333,0.155776582876224,0.310629938586984,0.116486226970119,0.915888875566776,157.790364088617,145.42740834509,35.2065684727272,4.37604313871103,65.8239916109216,11.5712933664986,22.6541847285434,10.9362142025417,0.509748754286924,60.2874616618439,0.999999998113155,0.921649486714011,0.223122423283879,0.0277332722801531,0.417161034305963
"2",4,0.618766308350214,0.714285714285714,19.8350615885382,21.5962571143954,6.50935988454971,36.223408494109,56.6984666386388,7.04165486125427,106.095790955195,0.076,0.155925133236585,0.310697610719489,0.116511604019808,0.91625419934979,157.166642034268,144.893374199229,35.0831008911083,4.35713878317464,65.6485009008423,11.9446647946044,22.5925186771132,10.9002356234981,0.507657228564593,60.1507146314152,0.999999998175909,0.921909204520247,0.22322230960094,0.0277230506348593,0.417699964390533
"3",4,0.615366098453606,0.510204081632653,19.744050817067,21.4720428551523,6.50524136060413,36.2227528688418,56.7334734240081,7.03806974563949,106.284368179927,0.0797333333333333,0.156131704763581,0.310791133280691,0.116546674980259,0.916764390776082,156.302988546454,144.153169027486,34.9118561926532,4.33098952001853,65.403796973488,12.4625582867706,22.506880027334,10.8502953510472,0.504762427932509,59.9598720868423,0.999999997052123,0.922267513520364,0.223360131590583,0.0277089360064547,0.41844239440916
"4",4,0.610677904383472,0.364431486880467,19.6191844992448,21.3020950806531,6.49958803777607,36.2219060838029,56.7815118056003,7.03314469667901,106.542569429006,0.08496,0.156418238373363,0.310919756337725,0.116594908626647,0.917476142706211,155.112187489138,143.131185013427,34.6752146371694,4.29498606459367,65.0631930265363,13.1783314490772,22.3883278160921,10.781209285947,0.50077350775402,59.6939273701361,0.999999998554184,0.922759114698889,0.223549259077166,0.0276895460499174,0.419458934759868
"5",4,0.604251390669902,0.260308204914619,19.4491482963897,21.0715483536996,6.49188318202313,36.2208505367649,56.8469471866786,7.02642497218705,106.893196904943,0.0922773333333333,0.156814340648103,0.311095521841264,0.116660820690474,0.918467659728399,153.479852887355,141.727677981916,34.349846892889,4.24572706088176,64.5903628829633,14.1627115448374,22.2249323743208,10.6860835443108,0.49531000335022,59.3241594381234,0.999999997766479,0.923428547780692,0.223806878687711,0.0276630904416813,0.420839357893475
"6",4,0.595511424360165,0.185934432081871,19.219898525222,20.7623342893753,6.48148056629625,36.2196072863607,56.9352110505198,7.01733868038502,107.364129117733,0.1025216,0.157359476456142,0.311333688856871,0.116750133321327,0.919846001508869,151.25990149919,139.814232352378,33.9055686289417,4.17890535277377,63.9365654560899,15.5074071175394,22.0010944040875,10.5559457540382,0.487887757073542,58.8117940849944,0.999999998094064,0.924331106262481,0.224154374214645,0.0276273176393111,0.422693421723359
"7",4,0.583750819874048,0.132810308629908,18.9148246451661,20.353746469468,6.46760385143768,36.2182749102573,57.0527555544006,7.00519314558819,107.98760124027,0.116863573333333,0.158105408206858,0.311652943634974,0.116869853863115,0.921756438088884,148.272708140941,137.231163746552,33.304592830955,4.08928724211317,63.0378507602392,17.3276785011608,21.6969891628507,10.3794743923314,0.477914402390068,58.1055447815368,0.999999999277904,0.925532185714258,0.224617147851971,0.0275795005731819,0.425148036379015
"8",4,0.568146762519997,0.0948645061642197,18.515580854711,19.8240662394286,6.44936820266549,36.217090082516,57.2067694473386,6.98918800458402,108.797936872094,0.136942336,0.159118726743797,0.312075214480693,0.11702820543026,0.924393472320553,144.309277511532,133.78971019275,32.5018408557333,3.97088453744801,61.8131956027354,19.7620495689014,21.2884483372921,10.1430189560703,0.464705491388308,57.1397145184421,0.999999998832039,0.927104011215067,0.225223501761175,0.0275164882070237,0.428338334142103
"9",4,0.547818892200254,0.0677603615458712,18.0038802104562,19.1535674758155,6.42582998962586,36.2165025779903,57.4045529602287,6.96845298693707,109.827213798708,0.165052603733333,0.1604831841586,0.31262492541163,0.117234347029361,0.928012927155135,139.145998618734,129.283132906536,31.4472986099233,3.81745019565342,60.1654225966487,22.9664093710969,20.7477688268404,9.83120938232454,0.447536281004537,55.8342899374417,0.999999999999062,0.929118581847659,0.226002177008774,0.0274348542792798,0.432390605506724
"10",4,0.521947487125225,0.0484002582470509,17.3643446766731,18.3288102127349,6.39605828072535,36.2172403900415,57.6525372098075,6.94210142430677,111.098908865183,0.20440697856,0.162301576714055,0.313327862968205,0.117497948613077,0.932943725352713,132.574662282796,123.51138621323,30.0915969230526,3.62341239378537,57.9877963045366,27.0991861508387,20.0460927245458,9.42853575720068,0.425743523248979,54.0993507093486,1.00000000417115,0.931636442451964,0.226978492951998,0.0273311079697117,0.437397278996783
