"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","RNA","DNA","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.743762696379068,1,0.001,18.865397960796,19.9166581386496,6.3959821824058,2.45155755903021,14.5724893089846,50.4094338561001,7.83559645055859,133.552886007429,0.0846153846153846,0.0114219753270512,0.164087038217165,0.0342762421637575,0.0857896833429912,0.358390926776696,0.134396597541261,0.148255549645461,199.717363371777,540.081870132964,12.6618510018383,144.514634339843,181.85456511191,37.4926564477553,5.82782434380572,496.658273030459,16.8991615160734,6.16880179524637,2.07764562923868,4.95341860283932,15.6012455554281,13.4370278916313,0.78323976287562,73.6323452540963,1.05717702164994,2.85885079431697,0.0670238065669871,0.764968794585112,0.962622699762827,0.198462338016142,0.030848804923459,2.62899381904388
"2",4,0.740359732993801,0.714285714285714,0.001,18.7752342991892,19.853966160319,6.37351012624271,2.44761766354594,14.5501855605885,50.3426236985382,7.80948824431515,133.847374969893,0.0876923076923077,0.011442153792264,0.164224853345825,0.0343207891422988,0.0859418276391245,0.359159057554387,0.134684646582895,0.14844342460848,198.816783007409,538.270514598791,12.5844890565013,143.972614571371,180.708567014479,37.2716514396571,5.78183063137939,495.476033973155,17.4347025098804,6.15897400988042,2.06668586973607,4.94125374696948,15.5304245192716,13.3864512045629,0.778723815189492,73.5501592944025,1.05724718039629,2.86235887756431,0.0669204851343874,0.765602573924516,0.960953195497553,0.198199305899757,0.0307460167099022,2.63479084586403
"3",4,0.735659452384802,0.510204081632653,0.001,18.6513626431868,19.7677008131966,6.34249933935052,2.44215325587466,14.5192499584965,50.2495764853173,7.77341757102326,134.254041458343,0.092,0.0114702313995563,0.1644166379252,0.0343826924792504,0.0861534000504047,0.360229779270838,0.135086167226564,0.148705526352047,197.572640507328,535.75692399319,12.4778166003621,143.222000686991,179.128443785371,36.9665759197567,5.71858811345737,493.826273098454,18.1766829266742,6.14525589211638,2.05156065407879,4.92435800588378,15.4325244778475,13.3164614839726,0.772502150194343,73.4346958675751,1.05734390939432,2.86719516956107,0.0667771780093353,0.766477128254214,0.958636623721796,0.197832978288651,0.0306040061851309,2.64279609169966
"4",4,0.729200809098345,0.364431486880467,0.001,18.482391261135,19.6497567272499,6.29994022650516,2.43459702810026,14.4765005213071,50.1202671859238,7.72383384376557,134.812714358196,0.0980307692307692,0.0115092163576503,0.164682916188347,0.0344684717755106,0.0864468659647235,0.361719858276278,0.135644946853604,0.149070675582892,195.862627944018,532.281079643307,12.3315860157689,142.186895290149,176.962493409052,36.5477393842008,5.63222588821503,491.527701933703,19.2005640809121,6.1261381086985,2.03080154630426,4.90096498715597,15.2978529485156,13.2200431103715,0.763982981274421,73.2723665949637,1.05747648496783,2.87382402158399,0.0665791242102651,0.767677324756877,0.955433292536209,0.197323886558755,0.0304087946604944,2.65379358972827
"5",4,0.720388400657059,0.260308204914619,0.001,18.2540900722405,19.4899059472802,6.2419655636184,2.42420389433769,14.4177136002343,49.9411125275206,7.65614012805271,135.574868361827,0.106473846153846,0.0115631740140159,0.165051486579346,0.0345868925433937,0.0868525537716395,0.363789012488187,0.13642087968307,0.149578410444706,193.528614614564,527.498038957689,12.1327220079128,140.767741922802,174.017228503094,35.9769981807348,5.51539454205422,488.332812942338,20.605735938838,6.09955161651989,2.00252380365996,4.86871876346013,15.1138406957566,13.0880366404588,0.752414975226241,73.044045927907,1.05765678471496,2.88283921702528,0.0663067617896534,0.769312370732239,0.951024750268325,0.196618553257955,0.0301422839687115,2.6687966212958
"6",4,0.708478293988086,0.185934432081871,0.001,17.949502036832,19.2757631396029,6.16377030734807,2.41000096408492,14.3374167844991,49.6939765398911,7.56457169581159,136.604998483932,0.118294153846154,0.0116375576347946,0.165559590564555,0.034749574090741,0.0874108866691051,0.366653998706336,0.137495249514876,0.150282521615439,190.372698451147,520.960590608954,11.8651819552226,138.837395059291,170.055443105905,35.207103720466,5.35933484979916,483.908381380705,22.5199772786874,6.06270889866836,1.9643946664806,4.82454034617832,14.8646970647947,12.9088253619776,0.736883082406905,72.722971784738,1.05789947152904,2.89497358590048,0.0659347155456063,0.771518227438394,0.944996655802192,0.195645576928705,0.0297817783299669,2.68907477330574
"7",4,0.692584153910716,0.132810308629908,0.001,17.5497909540285,18.993169693202,6.0596786420942,2.39076279956319,14.2287252339758,49.3551514884827,7.44220659837536,137.980516119375,0.134842584615384,0.0117395619608087,0.166256313208319,0.0349716287480809,0.0881748718781528,0.370606104498395,0.138977289186898,0.151255431604214,186.158535807795,512.107982772245,11.5103940581379,136.239578203947,164.802939096988,34.182595834786,5.15435436016455,477.815595063505,25.1020981165386,6.01192339437953,1.91367567968095,4.76451994974357,14.53147804002,12.6682786839731,0.716338196484338,72.2722040585546,1.05822175854317,2.91108762615519,0.0654310552501536,0.774456488952056,0.936825460447112,0.194311620033396,0.0293000259778557,2.71615189211368
"8",4,0.671721835564111,0.0948645061642197,0.001,17.0360960407357,18.627319819181,5.92343879793382,2.36501350865239,14.0833401489945,48.8946002347105,7.28125560309482,139.788935909046,0.158010387692308,0.0118785166814346,0.167205213648397,0.0352723064944897,0.0892127372124019,0.376032208165348,0.141012078062005,0.152593204558433,180.62276687554,500.271030018736,11.0487183109222,132.792743326397,157.970570331968,32.8435706188331,4.89097837892232,469.496403101892,28.5402734200614,5.94247777531603,1.84740330571871,4.68390634285279,14.0929869783192,12.3502403838344,0.689687024968174,71.6419606779758,1.05864245847884,2.93212291166877,0.0647572978647516,0.778307401082364,0.925876376696049,0.192498426120908,0.0286663606421056,2.75175070687099
"9",4,0.644913331884969,0.0677603615458712,0.001,16.3927643445461,18.1647862935837,5.74888585254015,2.33107038892093,13.8918385888941,48.2759438869793,7.07375653528999,142.12095409171,0.190445312,0.0120662694266529,0.168486687057726,0.0356754416962154,0.09061020274635,0.383439309099561,0.143789740912335,0.154420877362013,173.502160849114,484.708728082022,10.4623702817493,128.303242450378,149.298392603886,31.1337998220437,4.56195989611694,458.278490169777,33.0426731555836,5.84862610648791,1.76277010754314,4.57727484547384,13.5279576235423,11.9379226934085,0.65596303151512,70.7677665281555,1.05918010940351,2.95900547362766,0.0638697203850985,0.783253889809472,0.911423160599563,0.19006277120858,0.0278494351783071,2.79765657660846
"10",4,0.611363644387985,0.0484002582470509,0.001,15.6112567392325,17.5960577711477,5.53097827462405,2.28719098287733,13.6444490037638,47.4580108820518,6.8127747947569,145.059281689987,0.235854206030769,0.0123175598827613,0.170199960583283,0.0362098598417262,0.0924728921858778,0.393483099034111,0.147556162137792,0.156897482757869,164.58027708083,464.695566082203,9.7400254833103,122.591886028868,138.624700100264,29.0141024882559,4.16508282691719,443.419855531469,38.8169505792232,5.72391546247121,1.65775195333958,4.4390350108382,12.8190269466714,11.4165589627722,0.614583636925924,69.5714591377454,1.05985014438267,2.99250719188135,0.0627229920733905,0.789456856024298,0.892703615659319,0.186842562527763,0.0268219480108539,2.85549767106274
