"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau FER","tau RES","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v FER","v RES","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p FER","p RES","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f FER","f RES","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.580308567848398,0.8,0.01,9.87596137003445,2.18726029078073,5.43164984217898,23.6007885885933,8.26860560009798,8.64938990104811,45.5151328738691,52.687018928365,16.7251516546862,1.95880954319676,4.33159846413141,10.0246529895203,150.74397989089,0.0264348081707184,0.021564010472139,0.00629428918944195,0.0677043317593053,0.206311223978444,0.145623681771252,0.0355936657217264,0.0383387978996744,0.124187875159704,0.0499986935611039,0.0666649247481385,0.0499986935611039,0.0302195019872713,0.00529895095143123,0.0377628538909404,0.00999973871222078,0.00024351340608285,0.00497745156951498,1613.17148807576,125.329384583027,130.348699649267,4.07483129286858e-17,18.4940824998357,124.475108034111,213.572235685857,146.737897630358,148.088253413193,35.5630238492971,38.1533719777795,10.8847254091281,4.98829535077616,28.4476231740013,3.99185513437007,2.51366370121442,8753.92587877186,8747.80230822499,42.643878833755,2.70260416161513,0.820452411060197,2.75883729715573e-18,3.81553679689943,18.1265235208016,7.60181876444416,5.62575460147342,18.3907655274963,1.77810473154723,2.54349167178641,0.544222050227757,0.150743801265876,0.150742559883831,0.150743842193017,0.025135980222538,2.13169830733654,43.5417623288812,8.17603303936007,0.635206608056151,0.660645990118057,2.06524573032543e-19,0.0937335123196815,0.630876880348765,1.08244763074783,0.743711321468449,0.750555326322836,0.180243985292745,0.193372640267413,0.0551670267093229,0.0252821649152014,0.14418101775363,0.0202319094455853,0.0127399954827394,44.367500751158,44.3364646737911
"2",-1,0.56978801601984,0.727272727272727,0.01,9.60598519221152,2.12795763094423,5.63759159794006,23.8517986014373,8.35574606505893,8.54969680398418,45.9592386662758,52.3032755657668,16.5423718320329,1.75926364830957,4.44192881304388,10.0519845688187,150.813156186699,0.0275482012752553,0.0216406797771478,0.00632749558251161,0.0680183303295091,0.203869492953244,0.14621170931125,0.0363327905442983,0.0384672032009692,0.123935624472402,0.0491187330597807,0.0654916440797076,0.0491187330597807,0.0302577968975234,0.00530225411753337,0.0392104908630505,0.00982374661195614,0.000255961139467763,0.0049912742344238,1589.42844207376,124.157765718643,129.026123160732,0.157866871218413,18.3514729763931,122.20015627095,209.556005889937,145.48346343022,148.458981364895,34.7861614614237,37.9031783526014,10.7259190044993,4.9843818454664,28.4775331261649,4.05630079345341,2.53095780568564,8599.18185306206,8593.15290533097,43.7858946348633,2.68685844976329,0.816412224328131,0.0107378409946201,3.74130549064242,17.8670937264774,7.61375446929881,5.59634195015105,18.399356563995,1.7086521789981,2.48234146615825,0.526843552402832,0.150816413539825,0.150995117275401,0.159049545199489,0.0248634881686082,2.20105638560027,42.8907826888425,8.2044363940225,0.640887293002955,0.666017162281544,0.000814889597637326,0.0947280725485175,0.630782351017029,1.08170262705643,0.75096795206333,0.76632721391375,0.179561936572671,0.195651598834783,0.0553658899705081,0.025728773143945,0.146997564034686,0.0209381315786012,0.0130644965089526,44.3879313384064,44.3568106431469
"3",4,0.559408906792211,0.661157024793388,0.01,9.40245193868046,2.1791867504647,5.31305337078137,24.5849250133266,7.94005162582079,8.51460718814109,46.4367162350943,52.0390664180942,16.5557924119789,1.93542544268922,4.28833193622558,9.92151425482987,150.888877413358,0.0283190401328031,0.0216041396212166,0.0063551736633961,0.0679708024336917,0.207808125219722,0.147875110245628,0.0367178363986152,0.0390782368993718,0.12518875309949,0.0504593482905991,0.0672791310541321,0.0504593482905991,0.0302844914201685,0.0053020091020459,0.0379170566060469,0.0100918696581198,0.000247293554985332,0.00505896318376563,1563.52609836456,122.50619136385,127.269338462733,2.58895549838392e-21,18.1947616251477,119.942507304098,205.128418453914,144.317292578301,147.045501960105,34.0934987169585,37.7202852767045,10.5539008529118,4.98238146152514,28.4588275424406,3.979446162433,2.39893108040608,8446.7004944521,8440.85819609103,44.2775583282711,2.64664086268808,0.808818747956203,1.75973382690273e-22,3.78101930214168,17.7365114907306,7.53187170949749,5.6396653480508,18.408443039274,1.7203357262041,2.53778801653065,0.532542958961527,0.150888888623565,0.150888962663575,0.150888885401688,0.0242096997822707,2.08881459316942,42.7019908534109,8.22047363891651,0.644094727784823,0.669137690102885,1.3611822948817e-23,0.0956616959974925,0.630615773225803,1.07849351427958,0.758769873122456,0.773113844309134,0.179251697655924,0.198320073514539,0.0554887211923411,0.0261956199556471,0.149626566420483,0.0209225367648071,0.0126127409888988,44.4097983545629,44.379081592164
"4",4,0.548379170751304,0.601051840721262,0.01,9.17152090978328,2.17589021569685,5.25115856501441,25.0844463231563,7.77391796183934,8.44345911338034,46.9345941125836,51.6923093002141,16.4649634731096,1.92257258583197,4.26593649757936,9.86645579401028,150.952775210991,0.0293820597446819,0.0216277735966156,0.00638696487237884,0.0681215349982491,0.208617746315354,0.149067597253558,0.0373234450147039,0.0394769564177889,0.125727053074365,0.0507065288026188,0.0676087050701584,0.0507065288026188,0.030319940310712,0.00530367513466798,0.0380034102141228,0.0101413057605238,0.000249320532807024,0.00510344041859514,1537.14022923838,120.979127757581,125.609344864449,1.71179094695714e-15,18.0188425588502,117.540399984571,200.663929153373,142.988632216709,146.47793028826,33.3256454986363,37.4908068174559,10.3799873622058,4.97865979036491,28.4617638016215,3.97208300632163,2.33935071902029,8283.63109438279,8277.93576928114,45.1643460514361,2.61650918505701,0.802262473291758,1.16609826902827e-16,3.75905032583851,17.5214650059221,7.48946912619035,5.64475600225827,18.4162385155751,1.68982780334246,2.53470490096366,0.526333128152507,0.150952667671206,0.150951948963453,0.150952699893787,0.0237240709226859,2.06527931802835,42.2459519874838,8.24429685765884,0.648859371345917,0.673693074620565,9.18101839801568e-18,0.0966422478970461,0.630416101152266,1.07624078083254,0.766905132558556,0.785619631456923,0.178738744349948,0.201078167727996,0.0556720171426211,0.0267025405257886,0.152651804571791,0.0213038672884145,0.012546872051704,44.4284213648241,44.3978750620562
"5",-1,0.536962647804645,0.546410764292057,0.01,8.94236255115707,2.1718458583539,5.18667122621297,25.5912869085728,7.60578177989646,8.37172181285981,47.4577705809372,51.3286508003946,16.3704387792032,1.90861655441196,4.24344691445307,9.80914567031576,151.012260599818,0.0305325387754573,0.0216508615638623,0.00642009986929136,0.0682868272040499,0.209483031680331,0.150303047819008,0.037974199146675,0.0398998709044094,0.12629578467905,0.050966488933693,0.0679553185782573,0.050966488933693,0.0303576315705124,0.00530542858792227,0.0380984926973466,0.0101932977867386,0.000251523513565396,0.00515077474922411,1509.71150255037,119.375000236848,123.870301280005,4.34080159446091e-05,17.8255859023129,115.048410286971,196.040857795169,141.572500833586,145.875910706389,32.5360627634026,37.2614839515398,10.2005502669822,4.97449452138268,28.471169798935,3.96399326625607,2.27857249100318,8114.33869324522,8108.79433026434,46.0953249913729,2.58457160431403,0.795259705056843,2.96419568408017e-06,3.73415777629468,17.2921267128634,7.44449457479872,5.64872450687447,18.4235126084345,1.6582488827769,2.53211601262551,0.519886232299725,0.151013871929668,0.151051758182859,0.151022168506788,0.0232261679294661,2.04094697838468,41.7665730829772,8.269342321727,0.653868464237794,0.678491170696799,2.37764462115159e-07,0.0976384373190259,0.630169861345227,1.07380049725704,0.775453767662373,0.799025403255528,0.178214076224007,0.204097250163556,0.0558728219829836,0.0272474562228465,0.155948900812958,0.021712504160111,0.0124807262189796,44.4457396366967,44.4153707646524
"6",-1,0.525087998316491,0.496737058447324,0.01,8.7217829179903,2.17115660920768,5.12633078315732,26.0932302475288,7.43809659443106,8.2913422502856,48.011926184224,50.9468415830103,16.2696978047493,1.89396428366464,4.22698470928645,9.74904165636161,151.059597405137,0.0317866105975778,0.0216869989069138,0.00645322383923385,0.068459267579435,0.210313553092777,0.151598400472172,0.0386313877095284,0.0403393601416761,0.12688859945026,0.0511972320976923,0.0682629761302564,0.0511972320976923,0.030397783090281,0.00530731978307184,0.0381998265308506,0.0102394464195385,0.000253695454608209,0.00520101382881279,1481.02629309808,117.67534285238,122.02902715794,0,17.6068972923407,112.4497784657,191.235109260027,140.058256752185,145.239783076074,31.7269112479035,37.2617846771066,10.0178963622166,4.97533618053329,28.7187616235965,3.95817899213854,2.21953893991363,7937.34669413146,7931.95816279584,47.0768060634827,2.55202503181028,0.787480627134133,0,3.70296912849177,17.0472065488502,7.38767764949811,5.64986045994174,18.4292726589826,1.6243300389018,2.54360031798408,0.512888565187032,0.151239190017078,0.152419651710238,0.151201750877749,0.0227268500513249,2.01366877795064,41.2542240942656,8.29567558113769,0.659135136730386,0.68352143746652,0,0.0986215495351757,0.629865172326465,1.07116560559235,0.784508597781439,0.81353189169487,0.177712012359747,0.208714510131262,0.0561132632240885,0.0278683606450109,0.160862457764352,0.0221709560214279,0.0124323079684895,44.4594761459578,44.4292933544521
"7",4,0.513006541614681,0.451579144043022,0.01,8.50144792634336,2.16919263812115,5.05554147047938,26.6032424685256,7.2672900038244,8.21570705512766,48.5807325095149,50.5593784841368,16.1672826862794,1.87925616290073,4.19625056413274,9.68705061875724,151.11762740749,0.0331456905811234,0.021715971274128,0.006488210755099,0.0686490623971919,0.211314678024841,0.15294340910148,0.0393411851914693,0.0408092564312287,0.127520575055454,0.0515193338719407,0.0686924451625876,0.0515193338719407,0.0304391491399817,0.00530926656612761,0.0383031358329623,0.0103038667743881,0.000256038422868453,0.00525400419544411,1451.79943402796,115.937662658841,120.152374122111,3.02573858803752e-23,17.375804726288,109.806716438675,186.330923781923,138.456853187856,144.575497222553,30.901872046283,36.7568689209494,9.82658713439278,4.96458014394826,28.4629471427543,3.945306833463,2.15270398965439,7757.66421537155,7752.43314133326,48.1208948261409,2.51769895188893,0.77957392602976,2.07714117127779e-24,3.67176258115805,16.7942135543705,7.33047937940217,5.65032122640422,18.4363505447481,1.59204386322045,2.52491920270074,0.506259223398499,0.151117595419033,0.151117373638483,0.151117623544848,0.0221811751140927,1.98626011084677,40.7313162494649,8.32347736139308,0.664695472291459,0.688859316571246,1.73472079191751e-25,0.0996192131539703,0.629545443388442,1.06827512773119,0.793802818782923,0.828882316619561,0.177167056532237,0.210735008685313,0.0563379304577546,0.0284630021671293,0.16318417725508,0.0226192897878249,0.0123419134239198,44.4763518709918,44.446361002203
"8",-1,0.500478520244375,0.410526494584565,0.01,8.28566169586201,2.16813721598545,4.98726234432057,27.1135780704055,7.09543278421421,8.13537071593451,49.1816077963565,50.1512327540829,16.0596971767694,1.86321879788267,4.17241409906165,9.62255347720856,151.163832988439,0.034621007132301,0.0217517595768185,0.00652404003179517,0.0688512237687725,0.212308865603479,0.154344200703376,0.0400891792905522,0.0413053552655167,0.12818714602511,0.0518146411436767,0.0690861881915689,0.0518146411436767,0.0304834145622794,0.00531133837362965,0.0384176404984802,0.0103629282287353,0.000258517753705359,0.00531059609341065,1421.33014333745,114.103331826182,118.174910123681,2.57817655591722e-09,17.1208751315438,107.060017793753,181.257285940443,136.746323850887,143.867683054697,30.0584958809989,36.4978165369447,9.63243723010001,4.95888112380422,28.4602830583424,3.93474840563383,2.08820363414514,7570.49449361559,7565.42514485218,49.2078810298401,2.48194824079705,0.770977844400689,1.7751061096686e-10,3.63491357731687,16.524092873666,7.26645583378531,5.64835548791431,18.4419876960267,1.55747017739264,2.52149502185272,0.499101278416623,0.151163629061986,0.151162193532136,0.151163749699609,0.0216399043876304,1.9571072309283,40.1769172192427,8.35277160842127,0.670554321929783,0.694481882858699,1.51512440925204e-11,0.100614737807705,0.629162676396167,1.06519988963844,0.803621042424126,0.845471338254253,0.176645624637995,0.214487764977191,0.0566072200696143,0.0291419988906927,0.167253361516105,0.0231234487799476,0.0122718061737107,44.4897420661886,44.4599508789526
"9",4,0.487599813131248,0.373205904167787,0.01,8.07205757723648,2.16757460702189,4.91820011688615,27.617323777035,6.92206137277752,8.05440125146022,49.807755327548,49.7279413289676,15.9479646562076,1.84717251419428,4.14616913704148,9.56048176900936,151.21089668871,0.0362252345586797,0.0217887108051555,0.00656134221535743,0.0690720968820766,0.213344268807466,0.155813679969982,0.0408825687836456,0.0418330820734121,0.128893127239025,0.0521296040361141,0.0695061387148189,0.0521296040361141,0.0305300901796996,0.00531351963136273,0.0385341987864651,0.0104259208072228,0.000261104161693651,0.00537053293278983,1389.91160628127,112.19838473112,116.125690233777,0.000952121965302379,16.8413977447167,104.23540518879,176.042040926964,134.923623278885,143.124250179252,29.2001708824777,36.2342175778685,9.43787106591462,4.95283598307142,28.4579929916779,3.92457138099007,2.02167129643197,7377.94753806554,7373.04049688237,50.3498739533701,2.44465815771194,0.761940393618399,6.57650606309191e-05,3.5930156875423,16.2413020656276,7.19705084700995,5.64427100626775,18.4477321893444,1.52219334589043,2.51850055319025,0.491992481610028,0.151210529208431,0.151212104430463,0.151230213746743,0.0210777848348353,1.92641280694634,39.5971568032998,8.38387382952421,0.676774765539852,0.700464066122329,5.74314970199509e-06,0.101586426911213,0.628742491049683,1.06187634749841,0.813852211234445,0.863317962110237,0.176133897560748,0.218562897893309,0.0569287427188611,0.0298752465931962,0.171657119492698,0.023672808504143,0.0121946151089455,44.5033921585031,44.4737931437384
"10",-1,0.474382988587804,0.339278094697988,0.01,7.87299193859877,2.17143934413447,4.84595136334212,28.1016837325287,6.74816602836066,7.96265684014305,50.4555797517098,49.3689199825455,15.8120472877723,1.82288661734958,4.12067418468361,9.46383850642249,151.253165759801,0.037986041689487,0.0218472516161012,0.00659726139895164,0.0692898788447037,0.21446101052596,0.157323281185164,0.0416597392919508,0.0423779183352378,0.12963768217312,0.052459693873268,0.0699462584976907,0.052459693873268,0.0305703061784059,0.00531621458682751,0.038714511786997,0.0104919387746536,0.000264022305479884,0.00543284144195305,1357.52700509223,110.215184264157,113.992495779861,0.00187166113472533,16.5321758814066,101.336033032609,170.699117450576,132.973715075258,142.342587853598,28.3673603652808,35.9518593379782,9.22263292705514,4.94758456060866,28.4508930899131,3.91566025772689,1.95477773472683,7179.91865327553,7175.19288065007,51.5670774100377,2.407898862534,0.752038292178634,0.000129687173263459,3.54550714571937,15.9425172189782,7.11128073035707,5.63514923819245,18.4529631638641,1.4881430407553,2.51469804672684,0.483816500058835,0.151249174861361,0.151251052852866,0.151592875201643,0.0205094083108099,1.89565867599583,38.9816852360022,8.41667298705496,0.683334593477495,0.706753940332958,1.16043066947999e-05,0.102499558120263,0.628283819505253,1.05833522675505,0.824437577642317,0.882524627208783,0.175877750354065,0.222901675023256,0.0571803618900348,0.0306750445230488,0.176395653588631,0.0242771096221806,0.0121196299549518,44.5155250330882,44.4862252234708
