"","convergence","mu","x_C","C","AA","NT","rRNA","p","tau Cin","tau EAA","tau ENT","tau rRNAp","tau Deg","tau r","v Cin","v EAA","v ENT","v rRNAp","v Deg","v r","p Cin","p EAA","p ENT","p rRNAp","p Deg","p r","f Cin","f EAA","f ENT","f rRNAp","f Deg","f r"
"1",4,1.12357400872026,1,13.699350126041,9.47329961297137,1.57356447791073,88.8512754185797,126.402510364079,0.0170102671796515,0.168696671908092,0.121348442015661,0.0116821418325706,0.00875068035286894,0.522186929220422,284.727830961921,189.772100160979,109.134034285152,150.700688695279,43.3346705585536,142.022575282073,4.84329647814494,32.0139217181663,13.2432450313869,1.76050681960432,0.379207850254783,74.1623324665219,1.0558859079453,0.703751669108736,0.404713120208899,0.558859079470451,0.160702477919513,0.526677126516996
"2",4,1.10719635767724,0.714285714285714,11.5498655042927,9.00466218211852,1.55429805101095,88.8710979853382,129.020076287743,0.0203736759210614,0.173672655561657,0.123562577156542,0.011738408902194,0.00875032173028366,0.524719796847399,280.740975495944,189.413189647495,107.625593953856,150.138496417773,44.2338156047411,142.850558533029,5.71972565251701,32.8958916444843,13.298495756942,1.7623870629124,0.387060117899527,74.9565160529882,1.05650100495312,0.712810892177176,0.405022985939464,0.565010049093525,0.166463305033273,0.537583651198931
"3",4,1.08609199474904,0.510204081632654,9.47026511494504,8.44815480829949,1.52731793992415,88.7268299285104,131.827432218494,0.0242711427450141,0.180310437248768,0.126650700479693,0.01181958944341,0.00875293543566042,0.528629388153571,275.561900292739,188.213426338202,105.474218263764,148.998215419218,45.1828049434429,143.176718820827,6.68820221709242,33.9368451991299,13.3583836256537,1.76109773405592,0.395482174471994,75.6874212680899,1.05716144682421,0.722059101378164,0.404639672842721,0.571614467818198,0.173338619725161,0.549280967577058
"4",4,1.05962518535359,0.364431486880466,7.58959784880086,7.82365715633016,1.49076960779915,88.3514434023885,134.744531996155,0.0287667883838506,0.188969923356693,0.130885200272004,0.0119342461713753,0.00875977631650905,0.534295608162712,269.022251080023,185.937603323927,102.555174904999,147.122065830046,46.1465479470311,142.778699691808,7.73890616736616,35.1366146492496,13.4229546063712,1.75579095085705,0.404233437795052,76.2860321845157,1.05785145696846,0.731145337576297,0.403268282669441,0.578514569206504,0.18145782656956,0.561435549983978
"5",4,1.02722631448429,0.26030820491462,5.97385821462659,7.15621690995449,1.44291402822734,87.687100626604,137.739910232759,0.0340015248821172,0.200118029339793,0.136635714209348,0.0120931570242938,0.0087720265627182,0.54211506037767,260.97442136261,182.425209464112,98.7767494007519,144.401058738772,47.1065085973539,141.490060345794,8.87352828155693,36.506573419857,13.4964317016495,1.74626467780225,0.413219544692902,76.7038926072002,1.05857239734958,0.739958691396457,0.400661259711229,0.58572397298864,0.191074855061691,0.573916292636495
"6",4,0.988384873523838,0.185934432081871,4.63617704735572,6.47089866673915,1.38228814574874,86.6835630387099,140.827073058152,0.0402073259729812,0.214396764531178,0.144421642961733,0.0123102726088909,0.00879088749427853,0.552541700722891,251.28981018754,177.574856815813,94.0816754770252,140.774405846097,48.0589630631812,139.191348793314,10.103691311899,38.0714747633976,13.5874301449845,1.7329713123201,0.422480937380113,76.9090245881709,1.05934530548657,0.748590206661747,0.396613699435392,0.59345305666962,0.202598891174848,0.586779471075634
"7",4,0.942668921490421,0.132810308629908,3.55754215649494,5.78953261757096,1.30796420143775,85.2947810559308,144.050179994,0.0477270212696958,0.232705270950147,0.154986485542716,0.0126039065622568,0.0088177209632293,0.566140975398369,239.863070320747,171.321893837383,88.4489810394081,136.225291390696,49.009287554405,135.791627815445,11.4479498590128,39.8675077251205,13.7083967211322,1.71697084410453,0.43215022226141,76.8772046223683,1.06021259095889,0.757255498774478,0.390951067332157,0.602125908529098,0.216624692036265,0.600209083308332
"8",4,0.889783603572879,0.0948645061642198,2.70427673076675,5.12926378672708,1.21990683142969,83.4774758768576,147.469076780775,0.0570505044104795,0.256307518242215,0.169408137337912,0.012998105231341,0.00885418275921717,0.58365231504006,226.626254358176,163.625989999304,81.9014371467971,130.781894948519,49.9659108982148,131.215566553563,12.9291421237916,41.9385714166472,13.874769912337,1.69991683289504,0.442407306823555,76.5842691882804,1.06124236953125,0.766225580683666,0.383526946036496,0.612423695039312,0.233979694133773,0.614454486586562
"9",4,0.829670446273437,0.0677603615458714,2.03898301770302,4.50235058166141,1.11931585858501,81.1929513069619,151.146399250988,0.0688749081563855,0.286982560491991,0.189268662348068,0.0135243062111182,0.00890233429644712,0.606065281608884,211.573351762309,154.473382172177,74.5182777547642,124.52444643493,50.9348319680789,125.40170051919,14.5720951709677,44.3311667436292,14.103974751126,1.68410674435598,0.4534389015132,76.0016169393961,1.06253710289738,0.775776810268524,0.374236331272012,0.625371028311332,0.255798513116758,0.629776663545784
"10",4,0.762638339400195,0.048400258247051,1.5262151079079,3.91669384999479,1.00878576774293,78.4126171871126,155.135688587777,0.0841973899300628,0.327239278516256,0.216922076782731,0.0142235053550525,0.00896472137825499,0.634717746686839,194.792818154563,143.892313927032,66.449615020719,117.596163167885,51.9158868498885,118.312423926288,16.4010468657356,47.0872169935165,14.4143884917073,1.67262965655205,0.465411460714262,75.0949951195518,1.06424854400714,0.786154166470097,0.363046783272685,0.642485419215731,0.283641909975308,0.646398702449072
"11",4,0.689503660251463,0.0345716130336078,1.13487100525765,3.37674236484443,0.892071802474002,75.1224896028277,159.473825491525,0.104452873156935,0.380626973679196,0.25592438498572,0.015149899987444,0.00904451327289793,0.671448167484899,176.501234695537,131.979711368954,57.9224963469339,110.203560511376,52.8961509374552,109.95778639071,18.4360610796953,50.2350381254186,14.8237792544267,1.66957292000758,0.478419939239026,73.830954172738,1.06659594956058,0.797552639295275,0.350025313412945,0.665959484483766,0.319651136914462,0.664474272881355
"12",4,0.611693067101533,0.0246940093097198,0.838815519124513,2.88446515561677,0.773530507960283,71.3345862621385,164.168602506467,0.131714759009631,0.452185774869965,0.311737757214069,0.0163769559526017,0.00914549219469827,0.718783853587762,157.068149570633,118.926443558674,49.2389418580422,102.618134960501,53.8523563513694,100.420795988953,20.6881934687847,53.7768460331084,15.3496373024201,1.68057267618626,0.492506304677559,72.1808467212904,1.06990034448493,0.810090672613252,0.335400658885984,0.69900344687812,0.366825831775303,0.684035843776947
