"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau ATPS","tau ADPS","tau EAA","tau ENT","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v ATPS","v ADPS","v EAA","v ENT","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p ATPS","p ADPS","p EAA","p ENT","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f ATPS","f ADPS","f EAA","f ENT","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"11",4,0.461252769304533,0.0725381502864057,0.001,12.3634698104499,6.7492167435796,5.97748867659236,1.91568845996698,12.8703992335506,41.1551387003517,13.628196188578,1.37824628434971,7.72426333689432,11.0591067583182,139.17878596145,0.235284985481781,0.00897626661014287,0.268453274690577,0.0640341852417601,0.131274887419767,0.274810311549267,1.09924124619707,0.314068927484877,0.137405155774634,0.000362070280108729,0.0093031617969587,132.180473260686,751.113489313186,6.8201238958147,89.4094546744477,132.012359950247,18.9829216966494,6.28604323260707,5.68306833776672,3.56283785497998,6425.02956491438,6419.66004531616,31.1000807321154,6.74219493454985,1.83088459362691,5.72526158298834,17.3299076904865,5.21670262557156,6.90987799665965,1.78487517766566,0.489552290463285,2.32631225427542,59.7231360830475,1.12822209133419,6.41110453637854,0.0582129436752665,0.763151465942419,1.12678716569045,0.162028105119495,0.0536543157030629,0.048507643277877,0.0304104855783241,54.8406289809203,54.7947976226181
"12",4,0.44001057539011,0.055798577143389,0.001,11.0684198597783,6.56610137687073,5.74837307976946,1.92907536503162,12.6985301974283,40.4820364183419,13.5340851027914,1.36259412750083,7.4757589526819,10.918640920822,142.216384618687,0.278180655198089,0.00946910705320495,0.275500713719096,0.0682414067469268,0.139176890415966,0.281181844289858,1.12472737715943,0.32135067918841,0.140590922144929,0.000368145554449518,0.00944121724743962,126.336395722815,728.685478252891,6.4363011401176,86.2044517001787,123.880315367771,17.812524137398,5.95514057345797,5.35330153722833,3.28941299824733,6262.72849888542,6257.67132259695,35.1443413375377,6.90000080169247,1.77320555781343,5.8827130518677,17.2412770766356,5.00855838841119,6.69790963780111,1.72028708488868,0.462461606739108,2.30559565558897,59.0800344197106,1.13039870529137,6.5199352606902,0.0575889982774016,0.771316927594105,1.10842285235091,0.159378096135204,0.0532837996172891,0.0478988267165232,0.0294321218609524,56.0359518429177,55.9907026057821
"13",4,0.416090271398126,0.0429219824179915,0.001,9.80190058469819,6.362470588251,5.49225902317227,1.94150956787774,12.4969892022881,39.6761102663996,13.4113575532167,1.34294337890854,7.19464376140359,10.7499731126666,145.52984324652,0.33233387190695,0.0100757420651919,0.283991089584512,0.0733930467371279,0.149055821576311,0.289022470101681,1.15608988040672,0.330311394401921,0.14451123505084,0.000375612527377528,0.00961506194281306,119.716766244901,701.491859551216,6.00771887185981,82.42822572377,114.851663806003,16.5088434887682,5.58033540413524,4.984661123606,2.99362127529526,6060.06357543395,6055.35519729714,39.7859364583474,7.06805103766988,1.7061386283369,6.04965862300318,17.11930910801,4.77142672364583,6.45136928999611,1.64649036635934,0.432611907767389,2.27623579563725,58.222615307747,1.13274903009425,6.63745144853085,0.0568444833471096,0.779928289659817,1.08671587833255,0.156205158529132,0.0528006202882546,0.0471644050388278,0.0283253691393842,57.3397641174144,57.2952138765828
"14",4,0.389648329648027,0.0330169095523012,0.001,8.58808888375023,6.13916056961857,5.21081581074577,1.95231375059555,12.2645553750118,38.7283413095116,13.2556446423754,1.31885420705422,6.88183252674194,10.5509665498295,149.109426091521,0.40093561379993,0.0108229966633732,0.294200228432564,0.0797140338786488,0.161447510702199,0.298653782985851,1.19461513194341,0.341318609126687,0.149326891492926,0.000384735547342546,0.00983191630374951,112.357715277423,669.351982859533,5.53957930761753,78.0799845206509,105.056027611734,15.0904335012899,5.16503979330938,4.58178039437939,2.68149454896246,5814.35142480984,5810.02388113372,45.0482095399114,7.24439427711098,1.62974549772138,6.22407053132354,16.961034142176,4.50681505205664,6.17023469417723,1.5638469115335,0.400419245551789,2.23698767786613,57.1236685220926,1.13526268713436,6.76313441247515,0.0559719256913678,0.788920394291204,1.06148641338673,0.152473784683116,0.0521875773321865,0.0462943226421039,0.0270938288454407,58.7482239753185,58.7044984612288
"15",4,0.360991217707,0.0253976227325394,0.001,7.44560192329215,5.89658576607922,4.90679173760375,1.96074215109102,12.0015035624455,37.6345163534648,13.0630619652095,1.29008034362242,6.53982449382778,10.3203536361687,152.94093762944,0.488157401947247,0.0117463120242291,0.306464838324281,0.0874994352738135,0.177082236837402,0.310471584979947,1.24188633991979,0.354824668548511,0.155235792489974,0.000395829306566028,0.0100999652888775,104.338587631221,632.340924583451,5.04024808205391,73.1910698062822,94.6880384935286,13.5857298862513,4.71565064580296,4.15204831072125,2.36081920761695,5524.95517018522,5521.03353121018,50.9336538609022,7.42767380584673,1.54465881358092,6.40417727513595,16.7675696581801,4.21798309089387,5.85630212085663,1.47324916564907,0.366483640619969,2.1869391738228,55.7622470239517,1.13792751989112,6.89637608072805,0.0549694713131361,0.798229441606113,1.03267762438116,0.148167387218365,0.0514293778157853,0.0452826719620398,0.025747340526881,60.2557373743595,60.2129675706456
"16",4,0.330579099031879,0.0195366328711841,0.001,6.38918526289204,5.63782071895643,4.58405281945989,1.96611694699754,11.7081327292314,36.3936607782231,12.8302351857025,1.25636208893184,6.17220981611727,10.0576349792141,157.004588867269,0.59949304054531,0.0128900485442741,0.32120421852554,0.0971457803148787,0.196912275175253,0.324976613346969,1.29990645338788,0.371401843825108,0.162488306673485,0.00040925072909521,0.0104292371887952,95.7836092876055,590.825903485405,4.52042113790473,67.8280698462383,83.9933548736798,12.0309835905368,4.24140758805663,3.70517260029151,2.04040356004777,5193.74338885579,5190.24355316124,57.4216071662307,7.61577457714146,1.45197833900702,6.58921077246491,16.5393226077787,3.90978830248562,5.51343309516313,1.37610793543853,0.331541719402711,2.12554326862266,54.1302810835336,1.14072796819676,7.03639837184684,0.0538356286465707,0.807793492831132,1.0003127858691,0.143282129048122,0.0505127369515845,0.0441264851427536,0.024300038646131,61.8545113028171,61.8128302627043
"17",4,0.299011271729188,0.0150281791316801,0.001,5.42743216448067,5.36365380023361,4.24721050793251,1.96768868957782,11.3873549286669,35.0121503255155,12.5549511284823,1.21779171604874,5.78437917417123,9.76361105616573,161.273776559934,0.742119667755531,0.0143143262251814,0.338941613042252,0.109177393332323,0.222277074152711,0.342792066174575,1.3711682646983,0.391762361342371,0.171396033087287,0.000425449841269831,0.010830935061371,86.8585865007269,545.486173310057,3.99330857629014,62.0916002250212,73.2598767411938,10.4690275948059,3.75407190342531,3.25283236872614,1.72959457303277,4825.34078653188,4822.26770257549,64.4594653556345,7.808267036086,1.35349845022324,6.77899906040048,16.2839910548208,3.58869960006215,5.14746425737233,1.27433728982305,0.296445648667117,2.05294047170283,52.229668335142,1.14364564587034,7.18228228343667,0.0525789118828533,0.817544828937242,0.964594779024675,0.137843111517778,0.0494289414507179,0.042829243775555,0.0227731463550048,63.5340753595107,63.4936128188718
"18",4,0.266990883180982,0.0115601377936001,0.001,4.56520263786255,5.07554773918276,3.90141599943192,1.96466661487372,11.0430157730382,33.5016298197375,12.2362733556695,1.17464338972711,5.3828013779435,9.44018673608197,165.714616448231,0.925458575231719,0.0160976183700951,0.360338359185381,0.124294611554763,0.255006536210924,0.364712101023348,1.45884840409339,0.416813829740969,0.182356050511674,0.000444966553508052,0.0113183496079919,77.7614010648883,497.285838290622,3.47293260888633,56.1113822886107,62.7870330915098,8.94462973357404,3.26697343007413,2.8075318828001,1.43715889388494,4427.08227888169,4424.4291801511,71.9649554375338,8.00511764565527,1.2514308378475,6.97434246536369,16.0111038276266,3.2622147030077,4.76601897467916,1.17021811618978,0.262074619846584,1.96990354373056,50.0772362767509,1.146658060528,7.33290304770287,0.0512113479839055,0.827410102023677,0.925848256398327,0.131896180392667,0.0481743045498801,0.0413994477917873,0.0211921314092264,65.2810971791051,65.2419749796187
"19",4,0.235271009402425,0.00889241368738467,0.001,3.80391308966957,4.77588416303967,3.55212809896796,1.95616217916549,10.6796031698109,31.8786709920547,11.8748001049365,1.12735555929595,4.97467218895204,9.09035968213294,170.286450778059,1.16188338537779,0.0183423920573473,0.386230081980269,0.143440331217074,0.297602405595168,0.391755439646432,1.56702175858573,0.447720502453065,0.195877719823216,0.000468444652838712,0.0119073480068492,68.7070540131291,447.410881174074,2.97282926822583,50.0367453894301,52.8571289097718,7.50012710270851,2.79379620714044,2.38141956707716,1.17039614734092,4008.59777736708,4006.34651621103,79.8295845161094,8.2065857932181,1.14819609198021,7.17728733168425,15.730408716402,2.93821559052569,4.37793944564335,1.06621036512335,0.229254528631015,1.87780619418875,47.7049622045527,1.1497388196581,7.48694098170726,0.0497471076731349,0.837311239870409,0.884507331541596,0.125506578708877,0.0467511815154982,0.0398505009636827,0.0195853235785513,67.0795821947688,67.0419097551412
"20",4,0.204589493526841,0.00684031822106513,0.001,3.14153066462796,4.46518839162193,3.20444081929011,1.94126434374628,10.3032960103779,30.1654556329734,11.4728439101831,1.07667477798401,4.56773303865504,8.71819077968112,174.943381552151,1.46761133060646,0.0211842663509703,0.417734123931469,0.167851128681102,0.353588722327984,0.425245931822565,1.70098372729026,0.48599535065436,0.212622965911283,0.000496719654522879,0.0126163089192091,59.9091686399328,397.171865010896,2.50510840130909,44.0234454484769,43.7099504410938,6.17153528995642,2.34722332489687,1.98515131796339,0.934510188944254,3581.03530932704,3579.15778276274,87.9233747031785,8.41379457550246,1.04646926337422,7.38938500695778,15.4553455294859,2.62442027515336,3.99258867996572,0.964774310875582,0.19869832804764,1.77877062168316,45.1557602579264,1.15285914538035,7.64295728451115,0.0482069305280477,0.84716301108208,0.841130285299071,0.118761636350289,0.0451686768117446,0.0382011619228591,0.0179832009395868,68.9114771580356,68.8753470677759
"21",4,0.175603914261797,0.00526178324697318,0.001,2.57358625940075,4.14492879323911,2.86313251121786,1.91887169921002,9.92047198326867,28.387092088283,11.0342932602383,1.02348530004264,4.16950763982532,8.32843958496727,179.636190737193,1.86395248240249,0.0248011342403679,0.456324088517264,0.199167774954782,0.427861658604824,0.466923691866438,1.86769476746575,0.533627076418786,0.233461845933219,0.000530812413270767,0.0134672265983448,51.5610056077614,347.880570519839,2.07903509293394,38.2197705698509,35.5191126148064,4.98488448521259,1.93766508761042,1.62683980947051,0.732181862097795,3156.0213042749,3154.48182365299,96.1072643977556,8.62783272907831,0.948713793778484,7.61214666367947,15.1972664355426,2.32756066736319,3.61896694523105,0.868125771329446,0.170936529084173,1.67525528485611,42.4821215194946,1.15598838399065,7.79941922770485,0.0466115893010972,0.856880316757912,0.796332055753991,0.11176020507198,0.0434420994497573,0.0364734531492222,0.0164153844087611,70.7574246150779,70.7229097390523
"22",4,0.148838800279626,0.00404752557459475,0.001,2.09319248815181,3.81484375795791,2.53159279523715,1.88751469896694,9.53677744895458,26.5667563613733,10.5633336621332,0.968721953547117,3.78604115770513,7.92539026493404,184.325835819231,2.37883951671007,0.0294316341840506,0.50411256776578,0.239495170370975,0.527470077579731,0.519248131190769,2.07699252476307,0.593426435646593,0.259624065595384,0.000572167987776957,0.0144887253025019,43.8199542442063,300.744945621355,1.70037793734058,32.75427850299,28.3786141922061,3.95416414414791,1.57223390922529,1.31137209132129,0.563509823722117,2744.72531647029,2743.48362638736,104.240638776545,8.85141522222993,0.857181888165041,7.84449151045196,14.9688698295682,2.05319234227035,3.26551807663996,0.778202865959213,0.146300711437674,1.57044396132528,39.7495806346383,1.15910303344514,7.95515159190512,0.0449775281414231,0.866399434365963,0.750656598403558,0.104593528981785,0.041587927803674,0.0346877443220238,0.0149056738492328,72.6020712519349,72.5692267004847
"23",4,0.124654100643674,0.00311348121122673,0.001,1.69237207149392,3.47937252445541,2.21433505501717,1.84671166279804,9.16073486156064,24.7392369353628,10.0683560774379,0.913645319275588,3.42517213214742,7.51613630140577,188.943928398303,3.04912500005099,0.0353807761707025,0.563983551261765,0.291657546753255,0.662118585885744,0.585183563103014,2.34073425241206,0.668781214974873,0.292591781551507,0.000622254091428589,0.0157077934367457,36.796486186919,256.717222824084,1.37212334687728,27.7236982088777,22.3202539103775,3.08384733078841,1.25506187179329,1.04094456011757,0.426961751682612,2356.24977530044,2355.26354665732,112.197085946566,9.08285459990327,0.773854997941026,8.0858258065289,14.7786549557499,1.80461676909648,2.93776631220295,0.696164167636912,0.124925499579168,1.46618606310839,36.9959932799902,1.16216037102638,8.10801828768531,0.0433364036392078,0.875610329556592,0.704950859549975,0.0973985706116646,0.0396391971552674,0.0328766314821164,0.0134849296541237,74.4185218986331,74.3873733851586
"24",4,0.10323809557951,0.00239498554709749,0.001,1.36168852393364,3.14035257689859,1.91333250134567,1.79517823222444,8.79608703845214,22.924229179896,9.554530534949,0.859078693717692,3.09023925184155,7.10441958082481,193.460862853551,3.92313198855426,0.0430649404504496,0.640448494367805,0.359204313244345,0.8461040083041,0.669322731295363,2.67729092518145,0.764940264337557,0.334661365647681,0.000683399673705882,0.0171665690638341,30.5529311447048,216.522748704434,1.09342205632204,23.1931768011853,17.2977319727391,2.36665376316069,0.98639153658441,0.814415903933258,0.319030415245171,1998.02515422506,1997.25310501693,119.863181517887,9.32453927912411,0.700280509679998,8.33108914482442,14.6356803567046,1.58405516078916,2.64085710957323,0.622979516835417,0.106767154449096,1.36544973845355,34.2859833652303,1.16514286529359,8.25714346790101,0.0416978947664427,0.88447698668929,0.659652879075429,0.0902528707869921,0.0376162619486181,0.0310579327186395,0.0121662962670927,76.1951363061258,76.1656940368311
