"","convergence","mu","x_C","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau EAA","tau ENT","tau ATPS","tau RNAp","tau DNAp","tau r","v tC","v EAA","v ENT","v ATPS","v RNAp","v DNAp","v r","p tC","p EAA","p ENT","p ATPS","p RNAp","p DNAp","p r","f tC","f EAA","f ENT","f ATPS","f RNAp","f DNAp","f r"
"1",4,0.64361805907393,1,18.7433296841789,17.0919342650099,6.81930341982845,9.33778857547368,58.0412211755752,9.04492906707844,134.921493804934,0.166666666666667,0.0352170818973846,0.0763036774443332,1.373466193998,0.334701303945802,0.125512988979676,0.777199878556473,163.47898699968,89.1547965305433,47.566884641225,14.6937603559978,37.3563781193044,5.8214796906144,86.8379099700871,27.24649783328,3.1397717709608,3.62952822269584,20.181383111671,12.5032284672236,0.730671316253491,67.4904130828496,0.999999999968815,0.545359364919098,0.290966353001898,0.0898816454959335,0.228508744785729,0.0356099569570017,0.531186983483993
"2",4,0.618869476168917,0.714285714285714,18.0721327261361,16.6919802824363,6.55966584852366,9.3358971256032,57.0504608342692,8.71436362584383,137.575498019838,0.2,0.0355727355397474,0.0770742603361193,1.38733668605015,0.342266052707485,0.128349769765307,0.786806723978546,157.192845995486,86.9573058475065,44.7594194314899,14.2918294030104,35.3067888116995,5.39305365227144,85.1412763932147,31.4385691990972,3.09330924416228,3.44979914575621,19.8275792415665,12.0843152403572,0.692197194600987,66.9897287542972,0.99999999394744,0.553188694883032,0.284742087829278,0.0909190823920746,0.224608113520745,0.0343085182119836,0.541635818975738
"3",4,0.58790127117268,0.510204081632653,17.2594132582,16.201457103332,6.24467531252678,9.32556372113313,55.7718676477577,8.30902505750969,140.887997930053,0.246666666666667,0.0360404046235009,0.0780875433509186,1.40557578031653,0.352459011090144,0.132172129158804,0.799789985827445,149.326922895799,84.0702669943453,41.3444908336019,13.7653340736612,32.7883518857912,4.8848863935156,82.828233076052,36.833974314297,3.02992643928196,3.22848972029055,19.3482201819041,11.5565500809416,0.645645835329828,66.2451913580079,1.00000000012013,0.562994705670786,0.276872315030686,0.09218253352023,0.219574282077786,0.0327126970768098,0.554677157204933
"4",4,0.550339463901913,0.364431486880467,16.3079583721101,15.6182691774478,5.87564719519851,9.30063201053182,54.1616648662338,7.82839188150636,144.907436835358,0.312,0.0366471353815397,0.0794021266600028,1.42923827988005,0.366082486239532,0.137280932339824,0.817150868174784,139.786224017313,80.3688028792266,37.3491751252828,13.0933329449622,29.8073016065182,4.3082729912823,79.7482811033713,43.6133018934017,2.9452863995673,2.96560393394433,18.7134926561545,10.9119310802058,0.591443733017718,65.1663771390665,1.00000000133223,0.574940796571929,0.267187810798971,0.0936668334412111,0.213234901048164,0.0308204404783715,0.570501719824244
"5",4,0.506394081081259,0.260308204914619,15.2334317828057,14.9475846568242,5.4594248509979,9.25303244357623,52.1911098657719,7.27922535113739,149.636190756765,0.403466666666667,0.0374234776876991,0.0810842016566814,1.45951562982027,0.384143072392579,0.144053652147217,0.840083605756793,128.624096446711,75.7667615799717,32.8800461844145,12.2631689929571,26.4292691210886,3.68615663267262,75.774881314772,51.8955354463664,2.83545571145729,2.66605229529806,17.8982868163481,10.1526206412653,0.53100432532318,63.6572355207067,0.999999998849915,0.58905573361383,0.255628976645304,0.0953411477135934,0.205476810495165,0.0286583675241629,0.589118861247106
"6",4,0.457006888914739,0.185934432081871,14.0634899529705,14.201934513529,5.00810298263119,9.17338335585763,49.855654214412,6.67586793581004,155.021567092521,0.531519999999999,0.0384036599577849,0.0832079299085339,1.49774273835361,0.407903480737595,0.152963805276598,0.86997811347579,116.079749806157,70.251713591075,28.1240326269446,11.2768917974468,22.7843774273374,3.05091763615021,70.8459240916403,61.6987086169685,2.69792292020334,2.34014253556812,16.8898828008253,9.29382685905004,0.466679971211019,61.6344033886942,1.00000000018792,0.605202145262982,0.242281988712021,0.0971477955319279,0.196282103206347,0.0262829446291734,0.610321130285514
"7",4,0.403848631684675,0.132810308629908,12.8341385347541,13.3996951831887,4.53740715612849,9.05223100844699,47.1808030301841,6.03868441471821,160.957041034622,0.710794666666665,0.0396261621580687,0.0858566846758156,1.54542032416468,0.438956531771873,0.164608699414453,0.908425227435695,102.577552594118,63.9135012683841,23.3250428549823,10.1559591846395,19.053902745524,2.43871443805953,65.0022807818462,72.9115773036183,2.53264676535092,2.0026108494501,15.6952257353289,8.36383506589381,0.401433611892226,59.0497117030875,1.00000000142536,0.623074929584049,0.227389348822956,0.0990076185508235,0.185751193032221,0.0237743480894418,0.633689137931582
"8",4,0.349126798981444,0.0948645061642197,11.5845334078406,12.5624261883034,4.06421169260136,8.88172503118906,44.2220008902305,5.39098765176345,167.294115268649,0.9617792,0.0411347165104135,0.089125219105896,1.60425394390613,0.479330731298255,0.179749024236846,0.957235207690884,88.678206986875,56.9520526995217,18.7401490961903,8.94153412479003,15.4390856153607,1.88213826220866,58.4068589521763,85.2888549732711,2.34270654248096,1.67021989427512,14.3444913842656,7.40042819858724,0.33831251611084,55.9091017596586,1.00000000051409,0.642232795000346,0.211327559978722,0.100831246291551,0.174102365709569,0.0212243608337144,0.658638249089171
"9",4,0.295242320587837,0.0677603615458712,10.3518235323943,11.711935308236,3.60402550493392,8.65725758461081,41.058123643059,4.75546954915676,173.861363339745,1.31315754666667,0.0429797272645129,0.0931227424064446,1.676209363316,0.531637698958206,0.199364137109327,1.01847803984987,74.9915489752682,49.6559680946706,14.5901724220714,7.68911205650631,12.1220957033591,1.40401586517784,51.3312323729916,98.4757184730964,2.1341999657643,1.35867686812616,12.8885616247018,6.44456306628498,0.279910411448985,52.2797329303228,0.999999993945418,0.66215418233861,0.194557553925786,0.102533046923564,0.161646156075035,0.0187223210596723,0.684493556455691
"10",4,0.244401608111561,0.0484002582470509,9.16737576423482,10.8678951158433,3.16918222071342,8.37858020170756,37.7804488046633,4.15122898271246,180.48528941688,1.805087232,0.045219930673742,0.0979765164597744,1.76357729627594,0.599274934754718,0.224728100533019,1.09455175819707,62.0780085841882,42.3559365196693,11.0227227131914,6.45882797238561,9.2336024430362,1.01456703901424,44.110894973966,112.056220683304,1.91533251304086,1.07996797334052,11.3906423726512,5.53346650160152,0.22800172354108,48.2816576494007,1.0000000019951,0.682301793665495,0.177562440976729,0.104043736785022,0.148741924427808,0.0163434211917813,0.710572005578269
