"","convergence","mu","x_C","x_C2","C","C2","I","AA","NT","ATP","RNA","DNA","p","tau tC","tau tC2","tau ATPS","tau ATPS2","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tC2","v ATPS","v ATPS2","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tC2","p ATPS","p ATPS2","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tC2","f ATPS","f ATPS2","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",-1,0.993408843197287,1,0.001,11.2287149380313,5.23151465684892e-06,9.30401512140836,12.2761797173319,5.19100424157362,42.2327548770295,39.368862302507,7.3705042728816,127.027957963736,0.0327380952380952,95.3333333333333,0.037423032090781,18204.7838388263,0.175790552190282,0.0388957416435142,0.292046288807445,0.219034716605583,0.560561816695113,252.325839624727,5.22219088908306e-06,241.171134907545,2.51579656531234e-08,136.36246323149,51.5880896000846,39.1093759579268,7.32192412350397,126.190696774469,8.26066736866665,0.000497848864759252,9.02535512101513,0.000457995326539729,23.9712327094905,2.00655700496735,11.4217481060876,1.60375557539928,70.7376862339184,0.999999974051869,2.06962186724265e-08,0.955792434925761,9.97042753835183e-11,0.540422098251787,0.204450278806938,0.154995520876012,0.0290177333578016,0.500110070723371
"2",-1,0.991650098313751,0.769230769230769,0.001,11.2287149380313,5.23151465684892e-06,9.30401512140836,12.2761797173319,5.19100424157362,42.2327548770295,39.368862302507,7.3705042728816,127.027957963736,0.0336309523809524,95.3333333333333,0.037423032090781,18204.7838388263,0.175790552190282,0.0388957416435142,0.292046288807445,0.219034716605583,0.560561816695113,251.8791184359,5.2129454494336e-06,240.744162163664,2.51134256395373e-08,136.121045223026,51.4967573261101,39.0401361727816,7.30896128682495,125.967287003334,8.47093463787402,0.000496967466179336,9.00937650631899,0.000457184485220215,23.928793704474,2.00300456843513,11.4015268837981,1.60091626414088,70.6124512467436,0.999999974051869,2.06962186724265e-08,0.955792434925761,9.97042753835183e-11,0.540422098251787,0.204450278806938,0.154995520876012,0.0290177333578016,0.500110070723371
"3",-1,0.98937301856949,0.591715976331361,0.001,11.2287149380313,5.23151465684892e-06,9.30401512140836,12.2761797173319,5.19100424157362,42.2327548770295,39.368862302507,7.3705042728816,127.027957963736,0.0347916666666667,95.3333333333333,0.037423032090781,18204.7838388263,0.175790552190282,0.0388957416435142,0.292046288807445,0.219034716605583,0.560561816695113,251.300740195866,5.20097520659187e-06,240.191352602969,2.50557588547207e-08,135.808476832853,51.3785077306109,38.950490133878,7.29217806084019,125.6780342133,8.74317158598116,0.000495826303028425,8.98868869638902,0.00045613467386795,23.8738471345683,1.99840516271914,11.3753460908301,1.59724015499358,70.450307177278,0.999999974051869,2.06962186724265e-08,0.955792434925761,9.97042753835183e-11,0.540422098251787,0.204450278806938,0.154995520876012,0.0290177333578016,0.500110070723371
"4",-1,0.986347988498167,0.455166135639508,0.001,11.0793866122232,7.95559269565809e-05,9.1776059630994,12.2029885880693,5.15250266416771,42.1848526852171,39.325059962919,7.31953131134988,127.557992619424,0.0363005952380952,95.3333333333333,0.0375986884252779,1197.21654484682,0.176025536126875,0.0389763459067338,0.293115110935789,0.219836333201842,0.561216289710621,250.532305988337,8.3053107329768e-05,239.604175289578,4.58327880303726e-06,135.680130534437,51.0899594162276,38.788193791995,7.21960498569931,125.816569437033,9.09447183374926,0.00791772956543788,9.00880273210849,0.00548717721264191,23.8831677190887,1.99129993056787,11.3694057263395,1.58713148722187,70.6103082835705,0.999999668345489,3.31506467627758e-07,0.956380036013901,1.82941567750768e-08,0.541567224235847,0.203925566686758,0.154823070720154,0.0288170524068893,0.502196821336316
"5",-1,0.982416574315855,0.350127796645776,0.001,11.0233488985377,0.000196923662832233,9.12013629240627,12.1526479987833,5.12803983416566,42.1498430039378,39.2578750912008,7.29078097862324,127.877130952996,0.0382622023809524,95.3333333333333,0.037665834175559,483.724751523658,0.176134521301179,0.0390207883814405,0.293751147114886,0.220313360336164,0.561882031940461,249.533591443399,0.000218407594166663,238.704070781009,2.494652392529e-05,135.287472308059,50.7680425619598,38.5675871620172,7.16258407310625,125.628612924183,9.54770477665321,0.0208215239772219,8.99098794706837,0.0120672510871399,23.8287941730265,1.9810090453502,11.3292729702959,1.57801296583633,70.5884602997015,0.999999124636342,8.75262531658523e-07,0.956600113224777,9.99725205079978e-08,0.54216088944085,0.203451558677125,0.154558563351184,0.028703862120564,0.50345327146849
"6",-1,0.977805979937089,0.269329074342904,0.001,10.9578318722375,3.76147002527157e-08,9.05278439147155,12.1322257250779,5.09988361689676,42.1175596325234,39.1706330883593,7.25777395975848,128.21130574785,0.0408122916666667,95.3333333333333,0.0377452091109673,2531938.26298195,0.176264008191955,0.0390619364176564,0.294489503908042,0.220867127931032,0.562548378403229,248.362716981692,3.6913171534595e-08,237.648083449873,1.33292693948492e-10,134.828689865244,50.3846707481876,38.3012792717193,7.09669477888352,125.36578145579,10.1362516445826,3.51905568629806e-06,8.97007660463604,0.00033748887198413,23.7654452949179,1.96812280519026,11.279324731772,1.56742659361515,70.5243170652083,0.999999992259994,1.48626056670204e-10,0.956858921896854,5.3668559652064e-13,0.542870083159899,0.202867286082734,0.154215090899052,0.0285739132273956,0.504768920267126
"7",-1,0.971566743288447,0.207176211033003,0.001,10.9578318722375,3.76147002527157e-08,9.05278439147155,12.1322257250779,5.09988361689676,42.1175596325234,39.1706330883593,7.25777395975848,128.21130574785,0.0441274077380953,95.3333333333333,0.0377452091109673,2531938.26298195,0.176264008191955,0.0390619364176564,0.294489503908042,0.220867127931032,0.562548378403229,246.777950885203,3.66776339971061e-08,236.13168585959,1.32442172804069e-10,133.968367755995,50.0631735486286,38.0568844222039,7.05141180960624,124.565840778198,10.889671259483,3.49660110772412e-06,8.91283986049548,0.000335335404955091,23.6138014716056,1.95556450202263,11.2073530137805,1.55742507424669,70.07431173421,0.999999992259994,1.48626056670204e-10,0.956858921896854,5.3668559652064e-13,0.542870083159899,0.202867286082734,0.154215090899052,0.0285739132273956,0.504768920267126
"8",-1,0.963573793192247,0.159366316179233,0.001,10.9578318722375,3.76147002527157e-08,9.05278439147155,12.1322257250779,5.09988361689676,42.1175596325234,39.1706330883593,7.25777395975848,128.21130574785,0.0484370586309524,95.3333333333333,0.0377452091109673,2531938.26298195,0.176264008191955,0.0390619364176564,0.294489503908042,0.220867127931032,0.562548378403229,244.747741576482,3.63758919910003e-08,234.189061954187,1.31352588701723e-10,132.866227851207,49.6513104928006,37.7437955066921,6.99340078453639,123.541054209587,11.8548607085332,3.46783503647536e-06,8.83951511496205,0.000332576645275624,23.4195338743994,1.93947633352309,11.1151516143723,1.54461234575118,69.4978197118284,0.999999992259994,1.48626056670204e-10,0.956858921896854,5.3668559652064e-13,0.542870083159899,0.202867286082734,0.154215090899052,0.0285739132273956,0.504768920267126
"9",-1,0.953540808389376,0.122589473984026,0.001,10.6068362766544,2.82627470698326e-08,8.71823635403731,11.9275722657197,4.95372954506635,41.9359016538326,38.7631675133097,7.08553525460077,130.009021091317,0.0540396047916666,95.3333333333333,0.0381871442785418,3369739.5973034,0.17693684094022,0.0393047046680018,0.298469711049052,0.223852283286789,0.566201362676998,242.199365287279,2.72227293304189e-08,232.085314049584,2.7304664214622e-10,132.347539124976,48.4421923758625,36.9622620863741,6.75634701454344,123.968907069326,13.088357980917,2.59523352949993e-06,8.86267537254215,0.000920096081950847,23.4171554789854,1.9040060648038,11.0321156846394,1.51242370588343,70.1913641122305,0.999999999819889,1.12398020916472e-10,0.958240801880305,1.12736316122536e-12,0.546440486927611,0.200009576035342,0.152610895721692,0.0278958080889794,0.511846539729595
"10",-1,0.940775993104155,0.0942995953723274,0.001,10.6068362766544,2.82627470698326e-08,8.71823635403731,11.9275722657197,4.95372954506635,41.9359016538326,38.7631675133097,7.08553525460077,130.009021091317,0.0613229148005952,95.3333333333333,0.0381871442785418,3369739.5973034,0.17693684094022,0.0393047046680018,0.298469711049052,0.223852283286789,0.566201362676998,238.957102205417,2.68583053766614e-08,228.978445273554,2.69391434188069e-10,130.575835307457,47.7937087113474,36.4674574131966,6.66590146582154,122.309365929683,14.6535460195399,2.56049177924172e-06,8.74403292633739,0.000907778982957888,23.1036758024318,1.87851760588801,10.8844314768104,1.4921772632889,69.2517296575461,0.999999999819889,1.12398020916472e-10,0.958240801880305,1.12736316122536e-12,0.546440486927611,0.200009576035342,0.152610895721692,0.0278958080889794,0.511846539729595
