"","convergence","mu","x_C","C","e","AA","NT","RNA","p","tau Cin","tau EAA","tau ENT","tau RNAp","tau r","v Cin","v EAA","v ENT","v RNAp","v r","p Cin","p EAA","p ENT","p RNAp","p r","f Cin","f EAA","f ENT","f RNAp","f r"
"1",4,0.515849521989244,1,51.6228363665957,64.6466439686105,49.228821623012,8.36403812498349,67.051382250705,99.0862774766151,0.0908590884915251,0.103798465109601,0.0589706252117414,0.120720369502356,1.08294861011063,219.236046723251,168.071863590809,37.1735873772796,34.5884234827443,51.1136088720055,19.91958736976,17.4456014688362,2.19214968900148,4.17552726334085,55.3534116856766,1.24999999930339,0.958281416361398,0.211949562538686,0.197209947796191,0.291430227872397
"2",4,0.515021147452039,0.714285714285714,51.4913302044645,64.7135967793371,49.1734267959865,8.3466737899641,67.016464795819,99.2585074489036,0.091536831543797,0.104069605209049,0.0591715388524861,0.120876578356551,1.08340770599115,218.88398754768,167.886872497032,37.087865280171,34.5148965973219,51.120230400711,20.0359466957865,17.471920540548,2.1945460613814,4.17204260301444,55.3840515481732,1.24999999931792,0.958766298339042,0.211800927488212,0.197107249399468,0.291936786614422
"3",4,0.513866942294336,0.510204081632654,51.308660294138,64.8066746865003,49.0963327042961,8.32254346944768,66.9676526268326,99.4981345104915,0.0924848426518846,0.104448879914225,0.059453711985735,0.121094969690138,1.08405356041784,218.393449377798,167.628401991728,36.9685197083375,34.4124628879797,51.1288021448969,20.198083801908,17.5085988298475,2.19791572327847,4.16717615038291,55.4263600050747,1.24999999371951,0.959440413775398,0.211593569014525,0.196963684196566,0.292641572089681
"4",4,0.512261760496496,0.364431486880466,51.0557035650107,64.9357178730741,48.9892874294459,8.28910438220473,66.8994595362656,99.830728539597,0.0938104680799019,0.104979234073513,0.0598505191899558,0.121400172803144,1.08496370269361,217.711249059827,167.26756637996,36.8027243761634,34.2700349183115,51.1394647533418,20.4235941805625,17.5596210039087,2.20266216151822,4.16038816105279,55.4844630325549,1.25000000487352,0.960375082560274,0.211304679240168,0.196763116283134,0.293619789822344
"5",4,0.51003512715527,0.26030820491462,50.706907632004,65.1139444455891,48.8411309112444,8.24294640897296,66.8042592060244,100.290811169105,0.0956633255520524,0.105720498171203,0.060409543038917,0.121826421325173,1.08624929684959,216.764928896229,166.76438863756,36.57308511656,34.0725188386583,51.1518366271398,20.7364539612675,17.630414243979,2.2093633594148,4.15093303564829,55.5636465687957,1.24999999916522,0.96166610862374,0.210902919572636,0.196483115311837,0.29497297402678
"6",4,0.506957387284505,0.185934432081871,50.228743459436,65.3588405486716,48.636968880951,8.17956766107348,66.6715081176499,100.924371115968,0.0982516509502347,0.106755963492787,0.0611991717203721,0.12242122921189,1.08807036490349,215.456889458878,166.06388231957,36.256325134134,33.7996135616414,51.1643554942831,21.168995097937,17.7283097583785,2.21885706783351,4.137790239103,55.6704189527165,1.24999999920496,0.963440311835815,0.210345589331885,0.196092670934264,0.296836385635201
"7",4,0.502723713855956,0.132810308629908,49.578427170933,65.6929982743336,48.3573105503453,8.09315933834809,66.4866606204567,101.79144397849,0.101864835971019,0.108201242904238,0.0623186811612757,0.123250388536285,1.09065903313736,213.657578346619,165.090924118285,35.8218230209491,33.4244209489965,51.1729727556269,21.7641941722435,17.8630431818077,2.23236876745817,4.11957286856418,55.8122649884164,1.24999999975333,0.965861621684895,0.2095749615523,0.195549001824873,0.299386599936735
"8",4,0.496937836107436,0.0948645061642198,48.7034395625475,66.1447028504041,47.9773329050552,7.97645141872079,66.2297571259318,102.968315878671,0.10690444475415,0.110216469739789,0.0639143745845576,0.124404817964458,1.09435365040778,211.198580184982,163.744020718174,35.2302690903127,32.9120721920815,51.1688520803739,22.5780669475404,18.0472879045561,2.251720615353,4.09442034988899,55.9968200613329,1.24999999904901,0.969135424881767,0.208513884377518,0.194793403311564,0.302847987878445
"9",4,0.489099179203341,0.0677603615458714,47.5429744014138,66.7478154096533,47.4666566249256,7.82071122835149,65.8735427841565,104.548299816616,0.113927168114227,0.113022748256892,0.0662063236889608,0.126010051479818,1.09964880602597,207.867151323505,161.888231086534,34.4328643641728,32.2186957069471,51.1344876274116,23.6817158942584,18.2970527878469,2.27967336363251,4.059879504645,56.229978266233,1.25000000097469,0.973507779981188,0.207060520215589,0.193745714071048,0.307494999460635
"10",4,0.478600044344662,0.048400258247051,46.0328720601217,67.540370405823,46.7903214569672,7.61600599033216,65.380907093715,106.639524595088,0.123705227024633,0.116924218096823,0.0695348844880473,0.128239729324187,1.10726606326538,203.405019804906,159.348323207981,33.3717605873311,31.2913050343462,51.0376812001028,25.1622641529158,18.631678096133,2.32050151760284,4.01278848780513,56.5122923406312,1.25000000588988,0.979255109532526,0.205081963909887,0.19229678556975,0.313645660573788
"11",4,0.464742513493993,0.0345716130336078,44.1159107279665,68.5613125771229,45.9121620757174,7.35178757815543,64.7011761919776,109.35765256756,0.137314119129901,0.122337279262655,0.0744459685286681,0.131336151101564,1.11824765982744,197.515569233272,155.904509954146,31.9826061247494,30.0693872494774,50.8231503240505,27.1216764037078,19.0729335725676,2.38097608902788,3.94919758732881,56.8328689149275,1.25000000631801,0.98665962984178,0.2024056028251,0.190297577035228,0.321640154610469
"12",4,0.446786008256591,0.0246940093097198,41.7589765642176,69.845358210632,44.8027654749413,7.0177196351769,63.7639010292501,112.811278740545,0.156267485268654,0.129828707459924,0.0818556347609128,0.135644404879335,1.13406647571561,189.884053316242,151.294860970991,30.1997968140052,28.488818811727,50.4025009148097,29.6727035043482,19.6424162451927,2.47202353786099,3.8643488734319,57.1597865797112,1.24999999873075,0.995968712057881,0.198804192979307,0.187540885380147,0.331797878648662
"13",4,0.424031882710256,0.0176385780783713,38.9771158102851,71.4174811584146,43.4560326342805,6.6043367758597,62.4668931536294,117.078140131851,0.182742865734175,0.140164571693959,0.0933814055705401,0.141676340228969,1.15672180632984,180.213549973936,145.229766245592,27.9640059525646,26.4879543109939,49.6448641843242,32.9327405663659,20.3560679830272,2.61131818123343,3.75271642693375,57.4252969742912,1.24999999876589,1.0073449396786,0.193964368446493,0.183726156334204,0.344347470976034
"14",4,0.395935356993269,0.0125989843416938,35.8610540980361,73.2913361095985,41.9214077794739,6.10288430970724,60.6521949306216,122.171123192043,0.220003527161269,0.154377244299274,0.112016166323973,0.150242275749493,1.18874045692185,168.272526929748,137.422081726325,25.2299787075195,24.014348452281,48.3718672753103,37.0205494488843,21.2148422827797,2.8261654912518,3.60797036211202,57.5015956070155,1.25000000154221,1.02082975458944,0.187419027922935,0.178388808619475,0.359326832917774
"15",4,0.36220392775064,0.0089992745297813,32.596112061248,75.4783372345039,40.357635693657,5.50442003494473,58.067547359844,127.995947992323,0.273277410746738,0.173899596324766,0.143406382025121,0.162728730364407,1.23295118990438,153.936669464494,127.627124591302,21.974401598799,21.0322937285818,46.3606350989861,42.0674144502333,22.194305446518,3.1512694304508,3.4225584551034,57.1604002100176,1.25000000138427,1.03636064409329,0.178437029490578,0.170786903999541,0.376458670565656
"16",4,0.322813614771506,0.00642805323555806,29.4359716613488,78.0068352472072,39.0794961465246,4.80239615191908,54.3561983169591,134.319102999073,0.351671565834192,0.2010167849152,0.197787097610725,0.181621915155924,1.29219011014959,137.195786488942,115.668350642442,18.2198536821035,17.5469208639344,43.3600351719968,48.2478570604197,23.2512799625877,3.60365197867533,3.18690537239722,56.0294086249928,1.25000000192291,1.05386209172777,0.166002307508913,0.159871171520468,0.39505618529139
"17",4,0.277941619804306,0.0045914665968272,26.5815865013592,80.9210082607474,38.4825358888169,4.00649907107595,49.203861588647,140.804511457683,0.472114018476498,0.240389297499664,0.292416662398482,0.21132993725783,1.37060149482468,118.125189378623,101.427374872947,14.1055837826059,13.6758009905754,39.1354339903024,55.7685578408388,24.3820553929427,4.12470773089178,2.89010616528887,53.639084327721,1.25000001017768,1.07330384222371,0.149265198765561,0.144717239966609,0.414130916052009
"18",4,0.228023847560466,0.00327961899773372,24.0626258461236,84.2292296828848,38.8180363675505,3.15547070336909,42.5984378902098,147.136199735811,0.667777964813549,0.302856258745483,0.458595523747878,0.2598840621025,1.47943236334884,96.9101352776004,84.8580586163476,9.94730929304819,9.71345970779119,33.5505623791849,64.7144529054817,25.6997941569519,4.56179151512756,2.52437336592974,49.6357877923201,1.25000000083069,1.09454571533802,0.128305843232554,0.125289523206499,0.432753528634738
"19",4,0.174068979303577,0.00234258499838122,21.8184714353663,87.8640270936451,40.0794376904812,2.30188182277173,34.8140345858246,153.122147815479,1.01247748743688,0.414766859178765,0.771051774860481,0.344779004381858,1.64926438408095,73.9793163005346,66.117297089981,6.15772751187156,6.06004346579392,26.653815979012,74.9023922902635,27.4232636514007,4.74792672713578,2.08937575264721,43.9591893940321,1.25000000163077,1.11715849244339,0.10404474905678,0.102394219370072,0.450359258280821
"20",4,0.117840476258593,0.00167327499884373,19.8440036126531,91.7268740555219,42.0492988392561,1.48487879644657,26.0782531756847,158.816691688005,1.71797376396469,0.65250006683335,1.47535657181744,0.517548993444843,1.96637414407102,50.082202434585,45.7014723173507,3.09439891006368,3.07307377421487,18.7150345863287,86.0399098241856,29.8202137414538,4.56534176778717,1.59046623862665,36.8007601159516,1.25000000061606,1.14066150544117,0.0772329979804326,0.0767007446343669,0.467107916729426
