"","convergence","mu","x_C","x_W","x_CO2","C","AA","NT","ADP","ATP","W","CO2","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau tCO2","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v tW","v tCO2","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p tW","p tCO2","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f tW","f tCO2","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",-1,0.386273141260093,0.15,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0165882352941177,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0183853788428951,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.937947956258,0,24.6050799278268,773.123096379871,1315.62036060983,3.28332170071057,94.7034399096808,106.87920952506,72.9627044602398,1051.71360717168,21.1445917525775,1.57599441634118,3.52110331440447,1.57599441634118,7225.79615380007,7223.30774156374,2.58673537198029,0,2.90638172532582,0.857043067083963,30.5866929698501,0.287734074612078,47.1196036805512,1.4168997693755,3.59720969695674,19.336153102079,5.57654202655718,0.623464325950493,6.96475279910504,0.438679694752902,1.52693294664667,63.1751747491729,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"2",-1,0.385887468715801,0.13953488372093,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0174867647058824,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0184298595981601,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.782252468491,0,24.5805131051186,772.351175374287,1314.30678584213,3.28004348408409,94.6088837194575,106.772496496722,72.8898552018736,1050.66352882189,21.123480037503,1.57442087236047,3.51758768587915,1.57442087236047,7218.58159267869,7216.09566498549,2.72412759426887,0,2.90347986258944,0.85618735659068,30.5561538346137,0.287446787920922,47.0725573408078,1.41548507267338,3.59361808038291,19.3635813210948,5.57097415521952,0.622841831018331,6.95779887545497,0.438241697139471,1.52540838785241,63.1120978023728,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"3",-1,0.385473728762933,0.129799891833423,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0184526838235295,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0184776764100701,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.615226205605,0,24.5541584262081,771.523077639057,1312.89761536702,3.27652669448471,94.5074461806297,106.658017403075,72.8117043218874,1049.53703077741,21.100831912483,1.57273281335277,3.51381620667509,1.57273281335277,7210.84199020372,7208.35872786685,2.87151856729905,0,2.90036681612151,0.855269371568411,30.5233922067499,0.287138593874398,47.0220871928126,1.41396742109168,3.58976508308255,19.3930056350908,5.56500108075799,0.622174033873564,6.95033887840356,0.437771824148459,1.52377287893942,63.0444304161862,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"4",-1,0.385029946685831,0.12074408542644,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0194910468750001,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0185290794828733,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.436071977545,0,24.5258901043621,770.634850794064,1311.38612343568,3.27275454682934,94.3986431477946,106.535225853429,72.7278788184348,1048.32873644045,21.0765392815824,1.57092218247819,3.50977087611584,1.57092218247819,7202.54040647106,7200.06000302504,3.02961176498021,0,2.89702772784137,0.854284730619171,30.4882517201668,0.286808021510842,46.9679523504951,1.41233957111835,3.58563231530616,19.4245664816851,5.55859429462857,0.621457747225554,6.94233720255934,0.437267833150056,1.52201861388116,62.9718496248321,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"5",-1,0.384554019193732,0.112320079466456,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0206072871553309,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0185843377861367,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.243940688655,0,24.4955741627857,769.682285116979,1309.76514638111,3.2687091631465,94.2819589525064,106.403539881216,72.6379814032604,1047.03291913916,21.0504870106649,1.56898039831042,3.50543252148839,1.56898039831042,7193.6374963938,7191.16015892278,3.19915646489627,0,2.89344677224837,0.853228767069109,30.4505658276679,0.286453504093258,46.9098962435257,1.41059380761122,3.58120018993486,19.4584134424869,5.55172343207616,0.620689576256962,6.93375592423915,0.436727335495268,1.52013727839526,62.8940114340037,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"6",-1,0.384043707639469,0.104483794852517,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0218072454566867,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0186437404621449,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,155.037928600083,0,24.4630680026635,768.660899970544,1308.0270595215,3.26437151493526,94.1568447406907,106.262340067651,72.5415892207886,1045.64348366413,21.0225525561845,1.56689832716903,3.50078073622775,1.56689832716903,7184.09138284834,7181.61733285807,3.38095016407827,0,2.8896071053984,0.852096513922523,30.4101572639808,0.28607337405794,46.8476457900978,1.40872191892337,3.57644785932892,19.4947057253672,5.54435617423447,0.619865907678387,6.92455467919691,0.436147788814589,1.51812002313719,62.8105497117832,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"7",-1,0.383496631133882,0.0971942277697837,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.023097200630644,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0187075983388537,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,154.817074550076,0,24.4282199645558,767.565930021102,1306.16375370838,3.25972136463777,94.0227167844888,106.110967636536,72.438252547511,1044.15394752084,20.9926055882687,1.56466625502624,3.49579381715082,1.56466625502624,7173.85752786942,7171.38700220359,3.57584103193246,0,2.88549081309548,0.850882688584451,30.3668375005284,0.28566585788541,46.7809105569876,1.40671517164587,3.57135315120488,19.5336126541484,5.53645814872019,0.61898289861468,6.91469053847208,0.435526489198222,1.51595743648156,62.7210750625003,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"8",-1,0.38291025960167,0.0904132351346825,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0244839024426481,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0187762455563157,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,154.580357150634,0,24.3908688860666,766.392311339944,1304.1666116753,3.25473720661397,93.8789547797469,105.94872253286,72.3274934803155,1042.55742202266,20.9605076105954,1.56227385917481,3.49044870115646,1.56227385917481,7162.88860274993,7160.42185455123,3.78473038402584,0,2.88107885864296,0.849581677453369,30.3204061955624,0.285229070927743,46.7093819124714,1.40456428513574,3.56589250396752,19.5753141624569,5.52799282938195,0.61803646539674,6.90411788318219,0.434860563309813,1.51363951707202,62.6251736910134,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"9",-1,0.382281906834156,0.084105335009007,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0259746068905526,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0188500413150873,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,154.326691982926,0,24.3508436593135,765.134667498451,1302.02648437603,3.2493962080901,93.724900142745,105.774861500546,72.2088046242294,1040.84659337549,20.9261115801017,1.55971017988335,3.48472090189738,1.55971017988335,7151.13435808274,7148.67165779871,4.00857515697591,0,2.87635103057134,0.848187520507006,30.2706506440529,0.284761012233574,46.632732178865,1.40225940603265,3.5600409020129,19.6200012877959,5.51892143600441,0.617022272348319,6.8927882792597,0.434146960496655,1.51115564635892,62.5224062664848,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"10",-1,0.381608723605343,0.0782375209386111,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.02757711417205,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0189293717557668,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,154.054928818247,0,24.3079627924301,763.787295789943,1299.73366753829,3.24367415064519,93.5598543224478,105.588596177706,72.0816477921204,1039.01370393474,20.8892615301565,1.5569635923098,3.4785844470291,1.5569635923098,7138.54149498672,7136.08313141992,4.24839036078783,0,2.87128589084241,0.846693896028615,30.2173452325895,0.284259559420275,46.5506137927858,1.39979008300765,3.55377181162103,19.6678766611169,5.50920283492643,0.615935720675004,6.88065035333017,0.433382444971799,1.50849456138715,62.4123067965095,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"11",-1,0.380887690930013,0.0727790892452197,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.0292998094996596,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0190146519794972,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,153.76384889632,0,24.2620339801156,762.344153735791,1297.27787870132,3.23754537290489,93.3830771475755,105.389091231208,71.9454527312247,1037.05053384897,20.8497922015089,1.55402177899445,3.47201181675349,1.55402177899445,7125.05353898966,7122.59982039125,4.50525148059662,0,2.86586072412203,0.845094105648376,30.1602509055296,0.283722463651917,46.462658482739,1.39714524203306,3.54705711817106,19.7191549862899,5.49879344170954,0.614771937582433,6.86764967115132,0.432563588157451,1.50564432814552,62.2943815244722,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
"12",-1,0.380115613556292,0.0677014783676462,0.001,0.001,3.4,11.9,11.9,1.69999999999936,6.80000000000016,6.80000000000013,4.42000000000027,34,54.74,4.08,3.06000000000012,4.08,6.12000000000023,187,0.03115170697684,0.0317141580161476,0.118121206427738,0.00110854671280298,0.0232488747404854,0.0876350540216048,0.497549019607835,0.0132570195426388,0.0493020334644668,0.0191063282200074,0.263733728785632,0.395600593178448,1.97800296589224,0.278351046300873,0.000211316914308972,0.00874601733851872,153.452162298259,0,24.2128536891202,760.79884606084,1294.64823505196,3.23098271522826,93.1937852311628,105.175462556104,71.7996158939663,1034.94838334199,20.8075286860714,1.55087170330967,3.46497388449986,1.55087170330967,7110.61071829736,7108.16197350266,4.78029679487787,0,2.86005148881718,0.843381059905041,30.0991146497134,0.2831473447919,46.3684764753082,1.39431316251235,3.53986706554019,19.7740635028981,5.48764712719162,0.613525765772976,6.85372862027988,0.431686761294665,1.5025923158429,62.1681078652537,1.18734898808804,0,0.18734898808804,5.8867449404402,10.0174494044021,0.0249999999999983,0.721094736842105,0.813803971005355,0.555555555555556,8.008,0.161,0.012,0.0268105263157902,0.012,55.0189473684211,55
