"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","CI1","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau CCM","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v CCM","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p CCM","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f CCM","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"51",4,0.60550763075007,0.00085185512795006,0.001,0.53600562969382,3.79172572500806,6.83058661038167,1.60527607780252,21.1117433039257,4.98220542565063,29.4550561428487,42.1030523582982,13.2175145698136,2.11004565876209,7.31623475373181,11.5032312171181,195.437321678759,0.10955871809106,0.0418407012295537,0.000566735192017262,0.00157418021337189,0.100357030344842,0.114192194752256,0.0293764509459302,0.0215976580574182,0.030652137303877,0.221292706424804,0.331939059637206,0.221292706424804,0.245772286352972,0.000434712122976175,0.0051406646028426,264.990695011283,173.554045230798,3.0304919116193e-16,3111.47900367652,13.7553285835336,152.702020568935,191.580797675008,99.0847847703702,1646.98075564019,25.4937194808193,8.00330593157237,8.16962414069869,4.43003597174347,11841.2108497005,11833.8789609845,29.0320408514953,7.26162295368226,1.71748641543833e-19,4.89802868190966,1.38044392806096,17.4373788718708,5.62796390508205,2.13999930016334,50.4834802587262,5.64157418074525,2.656609844915,1.80787823656862,1.0887800694013,5.14751790708184,60.8340026890567,1.28715867069511,0.843016748733468,1.47202298569243e-18,15.1136143784124,0.0668147628874353,0.741730685296705,0.930579410932047,0.481291767040012,8,0.123832506936171,0.038875042852393,0.0396829124455585,0.0215183375109759,57.5171789185735,57.4815651996351
"52",4,0.586134919043315,0.00077441375268187,0.001,0.495309135636978,3.75769148903439,6.66376264115078,1.61351809883623,21.0191294972581,4.80857610771034,30.171065678441,41.450859475358,13.0638612921357,2.07892206804146,7.14955967604472,11.3628786707362,196.36486854198,0.118011585534601,0.0441874655669063,0.000570819794709218,0.0016449005280851,0.101192908547579,0.115187989861978,0.0310908975249319,0.0219050146141961,0.0323250612754997,0.226058273324095,0.339087409986143,0.226058273324095,0.251677258485689,0.000439469749845816,0.00520821363104542,256.622182989009,168.43363653586,5.3006173378386e-17,3017.7004801978,13.2657850664728,147.93084702937,183.005505085471,98.2461952160199,1594.28697979782,24.2957961628648,7.65718528085908,7.808601630242,4.19060658191382,11516.6413483381,11509.6306325805,30.2843906978836,7.44265551473711,3.02569730061715e-20,4.96381711348001,1.34240337504342,17.0398569078929,5.68980540511078,2.15208434199608,51.5354243126958,5.4922657296114,2.59645512467052,1.76519900160822,1.05468037592815,5.06121549241813,59.9446151489035,1.28770885664037,0.845186035739788,2.65980587184413e-19,15.1425710348861,0.0665666105767489,0.742304736368754,0.918306465043974,0.492991269255572,8,0.121914292574582,0.038423121447458,0.0391829161459112,0.0210281166942492,57.7895522915133,57.7543731005823
"53",4,0.566431783850363,0.00070401250243806,0.001,0.45721428795389,3.72410950314513,6.49433176373181,1.62193974438022,20.9247701758812,4.63607174297096,30.8825099211505,40.7776803900065,12.9047299541198,2.04650835422186,6.97942985231574,11.2179193043087,197.33278498152,0.127245030388757,0.0467519719933391,0.000575305851914651,0.00172225936960328,0.102087387643912,0.116252898775516,0.0329762431572675,0.0222351397962958,0.0341660257713811,0.231208819692908,0.346813229539362,0.231208819692908,0.258067857932335,0.000444429959801614,0.00528048441024244,248.104996901752,163.199290464855,9.52499666784719e-17,2922.01002138898,12.7711731200903,143.080436893012,174.422367220233,97.1824176911878,1540.69445207299,23.0977742445914,7.30964920801926,7.44650725150466,3.95337090150568,11184.2447578112,11177.5561409242,31.570127870366,7.62988865714571,5.47978632248004e-20,5.03245913741186,1.30377570097817,16.6335155468799,5.75179439352063,2.16086464310557,52.6394063553496,5.34040912062521,2.535083048633,1.72169815245507,1.0202379601636,4.97061344812545,59.0229109467601,1.2882761877564,0.847406389996521,4.94581993465682e-19,15.1724309383081,0.0663138527066509,0.742939973337341,0.905681808540558,0.504616175182198,8,0.119934354088254,0.0379550881003522,0.0386657185218547,0.0205277348597522,58.0737848066523,58.0390544063294
"54",4,0.546456856625283,0.00064001136585278,0.001,0.421598524472218,3.68910478513843,6.32281607181984,1.63038132138705,20.8303310244793,4.4623925873703,31.5871328715344,40.0869850677072,12.7406207090151,2.01323480804447,6.80668007942532,11.0688709022098,198.339852225693,0.137334396395428,0.0495481072240236,0.000580239165568627,0.00180704977808183,0.10304173016058,0.117404072032594,0.0350558888229745,0.0225932062437931,0.0361916227169765,0.236765672179452,0.355148508269177,0.236765672179452,0.264973101521773,0.000449712656424523,0.0053574797089338,239.464243192286,157.864117826376,2.35013386144709e-16,2824.67954763637,12.2738102660868,138.16460746127,165.873224888486,95.8944741043548,1486.36265002077,21.9058078516839,6.96219954410338,7.08513625499707,3.71955700025669,10844.7842300245,10838.4172190775,32.8866772971005,7.82186823688719,1.36363971074064e-19,5.10433654970859,1.26471464548027,16.221087526738,5.81483333039902,2.16656363107977,53.793876250157,5.18654332063786,2.47261478236066,1.67751704789738,0.98558255464504,4.87703672443509,58.0666003281666,1.28886039050532,0.849666763756048,1.26490469141659e-18,15.2031782962086,0.0660609186643129,0.743638747700446,0.892773912940659,0.516129622083896,8,0.117902897257962,0.0374724138500444,0.0381340919991393,0.0200196472924274,58.3695196047772,58.3352506546156
"55",4,0.526272524086488,0.00058182851441162,0.001,0.388371066934826,3.65317364235546,6.14968265830449,1.638837909621,20.7355866967331,4.28852909604939,32.2832618257436,39.3797285367028,12.5717068926424,1.97905828524213,6.63175301724551,10.9159955362315,199.384315223038,0.148365331953585,0.0525990967765566,0.000585663060594906,0.00189996422190903,0.104059459567882,0.118646962611982,0.0373492035705332,0.022981170907005,0.0384205009213469,0.242759658133703,0.364139487200555,0.242759658133703,0.272433346057906,0.000455306511664855,0.00543949305657236,230.726547338322,152.444260648803,7.12409440305907e-17,2725.99415501746,11.7750449125688,133.197531930027,157.389273787482,94.3877427043279,1431.46126551525,20.7244691348513,6.6161439184664,6.72584106471188,3.49010939950398,10499.0958293829,10493.0486835684,34.2318207863548,8.01843041889699,4.17231893206261e-20,5.17929136366633,1.22530480998945,15.8034825909102,5.87836402650706,2.16914084661458,54.9974588706009,5.03106504217898,2.40919925371542,1.63276287753108,0.950822181815017,4.78030669771136,57.0768654565462,1.2894602342189,0.851964432828331,3.9814388693192e-19,15.2347491095332,0.0658071311951591,0.744400341881881,0.879600601589906,0.527504278198425,8,0.115822730990302,0.0369756085077717,0.0375886723685308,0.019505155933075,58.6762413056498,58.6424456538348
"56",4,0.505944188762383,0.00052893501310147,0.001,0.357425050194519,3.61655119934385,5.97538610150007,1.64733579120036,20.6410179853927,4.11543946587942,32.9692081824775,38.6563758008146,12.3984024626016,1.94402246392826,6.45511175722319,10.7594595620492,200.464262573476,0.160430908665341,0.0559321254065142,0.000591626437360525,0.00200178829999869,0.105144797720821,0.119985904877512,0.0398786340123517,0.0234008702721508,0.0408730222992304,0.249224177081788,0.373836265622682,0.249224177081788,0.280492502622364,0.000461210973650337,0.00552684925083236,221.919937731909,146.956875967604,1.52908530975211e-16,2626.25865074693,11.2766630703475,128.194113997618,149.001857922451,92.669884933454,1376.16819343368,19.557968695037,6.27289967589049,6.36995094977929,3.26592628137881,10148.1030661899,10142.3728703587,35.6028172612862,8.21961041596959,9.04647294228953e-20,5.25721383983557,1.18568245749754,15.3814867679751,5.94199055924984,2.1685559554629,56.2481532577066,4.87431865341197,2.34503738946063,1.5875457835101,0.916067836044092,4.6804164958614,56.0553659002042,1.29007450566458,0.854296017994322,8.888944342984e-19,15.2670794937886,0.0655539816958626,0.745223524910919,0.86618399485415,0.538712552001266,8,0.113695222943572,0.036465889595887,0.0370300722261898,0.0189856228153623,58.9933882478088,58.9600772274929
"57",4,0.485539423413894,0.00048085001191043,0.001,0.328657424119627,3.57844722942163,5.80073544410882,1.65583955534626,20.5490600301156,3.94269806112663,33.6443432422172,37.9203360879436,12.2212958932278,1.9084010032627,6.27770245352791,10.5998204384375,201.572664146997,0.173631745410485,0.0595693596197279,0.000598182801330274,0.00211343282758761,0.106299198740875,0.121433257091485,0.0426709676105514,0.0238562841154789,0.0435710513183499,0.256178069075709,0.384267103613563,0.256178069075709,0.289176922963939,0.000467484008477325,0.00561954243017505,213.073184956667,141.418473033784,1.60294508896484e-17,2525.77792134836,10.7813541416887,123.168482671524,140.750630425488,90.7536389942516,1320.66723168579,18.4118181198012,5.93392096136841,6.01905956669569,3.04807202964993,9792.56501859773,9787.14751259355,36.9962690041972,8.42420787702227,9.58854183695591e-21,5.33806197417361,1.14604930660312,14.9567500218194,6.0059655920507,2.16504459636047,57.5428597262447,4.71670401410382,2.28021062089685,1.54195105744777,0.881432090506617,4.57786754816889,54.9992907174017,1.29070021482814,0.85664863723933,9.70991056948524e-20,15.3000111504199,0.0653085281925357,0.746098515758907,0.852603151186385,0.549744170624464,8,0.111530400258658,0.0359449879212582,0.0364607187778107,0.0184638307456703,59.3188944718364,59.2860776902933
"58",-1,0.464584783117937,0.00043713637446403,0.001,0.328657424119627,3.57844722942163,5.80073544410882,1.65583955534626,20.5490600301156,3.94269806112663,33.6443432422172,37.9203360879436,12.2212958932278,1.9084010032627,6.27770245352791,10.5998204384375,201.572664146997,0.198064372617287,0.0595693596197279,0.000598182801330274,0.00211343282758761,0.106299198740875,0.121433257091485,0.0426709676105514,0.0238562841154789,0.0465133514140994,0.256178069075709,0.384267103613563,0.256178069075709,0.289176922963939,0.000467484008477325,0.00561954243017505,203.87749098791,135.315213255637,1.53376607664641e-17,2416.77180308675,10.3160584580675,117.852845823679,134.676193027063,86.8369439351717,1263.67061008079,17.6172111171765,5.67782810197536,5.75929234274252,2.9165250328512,9369.94294581792,9364.75924552373,40.380867343307,8.06064060044523,9.17472488313695e-21,5.10768486543164,1.0965887482566,14.3112549258699,5.74676347057016,2.07160680623736,58.777555158357,4.5131431264974,2.18180255956177,1.47540439160629,0.843391734747214,4.38029848751479,52.6256619285947,1.29070021482814,0.85664863723933,9.70991056948524e-20,15.3000111504199,0.0653085281925357,0.746098515758907,0.852603151186385,0.549744170624464,8,0.111530400258658,0.0359449879212582,0.0364607187778107,0.0184638307456703,59.3188944718364,59.2860776902933
"59",4,0.444775991241242,0.00039739670405821,0.001,0.277073932717291,3.49831785408227,5.43961437358379,1.6705199156901,20.3323006268192,3.5991038408655,34.8978626972781,36.3704749816266,11.8442315831979,1.83278742473021,5.90843552754191,10.2616423137539,204.067634318896,0.204072580617597,0.0679013051298514,0.000613386499181134,0.00237120689589485,0.108884128610403,0.124707448213724,0.0491908858929418,0.0248952117753925,0.0498174479774845,0.272333245624372,0.408499868436558,0.272333245624372,0.309406241454317,0.000481571040821047,0.00583004541168281,195.390574434556,130.295761495781,1.75577275467487e-05,2324.56510427317,9.78632631689784,113.173235043997,124.579876779665,86.2318415187925,1209.79069617618,16.1767140618678,5.26802984290768,5.33126847930645,2.62793026844742,9081.24278305669,9076.4384334442,39.8738587532145,8.84725225845137,1.07696730334763e-08,5.51202480520907,1.06557561331248,14.1135453484289,6.12819450322523,2.14675995639243,60.2686850704015,4.40545704400587,2.15198949774765,1.45188164826444,0.813098027164353,4.37326353898523,52.9160482433229,1.29206200743406,0.861608619789263,1.16104232589944e-07,15.3716844516692,0.0647141780662045,0.748382247618252,0.823811108307763,0.570226514661408,8,0.106971985240078,0.0348359752446998,0.0352541542675582,0.0173777515515939,60.051662237179,60.019892446734
"60",4,0.424555513704968,0.000361269730962,0.001,0.254201179174353,3.46079851317553,5.26640624827493,1.67909604274108,20.2438584370044,3.43413223271138,35.53345165765,35.6032242583667,11.6564876623757,1.79490929095365,5.73112248181134,10.0935657168833,205.24874740048,0.221411380112761,0.0726651252008925,0.000622094376884768,0.00251819630791094,0.110276711585257,0.126520667859094,0.0529385681517931,0.0254722528861129,0.0534124529492691,0.281042545808937,0.421563818713405,0.281042545808937,0.320344607846457,0.000488755457453679,0.00594141153944392,186.601763986737,124.719375950173,3.40953375028467e-05,2223.83618352911,9.30751120107906,108.17547335376,116.895668703523,83.8106823456902,1154.79099727751,15.115545164564,4.94882610749553,5.00220941435117,2.4331796493715,8718.45955896807,8713.94873899118,41.3157540957791,9.06274906839653,2.12105177385092e-08,5.60005606676176,1.02640172829794,13.6864331346913,6.18828932431089,2.1348468952671,61.6802198083246,4.24811129433905,2.08624603202441,1.40583366847868,0.779455980597895,4.26119469003484,51.773155591965,1.29271367322164,0.864013496774441,2.36200923514149e-07,15.4059821302517,0.064479277881605,0.749402955920437,0.809813508966464,0.580611955190359,8,0.104715365465784,0.0342837872422814,0.0346536086695804,0.0168562425935628,60.3985280766639,60.3672786471999
