"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"1",4,0.533657979770671,0.1,0.001,14.7849153314833,5.74308697270161,11.5453771325276,1.80900803672475,14.4803460941495,29.0356233654473,46.3800829511622,9.07199082938674,1.69381121826433,13.1213250558077,12.4225444986287,139.911888798628,0.148375506525592,0.000479896693609901,0.00345845318142064,0.149606557326747,0.167272815635888,0.0237043160086183,0.0371465840953809,0.309626814463696,2.16738770124587,0.309626814463696,0.216738770124587,0.00041772868746624,0.00819249004972822,160.097394083247,6.88967063142689e-17,942.788391779096,8.69294381725141,107.255968548047,176.384702884633,86.0838450365928,24.7511013693134,4.84134029850858,7.46352282096221,7.00229982119664,7473.48789748138,7466.50959221743,23.754531940529,3.306330156083e-20,3.26058951295486,1.30052139753381,17.941007852786,4.18107873626359,3.19772078890553,7.66360467144851,10.4930614205335,2.31090679573163,1.51766985128978,3.12189029020972,61.1693055404416,1.00000000094971,4.30342459814655e-19,5.88884283890493,0.0542978471029143,0.669942001642687,1.10173375439472,0.537696728989765,0.154600276503874,0.0302399694312891,0.0466186403019747,0.0437377501860258,46.680884141643,46.6372962662092
"2",4,0.531409818193527,0.0930232558139535,0.001,14.7345845525979,5.72423034252222,11.5050310060988,1.80435871410358,14.4544031225373,29.3056728150998,46.2758700974156,9.06509667439049,1.69077603022316,13.0792753098196,12.4002919269735,139.960409690498,0.151140474295175,0.000480751587783732,0.00346141378949212,0.149741554106775,0.167417212223999,0.0237620388468609,0.0371867484959986,0.310283584701851,2.17198509291295,0.310283584701851,0.217198509291295,0.000418663550125353,0.00820744013551283,159.422945608064,5.67651107664959e-17,939.449853244554,8.64006567166121,106.753566559678,175.245232858809,86.5184570150621,24.5914517152149,4.81728137564459,7.41876726256528,6.95045531449432,7444.57004666396,7437.6335867919,24.0952596127367,2.72899171317123e-20,3.25182467655705,1.29377686125915,17.8723845083904,4.1641840309182,3.21734010128098,7.63032379121935,10.4630633362673,2.30192170029749,1.50962853320393,3.1167701248932,61.0439324134741,1.00000000094093,3.56066127139961e-19,5.89281455404869,0.0541958727888031,0.669624853893844,1.09924724044766,0.542697644724071,0.154252900324719,0.030216988914635,0.0465351285616352,0.0435975843660654,46.6969796930676,46.6534698968326
"3",4,0.529030042627608,0.0865332612222823,0.001,14.6813765295833,5.70429921043726,11.4623832023207,1.79943372297413,14.4269120187499,29.5901672578374,46.1655761183921,9.05778783652755,1.68756362088089,13.0347849575284,12.3767364550048,140.012979348034,0.154101414778048,0.000481662697583491,0.0034645666251166,0.149885285434167,0.167570940043708,0.023823558039086,0.0372295154705684,0.310983734447097,2.17688614112968,0.310983734447097,0.217688614112968,0.000419659061512177,0.00822334913966686,158.709012935495,2.85934635401987e-17,935.913178322811,8.58422437943463,106.222888559824,174.042800470787,86.96715247651,24.4229767018411,4.79184188527,7.37151447483657,6.89579284172293,7413.99952267442,7407.10724329086,24.4572834313873,1.37724047820273e-20,3.24253356162401,1.28664892134249,17.7998692901278,4.14631875830086,3.23774494855551,7.59514850105297,10.431294190529,2.2924210999155,1.50113558692479,3.11135208173728,60.9112289765361,1.00000000092756,1.80162821492327e-19,5.89703862358036,0.0540878191390805,0.669293360809477,1.09661573349309,0.547966060330323,0.153885253727974,0.0301926261217585,0.0464467287983837,0.0434492831917612,46.7144202614673,46.6709931160112
"4",4,0.526513033877061,0.0804960569509603,0.001,14.6251767656127,5.68325092768353,11.4173429876925,1.79422037049695,14.3978024396926,29.8895586741675,46.0489407314371,9.05004438063916,1.68416699010265,12.9877523093471,12.3518212988223,140.069922399904,0.157271791454067,0.000482633371757663,0.00346792291963392,0.150038245464834,0.167734526222584,0.0238890978692701,0.0372750329707934,0.311729841641523,2.18210889149066,0.311729841641523,0.218210889149066,0.000420718637919123,0.00824027056643039,157.953910308223,5.82153489402407e-16,932.16948261544,8.52531105439942,105.662862086995,172.77520845865,87.4291234376798,24.2453674913339,4.76496632357237,7.32167398898019,6.83822087163812,7381.70965861815,7374.86397976978,24.8416944413493,2.80966701470773e-19,3.23269191374538,1.27912271264405,17.7233101114844,4.12744386425222,3.25892345874708,7.55800456861406,10.3976753823209,2.28238427313565,1.49217425659786,3.10562283308826,60.7708745839246,1.00000000091865,3.68559087142079e-18,5.90152837402248,0.0539734093672982,0.668947428891616,1.09383305725212,0.553510345817917,0.15349646910479,0.0301668146021305,0.046353230391189,0.0432925076978235,46.7333138571568,46.6899741333012
"5",4,0.523853161840223,0.0748800529776375,0.001,14.5658728809547,5.66104401110651,11.3698201717557,1.7887065688706,14.3670026718118,30.2042783466252,45.9257016529399,9.04184596330682,1.68057821482464,12.9380754591729,12.3254897109874,140.131584620033,0.160665973576434,0.000483667039962875,0.00347149392798029,0.150200950504395,0.167908516716304,0.0239588916913363,0.0373234547415648,0.312524616758617,2.18767231731032,0.312524616758617,0.218767231731032,0.000421845908797709,0.00825826021820514,157.155948694758,1.13586272020263e-17,928.209784950949,8.4632193675026,105.072429327438,171.440323896336,87.9033706276767,24.0583240206233,4.73659959675054,7.2691572125556,6.77765173741512,7347.63394322148,7340.8373676885,25.2496135003714,5.49379359684584e-21,3.22227463234911,1.27118359332609,17.6425557561487,4.10752015175992,3.28085747525308,7.51881849439994,10.3621278159944,2.27179057201208,1.48272810823133,3.09956931829116,60.6225452018957,1.00000000090796,7.22761518522035e-20,5.90629749304988,0.0538523641356069,0.668587032788176,1.09089299817077,0.559338487900467,0.153085672176466,0.0301394865443561,0.0462544197628464,0.043126918197243,46.7537755389969,46.7105282066776
"6",4,0.52104481251666,0.0696558632350116,0.001,14.5033525628441,5.63763691972415,11.319726184893,1.78287966989781,14.3344408368633,30.5347337208974,45.7955966966438,9.03317167372512,1.67678972296841,12.8856531823974,12.2976845997563,140.198334498497,0.164299296246911,0.000484767356907298,0.00347529171815633,0.150373937542159,0.168093484578261,0.0240331857681871,0.03737494189988,0.313370900228416,2.19359630159891,0.313370900228416,0.219359630159891,0.00042304464704071,0.00827737617462644,156.313443895216,4.14079952834561e-17,924.025049879069,8.39784624171624,104.450553974734,170.036099980006,88.388692260284,23.8615580948913,4.70668724116691,7.2138784612231,6.71400274657698,7311.70638061981,7304.96149139174,25.6821888259151,2.00732444283909e-20,3.21125660321372,1.2628172062405,17.5574575837427,4.08650917811753,3.30352223783449,7.47751794104876,10.3245717250065,2.26061958753187,1.47278115938162,3.09317824505461,60.4659142054096,1.00000000089703,2.64903608344513e-19,5.91136007039397,0.0537244016892035,0.668212224525276,1.08778935384801,0.56545803186847,0.152651988988813,0.0301105722457504,0.0461500833704999,0.0429521772746582,46.7759279366911,46.7327781661656
"7",4,0.518082417320008,0.0647961518465225,0.001,14.4375068533669,5.61298944550204,11.2669746408264,1.77672692475284,14.3000445965674,30.8813039109255,45.6583641825915,9.02400004307336,1.67279373671079,12.8303852836011,12.2683489844221,140.270561663909,0.168188129938037,0.000485938147756481,0.00347932892334709,0.15055776459287,0.168290022740612,0.0241122367294755,0.037429661552146,0.314271669180735,2.19990168426514,0.314271669180735,0.219990168426514,0.000424318795043332,0.00829767892903554,155.424725333941,1.62324306444864e-17,919.606209738488,8.32909265246702,103.796227269804,168.560593013799,88.8836698898117,23.6547956865943,4.6751757562113,7.15575549065868,6.64719702287512,7273.86170961825,7267.17116656733,26.1405939000487,7.88795728096724e-21,3.19961248363271,1.25400957084233,17.4678694476251,4.06437292200951,3.32688568148832,7.43403212455523,10.2849270203248,2.24885122229851,1.46231799262652,3.08643623593705,60.3006530625203,1.0000000008875,1.04439178670035e-19,5.91673048531239,0.0535892384044006,0.667823135211656,1.08451594687545,0.571875998350473,0.152194547275305,0.0300800001435779,0.0460400073516922,0.042767950945337,46.7999007265116,46.7568538879697
"8",4,0.514960484672985,0.0602754900897883,0.001,14.3682292309809,5.58706208499684,11.2114809486387,1.77023617634702,14.2637409495534,31.2443355697563,45.513744499325,9.01430928397023,1.66858289677805,12.7721733102475,12.2374260037489,140.348679307718,0.17234995405819,0.00048718336517548,0.00348361833268591,0.150753014485028,0.168498749216248,0.0241963143620385,0.0374877881567333,0.315230048623585,2.20661034036509,0.315230048623585,0.220661034036509,0.000425672442741848,0.00831923141246817,154.488145536846,1.94032867244955e-16,914.9442143984,8.25686463198909,103.108475909429,167.011982936835,89.3866566015948,23.4377799266548,4.6420130778655,7.09471044300807,6.57716455817244,7234.03585597899,7227.40239195158,26.6260247858105,9.45295852190444e-20,3.18731643866317,1.24474723346716,17.3736492243325,4.04107444136707,3.35090804671925,7.38829250590828,10.243114057728,2.23646591791969,1.45132393243461,3.07932971369669,60.1264330096711,1.00000000087354,1.25597253265087e-18,5.92242344561911,0.0534465904196672,0.667419986441007,1.0810666572659,0.578598806847338,0.151712481664417,0.0300476976132341,0.0459239796332038,0.0425739110341585,46.8258314394279,46.7828931025727
"9",4,0.511673633836128,0.056070223339338,0.001,14.2954172502206,5.55981733539012,11.1531639975738,1.76339481793057,14.2254577256244,31.6241388799189,45.3614807199671,9.0040771069218,1.66414939108108,12.7109208281088,12.2048595145763,140.4331226908,0.17680343601973,0.00048850719602312,0.00348817362430537,0.150960291535709,0.168720304840375,0.0242856996175678,0.037549502691043,0.316249312542024,2.21374518779417,0.316249312542024,0.221374518779417,0.000427109881725697,0.00834209903833758,153.502090282908,7.78620070417306e-16,910.030064884294,8.18107428183074,102.386369055735,165.388593280973,89.8957669868136,23.210273676173,4.60714885263936,7.03067034427116,6.50384304952177,7192.16620383488,7185.59261981564,27.139696998229,3.80361507366882e-19,3.1743428696543,1.23501735866046,17.2746593985828,4.0165776965938,3.37554134438473,7.34023309400195,10.1990536019818,2.22344466308535,1.43978512530474,3.07184525667147,59.9429252836497,1.00000000086038,5.07237438690377e-18,5.92845389916226,0.0532961751451829,0.667003093932635,1.07743544806754,0.585632201479979,0.151204935733224,0.030013590356406,0.0458017890008044,0.0423697360936962,46.8538649654055,46.8110408969333
"10",4,0.508216630863046,0.0521583472924074,0.001,14.218972979105,5.53121913637459,11.0919462476434,1.75619061982797,14.1851228554856,32.0209836449445,45.2013205486111,8.99328079020349,1.65948590303202,12.6465344613005,12.1705939948875,140.524349073072,0.181568516531098,0.000489913996042236,0.00349300887556067,0.151180223827815,0.168955354646109,0.0243806869495616,0.0376149933488245,0.317332890073757,2.2213302305163,0.317332890073757,0.22213302305163,0.00042863555355957,0.00836634979813395,152.464989388249,1.88642734432368e-15,904.854858985629,8.10164062595534,101.629025809308,163.688913845587,90.4088690275243,22.9720628397757,4.57053486360257,6.96356820738567,6.42717913601556,7148.19196430414,7141.68112401395,27.682841946154,9.24187158500955e-19,3.160666053531,1.22480784320445,17.1707680979502,3.99084816558302,3.40072900714507,7.28979109190199,10.1526672621491,2.20976922447542,1.4276887311775,3.06396921956957,59.7498024302311,1.00000000084829,1.23728559159255e-17,5.93483699689912,0.0531377115843773,0.666572872259369,1.07361640624008,0.592981178610083,0.15067106849537,0.0299776026340116,0.0456732279406142,0.0421551148710017,46.8841535296027,46.8414496910242
