"","convergence","mu","x_C","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau EAA","tau ENT","tau ATPS","tau RNAp","tau DNAp","tau r","v tC","v EAA","v ENT","v ATPS","v RNAp","v DNAp","v r","p tC","p EAA","p ENT","p ATPS","p RNAp","p DNAp","p r","f tC","f EAA","f ENT","f ATPS","f RNAp","f DNAp","f r"
"1",4,0.508368514732797,1,19.6940585945046,14.2715498428911,5.3449272932121,4.74221267928597,59.3371734041111,8.4635646734368,142.146513540191,0.265572452522065,0.0617907266268582,0.0962799167581015,2.27565526856343,0.364335250479843,0.136625718929941,0.917463009380338,129.125602756178,72.2917373631508,37.1849532636754,9.63707281260289,30.1651507118904,4.30260980238003,72.2628119628724,34.2922030073482,4.46695898078708,3.58016420488056,21.9306555195291,10.9902277403788,0.587847157525183,66.2984569297424,1.00000000010879,0.559855952870328,0.287975060514803,0.0746333229657681,0.233610918913823,0.0333211207615622,0.559631943071619
"2",4,0.47536372404889,0.714285714285714,17.0914998427014,13.7910173538467,5.0712710232457,4.42892400326191,58.6800825505235,8.09622872903705,146.840977980959,0.325897665201252,0.0667225594732674,0.101442053158517,2.45366846642991,0.37591780306068,0.140969176147755,0.946607339032346,120.742386613656,69.3783360901563,34.1537342873711,9.08563722132108,27.8943825687131,3.84865343938666,69.8028741360098,39.3496618882174,4.62910015593179,3.46462492914136,22.2931415473774,10.4859950129648,0.542541504628562,66.0759129426981,1.00000000584085,0.574598021798072,0.282864497255143,0.0752481173281805,0.231023947049305,0.0318749162560514,0.57811408653921
"3",4,0.438014257478341,0.510204081632653,14.6002252408796,13.2436193032901,4.76973886468053,4.08217796931901,57.7772326732051,7.67291049177271,151.85409614072,0.406370290053357,0.0729919874937111,0.107936651981045,2.67977355886418,0.390698999334906,0.14651212475059,0.985270500238386,111.255621699042,65.6637273249663,30.7573094874375,8.43947806873792,25.3072516685073,3.3608441917516,66.5142591661221,45.2109792599064,4.7929259636944,3.31984101001883,22.615890179218,9.88751790280244,0.492404423489205,65.5345374015908,1.00000000269239,0.590205928464323,0.276456228463222,0.0758566440290985,0.227469419973249,0.0302083090227272,0.597850772207559
"4",4,0.396929014679151,0.364431486880467,12.2815639529158,12.6354572332261,4.44553007251008,3.70851842632009,56.6100357262149,7.19802660764601,157.120867460906,0.51454386680524,0.0810039832620549,0.11612988891343,2.96772974203125,0.409505712870911,0.153564642326591,1.03627229081665,100.819969521998,61.1446275857167,27.0918311821732,7.70860167555779,22.470165701758,2.85710560900724,62.3658311067908,51.876296969035,4.95295838951797,3.14617134564717,22.8770464620248,9.20166122402589,0.438750400936495,64.6279826697184,0.999999997951727,0.606473377748194,0.268714930733744,0.0764590754819317,0.222874156402421,0.0283386874316772,0.618586092365771
"5",4,0.353078704152091,0.260308204914619,10.1761036493162,11.9750724478118,4.10514509139752,3.31616750233873,55.180196542733,6.68028792996822,162.567027400785,0.661160987078695,0.0913444256194716,0.126535448644962,3.33663544107535,0.433385717681917,0.162519644130719,1.10341733931836,89.6819910538913,55.8872028972748,23.2910590050688,6.9107636617297,19.4829522901658,2.35866740567603,57.3989553725267,59.2942337283735,5.10498444813044,2.94714460062266,23.058698958623,8.44363326083607,0.383329787393194,63.3350026168064,1.00000000222185,0.623170854757947,0.259707203008263,0.0770585442614852,0.217244868278476,0.0263003461809772,0.640027666932225
"6",4,0.30776409631143,0.185934432081871,8.30624315494901,11.2721434084824,3.75597518814992,2.91476725160703,53.5141655589887,6.13246907698297,168.104236756025,0.861518194150155,0.104876028968794,0.139882296041711,3.81329392806781,0.463661545652846,0.173873079619817,1.19194409412074,78.1720805847269,50.0319646898111,19.5130469163069,6.07070556028306,16.4697388031224,1.88735380363545,51.7364485113407,67.3466696983143,5.24715377817432,2.72952980542264,23.1493846521148,7.63638454995437,0.328160018170272,61.6669542538745,1.00000000155585,0.640023450743721,0.249616574110715,0.077658231996888,0.210685691177121,0.02414357904324,0.661827703763879
"7",4,0.262518468826775,0.132810308629908,6.68004799240199,10.5358357551071,3.40580181495217,2.51509660890949,51.6647197725587,5.57037181050607,173.628125065826,1.13740832126161,0.122882831420337,0.157207727480165,4.43549217146477,0.501990589981467,0.18824647124305,1.30917672133403,66.6796907722977,43.7883820540311,15.9193544831351,5.21831826447678,13.5629431270565,1.46232547848989,45.5805895375444,75.8420351435626,5.38084037011483,2.50264554124486,23.1458098102984,6.8084698222362,0.275277611134526,59.6730467672344,0.999999995355359,0.656697434308465,0.238743674795342,0.0782594847066617,0.203404408553381,0.0219305976791578,0.683575295534747
"8",4,0.218944182625128,0.0948645061642197,5.29471736876056,9.77305562668087,3.06219036560866,2.12857625039814,49.7082246346588,5.01111437722521,179.022121424594,1.51988941877724,0.147287886913758,0.17998308156445,5.2565162609164,0.550431328710966,0.206411748266612,1.46546947275057,55.6118223972756,37.4160205183452,12.6509297203849,4.38562459201109,10.8833266123816,1.0971543413626,39.1958520471241,84.5238204205381,5.51092659886887,2.27695331573017,23.0531069821811,5.99052392804862,0.226465545718957,57.4403246335082,1.00000000018869,0.672806948459904,0.227486336131861,0.0788613716254234,0.195701671789995,0.0197287967607292,0.70481150167163
"9",4,0.178509374793684,0.0677603615458712,4.13898472832372,8.98691343021414,2.73187848215151,1.76634323183299,47.7372630731409,4.47108707978578,184.167529921493,2.05323641094824,0.180979662764111,0.210285266876091,6.35135927589752,0.611515763476168,0.229318411303563,1.67559427775539,45.3413811881243,31.1923158589769,9.80734586466984,3.60287188834383,8.52154898554798,0.798130959260677,32.8756306235827,93.0965747781405,5.64517480498929,2.06234034249823,22.883133787903,5.21106153389694,0.183026123589847,55.0862185504749,0.999999999791109,0.687943662832904,0.216300112736528,0.0794610087558357,0.187941980602917,0.0176027050385267,0.725069015438948
"10",4,0.142354860815776,0.0484002582470509,3.19482870119011,8.17617370804086,2.42015158698021,1.43797308493348,45.8490418172565,3.96398443012071,188.957846739676,2.80061455745785,0.228286085475981,0.251029019086171,7.82528034307411,0.688355041735953,0.258133140650982,1.96082607372783,36.1581346569155,25.3730792456216,7.43564676057564,2.89460925563007,6.52683396643225,0.564292451825738,26.8990679726754,101.264998290679,5.7923209374548,1.86656311257857,22.6511289089624,4.49277906736711,0.145662582835421,52.744393839799,1.0000000002685,0.701725337691927,0.20564243241873,0.0800541644051224,0.180508038650616,0.0156062379138611,0.743928530471166
