"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau FERM","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau rRNAp","tau mRNAp","tau tRNAp","tau DNAp","tau tRNAc","tau r","v tC","v FERM","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v rRNAp","v mRNAp","v tRNAp","v DNAp","v tRNAc","v r","p tC","p FERM","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p rRNAp","p mRNAp","p tRNAp","p DNAp","p tRNAc","p r","f tC","f FERM","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f rRNAp","f mRNAp","f tRNAp","f DNAp","f tRNAc","f r"
"37",4,0.648162544651494,0.00740108320921671,0.001,0.458044557252849,3.79256080836082,3.11982979590474,20.2528584801746,4.50340393560089,10.8485284636817,23.2319092216631,26.4237655403621,10.7056832977875,1.96151283065547,9.73650707073585,18.94435259061,166.021041606306,0.0804167184091407,0.00988868417848375,0.0666167026073897,0.0923042391244989,0.131153607597736,0.0384361683210748,0.0449082780830901,0.779213844667413,0.60331357452456,0.192476453594426,0.355277766928461,0.000396360570374584,0.00592775562836355,355.162839536834,1607.14077308666,7.02090244967669e-16,9.95054756923671,143.197828046148,200.226332896466,83.6558522123648,17.1268951119156,6.93902292852694,13.4211460897786,6.31083919898541,10773.7873633044,10760.8620793235,28.5610300564244,15.8925075354182,4.67709370525606e-17,0.918477722250527,18.7809117484124,7.69593303352013,3.75684027443077,13.3455137873713,4.18640672671747,2.58325460253328,2.24210085806014,4.27030450441384,63.7877607567537,1.82651117618343,8.26511182186454,3.61066963197825e-18,0.0511731079976086,0.736429615419707,1.02971255460889,0.430220541141909,0.0880792184678738,0.035685610992625,0.0690215039448936,0.0324550235691195,55.4068186147007,55.3403472021021
"38",4,0.637115610458544,0.00688472856671322,0.001,0.433045676387461,3.76857176450518,3.17829816558163,19.9061308019752,4.55469471500245,10.8198309197186,23.6720240566706,26.2733906798564,10.6575090758011,1.94064913372216,9.67705978832623,18.8686438343389,166.250151843089,0.0840282289783316,0.0102672171355264,0.0693752171127458,0.0928782692870159,0.131964493940352,0.0399641622617863,0.0459258229462346,0.789182002532889,0.610572911030415,0.193739914996217,0.359115198162604,0.000397467905598049,0.00596491135169269,349.341517310345,1582.0683388291,7.0465989139829e-16,9.79535028527591,140.724001924955,195.520654994354,83.7878669869724,16.7391873418125,6.79006540079651,13.131383207978,6.1654058544833,10604.7109164915,10592.0566980335,29.3545490081915,16.243439158,4.88859329564002e-17,0.909775181556504,18.5705716992879,7.81381918172511,3.84802674428635,13.2102653871848,4.14582999785123,2.54407306649641,2.21409094518565,4.21503223745062,63.1806792358727,1.82772436470317,8.27724363186589,3.68671912303395e-18,0.0512484187824039,0.736255710449337,1.02294702240741,0.43837081586427,0.0875779689328546,0.0355250302526704,0.0687022522151413,0.0322568659610874,55.4829230488694,55.4167172810296
"39",4,0.625852908852072,0.00640439866670997,0.001,0.409144416069218,3.74921474917156,3.2431882210628,19.5455690535188,4.60647474352616,10.7810470918058,24.12551047526,26.1138100297767,10.6061890522433,1.91840630849782,9.6122639881396,18.7866289930739,166.502553342101,0.0878431794123391,0.0106697624003066,0.0723546978365733,0.093491076488951,0.132779366593997,0.0415689972486322,0.0469845001373158,0.799949615078619,0.618428937771448,0.195106442020049,0.36322458182427,0.000398702327400251,0.00600549772431013,343.408331756401,1556.52458810229,1.35854494795973e-16,9.63032530066732,138.206980945067,190.70269408985,83.88344949157,16.3434039683462,6.63791427018148,12.8345416618701,6.01586337763119,10432.9872249955,10420.6107340451,30.1660796981696,16.6077475252866,9.82971092070291e-18,0.900349479298168,18.3510353887545,7.92731976592773,3.9412219441552,13.0738997135529,4.10507827112626,2.50410175860556,2.18510945965203,4.15965628834278,62.5809540492297,1.82901512958945,8.29015128041956,7.23569882925337e-19,0.0512917394511068,0.736099377293851,1.01569496278624,0.446768712504815,0.0870460334325891,0.0353539635074777,0.0683576043739039,0.0320408799604653,55.5667691105006,55.5008511140337
"40",4,0.614381528385728,0.00595758015507905,0.001,0.3863415164295,3.72630786958923,3.30764573767698,19.1853066678766,4.65833766055539,10.7486709593823,24.581807951429,25.9532838872155,10.5544410630288,1.89661662333762,9.54874661499032,18.7046389046017,166.747857060272,0.091908114695533,0.0110962450076216,0.0755557142036117,0.094127547963333,0.133649071499705,0.0432860410577296,0.0480970594882118,0.811032249107273,0.626511618342182,0.196513437175684,0.367485293894707,0.000399964620658448,0.0060464643506876,337.3489642156,1530.34504153862,1.71490371971111e-16,9.46578150376935,135.642520690025,185.8838012966,83.9033818871302,15.9452182212562,6.4844536315607,12.5360647038332,5.86657353948581,10256.776942982,10244.6803275735,31.0051072955466,16.9810835271115,1.29570775333204e-17,0.89099080250648,18.1284969461013,8.04617385489146,4.03550594988746,12.9320861964917,4.06258553877393,2.46350516360705,2.15587950131285,4.10234789917812,61.9440943848638,1.83029029264587,8.3029028425793,9.3042278588517e-19,0.051356695399792,0.735929898187869,1.00851448548051,0.455218665767205,0.0865109462907184,0.0351814702100959,0.0680145486403291,0.0318291553833011,55.6482493320367,55.5826190200907
"41",4,0.60270932736318,0.00554193502798051,0.001,0.364589106782001,3.70557036754897,3.3765146839053,18.8145707553622,4.71092492132041,10.7123268340046,25.0502352198536,25.7847340871458,10.5001379861343,1.87396071228321,9.48132116764976,18.6173026983347,167.007810850261,0.0962118771336895,0.0115493702675287,0.0790139643945442,0.0948053849634646,0.134538418223965,0.0450993171091828,0.0492592286763639,0.82286783171722,0.635166269342584,0.198021197620162,0.372018768192654,0.000401344138359234,0.0060903219624933,331.180190332299,1503.67392490644,1.65718991765115e-16,9.2957376912049,133.036000247274,180.992000573047,83.8778356647079,15.5406997379021,6.32853110284359,12.2321616713875,5.71448070346847,10077.5279257607,10065.7165341958,31.8634677813631,17.3664869203726,1.30941145148286e-17,0.881285990334068,17.8984530401112,8.16261562806926,4.13175748788632,12.7879418966959,4.01966949101167,2.42222730365159,2.12589407216503,4.04455676215554,61.3034544764446,1.83161918632317,8.31619188354542,9.16522466366591e-19,0.0514108391844165,0.7357665030632,1.00099109336213,0.463893244812104,0.0859491136238194,0.035000459953781,0.0676509726775619,0.0316044038921659,55.7345941525373,55.6692702834203
"42",4,0.590845406396168,0.0051552883981214,0.001,0.343843976644595,3.68545683522048,3.44905335530372,18.4382069514466,4.763730439555,10.6734730833214,25.5244801645665,25.6115709086683,10.4440060997619,1.85086582038991,9.41223257361966,18.5266864947444,167.276393719572,0.10078528632682,0.012030903857167,0.0827524503231046,0.0955196981920099,0.135462176350586,0.0470244047405943,0.0504737539389493,0.835334410219117,0.644279647789998,0.199606643603607,0.376794586723026,0.000402809183510867,0.00613628267118681,324.901918235865,1476.48296067197,3.0120021231367e-16,9.1210007890943,130.389738969751,176.060883038045,83.7834547549122,15.1324790219764,6.17079302841787,11.9247578357189,5.56117438005556,9894.97141710011,9883.44888277257,32.7453328575346,17.7634245465898,2.49250556067956e-17,0.871235242583371,17.6628778146273,8.27915822296749,4.22886547945453,12.6406804389758,3.97571635893404,2.38026088737367,2.09542040222771,3.98578535738546,60.647636110918,1.83297759853172,8.32977597122346,1.69926125657147e-18,0.0514573450762549,0.735611140456389,0.993271004180941,0.472675558603082,0.0853719030288942,0.034813353665873,0.0672751152085247,0.0313741085787322,55.8238038240493,55.7587979065239
"43",4,0.578799923574677,0.00479561711453154,0.001,0.324108718170757,3.66425534390109,3.52307370258084,18.0578440190772,4.81630957004318,10.636093347421,26.0078252365422,25.4336983997383,10.3864612031252,1.82770415133362,9.341679668201,18.4329962157108,167.547951445545,0.105644499881613,0.0125423339503025,0.0867945160982277,0.0962692689300384,0.13642669634283,0.0490743852953215,0.0517488847065926,0.848406229740435,0.653856726185344,0.201276546911982,0.381809124699487,0.000404358879080653,0.0061840816412824,318.517369291646,1448.77391628062,3.09395584221669e-15,8.94384962767342,127.7031936558,171.107736133017,83.6295958847456,14.7210226899899,6.01168295058019,11.6145863840049,5.40696347801386,9708.90469317845,9697.6741491775,33.6496081824229,18.1710062764792,2.68538400154483e-16,0.861017865076316,17.4221248228895,8.39700697000186,4.32773831549863,12.4894073583377,3.93077933293061,2.33774384118342,2.06442799282256,3.92588181883453,59.9712086690674,1.83435505268946,8.34355049284834,1.78182230519795e-17,0.0515080097248808,0.735448114016689,0.985416716921527,0.481626393269301,0.0847789946657944,0.0346215373437505,0.0668888960931037,0.0311389322273367,55.9139943282191,55.8493171485149
"44",4,0.566584090267154,0.00446103917630841,0.001,0.305324891507971,3.63872281231719,3.59604193665273,17.6803716329102,4.87010656654046,10.6094896837226,26.4876129079918,25.2558554701074,10.3292546337649,1.80526753432559,9.27362175488526,18.3413151032916,167.807015322456,0.110839435343435,0.0130848167211984,0.0911589394756563,0.0970533014105641,0.137460660435092,0.0512735716589067,0.0530841274805826,0.861805712202916,0.663689880477042,0.202988244253111,0.38700292593563,0.000405901592084986,0.00623176755332337,312.022712808298,1420.47485586237,2.00044091677322e-16,8.77049295915819,124.978383069063,166.196104251094,83.3747781267949,14.3095658954495,5.85239133980945,11.3053448027574,5.25428654547335,9518.61735098894,9507.67851169199,34.5844213019987,18.5866531460298,1.82358072456756e-17,0.851205296684409,17.1796110767834,8.52146786074962,4.42587735074807,12.3320656278424,3.88417290882301,2.29485209218776,2.0334242668024,3.86362193721419,59.249642456592,1.83569522552351,8.35695224688592,1.17690145272168e-18,0.0515986541675438,0.735274105620896,0.977766625796182,0.490511350147997,0.0841861849003579,0.0344308487792162,0.0665117205428221,0.0309120725162842,56.0000272657424,55.9356717741519
"45",4,0.554210160787068,0.00414980388493805,0.001,0.287439989983587,3.62392441790517,3.68273758886436,17.28125156194,4.92320858454365,10.5565560727355,26.989722490622,25.0617565516902,10.2659664507456,1.78008743922007,9.19444501997883,18.2361209918753,168.116782911441,0.116309150351422,0.013664427451209,0.095934921914762,0.0979032018155571,0.138465947320516,0.0535661555816447,0.0544702685546608,0.876745478152016,0.674667666712753,0.204898612781668,0.392678619683808,0.000407759183562762,0.006286790993,305.457831220431,1391.94782944661,4.48561626577251e-18,8.57904285965662,122.228388769207,161.131515976313,83.0998802284774,13.8894801281186,5.68950291730237,10.9868003713961,5.09565485287032,9327.84150099021,9317.20292883544,35.5275408174364,19.0201701313411,4.30327246196472e-19,0.839915764473276,16.9244696403887,8.63119585389346,4.52647279290532,12.1775388962102,3.83852365797179,2.25118015500818,2.00095471401022,3.80351303484662,58.5753074529558,1.83719614466969,8.37196144431213,2.69790330043884e-20,0.0515992155242637,0.735150654736123,0.969136062918083,0.499809675752258,0.0835391885056339,0.034219888169152,0.0660808308758606,0.0306481500665961,56.1029140265922,56.038927637147
"46",4,0.541691599688943,0.00386028268366331,0.001,0.270461346691694,3.59961706663567,3.76337724089866,16.8953644907975,4.97762142741975,10.5262178456957,27.4777198223984,24.8742494749606,10.2053814667743,1.75694020448418,9.12316358642186,18.1377692528301,168.392118364486,0.122193457716902,0.0142783375191837,0.101089927038668,0.0987788681048253,0.139579021086245,0.0560524727043002,0.0559252885244284,0.891617646966944,0.685606638157902,0.206796766749652,0.39844852880691,0.000409493694252553,0.00633919895294345,298.784437837046,1362.76957068806,1.27675650415431e-15,8.39829949717423,119.442624735313,156.191718921501,82.691388924442,13.4741719891533,5.52816941217286,10.6733751255803,4.94194107735277,9132.00178375668,9121.65959718683,36.5095035713093,19.4580838911571,1.29067221851103e-16,0.829574518336194,16.6716846365267,8.75493206148514,4.62453978408514,12.0138095237967,3.79014964584717,2.20721946627616,1.96910915172165,3.73949714635142,57.8240149675933,1.83858883301013,8.38588827708487,7.85660146159095e-18,0.0516794642437185,0.734997704745041,0.961135567490131,0.508846663377748,0.0829141649165353,0.034017938222581,0.0656792852348043,0.0304105452880729,56.1943474171193,56.1307061214954
