"","convergence","mu","x_C","C","AA","NT","rRNA","p","tau Cin","tau EAA","tau ENT","tau rRNAp","tau Deg","tau r","v Cin","v EAA","v ENT","v rRNAp","v Deg","v r","p Cin","p EAA","p ENT","p rRNAp","p Deg","p r","f Cin","f EAA","f ENT","f rRNAp","f Deg","f r"
"1",4,1.29532051714592,1,12.4031636921838,3.99775003716256,0.536627107267269,92.822296869188,130.240162299077,0.00661868700249551,0.146182979870175,0.119494345238105,0.00847392242937082,0.0086818962280294,0.467401903511763,328.270467800137,217.954132546388,129.626501524767,173.935436787955,45.004039365288,168.70275438241,2.17271947853188,31.86118457065,15.4896339252082,1.47391539905986,0.390720399611581,78.8519885260156,1.05594993496101,0.70109459930756,0.416970484038906,0.559499349406842,0.144764811648217,0.542667342912821
"2",4,1.29308854896803,0.714285714285714,11.8913869902199,3.95881569463757,0.535464741613394,92.8285260376578,130.78580653374,0.00721527188380679,0.146595158103725,0.119827815735923,0.0084768118531776,0.00868179295229992,0.467442417975388,327.733743135583,218.240940077455,129.424153055638,173.924913860121,45.1931641302385,169.117628796327,2.36468806222093,31.9930651153601,15.508613564129,1.47432877137236,0.392357693838038,79.0527533268192,1.0560431179711,0.703228909612136,0.417038187236956,0.560431179799854,0.145624095652954,0.544940860557248
"3",4,1.29001165420867,0.510204081632654,11.2306102174153,3.90530211855047,0.533817237687297,92.8272728095293,131.502997611805,0.00800392945614156,0.147178411858656,0.120301661267778,0.00848092879708149,0.00868181372892715,0.467525581080639,326.991124619743,218.582844455062,129.131058018599,173.883276161297,45.4408486005323,169.640399482603,2.61721389424082,32.1706759064438,15.5346808009033,1.47469168412722,0.394508983234201,79.3112263428554,1.05616334147361,0.706010561164102,0.417086212610653,0.561633414945008,0.146771440824718,0.547929156715853
"4",4,1.28580380201184,0.364431486880466,10.4077815043718,3.83289948613001,0.531480827068795,92.807757962942,132.420080221027,0.00902395392945667,0.147999628744351,0.120972771836148,0.00848681101269873,0.00868213732797039,0.467688216086437,325.970732054934,218.954251028273,128.704857898143,173.778195701137,45.7567178711355,170.266242610909,2.94154486841499,32.4051478641818,15.569783408716,1.47482270504333,0.397266108234395,79.6315152664364,1.05631308714214,0.709524561878742,0.417070038526241,0.563130871357262,0.148275336277141,0.551750334254279
"5",4,1.28011428385839,0.26030820491462,9.43101856347401,3.73726705836773,0.52818808464187,92.7513111333823,133.552215141992,0.0103091036818709,0.149144550316573,0.121915986806475,0.00849518926668766,0.00868307410703251,0.467989993475641,324.582768669053,219.295497660119,128.086089623282,173.55340566262,46.1434571510522,170.962098244193,3.34615741555798,32.7067283849676,15.615742012605,1.47436902898218,0.400667057997265,80.0085512418819,1.0564902054771,0.713788801337657,0.416909682851445,0.564902055526872,0.150193156361435,0.556467563091633
"6",4,1.27253267821699,0.185934432081871,8.33698165715171,3.61503885956396,0.523598313213709,92.6298351829121,134.894545960826,0.011884211652517,0.150717355429149,0.123225413056241,0.00850704357405784,0.00868509396725664,0.468517440005582,322.720573761871,219.505005196233,127.197153723585,173.127310233034,46.5964524732729,171.657717848394,3.8352796032078,33.0832138866377,15.673921807167,1.47280157201185,0.404694568271183,80.4246345235302,1.05668725083368,0.718727466864847,0.416482931705558,0.566872509434006,0.152571237366839,0.562060608170107
"7",4,1.26260022169916,0.132810308629908,7.18719613327213,3.46493940845491,0.517307103592592,92.4068126997972,136.423744648978,0.013768500595318,0.152839770592124,0.12501559536708,0.00852363407270238,0.00868881613314549,0.469381684537787,320.263640029452,219.445058115153,125.945807679514,172.395868291097,47.1032126752662,172.248650238829,4.4095501184042,33.5399323398954,15.7451901310422,1.46943929695911,0.409271154215836,80.8503616084617,1.05689180987171,0.724183627643148,0.415629737462283,0.568918098963179,0.155443807765865,0.568432269370743
"8",4,1.24981707253575,0.0948645061642198,6.05216579369233,3.28843894397494,0.508850556162173,92.0407904362492,138.109754279925,0.0159864925871592,0.155653782102592,0.127425614649273,0.00854658109606054,0.00869496400960652,0.470710934010136,317.080916807428,218.960936478203,124.232531062543,171.24819386346,47.6516329133782,172.611928782767,5.06901172607158,34.0820978955576,15.8304066300795,1.46358657640796,0.414329233180805,81.2503222186273,1.05709108615159,0.729976614477516,0.414169047190003,0.570910861099109,0.158862024559782,0.575457309499686
"9",4,1.23364202735162,0.0677603615458714,4.9923857210557,3.08958416212916,0.497745854387863,91.4891433761136,139.931140883566,0.0185818197868112,0.1593317794768,0.130629496200462,0.0085778981542266,0.00870432266308673,0.47264403443696,313.031244260531,217.90191746442,121.95747136985,169.571576995309,48.2281458303713,172.624936329228,5.81669016849046,34.7187002610127,15.9312430429258,1.45456771731735,0.419793342749953,81.5901463510698,1.05727335983,0.735970918606654,0.411915385047814,0.572733598414499,0.162892154426634,0.583046420348192
"10",-1,1.2086358881404,0.048400258247051,4.9923857210557,3.08958416212916,0.497745854387863,91.4891433761136,139.931140883566,0.0278304591792063,0.1593317794768,0.130629496200462,0.0085778981542266,0.00870432266308673,0.47264403443696,306.686046303678,213.485007565359,119.485372139031,166.134331533014,47.2505528967694,169.125798740309,8.53521349248669,34.0149461470067,15.6083139658463,1.42508337581071,0.411284058422729,79.936299843993,1.05727335983,0.735970918606654,0.411915385047814,0.572733598414499,0.162892154426634,0.583046420348192
"11",4,1.1886560997171,0.0345716130336078,3.2334249010862,2.64873359131077,0.465629477531335,89.6601339475718,143.992078151302,0.0252427553637395,0.170239215112074,0.140408665369669,0.00867687882480198,0.00873617556172854,0.478945272991503,301.700818440564,213.521168666408,115.340215650248,164.233544266779,49.4468019352068,171.157062005487,7.61575995293514,36.3496761635822,16.1947657429011,1.42503456257059,0.431975942671986,81.9748657866414,1.05756975781434,0.74846840589282,0.404308893035095,0.575697575276633,0.173328805064585,0.599966992297093
