"","convergence","mu","x_C","x_W","C","I","AA","NT","ADP","ATP","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau FERM","tau RESP","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v FERM","v RESP","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p FERM","p RESP","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f FERM","f RESP","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,1.14568660022339,1,0.001,4.73590207927397,45.30374079578,6.09772938218147,10.5933085411665,2.6070429583789,17.5028410318917,37.6017832769295,47.4215578918353,9.9803751052928,1.73811585665135,12.5110907197697,14.1923866359936,129.71412517958,0.00656660412757974,0.000891080252389052,0.00285980480815839,0.0324808313664008,0.0872678862676056,0.00862677893445279,0.0168014949333501,0.0142456941171627,0.0906865143148687,0.825724577709067,0.0906865143148687,0.0067249448568294,0.00623257149367473,0.00817931277622811,0.0542863909220494,7.04454425600885e-05,0.00191458197073521,581.587236300632,1.79974940589064e-05,3841.07582099293,23.0396246197001,222.410911122953,392.428969185224,239.332551360456,1501.20346345211,54.3302449288085,11.434382698368,18.1511988020798,1.49041507625167e-06,6.75030994612453e-07,3.32367720464714e-16,14.3337889918194,24785.3165860852,24768.6225129907,3.81905314643943,1.60372115483808e-08,10.9847271013765,0.748346162017656,19.4093300965524,3.38539796463612,4.02114464906846,21.385685347964,4.92702053446671,9.44165082497381,1.64606894999684,1.00229592015797e-08,4.20717893436848e-09,2.71853954240285e-18,0.778129672604075,1.74601259589868,47.4215581033183,1.49303543802322,4.62026928178142e-08,9.86070870013407,0.0591467176184436,0.570967434261144,1.00743331581231,0.61440822347924,3.85385,0.139475174096258,0.0293540461602535,0.0465972795869632,3.82615433647096e-09,1.73292179369542e-09,8.53245659697216e-19,0.0367973256463816,63.6282120650276,63.5853554801864
"2",4,1.1448647527377,0.833333333333333,0.001,4.73283931896879,45.3071447272576,6.09996530719468,10.5929061474782,2.60731146695768,17.5044682264237,37.628548029067,47.3980607862639,9.9800117988372,1.73802679540302,12.5103971247561,14.1922256090136,129.708095954689,0.00662914321450907,0.000891350947934413,0.00286010647168468,0.0324810273200358,0.0872652225729683,0.00862565242398094,0.016800821936849,0.0142737673414923,0.0906882794656746,0.825740649871669,0.0906882794656746,0.00672570474508113,0.00623260937009344,0.00817946584877421,0.0542874475694177,7.04397118154563e-05,0.00191509602662706,581.171796071616,8.28876561203863e-06,3838.35555664803,23.0252676857784,222.233679520176,392.068974075909,239.331101862091,1500.12658929498,54.2643691423124,11.4257637404,18.1378930291329,3.61351185366654e-14,4.9480221245225e-12,1.57554619417147e-13,14.3227127108843,24766.3864423569,24749.7045338737,3.8526710683922,7.3881990854968e-09,10.9781055681959,0.747884348752904,19.3932715065379,3.38185069660558,4.02095922633486,21.4124579183829,4.92114227380655,9.43471757627804,1.64489431194451,2.43034138206119e-16,3.08390890567286e-14,1.28871262883918e-15,0.777543515343964,1.74453712370984,47.3980608130152,1.49303994894406,2.12939758430439e-08,9.8607988602749,0.0591522932158282,0.570921995470623,1.00723167399663,0.614845556030507,3.85385,0.13940606113607,0.0293529758789456,0.0465965469508644,9.28317167139716e-17,1.27115506122406e-14,4.04760421136284e-16,0.0367952856610474,63.6252560763783,63.5823999777885
"3",4,1.14387992471803,0.694444444444445,0.001,4.72916795811136,45.3112325374792,6.10263654961386,10.5924255133851,2.60758982723092,17.5064602586042,37.6606571825353,47.36989092378,9.97957411597319,1.73792221032414,12.5095647499162,14.1920297345064,129.700849605066,0.00670419011882427,0.000891680047048388,0.00286047202851688,0.0324812613939086,0.0872620242483525,0.00862430343895551,0.0168000101526253,0.0143074512328163,0.090690394962275,0.825759912024925,0.090690394962275,0.00672661674231585,0.00623265500426742,0.00817964562267595,0.054288713939355,7.043282492867e-05,0.00191571268705647,580.673963998242,1.06891166548304e-05,3835.09574381677,23.0080580979598,222.021290986835,391.637679394771,239.329276126611,1498.83616027735,54.1854690547744,11.4154344884974,18.1219482607488,1.79097976623078e-06,9.11765528143043e-16,7.04573042493754e-17,14.3094399843895,24743.7003421284,24727.0330136845,3.89294865169553,9.53127204168485e-09,10.970184101872,0.747330749246067,19.3740272777437,3.37760218522888,4.02073426874752,21.4445252691499,4.91410158979362,9.4264081789479,1.64348664525322,1.20472344806769e-08,5.68271998169927e-18,5.76315780288951e-19,0.776841093944887,1.7427687142846,47.3698908575797,1.49304534775871,2.74841595845908e-08,9.86090683158679,0.0591589708406918,0.570867433643503,1.00698989705202,0.615370215400904,3.85385,0.139323213204371,0.0293516885763918,0.0465956667950708,4.60501791657554e-09,2.34435735790085e-18,1.81161816866768e-19,0.0367928374997536,63.6217033527305,63.5788478456206
"4",4,1.14269994780228,0.578703703703704,0.001,4.72477034259949,45.3160736027553,6.10586374299387,10.5918501444719,2.60796652691033,17.5088065561635,37.699183592751,47.3361318555095,9.97905087540738,1.73779250302701,12.5085680971476,14.1918007919111,129.692138009014,0.0067942464040025,0.000892070851285081,0.00286090730759735,0.0324815416325749,0.0872582373192533,0.00862268560467699,0.016799050261401,0.0143478746182463,0.0906929281683002,0.825782977532417,0.0906929281683002,0.00672771111956011,0.00623270956420626,0.00817986860984501,0.0542902303568025,7.04245883814722e-05,0.00191645296430634,580.077470288912,1.59497947003413e-06,3831.189834307,22.9874355519787,221.76686111955,391.121131803233,239.326972909029,1497.29002590486,54.0909954004526,11.4030609144443,18.1028462273145,2.7763580711545e-18,3.16132926757374e-17,3.7675494738002e-13,14.2935401116918,24716.5164220989,24699.8665555444,3.94118926655331,1.42283469361558e-09,10.9606789937616,0.746667344907727,19.3509853971156,3.37251455288471,4.02046584680774,21.4829295588337,4.90567076040511,9.41645359491338,1.64180013253562,1.86785350671866e-20,1.9703647161612e-19,3.08180596767763e-15,0.775999585277946,1.74065049525021,47.3361324783441,1.49305179370438,4.10529124234053e-09,9.86103606348487,0.0591669796560991,0.570802050998157,1.00670020351532,0.615999731907696,3.85385,0.139223917222087,0.0293501496335511,0.0465946160904762,7.14602205811971e-21,8.13689304480358e-20,9.69723319356932e-16,0.0367899061680811,63.6174322711734,63.5745774553988
"5",4,1.14128692098976,0.482253086419753,0.001,4.7195177999498,45.3218959290602,6.10970836500218,10.591155993764,2.60833308272559,17.5116976373422,37.7453977139076,47.2956768954104,9.97842486045557,1.73764457721717,12.5073706504873,14.19151667246,129.681661544818,0.00690231394621638,0.000892546547749524,0.00286143485556553,0.0324818797655213,0.0872536838691349,0.00862075103070899,0.0167978893154324,0.0143963749130567,0.0906959761509234,0.825810730216302,0.0906959761509234,0.00672902461726594,0.00623277484827161,0.00818012295812442,0.0542920549277154,7.04146518284596e-05,0.00191734068613292,579.363171124286,8.79528077415216e-06,3826.51230284513,22.9627279107255,221.46215174914,390.502727165679,239.324048546887,1495.43852415517,53.9779378953316,11.388245785317,18.0799697269812,4.35242040462956e-07,6.39212159331348e-17,8.54817513686859e-18,14.2744985393724,24683.959647156,24667.3307022204,3.99894649597531,7.85019749145727e-09,10.9493156786114,0.745872567084566,19.3233885776979,3.3664267877082,4.02013887801178,21.5288936531661,4.89558176803102,9.40453556785539,1.6397805031677,2.92875440474429e-09,3.98406546938981e-19,6.99251236871671e-20,0.7749918587652,1.73811242430224,47.2956767736628,1.49305954138015,2.26660556512112e-08,9.86119068094135,0.0591765609413756,0.570723503328621,1.00635292643517,0.616754864606334,3.85385,0.139104933166974,0.0293483084131046,0.0465933505168256,1.12164927581076e-09,1.64729458312624e-19,2.20292470864571e-20,0.0367863842661392,63.6122958915569,63.5694419337346
"6",4,1.13959508144328,0.401877572016461,0.001,4.7132350665854,45.3287730090826,6.11436103458425,10.5903265977075,2.60882399532588,17.5151040990148,37.8008472717097,47.2472241634808,9.97767337383389,1.73745683089393,12.505934178333,14.1911862299555,129.669056122256,0.00703199499687304,0.000893112021233501,0.00286206339811088,0.0324822838369638,0.0872483070375933,0.00861843029278882,0.0167965193269273,0.0144545785098835,0.0906996287908643,0.825843988464185,0.0906996287908643,0.00673060074814716,0.0062328532279888,0.00818044583741153,0.0542942414561229,7.0402812978412e-05,0.00191840647929384,578.50790576656,1.21609265776796e-05,3820.91149223205,22.9331294756286,221.097390912155,389.762665487672,239.320331251272,1493.22169157087,53.8427059630346,11.3705075010687,18.0525798404532,1.69448383717576e-06,2.10140371130117e-15,1.97364998769516e-16,14.2517010784817,24644.9736696784,24628.3697620526,4.06806469900195,1.08610697158636e-08,10.9356909293386,0.744920420897208,19.2903730475145,3.35914236323706,4.01974856918863,21.5838901734722,4.8835134439429,9.3902652655445,1.63736229024654,1.14048941822185e-08,1.30977409052912e-17,1.61453368263482e-18,0.773785299515571,1.73507547212425,47.2472241259662,1.49306878223357,3.13860876492406e-08,9.86137546585438,0.0591880238068835,0.570629387971473,1.0059369327869,0.617660903132512,3.85385000000001,0.138962428383524,0.029346098158335,0.0465918324190302,4.37328668124958e-09,5.42350458643448e-18,5.09378550285949e-19,0.0367821593480382,63.6061157650165,63.5632628050275
"7",4,1.13757050054042,0.334897976680384,0.001,4.70572975076984,45.336920725499,6.11996416228621,10.5893275080632,2.60942699469444,17.5191637996184,37.867365424232,47.189207561477,9.97677905519185,1.73723358452364,12.5042111597431,14.1907880235171,129.653883540432,0.00718761225766104,0.000893788042524504,0.00286281528772963,0.032482770665059,0.087241938872606,0.00861565192175806,0.0167948944997989,0.0145244222794041,0.0907040169160869,0.825883943499107,0.0907040169160869,0.00673249224254404,0.00623294652040888,0.00818082985921625,0.0542968682577268,7.03885583386202e-05,0.00191968549367849,577.484408330486,1.05516772171004e-05,3814.20871248107,22.8976911050594,220.660949209316,388.877539126475,239.315543554392,1490.56886499262,53.6810526489197,11.3492895435975,18.0198038469455,2.18310457531721e-06,1.7582486418207e-12,2.45232613208055e-17,14.224421747852,24598.3128104056,24581.7388660165,4.15073401192434,9.43096292522258e-09,10.9193750126824,0.743780448925005,19.2508890424903,3.35043351730356,4.01927930615804,21.6496516316848,4.86908710754096,9.3731960041795,1.63446859295791,1.46977346179855e-08,1.09590697540499e-14,2.00620628458609e-19,0.772341553685464,1.73143977628686,47.1892075104846,1.4930798162455,2.72812495941433e-08,9.86159619446228,0.0592017376303309,0.570516545114159,1.00543875520303,0.618747801049542,3.85385,0.138791792589914,0.0293434678093923,0.0465900118314191,5.64439373797595e-09,4.54593322551001e-15,6.34046321916529e-20,0.0367770916463031,63.5986770224475,63.5558252649179
"8",4,1.13514928701211,0.279081647233654,0.001,4.69676731377959,45.3466158513996,6.12667449506788,10.5881328400945,2.61005456381882,17.5241114094496,37.9471424275158,47.1197639534467,9.9757045639766,1.73696588611904,12.5021448284815,14.190310324677,129.635611096962,0.00737435297060663,0.000894607073587716,0.00286372371575506,0.0324833529135452,0.0872343642511007,0.00861233068267025,0.0167929505023475,0.0146082241272014,0.0907092761856368,0.825931830532377,0.0907092761856368,0.00673476241180782,0.00623305862996906,0.00818129047625024,0.0543000165401909,7.03714958600019e-05,0.0019212198346038,576.260371009707,2.85070240210515e-05,3806.19222160536,22.8552841491389,220.139032525291,387.819659782805,239.309287059676,1487.39632711556,53.4879689321405,11.3239152427736,17.9806075654435,2.47620634782989e-06,1.31953203927456e-06,3.45838848516471e-16,14.1918007881729,24542.5000295638,24525.961918016,4.24954737879831,2.55025853361676e-08,10.8998829317337,0.742416260955833,19.2036885491962,3.34003115529019,4.01870901234522,21.7282189124801,4.85185494647429,9.35278204525746,1.63100789763936,1.66766614352446e-08,8.22472056492094e-09,2.82940807768515e-18,0.770615017532884,1.72709243922455,47.1197644996299,1.49309299097336,7.38618164646001e-08,9.86185969793256,0.0592181352154945,0.570381138524677,1.00484233328206,0.620051346854833,3.85385,0.13858754745541,0.0293403109600206,0.0465878281415851,6.41586082983707e-09,3.41891293991556e-09,8.96069878658276e-19,0.0367710142014161,63.5897184998133,63.5468681847853
"9",4,1.13225534787216,0.232568039361378,0.001,4.68608597943881,45.3580209667359,6.13477697448334,10.5866942926185,2.61084268626212,17.5299821554977,38.0428410225854,47.0366938201384,9.97442662678828,1.73664217840425,12.4996667389292,14.1897402760675,129.613585975467,0.00759844182614134,0.000895583640979256,0.00286480800327775,0.0324840541966174,0.087225457791813,0.00860835698888762,0.0167906599339469,0.014708785933489,0.0907155936322439,0.825989352546221,0.0907155936322439,0.00673748684878616,0.00623319199798873,0.00818184765575552,0.0543037982642844,7.0350999820004e-05,0.00192306133982009,574.79730600316,4.12892015629225e-05,3796.60967889674,22.8045566376391,219.51534082481,386.556230524865,239.30116775596,1483.60437261502,53.2575505072252,11.2935992789917,17.933759985721,2.38314812602105e-06,1.38885221234167e-06,2.85263933662048e-18,14.1528145117724,24475.7745997036,24459.2793129351,4.36756389148777,3.69779334688485e-08,10.8765577934252,0.740784453746899,19.1473260957699,3.32761402863677,4.0180245295867,21.8220191267826,4.83129030966215,9.32839275637083,1.62687168316287,1.60564291577762e-08,8.65698249635706e-09,2.33398604690442e-20,0.768551584119124,1.72189521445821,47.0366944465668,1.49310870109918,1.07253923202449e-07,9.86217382551011,0.0592377201228232,0.570218861478927,1.00412869933946,0.621615049388651,3.85385,0.138343223308583,0.0293365525100377,0.0465852097747257,6.19052867125072e-09,3.6077192797017e-09,7.41009147071822e-21,0.036763725702733,63.5789201502605,63.5360715566016
"10",4,1.12879886015802,0.193806699467815,0.001,4.67337822228181,45.3712920167423,6.14462707136602,10.5849569617851,2.61197856713665,17.5367938148179,38.1576341977299,46.9373941744654,9.97291921669456,1.73624611347009,12.4966960948561,14.1890653259372,129.58701874672,0.00786734845278299,0.000896732724280392,0.00286608933121505,0.0324849013888568,0.0872150998271181,0.0086036001847935,0.0167879982533285,0.0148294715875601,0.0907231874925829,0.826058496642992,0.0907231874925829,0.00674075621589157,0.00623334935818579,0.00818252966220172,0.0543083440699545,7.03263374253397e-05,0.00192527231239171,573.049768105607,1.08595744048212e-05,3785.16307948862,22.7439112983335,218.770672156157,385.048706926727,239.290522159578,1479.07530565479,52.982881984832,11.2574198442528,17.8778085086774,4.94190792342792e-06,2.88231360943219e-16,4.0444844230472e-17,14.1062563076147,24396.0573240599,24379.6131754288,4.5083822064733,9.73813574056095e-09,10.8486155190314,0.73883371572327,19.080106011345,3.31280512606929,4.01720886805305,21.9339052210696,4.8067759362073,9.29928731262243,1.62193177328924,3.33121965532105e-08,1.79664676874443e-18,3.30941137598966e-19,0.766087421092904,1.71568535921977,46.9373942334733,1.49312738869378,2.82954969635523e-08,9.86254768646099,0.0592610952410426,0.570024630703816,1.00327546103721,0.623490754864867,3.85385000000002,0.138051172213203,0.0293321153432193,0.0465820719592537,1.28765396717047e-08,7.51010057516492e-19,1.05382303620167e-19,0.0367549885142827,63.5658949607748,63.523048405255
