"","convergence","mu","x_C","x_C2","C","AA","NT","ATP","RNA","DNA","p","tau tC","tau tC2","tau ATPS","tau EAA","tau ENT","tau RNAp","tau DNAp","tau r","v tC","v tC2","v ATPS","v EAA","v ENT","v RNAp","v DNAp","v r","p tC","p tC2","p ATPS","p EAA","p ENT","p RNAp","p DNAp","p r","f tC","f tC2","f ATPS","f EAA","f ENT","f RNAp","f DNAp","f r"
"1",4,0.97592739025804,1,1e-05,36.8647440487827,16.2800646514505,5.04427316956343,15.7404580714663,37.7203865074055,7.14705733346339,135.203016197378,0.0323529411764706,0.11,0.108199006222684,0.216398012445368,0.0421316992788152,0.311477876287479,0.233608407215609,0.526067733735288,294.507787795731,4.60771819353081e-15,93.2444613803711,143.36641768692,48.7102117252891,36.8123583636968,6.97500901147152,131.948326752522,9.52819313456775,5.0684900128839e-16,10.0889580571256,31.024207838862,2.0522439922173,11.4662352042579,1.62942074548438,69.4137572248627,1.18807965744683,1.85880865628538e-17,0.376159315055,0.578357284504123,0.196502822875718,0.148505458690573,0.0281380209978874,0.532295339359755
"2",4,0.974056380582088,0.769230769230769,1e-05,36.7785360480228,16.2671250654074,5.03480888016306,15.7155712231335,37.7010891178083,7.13630030047363,135.366571250161,0.0332352941176471,0.113,0.108257290759745,0.21651458151949,0.0421655897486348,0.311743277647215,0.233807458235411,0.526314799974761,293.94694271387,6.37428017243013e-16,93.0732404195174,143.189084753493,48.5783329662555,36.7229864100951,6.95115884142621,131.854672443739,9.76941309607862,7.20293659484605e-17,10.0758568500473,31.0025247635613,2.04833405852771,11.4481441484772,1.62523278050447,69.397065552964,1.18809491018968,2.57640027110576e-18,0.376189805535512,0.578751461810378,0.196347237395453,0.148429484715781,0.0280956704743056,0.532939256890396
"3",4,0.971638064307492,0.591715976331361,1e-05,36.6675488104889,16.2503752124229,5.02259605407922,15.6834669712093,37.6760016434815,7.12239500684692,135.577616303199,0.0343823529411765,0.1169,0.108332731886106,0.216665463772213,0.042209487653477,0.312087585064919,0.23406568879869,0.526635621419915,293.22199365029,1.94352918832691e-15,92.8518506290159,142.958969061215,48.4079729131884,36.6074373077183,6.92039009768609,131.732372668264,10.0816620757997,2.27198562115415e-16,10.058894639322,30.9742713320456,2.04327573500907,11.4247267047812,1.61982587497053,69.3749599412712,1.18811452560637,7.87504112786688e-18,0.376229051199133,0.579259507763645,0.196145640568534,0.148330715131817,0.0280409252238068,0.533770142925981
"4",4,0.968517639910473,0.455166135639508,1e-05,36.525059100935,16.2287207280729,5.00686984798545,15.6421464170804,37.6433891324144,7.10444975649456,135.849366759882,0.0358735294117647,0.12197,0.108430258272825,0.21686051654565,0.0422662883179293,0.312533996672766,0.234400497504574,0.527052062710552,292.286509879812,7.93596341423151e-17,92.5660553091129,142.660549646541,48.18831308029,36.4582864007576,6.88078491102265,131.572508077614,10.4853487088355,9.67949457633817e-18,10.0369612844637,30.9374404870352,2.03674113420618,11.3944539606691,1.61285940636568,69.345561778307,1.18813973380162,3.22595574538203e-19,0.376279453879892,0.579912728612525,0.195884680066514,0.148202319418954,0.0279702746318684,0.53484002661371
"5",4,0.96449997803671,0.350127796645776,1e-05,36.3427752417972,16.2007701264663,4.98667535084933,15.5891154440433,37.6010010451808,7.08134004398284,136.19832350534,0.0378120588235294,0.128561,0.108556136505845,0.217112273011689,0.0423396875150535,0.31311234762866,0.234834260721495,0.52759237511,291.081929187936,2.57908632791787e-15,92.1978680716973,142.273860824258,47.9057652654975,36.2661646822352,6.82995231689193,131.363280029537,11.0064070289206,3.31569917403449e-16,10.008644351939,30.8894013137034,2.02831513151067,11.3553839631422,1.60390680310038,69.3062649130235,1.1881719785306,1.05276136982893e-17,0.376343951095375,0.580749946176157,0.195547308818949,0.148035437185751,0.0278792915117435,0.536213872068267
"6",4,0.959341438429203,0.269329074342904,1e-05,36.1106383405893,16.16477022938,4.96083389283519,15.5213037592105,37.5459236030482,7.05166020135591,136.644871590062,0.0403321470588235,0.1371293,0.108718281060394,0.217436562120789,0.0424343749648122,0.313860910718708,0.235395683039031,0.528292955971836,289.535118691464,4.97642079215614e-15,91.7247835593778,141.773353729853,47.5434437199449,36.0193603565013,6.76494984088274,131.089087665184,11.677572985758,6.82413099733818e-16,9.97216079921227,30.8267106353538,2.01747631793059,11.3050692449968,1.59243998851938,69.2534416182911,1.18821307662767,2.04225597460005e-17,0.376426140527141,0.581818722303887,0.195111880697793,0.147818596862395,0.0277624417376217,0.537971935393945
"7",4,0.952741409542352,0.207176211033003,1e-05,35.8166858536725,16.1185254990747,4.92791217378139,15.4349919953904,37.4743960362027,7.01367446618849,137.213813942288,0.0436082617647059,0.14826809,0.108926618831932,0.217853237663864,0.0425562691216797,0.314828603024851,0.236121452268638,0.529200587266503,287.55579582159,1.06152180678647e-15,91.1189556593126,141.126506551946,47.0806529888171,35.7034089012801,6.68221809698762,130.729282504057,12.5398084161462,1.57389810785579e-16,9.92527975146568,30.744866372532,2.00357693901652,11.240454347615,1.57781504143649,69.1820130740756,1.18826516936245,4.38652048698632e-18,0.376530338987915,0.583176255343238,0.194551112898317,0.147536992268514,0.0276128915991673,0.540211865914518
"8",4,0.944334801430096,0.159366316179233,1e-05,35.4470902574822,16.0593267538414,4.88620428622797,15.3257683241058,37.3815868166315,6.96527114255222,137.934753949313,0.047867210882353,0.162748517,0.109193471923219,0.218386943846437,0.0427127744179503,0.316077664591303,0.237058248443477,0.530375142646342,285.034264497469,2.23250409617048e-15,90.3464469784929,140.292274252709,46.4924940593164,35.3007333636256,6.57754794130882,130.256588481034,13.6437952473967,3.63336730848172e-16,9.86524222150863,30.6380010193154,1.98582341088347,11.1577733599351,1.55926199401967,69.0848566962542,1.18833081444356,9.30748945404214e-18,0.376661616838658,0.584889794975304,0.193830953722093,0.147171601640281,0.0274223273328827,0.543050212398871
"9",4,0.93368718048537,0.122589473984026,1e-05,34.9864248426568,15.9838751328571,4.83373095269707,15.1885448839947,37.2613361729781,6.90393263821537,138.842155744718,0.0534038447352941,0.1815730721,0.109533971746351,0.219067943492702,0.0429130733151756,0.31768688502257,0.238265163766928,0.531892865402227,281.839895814977,3.94918063098156e-16,89.3667032559736,139.219434121132,45.7497379361502,34.7904319124654,6.44611339923623,129.635140929796,15.0513340363145,7.17064859445137e-17,9.78868994950434,30.4985151271341,1.96326185820409,11.052463942861,1.53588426472921,68.9520065659709,1.1884128991238,1.66522102531197e-18,0.376825795349034,0.587036022135363,0.192909447889333,0.146698173909363,0.0271808371583282,0.546622660412276
"10",4,0.920295428112902,0.0942995953723274,1e-05,34.4183239654244,15.8882397155574,4.76827757480329,15.0176653989053,37.105878371266,6.82673514002322,139.974881085316,0.0606014687441177,0.20604499373,0.109966433410708,0.219932866821417,0.043168420416317,0.319755357928326,0.239816518446245,0.533850162671301,277.821298063629,2.2349227120239e-14,88.1325163427802,137.84511219696,44.8192074115553,34.1483702211895,6.28261313830106,128.818243113464,16.8363787110532,4.60494636185999e-15,9.69161848972652,30.3166707027973,1.93477438826813,10.9191243427454,1.506674409572,68.7696400411538,1.1885146928184,9.56096058533854e-17,0.377029375784077,0.589698998317135,0.191735791677529,0.146086135319945,0.0268769100000914,0.551082208997309
