"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","TC","p","tau tC","tau tW","tau FER","tau RES","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau tRNAc","tau r","v tC","v tW","v FER","v RES","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v tRNAc","v r","p tC","p tW","p FER","p RES","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p tRNAc","p r","f tC","f tW","f FER","f RES","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f tRNAc","f r"
"1",4,0.667960670277536,0.6,1,10.6741743282833,2.87873017187983,6.73263239944267,2.77096809833356,5.97086563421568,47.3900863431085,15.8042341248778,19.7732881383296,5.29502789552213,1.39036201027835,5.28887177887313,216.030756751652,0.0329706974827167,0.0344615044881035,0.00516762833461662,0.215676477602446,1.34887986192773,0.156165745708052,0.181391555086143,0.063943035990127,0.17109640438565,0.196011515656369,1.148530313356,1.148530313356,0.115171983430437,0.118885641770569,0.4140416788896,0.00037029816747248,0.00349515811010776,648.105164673982,420.998538332764,2263.26626085509,3.05991288567974e-15,5.83920111944838,162.012745795071,94.3271332313686,58.6478156626471,252.52520024408,15.0835150224313,5.35415547872557,4.94604199984889,1.87573622396175,1.81728509649435,0.521763450984863,14433.7236010275,14430.0049080397,21.3684793214522,14.5082430182396,11.6957188583765,6.59951232953742e-16,7.87638079976978,25.3008412612963,17.1101453836557,3.75011938765898,43.2061537785283,2.95654264097236,6.14940986973744,5.6806791679584,0.216032261305993,0.216049104976822,0.216031815229004,5.34478139926476,50.4351486832297,2.85374835020423,1.85374835704306,9.96565481967279,1.34734636062803e-17,0.0257112756839684,0.71337744431849,0.415342934312091,0.258239119687546,1.11192351621522,0.0664160053904164,0.0235755139705391,0.0217785013396858,0.00825927557179986,0.00800190251312109,0.00229743823781118,63.5548320841666,63.5384578681329
"2",-1,0.658784388497211,0.491803278688525,1,9.72421906997892,2.77153238429219,6.62400994642075,2.77132362072008,5.97554969051577,47.2641926056641,16.0682210474761,19.6611459686622,5.28551494522693,1.39444440251054,5.27672557830385,217.183126834532,0.0350214888494206,0.0343828806867182,0.00521242473455333,0.218379946788422,1.35561814773689,0.159248595863393,0.185725267267793,0.0644806732299884,0.171045270106563,0.19687366808753,1.15096595688845,1.15096595688845,0.115258520560204,0.11891963243625,0.40922745757716,0.000374158090105156,0.0035037431632629,642.527690259387,418.540994155503,2248.38953035111,1.54408472022676e-05,5.76230358560519,160.398707248223,92.5713756975824,58.8082954277751,253.948208882057,14.8367013016746,5.30831265899871,4.88898984859045,1.88424527755508,1.82629792791452,0.530719048359065,14311.344523974,14307.68534036,22.5022763398631,14.3906450645491,11.7195612009129,3.37197139039935e-06,7.81148331341575,25.5432689075829,17.1928434927808,3.79199848069099,43.4366399813093,2.9209558075797,6.1096871590275,5.62706087930081,0.217175323063549,0.21718267830668,0.21718480684775,5.354705333927,50.130454693403,2.86859761295075,1.86859759502632,10.0380496242036,6.89364491178283e-08,0.0257260979742236,0.716108201573208,0.413289623745942,0.262552631494707,1.13376471840163,0.0662392089605748,0.0236992323494302,0.0218271442959062,0.00841230905274475,0.00815360015758627,0.00236942223401408,63.8937268571482,63.8773902454507
"3",-1,0.648556689189399,0.403117441547971,1,8.810374328196,2.65993051793559,6.49062064383176,2.77173044592706,5.97534882056229,46.9282717128941,16.3308370807812,19.5185622867084,5.27636874383595,1.3971115395421,5.26216049770611,218.57867044608,0.0373238128325195,0.0344060482594229,0.00526467176813973,0.221623419818833,1.36425754568326,0.162726677814072,0.190799214477145,0.0651162860922569,0.171056135326587,0.19795847055394,1.15406847124093,1.15406847124093,0.115369984509786,0.11895242824278,0.403863378245898,0.000378795910959207,0.00351490716677855,636.520393223404,416.011127288737,2232.23385910116,0,5.67297676915145,158.644909720522,90.5581487966058,58.8415201600161,255.563751337191,14.5538007357785,5.26059967951199,4.8247837574622,1.89490660137388,1.83857543606732,0.541792641944502,14179.6583141303,14176.0658831931,23.757368020752,14.3132989219532,11.7519785778955,0,7.73940136380071,25.815759110934,17.2784236548968,3.83154126084291,43.7157476333048,2.88104813440152,6.07109222994494,5.56813081504249,0.218615345247996,0.218703012627736,0.218810206684477,5.37119658819127,49.8275555695601,2.88659239015501,1.88659242820206,10.123083783847,0,0.0257267037249682,0.719447788337177,0.41067727910339,0.266843743150019,1.15897053364398,0.0660008554305436,0.0238565914999703,0.0218801851860633,0.00859331929316609,0.00833785990045278,0.00245700614454637,64.3041357674159,64.2878442488472
"4",-1,0.637237182593853,0.33042413241637,1,7.96805590139558,2.55384322782604,6.36802168889594,2.76904460525464,5.98041372592754,46.9241850701748,16.656799788784,19.3805495380351,5.25815068775279,1.40104706734917,5.24386732537977,219.49602206085,0.0399416376116123,0.0342501089470223,0.00532511611073358,0.225341294701184,1.37257673606966,0.166600960001611,0.19636916578182,0.0658230819983044,0.170937888894529,0.198976073695236,1.15703464103204,1.15703464103204,0.115479437227063,0.119018093230557,0.398634567100181,0.000383322252189836,0.00352686730567798,628.44751867777,411.786876157678,2208.44355823654,2.03671825467863e-14,5.57548017618468,156.300269261551,88.4231383659893,58.9685120468589,256.81377466681,14.2507721046345,5.19489174211471,4.74983311042168,1.90076531989643,1.84420261219719,0.550621186750141,13990.6201291144,13987.1026688615,25.1012230489444,14.1037453713544,11.7602183716112,4.58956728450819e-15,7.65277438224866,26.0397749074847,17.3635779167398,3.8814892037784,43.8992044805798,2.83556268050578,6.01066970203799,5.49572144787883,0.219499309442358,0.219493478434522,0.21949663841633,5.3629160174246,49.3306551039687,2.90060766292837,1.90060766090594,10.1930998496793,9.4004994866979e-17,0.0257337009740644,0.721405917381434,0.408118140499927,0.272169931189281,1.1853273035613,0.0657746232435097,0.0239770901267372,0.0219229162471787,0.00877300695517107,0.00851194104511135,0.00254139921980834,64.5738884306693,64.557653547309
"5",-1,0.624720958287334,0.270839452800303,1,7.17179581991526,2.44507646008259,6.22026961310631,2.76682388760533,5.97946211160854,46.7046557827803,16.9849341484163,19.2091533913995,5.23962786937608,1.40333982762044,5.22257864501782,220.652281856629,0.042903259888665,0.0341986801636694,0.00539494888726032,0.229726016538632,1.38312197419434,0.170961137359486,0.202870820955097,0.066655093826773,0.170904128738581,0.200241207437192,1.16076473564634,1.16076473564634,0.11561755450057,0.119085324853787,0.392882360042646,0.00038869814545087,0.00354196798281039,619.780080104612,407.374954653282,2182.76165984919,2.71102791417229e-08,5.46398817088397,153.772235924083,86.0137527858893,58.9491352091439,258.217614031755,13.9087835261651,5.12620936581206,4.66663223826101,1.90842281160158,1.85290402218642,0.561625830352417,13788.0448699611,13784.610496976,26.5905858505458,13.9316857808769,11.7758875879579,6.22793643447838e-09,7.55736210588754,26.2890763478925,17.4496806411021,3.92926013837262,44.1304563510523,2.78511160726181,5.95032305937463,5.41686213640373,0.220647178430477,0.220653677404959,0.220652881689769,5.35938747034728,48.8246490358012,2.91791489361969,1.91791489534452,10.276407649986,1.27634768875548e-10,0.0257243705859231,0.723957274251779,0.404951398676295,0.277531603732293,1.2156844757757,0.0654823346311469,0.0241341132709381,0.0219704313645724,0.00898482465644247,0.00872344306689077,0.00264412559814803,64.9138989319654,64.8977299578322
"6",4,0.610921297730576,0.221999551475658,1,6.42827455437759,2.33476644791455,6.04983459469121,2.76464787467536,5.97214961004304,46.2718142277996,17.3188042920841,19.0010804930492,5.21685476932224,1.40550382494126,5.19655917260479,222.039709920021,0.0462714969309357,0.0342508188307513,0.00547569614721663,0.234847130212208,1.39605257607894,0.17584821610492,0.210439267047899,0.0676288933041313,0.17095042629686,0.201746727788538,1.16529377528396,1.16529377528396,0.115788575818609,0.119168637890411,0.386368291990512,0.000394762283448787,0.00356122159980783,610.391227210216,402.677986115292,2154.73211349365,1.06478939612644e-05,5.33749565737337,151.022886064083,83.3192934626065,58.7801466292327,259.79185195963,13.5260341532406,5.05134094632154,4.57487692756511,1.91786940014388,1.86425326057525,0.574953808915026,13568.220550757,13564.878773206,28.2437157965276,13.7920507495667,11.7986583321411,2.50062733960685e-06,7.45142456228624,26.5571051053856,17.5336510472197,3.97523626478957,44.4115278409497,2.72883313037231,5.88629616158547,5.33107560638182,0.22206736644875,0.22216052174551,0.222143921123937,5.35622172695359,48.3075392859159,2.93862453640616,1.93862453704874,10.3735905364086,5.12624707904695e-08,0.0256964631903481,0.727073946614805,0.401126538538729,0.282986998236668,1.25072359577679,0.0651187862326395,0.0243188201024085,0.0220249652863232,0.00923325537073027,0.00897512960440192,0.00276801712550825,65.3218854537912,65.3057970353002
"7",-1,0.595823014290846,0.181966845471851,1,5.74984199636254,2.23127021770284,5.87756046730399,2.76521171198019,5.96240437221735,45.9816795083411,17.7037610981656,18.7827121611717,5.19174640957071,1.40375125168731,5.16956420096349,223.180490594806,0.0501388451122877,0.0342211476482956,0.00556609349092082,0.240568960383974,1.41004104683206,0.18137319297504,0.218922426184439,0.0687407339904436,0.171083642422581,0.203332766947751,1.17013861542775,1.17013861542775,0.115972134238429,0.119261341389028,0.380589615070161,0.000401537384126032,0.00358213436174161,599.185809453706,396.605988175552,2120.01465531184,1.03706068093836e-14,5.20011452285972,147.773309632929,80.4513309380043,58.6017127877448,260.90235633043,13.1158921397812,4.96578502145122,4.4711446769414,1.92471996335448,1.87242302626712,0.587034632424216,13300.8495219473,13297.6072637107,30.0424844936801,13.5723120795537,11.800199773588,2.49484609868437e-15,7.33237492545972,26.8021170046135,17.6126005587151,4.02832475012674,44.6361254376442,2.66689063976996,5.81065680951281,5.23185904165338,0.223213881961529,0.22330768176032,0.223419284787186,5.34078832369671,47.633815908283,2.95777632284501,1.95777634052067,10.4650828718437,5.11926931352001e-17,0.0256694590711686,0.729457189213509,0.397133974195332,0.289277142126889,1.2878990122149,0.064744315723036,0.0245127323261844,0.0220710264709524,0.00950104466076617,0.00924288994509404,0.00289779415513431,65.6573256059057,65.6413207631782
"8",4,0.579316154687319,0.149153152026107,1,5.12754811742347,2.12735210640326,5.69724870086583,2.76081084819959,5.95302058636674,45.8156572927084,18.1306139544174,18.5545041335,5.16065797547395,1.40373527469734,5.13591205532876,224.132941757819,0.054578842936684,0.0341226776041281,0.00567300852516099,0.247383709521022,1.42578115985882,0.187523654745184,0.228706756792535,0.0700177635445965,0.171110356767403,0.205096631710321,1.17552331879913,1.17552331879913,0.116168580838458,0.11937737406262,0.374170238491921,0.000408694138941801,0.00360558194102028,586.275972821775,389.308478604147,2079.25114505715,1.6643038363245e-23,5.04806331926644,144.029738659042,77.3783002080779,58.3519864344073,261.974723034848,12.6783709411254,4.86717665467634,4.35622141994489,1.92944695437627,1.87752412066833,0.599017200153404,12987.5153082346,12984.3833957896,31.9982642381913,13.2842477039629,11.79560947186,4.11721656800022e-24,7.19743357438448,27.0089829853374,17.6969400867086,4.08567558852183,44.8265883225344,2.60029117559884,5.72147965428678,5.12083986099747,0.224141114492977,0.224133899264614,0.224134408642162,5.30792138589239,46.8162582871427,2.97651132733444,1.97651131908972,10.5563162615179,8.44963711731704e-26,0.0256289159840185,0.731236087551524,0.392848074518045,0.296251862000284,1.33004040202339,0.0643678343780251,0.0247105580244986,0.0221164485701763,0.00979576339714291,0.00953215221428114,0.00304119828234336,65.9373541147,65.921453458182
"9",4,0.561277884420963,0.122256681988613,1,4.54980030884448,2.01820848307125,5.50260848081641,2.73075619863171,5.94674430512345,45.2870963196158,18.5449760957815,18.2745152358096,5.12171737745898,1.40486063624323,5.0967794281128,225.521935421009,0.0596696697461688,0.0342123654528764,0.00581330291779804,0.256460461646291,1.44418696596009,0.194400459816931,0.24019665012281,0.0715097379322943,0.170568657434942,0.20702121426308,1.18173199192461,1.18173199192461,0.116416304133318,0.11952470092163,0.367023229467064,0.000416753897303149,0.0036344948661516,573.036845517027,382.202365773393,2038.10503878121,0.00018154969254956,4.87048912480968,140.098305105959,73.9816873189763,57.8271386093197,264.501063768735,12.1950185292007,4.76249735184524,4.23375941993648,1.93793727882687,1.88779065762298,0.614645371713684,12661.0587535991,12658.0474803625,34.1929193243874,13.0760470147933,11.8481219687257,4.65603179630023e-05,7.0338969119005,27.235174932171,17.7701534644513,4.13520352732691,45.1155913371471,2.5246275438759,5.62799548213174,5.0031689526511,0.225607495643203,0.225637613755033,0.22558912930334,5.27654557954657,46.0056085828806,3.00279511022159,2.00279511524947,10.6799621916953,9.51346380804151e-07,0.025522060305163,0.734135176147245,0.387674633254911,0.303022485225187,1.38602344185487,0.0639036430118305,0.024956167954019,0.0221855054932276,0.0101550687888612,0.0098922933144337,0.00322082974444152,66.3457605090524,66.329981006179
"10",4,0.541815922469947,0.100210395072633,1,4.03882220359986,1.92798328720118,5.27736906042591,2.76570904837965,5.8987301403826,44.8511595402707,19.0222297552386,17.9751132579699,5.0871804510104,1.39819546004006,5.04879425110047,226.708712349268,0.0656725852473781,0.0342439262007791,0.00593110731806622,0.263718909606332,1.46757714187067,0.2023974080687,0.253268398161875,0.0732624947534955,0.17189906553449,0.209508807364876,1.18948835841306,1.18948835841306,0.116689741849998,0.119657254340199,0.360241477976814,0.000425762630864206,0.00366996074425776,557.239589577647,373.022176585395,1986.61623390583,0.000109219416234284,4.69453111174406,135.664646272819,70.4002946052066,57.2585942348327,263.770549047745,11.6820700915105,4.65214577122735,4.09390500925128,1.94286752014178,1.89583040239207,0.629618248749368,12286.3185030488,12283.4390113493,36.595364449752,12.7737438862442,11.782834083108,2.88032253571454e-05,6.88958655139631,27.4581727721755,17.8301698447848,4.19490745972196,45.3419108968267,2.44749657242526,5.5336732365155,4.86965234895332,0.226712709374091,0.22684986064491,0.226814608490645,5.23105528949361,45.0797389761361,3.02490181882192,2.02490182233695,10.7840849279887,5.92883235500477e-07,0.0254836446728306,0.736437688448372,0.382158739579675,0.310820747634618,1.43184373201287,0.0634145809600476,0.0252535614267397,0.0222232248752362,0.0105466007895478,0.0102912659825915,0.00341779985023849,66.6946639858563,66.6790330439024
