"","convergence","mu","x_C","x_W","C","AA","NT","ADP","ATP","W","LIP","rRNA","mRNA","tRNA","DNA","TC","p","tau tC","tau tW","tau ATPS","tau ADPS","tau EAA","tau ENT","tau LIPS","tau Maint","tau rRNAp","tau mRNAp","tau tRNAp","tau rRNase","tau mRNase","tau tRNAse","tau DNAp","tau tRNAc","tau r","v tC","v tW","v ATPS","v ADPS","v EAA","v ENT","v LIPS","v Maint","v rRNAp","v mRNAp","v tRNAp","v rRNase","v mRNase","v tRNAse","v DNAp","v tRNAc","v r","p tC","p tW","p ATPS","p ADPS","p EAA","p ENT","p LIPS","p Maint","p rRNAp","p mRNAp","p tRNAp","p rRNase","p mRNase","p tRNAse","p DNAp","p tRNAc","p r","f tC","f tW","f ATPS","f ADPS","f EAA","f ENT","f LIPS","f Maint","f rRNAp","f mRNAp","f tRNAp","f rRNase","f mRNase","f tRNAse","f DNAp","f tRNAc","f r"
"1",4,0.906216782795561,1,0.001,8.33636879383628,4.42975831401825,9.72515134247312,2.14122692051125,21.230764171842,2.6451489480569,21.6772543911548,42.1068877146774,13.1887726051196,2.87598261072532,10.3630253187642,18.864082016409,182.415576817068,0.0404483384731389,0.0446830663381552,0.00105281604001769,0.105412798822435,0.113393215731957,0.0124531460453766,0.0303143764028959,0.0179974921697524,0.157172856989206,0.217623955831209,0.157172856989206,0.0547075086487481,0.0230328826796569,0.339082899357003,0.0552045623277113,0.000319517401585661,0.0035048448178201,396.430881047852,88.317174929391,4535.71266495571,21.1800905752391,224.010052003452,326.393573069131,109.134954078851,2464.90964920393,41.4923615972047,19.8716413343965,20.0592300132467,3.33439327887588,7.91975425516286,0.537965407133979,9.39114746439944,16548.8003973015,16530.805715496,16.0349704578282,3.94628218616843,4.77527104657677,2.23265262684864,25.4012201529543,4.06462683370219,3.30835807665906,44.3621921106947,6.52147301546189,4.32454519605033,3.15276649018561,0.18241634914243,0.182414770610879,0.18241487000476,0.518434185527167,5.28762970230554,57.937908746347,1.28663825443138,0.286638254535339,14.7209052191283,0.0687411502716281,0.727036959186877,1.05932831468949,0.354203503123444,8,0.134665744395476,0.0644945062089861,0.0651033355960128,0.0108219569993659,0.0257039985468697,0.00174599635262971,0.0304794862316594,53.710042971015,53.6516402403141
"2",4,0.903966991323204,0.91324200913242,0.001,8.18614640846998,4.41678671293946,9.70736556745525,2.1466056199868,21.2134493902781,2.62792340642477,21.81232258788,42.0697915481101,13.1800066584829,2.87499975267522,10.3486744594524,18.850457460707,182.565470452069,0.0410175512403841,0.0446347871003263,0.00105798426300048,0.105629324973119,0.113618457884593,0.0125330225911409,0.0303987949253068,0.0180410166353728,0.157372009211184,0.21789970506164,0.157372009211184,0.0547263559008633,0.0230348998324865,0.339130446751446,0.0552617735249064,0.000320048950132756,0.00350802020499924,395.497096569052,88.1483194966253,4526.19377558795,21.1167186447737,223.530377084769,325.300707841864,109.542331241873,2458.79021639911,41.3656862405037,19.8398571874012,19.9980584221882,3.3359833491643,7.92556622271263,0.538332664788754,9.35486011529444,16521.2529478966,16503.3159044062,16.2223224239443,3.93448147398341,4.78864178586278,2.23054473609472,25.397176734733,4.07700112029619,3.32995486306172,44.3590751969482,6.50980115606752,4.32309902959977,3.14713463422241,0.182566212045719,0.182564624055923,0.182564997110707,0.516966161048581,5.28760966085201,57.8939656421425,1.28680224585652,0.28680224578319,14.7265716136338,0.0687060441478378,0.727285721551726,1.05840898722386,0.356410499801961,8,0.13458874519546,0.0645516060868553,0.0650663347814204,0.0108540641716066,0.0257868806207293,0.00175153670678628,0.0304372778219187,53.7540871529638,53.6957266035499
"3",4,0.901544215821548,0.834010967244219,0.001,8.03040085588848,4.40288119539079,9.68782311500472,2.1521733464904,21.1945259309655,2.60968856505126,21.9548143274217,42.0284955499361,13.1701951517692,2.87384650905906,10.332796934351,18.8353153692776,182.727043355258,0.0416293459299379,0.0445878282035438,0.00106354432317661,0.105861429292487,0.113860132876819,0.0126192800111573,0.0304898428899046,0.018088685184012,0.157592491885006,0.218204988763854,0.157592491885006,0.0547473760732326,0.0230371607663404,0.33918627829952,0.0553251318739869,0.000320627503402056,0.00351155560726171,394.490592560776,87.9655589958543,4515.9154313386,21.0480816921157,223.011966853566,324.115687256049,109.962421479573,2452.20026703461,41.2282131348613,19.8053461894577,19.931742202461,3.33766607213475,7.93183292913921,0.538718876758821,9.31547330942277,16491.5255007152,16473.6509011106,16.4223853438188,3.92219323233585,4.80287622094583,2.2281800117924,25.3921721790678,4.09010661349277,3.35273695470565,44.3570786385392,6.49725684388893,4.32162534273486,3.14109292129536,0.18272845965803,0.182726910360333,0.182726050857523,0.51537978931242,5.28763664858566,57.8481411938669,1.28697675426918,0.286976753663693,14.7326154133393,0.0686667625807533,0.727548952184887,1.05738733206483,0.358738796199701,8,0.134501944850427,0.0646124917469579,0.0650248431024404,0.0108887226447322,0.0258766236535191,0.00175750368842519,0.0303905792186794,53.8015617155381,53.7432480456642
"4",4,0.898937628833313,0.761653851364584,0.001,7.86971792181896,4.38812769766808,9.66665407893576,2.15795990373993,21.1744179398103,2.59048268958006,22.1057429534349,41.9835767474335,13.1595738776864,2.87250284371837,10.3156807786717,18.8188507987871,182.89671141382,0.0422856395509056,0.0445408981278389,0.00106950292522054,0.106109153235723,0.114118828300559,0.0127120334775424,0.030587775189351,0.0181408327508747,0.157831793415909,0.218536329345105,0.157831793415909,0.0547702872502008,0.023039612100801,0.339251385207408,0.0553938580284847,0.000321250728341508,0.00351539568979444,393.406041687852,87.7672482035517,4504.79652850283,20.974352413724,222.449751991961,322.840056308067,110.398245300886,2445.11035042661,41.0799743784337,19.7679566385545,19.8602180480968,3.33935744715446,7.93832050049021,0.53911743972078,9.27315361898056,16459.0809480954,16441.273607975,16.635426075961,3.90923206119515,4.81789306475712,2.22557077428791,25.3857050530724,4.10395360367982,3.37683670856234,44.3563379245217,6.48372602962778,4.32001668244289,3.13457383216211,0.182897566611747,0.182895825063131,0.182896338214746,0.513675755046138,5.2874917424075,57.7975823762063,1.28716003879076,0.287160039834565,14.7389553284312,0.0686246407163244,0.727819100526565,1.05627970942658,0.361204950219525,8,0.134406937899605,0.0646775116226732,0.0649793758212398,0.0109258298189178,0.0259728825706543,0.0017639038324032,0.0303402375843287,53.8514131118008,53.7931504158294
"5",4,0.896135686875852,0.695574293483638,0.001,7.70441663633128,4.37250010446876,9.64388293135289,2.16395473813634,21.1530859909915,2.57029190159721,22.2653915122394,41.9347156717681,13.1479668268525,2.87100652789917,10.297246905466,18.8009264497387,183.074613821371,0.0429892986093736,0.0444943319232108,0.00107588303943867,0.106372389133278,0.114395467425622,0.0128117096736944,0.0306930355309126,0.0181978791803753,0.158090597461048,0.218894673407605,0.158090597461048,0.0547952649473329,0.0230422954763095,0.339323960469256,0.055468173863936,0.000321918665978882,0.00351957344239139,392.238370337918,87.5522367838089,4492.77835412591,20.8952323097091,221.840593055304,321.46823706191,110.848955091002,2437.48906830232,40.9202780678544,19.727480001172,19.7831692350224,3.34108283539099,7.94511771776964,0.539525965317633,9.22773042856003,16423.7044081482,16405.9694806346,16.8620524285108,3.89557828407834,4.83370403116125,2.22267578227862,25.3775583365386,4.11855772255157,3.40229091717267,44.3571315684511,6.46911120801932,4.3182402920116,3.12753304403771,0.183075519176236,0.18307375004691,0.183074087327578,0.5118453557809,5.28709701350255,57.7420144807251,1.28735221975328,0.287352219699719,14.745595088162,0.068579531556258,0.728095468210039,1.05507997140946,0.363813586801297,8,0.134303053416703,0.0647468914062846,0.0649296671473522,0.0109656543820909,0.0260764007390715,0.00177075982767268,0.0302860203101941,53.9036818559752,53.8454746533444
"6",4,0.893126590346362,0.635227665281861,0.001,7.53485193892536,4.3559715543016,9.61936142132998,2.1701445412532,21.1304931174934,2.54910407222508,22.4340379941574,41.8816240696422,13.1353410468684,2.86932059533925,10.277414771349,18.7814496920765,183.26088520013,0.0437433828521724,0.0444485108500047,0.00108270866528069,0.106652077453867,0.114691002508314,0.0129187437957188,0.0308060924017385,0.0182602837779532,0.158370600368818,0.21928236974144,0.158370600368818,0.0548224713501268,0.0230452197516057,0.339405823333139,0.0555485503242393,0.00032263489989696,0.00352411177382254,390.982379329393,87.3193385981524,4479.80056133084,20.8104190650523,221.181264919457,319.994555095328,111.313532563458,2429.3043257421,40.7484144411806,19.6837138626741,19.7002526365746,3.342822337693,7.95219150044796,0.539944645353118,9.17903241231024,16385.1740196598,16367.5169542648,17.1028919074589,3.88121456909521,4.85031888648222,2.21947442597339,25.3675010096695,4.13392767330158,3.42913496971382,44.3597863710602,6.45335085912717,4.31629142111961,3.1199408374717,0.183261781836739,0.183260000634674,0.183260356910395,0.509881943883039,5.28642897962722,57.6809592067647,1.28755339604463,0.287553396000242,14.7525380459275,0.0685312872316073,0.728377297403908,1.0537816994092,0.366569248270545,8,0.134189575210945,0.0648209074642342,0.0648753716949203,0.011008327947292,0.0261875514440332,0.00177810458617835,0.0302276905039676,53.9584072560509,53.9002603529794
"7",4,0.889898069478029,0.580116589298504,0.001,7.36141580412012,4.33852043134994,9.5929770569805,2.17651298597511,21.1066031962181,2.52691015005015,22.6119544359484,41.8240026193633,13.1216217618197,2.86742528772166,10.2560983148736,18.7602995910997,183.455658404068,0.04455117234322,0.0444038526439422,0.00109000469919476,0.10694891763773,0.115006417170858,0.0130335913849622,0.030927437805613,0.0183285492784667,0.158673392808055,0.219701620811153,0.158673392808055,0.054852077203709,0.0230484036749473,0.339497967641146,0.0556354373633821,0.000323402148287142,0.00352903798087928,389.632652946198,87.0673092884381,4465.80008763561,20.7196001419666,220.468409171337,318.413159938689,111.790747775976,2420.52274898024,40.563665254999,19.6364444218818,19.6111080199605,3.34456606618355,7.9595385476175,0.540371659821436,9.12688209078288,16343.2570505327,16325.6836248601,17.3585914719521,3.86612397174835,4.8677430811872,2.21593880906989,25.3552818381543,4.1500670182355,3.45740139908447,44.3646704843339,6.4363743907409,4.31415866645554,3.11176104625238,0.183456396075205,0.183454657511792,0.18345508028025,0.507778076884725,5.28544444015124,57.6139575759502,1.28776365555035,0.287763655433916,14.7597872055267,0.0684797534770395,0.728663787239248,1.05237816111527,0.36947637967236,8,0.134065801354979,0.0648998467133747,0.0648161081013516,0.0110540289450867,0.0263068415315521,0.00178596680423382,0.0301649950437459,54.0156280123144,53.9575465894317
"8",4,0.886437444728251,0.529786839542012,0.001,7.18451659874472,4.32012134614863,9.5645709997938,2.18303991528987,21.0813715620828,2.50370135697735,22.7993759006754,41.7615049123895,13.1067509771274,2.86527257239598,10.2331945748246,18.7373662575501,183.659213219692,0.0454162153445066,0.0443608831251595,0.00109779789448417,0.107263873351313,0.115342744142983,0.0131567428443365,0.031057599167199,0.0184032270292764,0.159001012480632,0.220155248050105,0.159001012480632,0.0548842808360177,0.0230518623623661,0.339602774218969,0.0557294059444489,0.000324224718196808,0.0035343810456813,388.183606586717,86.7948752074159,4450.71249203288,20.6224454631089,219.698634782255,316.717825830011,112.279002859964,2411.10984966084,40.3652604768022,19.5854629538389,19.5153596662845,3.34629877425735,7.96714810898466,0.540808576862697,9.07108685031452,16297.7240541647,16280.2403667265,17.6298302699496,3.85029731493898,4.88598280270808,2.21204337834928,25.3406434202522,4.16697498866281,3.48711626571757,44.3722019558329,6.41811728485598,4.31184245477856,3.10296194586292,0.183659201687562,0.1836576016289,0.183660093023984,0.505526281438531,5.28412498871089,57.5405729712938,1.28798314731723,0.287983146747544,14.7673487134033,0.0684247396393316,0.728954376966802,1.05086153872105,0.372538821906461,8,0.133930888242127,0.0649840585457985,0.06475145765434,0.0111029326174518,0.0264347909660121,0.00179438884359008,0.0300976311024253,54.0754260747007,54.0174156528507
"9",4,0.882731512525577,0.483823597755262,0.001,7.00462411681965,4.30076782496165,9.53422456567224,2.18970814721967,21.0548229208633,2.47948078965118,22.9966543003437,41.6938170615969,13.0905544154366,2.86291570159136,10.208652260264,18.7125137009085,183.871264204182,0.0463421980945236,0.0443199081645008,0.00110611393741018,0.107596470338421,0.115701004859868,0.013288693759761,0.0311971071633086,0.0184849130556574,0.15935381603346,0.220643745277099,0.15935381603346,0.0549192677338794,0.0230556383427757,0.339717701005887,0.0558305871863495,0.000325101480918697,0.00354017437166839,386.629328159929,86.500613892836,4434.46648602814,20.5186800676767,218.868091009039,314.903194942775,112.777063519835,2401.02971406957,40.152488433644,19.5305117968603,19.412681910235,3.34804223589585,7.97506689792357,0.541245485874526,9.01149905055047,16248.2834166446,16230.8959160947,17.91725291474,3.83369926390343,4.90502518517407,2.20773755128532,25.3232580615068,4.18465212156485,3.51831813619155,44.3828255086259,6.39845225514054,4.30928527003781,3.09348494183966,0.1838720279375,0.183870258157968,0.183870672141108,0.503117283421464,5.28234100113786,57.4602017513757,1.28821172314313,0.288211723115159,14.7752156836478,0.0683662678473028,0.729247421559222,1.04922714816065,0.375762325169015,8,0.133784228319569,0.0650737862423452,0.0646811883967296,0.0111553546089895,0.0265721556087081,0.00180337788475647,0.0300254478243058,54.1377170684153,54.0797835894652
"10",4,0.878766887515608,0.441848034479692,0.001,6.82217298332059,4.28043068142957,9.5016181907634,2.19648873149546,21.0268790322816,2.45424358704355,23.2039502057976,41.6205701393314,13.0730408410532,2.86025272796238,10.1823379397544,18.6856197408277,184.09239527549,0.0473332953972378,0.0442816397145023,0.0011149833269779,0.107948622943209,0.116082326434944,0.0134299944437173,0.0313465626751819,0.0185742717963159,0.159735121940161,0.221171707301761,0.159735121940161,0.0549572562394134,0.0230597318930106,0.339847782012241,0.0559398869635062,0.000326039736847862,0.00354644766731424,384.963942603808,86.1832007812315,4416.99543897114,20.4079266074046,217.973359134113,312.962346534197,113.282572780088,2390.24593404245,39.9245298821269,19.4713943358103,19.3026429049448,3.34975100416152,7.98323892555358,0.541688920958512,8.94790141895008,16194.7146515756,16177.4301211535,18.2216120125514,3.8163334464371,4.92487626979026,2.2030075743954,25.3028546291274,4.203082575047,3.5510192676569,44.3970776389435,6.37734964912514,4.30652152879701,3.08331001818874,0.184093124273937,0.184091349261111,0.184091778328354,0.500544593936664,5.28012050332592,57.3724093163041,1.28844965154777,0.288449651322618,14.7834007406961,0.0683040228346383,0.729542867634445,1.04746492259031,0.379149513166628,8,0.133624843581197,0.0651695093245229,0.0646047090971918,0.011211401994928,0.0267193892037782,0.00181299811285073,0.0299480527639836,54.2026723557659,54.14482213985
